Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
1018,"Илон Маск разблокировал твиттер Дональда Трампа, **за 7 часов его аккаунт набрал 25 миллионов подписчиков**, все блогеры нервно курят в сторонке","Elon Musk unlocked Donald Trump's Twitter account. In just 7 hours, his account gained 25 million followers, and all bloggers are nervously smoking cigarettes on the side.",,,,,
1019,"🇪🇸В Испании прошёл митинг против поставок оружия Украине и за восстановление диалога с Россией. 

 Жители города вышли на улицу даже несмотря на непогоду. Митингующие потребовали остановить убийства мирного населения Донбасса.","In Spain, a protest was held against supplying weapons to Ukraine and in favor of restoring dialogue with Russia. Despite the bad weather, city residents took to the streets. The protesters demanded an end to the killings of civilian populations in Donbass.",,,,,
1020,🇷🇺🇺🇦 На Крымском мосту завершают ремонтные работы. Строители уже завершили надвижку всех 4-х пролетов.,"On the Crimean Bridge, repair works are completed. Constructors have already finished the cantilevering of all four spans.",,,,,
1021,"**В Казахстане начались выборы президента.

**Зарегистрировано 6 кандидатов","**Elections for the president have begun in Kazakhstan.

**Six candidates are registered.",,,,,
1022,По всей территории Украины объявлена воздушная тревога.,Aerial alert has been declared throughout Ukraine.,,,,,
1023,"Если вы считаете что не состоялись в профессии, просто  посмотрите на актрису играющую роль жопы в рекламе биде.","If you feel you have failed in your profession, just look at the actress playing the buttocks role in a bidet commercial.",,,,,
1024,"**👀 Даня Милохин попытался исполнить гимн Украины** на стриме с украинским тиктокером Артуром Бабичем.

Оба блогера, к слову, сейчас находятся в Лос-Анджелесе, откуда и вели стрим","**👀 Dania Milykhin tried to perform the Ukrainian national anthem** during a stream with Ukrainian TikToker Arthur Babich.

By the way, both influencers are currently in Los Angeles, where they conducted the stream.",,,,,
1025,"Видео вчерашнего взрыва в пятиэтажке на Сахалине. В результате обрушения части подъезда погибли 9 человек. По предварительной версии, сдетонировали баллоны с газом.","Video of the explosion at a five-story building in Sakhalin yesterday. As a result of part of the entrance collapsing, 9 people died. According to preliminary information, gas cylinders detonated.",,,,,
1026,"💥🇷🇺**Доброе утро, мы из России

**«За пацанов» по нацикам!","💥RU**Good morning, we are from Russia

""For the guys"" by nationality!**",,,,,
1027,"В Киеве взорвался генератор, которым пользовались жители из-за отсутствия электричества","In Kyiv, a generator exploded that people were using due to the lack of electricity.",,,,,
1028,"‼️🇺🇦🏴‍☠️**В Одессе протестующих против отключений света начала хватать СБУ, сообщил спикер облвоенадминистрации С. Братчук.

**Одного из мужчин, призывавших бороться за свои права, задержали и заставили публично извиняться.","‼️🇺🇦🏴‍☠️**In Odessa, the SBU began arresting protesters against power cuts, reported Oblast Military Administration spokesperson S. Bratchuk.

**One of the men, who was calling for people to fight for their rights, was detained and forced to publicly apologize.",,,,,
1029,🇺🇦🇷🇺 Приключения Ярика с БМП.,Yarik's Adventures with a BMPT.,,,,,
1030,"**В центре Брюсселя мигранты жестоко забили двух местных жителей

**Причин точных не называлось. Бельгийцы негодуют, что их мутузят в собственной стране.","In the center of Brussels, migrants brutally beat two locals.

No exact cause was given. Belgians are outraged that they are being beaten in their own country.",,,,,
1031,"**Рецидивист с канцелярским ножом попытался ограбить супермаркет в Северной Осетии

**Грабитель, держа сотрудницу в заложниках, требовал всю наличку.
Быстро приехавшие на место сотрудники подиции подловили момент и задержали преступника.
Жертв нет.","**A recidivist with a desk knife attempted to rob a supermarket in North Ossetia.

**The robber, holding a cashier hostage and demanding all the cash, was quickly apprehended by arriving police officers who caught him off guard.
There were no victims.",,,,,
1032,"**Хоккеист любительской хоккейной команды избил судью ногами и клюшкой прямо во время матча**.

Матч остановили, а команде агрессивного игрока было присуждено техническое поражение. Полиция проводит проверку по данному инциденту.","A fan of an amateur hockey team assaulted a referee with his feet and stick right during the match. The match was stopped, and the aggressive player's team was awarded a technical loss. The police are investigating this incident.",,,,,
1033,"🔥🇷🇺🇺🇦 Взрыв и мощный пожар в Херсоне: похоже, что армия России поразила топливохранилище ВСУ.",🔥🇷🇺🇺🇦 Explosion and powerful fire in Kherson: it seems that Russia's army hit a fuel depot of the Ukrainian military.,,,,,
1034,"**Жёсткие бои из Красноярска

**Возле местного ТЦ «Ньютон» зарамсились какие-то пьяные гопари и вот чем всё закончилось","**Hard Fights from Krasnoyarsk

**Near the local shopping center ""Newton,"" some drunk hooligans got into a fight, and this is how it ended up.",,,,,
1035,"В Москве школяра опиздюлили за телефонный пранк.

Парнишка подумал, что может как знаменитые Вован и Лексус и тоже решил пранкануть.
Только объект розыгрыша выбирать его не научили и бедолага нарвался на какого-то миллионера. 
Тот шутку оценил и показал как надо правильно пранковать.
Дядя нанял спортиков, те вывезли горе шкилу в лес и под пиздюля записали извинение с участием слащавой моськи.","In Moscow, a schoolboy got prank-called after attempting a phone prank.

The boy thought he could pull off a prank like those by沃森和雷克萨斯一样，也决定搞个恶作剧。
只是他们还没教会他如何选择合适的对象，可怜的少年遇到了一个百万富翁。
那人觉得这个玩笑挺有趣，还教他如何正确搞恶作剧。
叔叔雇了一些混混，他们把倒霉的少年带到森林里，录了一段道歉视频，还让他在里面提到了甜美的小虫子。",,,,,
1036,Житель Новосибирска стрельнул себе сигнальной ракетой в трусы,A Novosibirsk resident shot a signal flare into his underwear.,,,,,
1037,Я и моё везение в одном видео:,I and my luck in one video:,,,,,
1038,"🤡🇺🇦**Вызывайте дурку или тащите Оскар

**""Освободитель Херсона"" рыдает на камеру, пока западные журналисты рассказывают, как тяжело далось «освобождение города»

Испанский стыд.","Clown 🇺🇦 You're calling for an asylum or dragging in Oscar

""Herson Liberator"" cries on camera while Western journalists describe how difficult the ""liberation of the city"" was.

Spanish shame.",,,,,
1039,Когда получил повестку,When I received the summons,,,,,
1040,**В Херсоне уже начали раздавать повестки**,**Calls for conscription have already begun in Kherson.**,,,,,
1041,В Херсон** прибыл первый поезд** из Киева.,The first train from Kiev arrived in Kherson.,,,,,
1042,"Украинцы уже бьют своих, чтобы чужие боялись",Ukrainians are already beating their own people so that others will fear them.,,,,,
1043,В Одессе люди второй день перекрывают дорогу из-за отсутствия света...,"In Odessa, people have been blocking the road for the second day due to power outages...",,,,,
1044,"В Джалиле водила на Ниве сбил женщину в том месте, где это было сделать очень сложно.

После ДТП виновник трусливо убежал","In Dzhali, the driver of the Niva hit a woman in a place where it was very difficult to do so.

After the accident, the culprit fled cowardly.",,,,,
1045,"**Покупаешь Tesla. К ней – генератор, а к нему – бензин**. 

Когда хотел попонтоваться дорогой машиной, но живешь в Украине🤣","You buy a Tesla. Then you get a generator, and then you use gasoline.

When I wanted to impress with a fancy car but live in Ukraine 🤣",,,,,
1046,"В Перу взлетавший самолёт столкнулся в аэропорту с проезжавшей машиной.

Самолет Airbus A320 авиакомпании LATAM Airlines, совершавший рейс из Лимы в Хулиаку, врезался в пожарный автомобиль во время взлёта в международном аэропорту Хорхе Чавеса.

По данным местных СМИ в результате столкновения погибли двое пожарных. Среди пассажиров самолёта никто не пострадал.","In Peru, an airplane taking off collided with a vehicle at the airport.

The Airbus A320 from LATAM Airlines, which was departing from Lima to Juliaca, crashed into a fire truck during takeoff at the Jorge Chávez International Airport.

According to local media reports, two firefighters died in the collision. None of the passengers on the plane were injured.",,,,,
1047,"🧻🍉 **Ведущий «Орла и решки» возглавил ночную вакханалию в Херсоне с фонариками и арбузом

**Коля Серьга – украинский музыкант, комик. В России его знают, как ведущего трэвэл-шоу «Орел и решка»","🧻🍉 The host of ""Orel i Reshka"" led a night rampage in Kherson with flashlights and watermelons.

**Kolya Seriya – a Ukrainian musician and comedian. In Russia, he is known as the host of the travel show ""Orel i Reshka.""**",,,,,
1048,"⚡️❗️ **В поселке Тымовское на Сахалине произошел взрыв в жилом доме.

**Обрушились этажи с 5 по 1. На данный момент известно об одном погибшем, идет разбор завалов. Причины взрыва устанавливаются, дом не был газифицирован.

**UPD:** Число погибших при взрыве на Сахалине увеличилось до 9.","⚡️❗️ An explosion occurred in a residential building in Tyumovskoye, Sakhalin Island.

Floors from the 5th to the 1st collapsed. As of now, one person is confirmed dead, and debris is being cleared. The cause of the explosion is under investigation; the building was not gasified.

**UPDATE:** The number of fatalities from the explosion on Sakhalin has increased to 9.",,,,,
1049,"Кадры сегодняшнего, ночного прилета по заводу «Мотор Сич» в Запорожье.",Footage of today's overnight flight tour of the Zaporizhzhia Motor Sich factory.,,,,,
1050,"🚀🇷🇺**Доброе утро, мы из России

**Реактивная артиллерия наваливает по позициям почитателей Бандеры🇺🇦","🚀🇷🇺**Good morning, we are from Russia.

**Our rocket artillery is hitting the positions of Bandera's followers 🇺🇦",,,,,
1051,Киевский вайб,Kyiv vibes,,,,,
1052,От добра добра не ищут,Evil will not come from good.,,,,,
1053,"**Кринж дня

**Красноярские рекламщики использовали кадры ракетных ударов по Украинской инфраструктуре для рекламы **фестиваля сала**","**Cringe of the Day

*Krasnoyarsk advertising professionals used footage of rocket strikes on Ukrainian infrastructure to promote the **sauerkraut festival***",,,,,
1054,"🤡🇺🇦**Фиаско укропропагандиста.

**Ожидал услышать от деда совсем другое, видимо, но…

 Большинство населения Купянска, несмотря на ""перегруппировку"" ВС РФ, верят России и ждут освобождения от формирований киевского режима.","Clown 🇺🇦 **Disaster for the Ukrainian propaganda.

 I was expecting something quite different from my grandfather, apparently, but...

 Despite Russia's supposed ""redeployment"" of its forces, the majority of Kupiansk's population still believes in Russia and awaits liberation from Kyiv's regime.",,,,,
1055,В Одессе 🇺🇦 люди перекрыли дорогу и бунтуют против выключений света,"In Odessa 🇺🇦, people have blocked the road and are protesting against power outages.",,,,,
1056,"Если ходить на концерты, то только на такие","If going to concerts, then only to those kinds",,,,,
1057,**в день два раза это упражнение делай и спина болеть не будет** 🤡,"Do this exercise twice a day, and your back won't hurt. 😂",,,,,
1058,"**Сотни овец ходят по кругу** вот уже почти **2 недели **на одной из китайских ферм. Овцы здоровы, и причина странного поведения до сих пор остаётся загадкой.","Hundreds of sheep have been walking in circles on one of the Chinese farms for nearly 2 weeks. The sheep are healthy, and the reason for this strange behavior remains a mystery.",,,,,
1059,"**Не хотите хату в Омске всего за... 1 млн рублей?

**Вот как её описывает собственник: 

«2 этаж 2х этажного дома. Находится в черте города.
Продаю квартиру, состояние видно на фото. Площадь 40 квадратов, 2 комнаты. Туалет и ванна разделены. Работы там предстоит не мало, но и цена приятная. Надо обработать всю квартиру от грибка, замена труб, проводки и тд.»","**Don't you want a house in Omsk for just... 1 million rubles?

**Here's how the owner describes it:

""Second floor of a two-story house. Located within the city limits.
I'm selling an apartment; its condition can be seen in the photos. The area is 40 square meters, with two rooms. The toilet and bathroom are separate. There's quite a bit of work to be done, but the price is pleasant. You'll need to treat the entire apartment for mold, replace pipes, wiring, and so on.""",,,,,
1060,Смертельный бильярд,Deadpool,,,,,
1061,"Полицейский не смог остановить жирн… пышную даму, укравшую одежду.

Масса решает! А вы и дальше сидите в своих качалках, пацаны.","The policeman couldn't stop the plump woman who had stolen clothes.

Mass decides! Keep sitting in your swings, guys.",,,,,
1062,"⚡️**Лукашенко прокомментировал уход McDonald`s из Беларуси:

**«У нас что булочку пополам не могут разрезать? И впихнуть в эти две половинки кусочек мяса, картошки и салат?».","⚡️**Lukashenko commented on McDonald's exit from Belarus:

""Can't they even cut a bun in half and fit a piece of meat, potato, and salad into each half?""",,,,,
1063,"⚡️** Генсек НАТО Йенс Столтенберг: Если бы не НАТО, то и всей этой ситуации с Украиной не было бы.**","⚡️** NATO Secretary-General Jens Stoltenberg: If it weren't for NATO, there wouldn't have been this situation with Ukraine.**",,,,,
1064,🔥🇷🇺🇺🇦 Вчерашние пуски калибров по целям в Украине.,🔥🇷🇺🇺🇦 Missiles launched at targets in Ukraine yesterday.,,,,,
1065,"В Красноярске работягам подарили стриптизёршу на день рождения местной металлургической компании. Как рассказало руководство, оно оплатило ей два танца. 

Станки напряглись","In Krasnoyark, workers gave a stripper as a birthday gift to a local metallurgical company. According to the management, they paid her for two dances.

The machines are strained.",,,,,
1066,Так выглядит разочарование по-украински.,This is how Ukrainian disappointment looks like.,,,,,
1067,"🇸🇾🇺🇸 **Сирийцы выгоняют американские патрули камнями

**Видео снято в районе Эль-Камышлы.","🇺🇸🇺🇸 Syrians drive away American patrols with stones.

The video was shot in the area of El-Kamishli.",,,,,
1068,Солдаты из РФ юморят в окопах👍,Soldiers from Russia are joking around in the trenches👍,,,,,
1069,"🤡🇺🇦**Шиза у украинцев набирает обороты

**В Кривом Роге хлопец около километра гнался за другим хлопцем, подозревая, что он русский диверсант. А после того как догнал, держал его до приезда полицаев.

Те ничего подозрительного не нашли и распустили хлопцев.

Скоро они так друг друга перебьют…","Clown 🇺🇦 Insanity is spreading among Ukrainians.

In Kryvyi Rih, a young man chased another boy for about a kilometer, suspecting he was a Russian saboteur. After catching up, he held the other boy until the police arrived.

The police found nothing suspicious and let the boys go.

Soon they will be killing each other...",,,,,
1070,"**Кадры 18+**🔞

**ВСУ массово убивает пленных**, теперь официально. На видео украинцы сначала окружают дом, заставляют всех русских бойцов выйти из него и кладут на землю. 

На 2 видео уже с дрона видны тела убитых солдат.","**18+ CONTENT**

**The Ukrainian military is mass murdering prisoners**, now officially confirmed. In the video, Ukrainians first surround a house, force all Russian soldiers to come out and lie on the ground.

On two videos taken from a drone, the bodies of killed soldiers are visible.",,,,,
1071,"**Ну а пока Панин отдыхает в Европе и жалуется на Россию, его место заняла жертва доктора Малахова из Обнинска**,** которая решил**а** ""пролечить"" себя огурцом.

**Экспериментатор выбрал своей интимной локацией - открытый лифт.
Возможно намеренно понимая, что там находится камера.

**Достойный конкурент!**","While Panyin is relaxing in Europe and complaining about Russia, a victim from Obninsk, who was treated by Dr. Malakhov, has taken his place. She decided to ""treat"" herself with a cucumber.

The experimenter chose an open elevator as her intimate location, possibly knowingly placing herself in front of a camera.

A worthy competitor!",,,,,
1072,Домахался своим мачете. Пуэрто-Плата,Wearied himself with his machete. Puerto Plata,,,,,
1073,"**Сейчас более 10 млн. украинцев без света. Это рекордные отключения. Почти полностью без света Киев, Сумы, Одесса , Винница. Призываем наших партнеров как можно скорее закрыть украинское небо и предоставить нам больше систем ПВО, **— Зелинский в вечернем обращении.","Currently, over 10 million Ukrainians are without power. These are record-breaking power outages. Kyiv, Sumy, Odessa, and Vinnytsia are almost completely without electricity. We call on our partners to quickly provide us with more air defense systems and cover our skies, — Zelensky in his evening address.",,,,,
1074,"💥🇷🇺**Доброе утро, мы из России

**Артиллеристы ""Отважных"" методично бьют по ВСУ","💥RU**Good morning, we are from Russia

**Artillerymen of the Brave ones methodically strike at the Ukrainian military forces**",,,,,
1075,В сеть попали уникальные кадры новой НАТОвской обуви переданная по ленд-Лизу ВСУшникам,The network obtained unique footage of new NATO-issue boots sent via Lend-Lease to Ukrainian forces.,,,,,
1076,Около красноярского **наркодиспансера** кто-то поставил картонную фигуру **Зеленского.**,"Near the Krasnoyarsk drug clinic, someone placed a cardboard figure of Zelensky.",,,,,
1077,"💬 **Поляк записал гневное видео про Зеленского:

**Зеленский хочет втянуть нас в войну. Мы этого не допустим. На его руках смерть двух поляков. Он должен за это ответить. И у меня вопрос к нашему правительству: после всего этого мы будем продолжать помогать Украине?","💬 A Pole recorded an angry video about Zelensky:

Zelensky wants to drag us into war. We won't allow it. He is responsible for the deaths of two Poles on his watch. I have a question for our government: after all this, will we continue to help Ukraine?",,,,,
1078,"le classique: гопник жестко накидал пончику, а добил он его запахом своих недельных носков 🥊","The classic: The hoodlum gave the punk a beating, finishing him off with the smell of his week-old socks 🥊",,,,,
1079,"Жена изменила мужу, а когда он об этом узнал и сказал, что засудит её за измену, она сказала, что засудит его за избиение. Поехавшая  заперлась у себя в комнате и дала себе пизды. Правда, она забыла, что муж поставил камеру в её спальне, из-за чего она и была поймана на измене. Теперь ей грозит сразу несколько обвинений и тюрьма.

В этой новости прекрасно все 😁","The wife cheated on her husband, and when he found out and said he would sue her for adultery, she threatened to sue him for beating her. After that, she locked herself in her room and gave herself oral sex. It's true that she forgot her husband had installed a camera in her bedroom, which is why she was caught cheating. Now she faces multiple charges and a possible prison sentence.

This news is perfect in every way 😁",,,,,
1080,В районе Угледара ВСУшников накрыл снаряд.,A mortar round hit the area around Ugledar where Ukrainian forces were located.,,,,,
1081,Тем временем в передаче у Соловьёва,"Meanwhile, in Solovyov's broadcast/transmission",,,,,
1082,"В Новой Каховке пришли домой к девушке, которая передавала ВСУ координаты наших военных. 
С улыбкой на лице она записала ""покаяние"", после чего её отпустили. 

Сажать надо за такое.","In Nova Kakhovka, they went home to the girl who was passing coordinates of our military to the Ukrainian Armed Forces (VSYU). With a smile on her face, she wrote down her ""repentance,"" after which she was released.

We should be arresting people for such actions.",,,,,
1083,"Лайфхаки из Одессы подъехали, как охлаждать продукты без электричества, надеюсь вороны не спиздят","Hacks from Odessa have arrived: how to cool down food without electricity, hoping the crows don't steal them.",,,,,
1084,"**На фронте погиб герой легендарного видео «Ярик, бачок потик»** — именно он был за рулем той самой машины","**The hero of the legendary video ""Yarik, Potic Broke"" died in action** — he was driving that very car.",,,,,
1085,"Челябинская тиктокерша ""Большая любвеобильная бомба"" подпала под проверку полиции из-за стримов, где она **критикует СВО, попивая пивасик

**По нашим данным, 31-летняя Кристина Хабарова трудится в магазине для толстушек ""Леди мармелад"". В свободное от работы время тиктокерша, называющая себя bigbombalove, выходит в эфир с бокалом. ""Военный эксперт"" связана с СВО лишь тем, что она ""бомба"". 

Сомнительная повестка трансляций начала вызывать вопросы у подписчиков. Те записали экран и показали видео полицейским. Они тоже призадумались и начали проверку.","The TikToker from Chelyabinsk known as ""Big Love Bomb"" is under police scrutiny due to streams where she criticizes the Special Military Operation while sipping beer.

According to our information, 31-year-old Kristina Khabarova works at a plus-size store called ""Lady Marzipan."" In her free time, the TikToker, who goes by the username bigbombalove, goes live with a glass in hand. She calls herself a ""military expert"" only because she refers to herself as a ""bomb.""

The questionable content of her broadcasts began raising questions among her followers. They recorded the screen and showed the video to the police, who also became suspicious and started an investigation.",,,,,
1086,"**Дикий замес в Краснодаре

**Зачем и почему — информации нет.
На кадрах видно, как девушка набрасывается на парня, и даже после того, как его оттащили - дама продолжает кидается с кулаками.","**Wild Mix-Up in Krasnodar

**Why and for what — there is no information.
On the footage, it can be seen that a girl attacks a boy, and even after he is pulled away, the woman continues to punch him.",,,,,
1087,"В московском лицее малолетка решила пошутить во время исполнения российского гимна и выложила это в сеть. Но шутку не оценили.

Извинения уже появились, но прощения попросила не главная ""героиня"", а лишь её подруга, которая сидела рядом.","At a Moscow school, a minor decided to joke during the playing of the Russian national anthem and posted it online. But her joke was not well-received. Apologies have already been issued, but it was only her friend who sat next to her and asked for forgiveness, not the main ""heroine"" of the incident.",,,,,
1088,"⚡️**В Псковской области задержаны уроженцы Украины, пытающиеся провести через границу 186 кг гашиша.

**Одного контрабандиста задержали сотрудники Федеральной таможенной службы – в ходе обыска в автомобиле под управлением злоумышленника правоохранители обнаружили двойное дно, под которым было спрятано 247 брикетов гашиша.

Чуть позже был задержан и подельник украинца – его соотечественник, который также участвовал в преступной схеме. Что любопытно, таможню в Латвии, через которую автомобиль следовал транзитом, контрабандисты прошли без проблем.","⚡️**In Pskov Oblast, residents of Ukraine have been arrested attempting to smuggle 186 kg of hashish across the border.

**One drug smuggler was apprehended by Federal Customs Service officers—during a search of a vehicle under the control of the suspect, law enforcement discovered a false floor containing 247 briquettes of hashish.

A little while later, the suspect's accomplice, also a Ukrainian citizen who participated in the criminal scheme, was also arrested. Interestingly, the smugglers passed through the customs in Latvia, where the vehicle had transited, without any issues.",,,,,
1089,"Минобороны РФ:

В Павлограде Днепропетровской области **уничтожены цеха оборонного предприятия** по производству топлива и ракетных двигателей для украинской армии.

В Запорожье **уничтожены цеха научно-производственного комплекса ""Искра""**, в которых производились электронные компоненты для ремонта радиолокационных станций украинской армии и реактивных систем залпового огня.","Ministry of Defense of Russia:

In Pavlograd, Dnipropetrovsk Oblast, defense enterprises producing fuel and rocket engines for the Ukrainian army have been destroyed.

In Zaporizhzhia, the scientific and production complex ""Spark"" has had its workshops destroyed, where electronic components for repairing radar stations and rocket systems of the Ukrainian army were produced.",,,,,
1090,"**Если Steam проигнорирует требования, у властей появится основание полностью заблокировать площадку.

**Всё ещё не понимаю. Наше богоспасаемое отечество дало нам все ~~торренты~~ инструменты для обладания продуктом комфортного времяпрепровождения в любимой игре.

Пиратство интеллектуальной собственности тех, кто круглосуточно занимается расчеловечиванием граждан РФ, должно всячески поощряться. 

👍 – если согласен","**If Steam ignores the requirements, authorities will have grounds to completely block the platform.

**I still don’t get it. Our blessed homeland has given us all the tools to enjoy the product of our favorite game comfortably.

Piracy of intellectual property by those who round-the-clock dehumanize Russian citizens should be encouraged in every possible way.

👍 – if you agree",,,,,
1091,"Во Владивостоке педофил напал на ребёнка средь бела дня.

Судя по видео, гоблин бросил малого на асфальт, после чего раздвинул ему ноги, лег сверху и начал целовать.

UPD: Сотрудники патрульно-постовой службы задержали и доставили в отдел полиции 33-летнего местный жителя Владивостока, причастного к совершению противоправных действий в отношении ребенка.

Установлено, что мужчина состоит на учете в психоневрологическом диспансере","In Vladivostok, a pedophile attacked a child in broad daylight.

According to the video, the goblin threw the child onto the asphalt, spread the child's legs, lay on top of them, and began kissing.

UPDATE: Patrol officers arrested and brought a 33-year-old local resident of Vladivostok to the police station who was involved in criminal actions against a child.

It has been established that the man is registered for treatment at a psychiatric clinic.",,,,,
1092,"⚡️Дома и улицы, на электросетях которых нет критически важных объектов, **не получат электричества до стабилизации ситуации, на это может уйти неделя** — гендиректор ДТЭК Дмитрий Григорьев

**В Одесской области без света остаются 70% жителей**","⚡️Homes and streets without critical infrastructure on their power grids **will not receive electricity until the situation stabilizes, which could take a week** — said DTEK CEO Dmitry Grygoriev.

**In Odessa Oblast, 70% of residents remain without power.**",,,,,
