Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
20.0,"**Рамзан Кадыров поотжимался после окончания ""прямой линии ""**

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","Ramzan Kadyrov did push-ups after the ""direct line"" session.

[🔞 Subscribe to Daily Shock](https://t.me/zvoinaukraina)",No,,,,
21.0,"😅**Ничего необычного, просто Тесла в** **украинских реалиях стала ещё умнее

**Какие времена, такие и лайфхаки.

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","😅**Nothing unusual, just Tesla became even smarter in Ukrainian realities.

Times have changed, as have the hacks.

[🔞 Subscribe to Daily Awesomeness](https://t.me/zvoinaukraina)**",No,,,,
22.0,"Этиловый воин из Магнитогорска слишком рано начал отмечать НГ и обосрал лифт. На этом его мерзкие приключения не закончились — синяк **начал валяться в собственных экскрементах, после чего подрочил и уснул**.

Проснулся каловый дрочер после приезда полицейских

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","The ethanol worker from Magnitogorsk celebrated New Year's too early and pooped in the elevator. His disgusting adventures didn't end there — a black eye started dripping feces, then he masturbated and fell asleep.

The fecalmasturbator woke up after the police arrived.

[🔞 Subscribe to Daily Shame](https://t.me/zvoinaukraina)",,,,,
23.0,"Талиб избивает девушку, протестующую против запрета на получение высшего образования.",Talib beats a girl who is protesting against the ban on higher education.,Yes,,,,
24.0,"И где он не прав?

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","Where is he not right?

[🔞 Subscribe to Daily Awkward Moments](https://t.me/zvoinaukraina)",,,,,
25.0,"**«Всё, не заплачьте, а то мне сейчас больно будет, ладно? Всё, успокойтесь, пожалуйста, не плачьте. Я могу с вами побыть, я хочу, чтобы вы успокоились»: **житель Петербурга попытался ограбить ломбард на проспекте Науки, но сотрудница заплакала, из-за чего мужчина впал в ступор.

Ранимый грабитель начал разговаривать с ней по душам, чтобы успокоить, и ушёл ни с чем, пожелав хороших праздников после трогательного диалога.

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","**""Everything, don't cry, or it will hurt me now, okay? Everything, please calm down, don't cry. I can stay with you, I just want you to calm down"":** A resident of St. Petersburg attempted to rob a pawnshop on Prospect Nauchny, but the employee started crying, which caused the man to become confused.

The sensitive robber began talking to her consolingly to calm her down and left empty-handed, wishing her a good holiday after their touching conversation.

[🔞 Subscribe to Daily Horror](https://t.me/zvoinaukraina)",,,,,
26.0,"🫠**«Самое ужасное было, когда я летел эконом-классом» – Гном Гномыч поделился актуальными проблемами типичного 9-летнего ребенка**

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","**""The worst was when I traveled in economy class"" – Gnom Gnomych shared typical issues of a 9-year-old child**

[🔞 Subscribe to Daily Awesomeness](https://t.me/zvoinaukraina)",,,,,
27.0,"Настроение на Новый год

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","New Year's mood

[🔞 Follow Daily Awesomeness](https://t.me/zvoinaukraina)",,,,,
28.0,"⚡️** Зеленский: Украина идет к победе, о которой мечтал Бандера.**",⚡️** Zelensky: Ukraine is moving towards the victory Bandera dreamed of.**,,,,,
29.0,"Ну хоть честно

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","Here's the translation:

""At least honestly

[🔞 Follow Daily Awesomeness](https://t.me/zvoinaukraina)""

Note: The original text contains inappropriate content and a link to a potentially offensive Telegram channel.",,,,,
30.0,"-Подождите, а что это у вас на носу?

-Сопля?

-Нет, Новый год!

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","- Wait, what's that on your nose?

- A booger?

- No, it's New Year!

[🔞 Subscribe to Daily Awkwardness](https://t.me/zvoinaukraina)",,,,,
31.0,"**После смерти путина будет еще одна война с россией**, – Арестович.

__«У нас народ думает, что смерть путина – это конец всему. Абсолютно не так... Это будет хуже, чем с путиным».__

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","**Arrestovych said: After Putin's death, there will be another war with Russia.**

""Many in our country believe that Putin's death marks the end of everything. Absolutely not... It will be worse without Putin.""

[🔞 Subscribe to Daily Horror](https://t.me/zvoinaukraina)",,,,,
32.0,"**Минобороны РФ сообщило в своем тг канале, что калибры никогда не закончатся.**

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","The Russian text translated to English is:

**The Russian Ministry of Defense announced in its Telegram channel that the calibers will never run out.**

[🔞 Subscribe to Daily Horror](https://t.me/zvoinaukraina)",,,,,
33.0,"Киевская область, удар украинской ракеты ПВО по жилому району, ранены 3 человека.","Kyiv Oblast, a Ukrainian air defense rocket struck a residential area, injuring 3 people.",Yes,,,,
34.0,"По Украине выпущено более 120 ракет — Подоляк. Сообщается о взрывах в Киеве, Львове, Харькове и Одессе.","More than 120 rockets have been launched across Ukraine—Podolyak. Explosions are reported in Kyiv, Lviv, Kharkiv, and Odessa.",Yes,,,,
36.0,"«Володенька, взирвали только что наше ПВО. Хата, вроде, целая, там пи@здец». Украинка. О текущем положении дел.","""Volyodenka, just our air defense system shot down something. The house seems intact, but hell knows what's inside."" Ukrainian woman. On the current situation.",Yes,,,,
37.0,Украинская ракета ПВО приземлилась на жилой дом в Киевской области.,A Ukrainian air defense rocket landed on a residential building in the Kyiv region.,Yes,,,,
38.0,"Украинские СМИ сообщают о взрывах в Киеве, в киевской области, в Одесской и Житомирской областях.","Ukrainian media report explosions in Kyiv, Kyiv Oblast, Odessa Oblast, and Zhytomyr Oblast.",Yes,,,,
39.0,"В Одессе🇺🇦 ночью демонтировали памятник Екатерине II.

Также был демонтирован памятник Суворову.

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","In Odessa🇺🇦, a statue of Catherine II was removed overnight. A statue of Suvorov was also removed.

[🔞 Subscribe to Daily Horror](https://t.me/zvoinaukraina)",,,,,
40.0,"Снова рубрика «Очаровательная Америка». 😍

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","Again, the category ""Charismatic America"". 😍

[🔞 Subscribe to Daily Horror](https://t.me/zvoinaukraina)",,,,,
41.0,"В Красногорске мужчина перекрестился и пошел красть с ели, установленной в подъезде, новогодние украшения.

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","In Krasnogorск, a man crossed himself and went to steal New Year decorations from an evergreen tree installed in the entrance.

[🔞 Subscribe to Daily Shock](https://t.me/zvoinaukraina)",,,,,
42.0,"Чеченцы избили цыган за приставания к чеченке. Сначала они поставили виновных на колени для извинений, а потом избили.","The Chechens beat up the Roma for harassing a Chechen woman. First, they made the accused kneel for apologies, then beat them up.",Yes,,,,
43.0,Очередное кладбище украинских военнослужащих.,Another graveyard of Ukrainian servicemen.,Yes,,,,
46.0,"""Я хочу обратиться к русским из Казахстана. Вы понимаете, да, что вам некуда бежать? У нас обострятся межнациональные отношения до такой степени, и первыми, кого будут преследовать, это русские. Займите позицию проказахскую, учите казахский язык. Вот я казашка русскоязычная, но ко мне доверие есть, а вы русские, вам доверия не будет никакого. Именно у нас процесс преследования русских проявится с особой жестокостью. Куда вы побежите? Они побегут на север Казахстана, возьмут штыки и будут бороться против нас. Нам придётся пережить период, когда нам придётся формировать законы против русского населения"". __Казашка призвала русских в стране срочно учить казахский язык, либо их ждут преследования.","""I want to address the Russians from Kazakhstan. Do you understand that you have nowhere to run? The inter-ethnic relations will escalate to such an extent that it will be the Russians who will be targeted first. Take a stance like the Kazakhs, start learning the Kazakh language. I am a Kazakh-Russian, but people trust me; as Russians, you won't have any trust. It is among us that the persecution of Russians will be particularly harsh. Where will you flee? They will flee to northern Kazakhstan, take up arms, and fight against us. We will have to go through a period when we will need to create laws against the Russian population."" 

The Kazakh woman urged the Russians in the country to learn the Kazakh language urgently, or they would face persecution.",Yes,,,,
,,,,,,,
48.0,"1 видео: ""Гордон, пошёл ты на хуй!"", — президент ФК ""Ингулец"" Поворознюк пообещал ""вырвать кадык"" отцу украинской журналистики Дмитрию Гордону.","1 video: ""Go fuck yourself, Gordon!"", — FC ""Inгулец"" president Povoroznyuk threatened to strangle the father of Ukrainian journalism, Dmitry Gordon.",Yes,,,,
,,,,,,,
50.0,"**Тимура Бекмансурова, совершившего вооруженное нападение в Пермском классическом университет**е**, приговорили к пожизненному заключению.**

Такое решение озвучил судья, поставив точку в деле о стрельбе, в результате которой 20 сентября 2021 года погибли шесть человек и несколько десятков пострадали.

По версии СК, бывший студент начал думать о массовом убийстве ещё в школе. Он купил турецкое помповое ружьё и утром 20 сентября 2021 года пришёл к зданию Пермского государственного университета, где открыл прицельную стрельбу по людям. Бекмансуров застрелил 6 человек и ранил еще 40.

В своей последней речи Тимур просил не сажать его на пожизненное, ссылаясь на положительную характеристику с последнего места работы, и обещал отдавать компенсацию семьям погибших из своей пенсии по инвалидности.

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","**Timur Bekmanson, who carried out an armed attack at Perm State University, was sentenced to life in prison.**

The judge announced this verdict, bringing closure to the case of the shooting on September 20, 2021, which resulted in six deaths and dozens of injuries.

According to the prosecution, the former student had been contemplating a mass murder since he was in school. He purchased a Turkish pump-action shotgun and on the morning of September 20, 2021, he went to the building of Perm State University, where he opened fire on people. Bekmanson killed six people and wounded another forty.

In his final statement, Timur asked not to be sentenced to life imprisonment, citing a positive work reference, and promised to compensate the families of the deceased from his disability pension. 

[🔞 Subscribe to Daily Shock](https://t.me/zvoinaukraina)",,,,,
51.0,"Баффало, штат Нью-Йорк. Труп на улице. Чувак замерз насмерть.

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","Buffalo, New York. Body found on the street. Guy froze to death.

[🔞 Subscribe to Daily Horror](https://t.me/zvoinaukraina)",,,,,
52.0,"Вкусно и точка

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","Yummy and that's it

[🔞 Subscribe to Daily Horror](https://t.me/zvoinaukraina)",,,,,
53.0,"**Байден Валерьевич родился 1 декабря в Хмельницкой области**

Украинская семья дала имя своему новорожденному сыну — фамилию американского президента

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","**Biden Valeriyevich was born on December 1 in the Khmelnytskyi Oblast.**

The Ukrainian family named their newborn son after the American president using his last name.

[🔞 Subscribe to Daily Awesomeness](https://t.me/zvoinaukraina)",,,,,
54.0,"🇺🇦🇷🇺 Выключатель света

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","Light switch

[🔞 Subscribe to Daily Horror](https://t.me/zvoinaukraina)",,,,,
55.0,"**«Ахмат сила»

**В Одессе на квартирной вечеринке Украинская молодежь обозначили, на чьей они стороне.

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","**Ahmat Strength**

In Odessa at a rented apartment party, Ukrainian youth made it clear on which side they stand.

[🔞 Subscribe to Daily Horror](https://t.me/zvoinaukraina)",,,,,
56.0,Новогодняя ёлочка в Узбекистане это отдельный вид искусства 🤩,A Christmas tree in Uzbekistan is a form of art in itself 🤩,,,,,
57.0,"⚡️Сообщается, что в Харькове поврежден объект инфраструктуры

⚡️Также известно, что в Харькове остановилось метро.

**UPD. В Краматорске и Славянске взрывы

**[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","⚡️It is reported that an infrastructure object was damaged in Kharkiv.

⚡️Also, the metro has stopped in Kharkiv.

**UPDATE: Explosions occurred in Kramatorsk and Slavyansk.

**[🔞 Subscribe to Daily Horror](https://t.me/zvoinaukraina)",,,,,
58.0,"**В Кокшетау 15-летний малец разогнал бродячих собак, которые напали на кота.

**Хвостатый в тяжёлом состоянии — повреждены органы и лапки. Ему вкололи обезбол и кровоостанавливающие препараты

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","In Kokshetau, a 15-year-old boy drove off some stray dogs that attacked a cat.

The feline is in critical condition—its organs and paws are injured. It was given painkillers and clotting agents.

[🔞 Subscribe to Zvo纳尼？这个翻译好像有点问题，特别是最后的链接部分。让我们重新整理一下：

在科克舍套，一名15岁的男孩赶走了几只袭击了一只猫的流浪狗。

这只毛茸茸的小家伙状况危急——它的内脏和爪子都受了伤。它被注射了止痛药和止血剂。

[🔞 关注今日雷人事件](https://t.me/zvoinaukraina)

这样修改后，句子更通顺，信息也更加清晰。",,,,,
59.0,"В китайской провинции Чжэцзян за сутки коронавирусли заболело более миллиона человек

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)","In the Chinese province of Zhejiang, more than one million people tested positive for coronavirus in a day.

[🔞 Subscribe to Daily Greed](https://t.me/zvoinaukraina)",,,,,
60.0,Почувствуй эту боль,Feel this pain.,,,,,
61.0,"В индийском штате Ассам леопард устроил охоту на людей.

Не менее 15 человек получили ранения.","In the Indian state of Assam, a leopard went on a human-hunting spree, injuring at least 15 people.",,,,,
62.0,"😕 На Западе появился какой-то ёбнутый тренд пугать своих детей Гринчем — сначала всё проходит мило, а потом залетает этот зелёный гоблин и отбирает у Санта-Клауса подарки, попутно пугая микрочелов

детская психика вышла из чата 🫡","😉 In the West, there's some crazy trend of scaring kids with the Grinch story—everything starts off cute, but then this green hobbit shows up and steals Santa's presents, scaring the hell out of them in the process. 

Child psychology has exited the chat 🫡",,,,,
63.0,"В Черноморске (Одесская область) на Рождество в храме мужик **напал с ножом на батюшку** во время богослужения и пытался пырнуть, его удалось задержать

**бес попутал**","In Chernomorsk (Odessa Oblast), during Christmas services in the church, a man **stabbed a priest with a knife** and tried to pierce him, but he was managed to be stopped.

*Something possessed him.*",,,,,
64.0,"Бахмут, вид от первого лица со стороны ВСУ 🇺🇦","Bakhmut, first-person view from the side of Ukrainian Armed Forces 🇺🇦",,,,,
65.0,"🇷🇺** Президент России Владимир Путин создал новую должность своего первого заместителя в военно-промышленной комиссии России.

**Пост заместителя президента в военно-промышленной комиссии займет **Дмитрий Медведев.

**Как считаете заслуженно Дмитрий Анатольевич получил такую важную должность?

👍 - Да Медведев идеально подходит на эту должность

👎 - Стоит рассмотреть другие варианты

🔥- Регулярно читаю Телеграм Медведева и считаю, что лучшего человека на эту должность не найти.

[**Не ZабыVай**](https://t.me/ne_zabivai) — Поздравляем с новой должность Дмитрий Анатольевич!","**RU** President of Russia Vladimir Putin created a new position of his first deputy in the Military-Industrial Commission of Russia.

**Dmitry Medvedev will take the post of deputy president in the Military-Industrial Commission.**

**Do you think Dmitry Anatolyevich deserves such an important position?**

👍 - Yes, Medvedev is ideal for this position

👎 - Other options should be considered

🔥- I regularly read Medvedev's Telegram channel and believe there is no better person for this role.

[**Don't Forget**](https://t.me/ne_zabivai) — Congratulations on your new position, Dmitry Anatolyevich!",,,,,
66.0,"**Жена Криштиану Роналду подарила своему мужу** на Рождество Rolls Royce Dawn.

Его цена составляет примерно 428 тысяч баксов.","Cristiano Ronaldo's wife gave him a Rolls Royce Dawn for Christmas. The car is worth approximately 428,000 dollars.",,,,,
67.0,Шутка пошла не по плану,The joke didn't go as planned.,,,,,
68.0,"🔞Раненый российский боец, чтобы не попасть в плен, подрывает себя гранатой.",🔞A wounded Russian fighter detonates himself with a grenade to avoid capture.,,,,,
69.0,"**❗️🇺🇦Киевляне ночью устроили протесты против отключения электричества

**В соцсетях сообщили, что на месте протестов была стрельба. Обстоятельства неизвестны.","**❗️🇺🇦Kyiv residents held protests against electricity cutoffs at night

Social media reports indicate that there was gunfire at the protest site. The circumstances are unclear.",,,,,
70.0,"Подарок на фронт

Это глушитель ? 😁","Translation:

Gift for the front

Is this a silencer? 😁",,,,,
71.0,"**«Тварь, деньги выдай, соска йобана»

**В Одессе🇺🇦 пьяный мужик ломится в банк во время тревоги чтобы получить деньги, но всё оказывается не так просто, как он планировал","**""Monster, give me the money, fucker's nipple""

In Odessa 🇺🇦, a drunk man rushes to the bank during an alarm to get some money, but it turns out to be much more complicated than he planned.",,,,,
72.0,"В Индии 19-летняя девушка заявила своему парню что пора женится, реакция вышла неадекватная. Еблана уже задержала полиция","In India, a 19-year-old girl told her boyfriend it was time to get married, and his reaction was inappropriate. The man has already been arrested by the police.",,,,,
73.0,Проукраинскую бабку🇺🇦 выкинули за шкирку из автобуса в Долгопрудном🇷🇺,"A pro-Ukrainian grandmother was pulled out by her hair from a bus in Dolgoprudny, Russia.",,,,,
74.0,"18+ В Нью-Йорке ночью уголёк перерезал горло рандомному прохожему

О чем говорил убийца и жертва останется загадкой","18+ In New York, at night, a coal slice (likely a typo; meant to be ""coal"" or possibly ""knife"") slashed the throat of a random passerby.

What the killer and victim spoke about will remain a mystery.",,,,,
75.0,Трюк не удался,The trick didn't work.,,,,,
76.0,"🇺🇦**Укропироман сжигает машины

**В Донецке неизвестный написал на машине с наклейкой Z - “за Бучу”, облил бензином и поджег.
Пиромана уже ищут.","🇺🇦**Cloverleaf Pyromaniac Burns Cars

In Donetsk, an unknown person wrote ""За Бучу"" (For Bucha) on a car with a Z sticker and poured gasoline on it before setting it on fire.
The pyromaniac is already being sought.",,,,,
77.0,Лайфхаки для новогодних праздников,Tips for New Year holidays,,,,,
78.0,"🔞 В Узбекистане женщина опубликовала видео, на котором её невестка из села Жартеп избивает малолетнего ребёнка. Предположительно, в отместку мужу","🔞 In Uzbekistan, a woman published a video showing her daughter-in-law from the village of Jartep beating a minor child. It is presumed this was in retaliation against her husband.",,,,,
79.0,"Легковушка сбила маму с тремя детьми на пешеходном переходе в Краснодаре. Всё произошло сегодня вечером на улице Просторная. По предварительным данным, у одного из детей серьёзные травмы после аварии.","A car hit a woman with three children at a pedestrian crossing in Krasnodar. The incident occurred this evening on Prospekt Prostrannyy. According to preliminary reports, one of the children sustained serious injuries in the accident.",,,,,
80.0,"**🤬 Ёбнутая мамаша из Екатеринбурга ЗАДУШИЛА ТРЁХ СВОИХ ДЕТЕЙ — ещё больший пиздец заключается в причине содеянного, по мнению этой твари, в детей вселился дьявол

**возраст детей 5 месяцев, 10 и 15 лет","The insane mother from Yekaterinburg SMOTHERED HER THREE CHILDREN — according to this monster's reasoning, the reason for her actions is that the devil possessed her children.

The ages of the children were 5 months, 10 years, and 15 years.",,,,,
81.0,"Суровые жители района Патрокл во Владивостоке устроили самосуд над паркетником, припарковавшимся у мусорки, — прокололи колёса, исцарапали кузов и ""украсили"" пакетами с мусором.","The residents of the Patroklos district in Vladivostok took justice into their own hands against a SUV parked near the trash bin—他们对停在垃圾箱附近的SUV进行了私刑处罚，扎破了轮胎，在车身划伤，并用垃圾袋装饰了一番。 

Note: The last part ""украсили"" пакетами с мусором"" is a bit ambiguous in Russian, but it's translated here as ""decorated"" with garbage bags, which seems to be the closest equivalent in this context.",,,,,
82.0,"🇬🇧**Обычные будни в «счастливой» Европе

**В Лондоне мигранты до кровавых соплей толпой избили семейную пару за то, что те сказали туристам о мошенничестве со стороны мигрантов.","🇬🇧**Ordinary Days in ""Happy"" Europe

In London, migrants attacked a family in a mob, beating them until they bled, for telling tourists about migrant scams.",,,,,
83.0,"В Питере полицейские задержали 31-летнюю мать-закладчицу, которая несла с собой 5 килограмм мефедрона.

Дома у матери года обнаружили еще 322 готовых закладок весом 6 килограмм. Ранее она работала учителем ОБЖ, а теперь ей грозит до 20 лет тюрьмы по нескольким статьям.

Казалось бы всего-то яжемать","In St. Petersburg, police arrested a 31-year-old mother who was carrying 5 kilograms of methamphetamine. At her home, they found an additional 322 prepared drug drops weighing 6 kilograms. Previously, she worked as an OBE (Physical Education and Health) teacher, but now she faces up to 20 years in prison on multiple charges.

It seems like just a single mother.",,,,,
84.0,Коротко о погоде на улице,Briefly about the weather outside.,,,,,
85.0,"В Киеве будут судить педофила, который развращал детей на камеру и продавал контент в даркнете. Самому младшему ребенку всего 5 лет, самому старшему — 15 лет.

При обыске по месту жительства полицейские обнаружили и изъяли около 15 ГБ порноконтента с участием несовершеннолетних. Известно, что он совершал действия сексуального характера в отношении 6-летней дочери сожительницы и дочери одного из соседей.

Педофилу грозит пожизненное заключение","In Kyiv, a pedophile who sexually abused children for camera and sold the content on the darknet will be tried. The youngest victim was just 5 years old, while the oldest was 15. During a search at his residence, police found and seized approximately 15 GB of child pornography. It is known that he committed sexual acts against the 6-year-old daughter of his cohabitant and the daughter of one of his neighbors.

The pedophile faces a life sentence.",,,,,
86.0,"Ой, фильтр слетел","Oh, the filter fell off.",,,,,
87.0,🇺🇦 Группа ВСУ прочёсывает местность.,The Ukrainian Armed Forces are sweeping the area.,,,,,
88.0,"❗️Ликвидирована украинская ДРГ, которая пыталась проникнуть в Брянскую область – ФСБ

Кадры не для слабоневных - боевики в количестве четырех штук были уничтожены. С собой у них были 4 бомбы на 40 кг в тротиловом эквиваленте и немецкие пистолеты-пулеметы SIG Sauer.","❗️A Ukrainian special operations group that tried to infiltrate Bryansk Oblast has been liquidated by the FSB.

Gory scenes not for the faint of heart: four operatives were eliminated. They had four bombs with an explosive power equivalent to 40 kg of trinitrotoluene (TNT) and German SIG Sauer machine pistols.",,,,,
89.0,"К важным новостям:

Киркорова обосрал кролик во время съемок новогодней передачи.

Спасибо за внимание","To the important news:

A rabbit shat on Kirкоров during the filming of a New Year's TV show.

Thank you for watching.",,,,,
90.0,Что могло пойти не так?,What could have gone wrong?,,,,,
91.0,Дед мороз на разных языках,Santa Claus in different languages,,,,,
92.0,"👀 **Спойлер на 2023: **в Южной Корее по тревоге подняли вертолеты, истребители и ПВО** из-за дронов из Северной Кореи.

**Пишут, что беспилотники из КНДР **нарушили воздушное пространство Южной Кореи** и дошли до окрестностей Сеула. Это привело к приостановке гражданского авиасообщения.

Есть информация, что самолет КА-1, который отправили южнокорейцы, **потерпел крушение.**","👀 **SPOILER for 2023:** In South Korea, helicopters, fighter jets, and air defense systems were mobilized due to drones from North Korea.

It's reported that the unmanned aerial vehicles (UAVs) from North Korea (DPRK) violated South Korean airspace and approached the outskirts of Seoul. This led to the suspension of civilian air traffic.

There is information that the South Korean aircraft KA-1 **crashed.**",,,,,
