Channel ID,Post ID,Date,Post,post_translated
1283359437,37972,2022-06-29 21:15:39+00:00,"**Военный эксперт Борис Рожин с краткой сводкой по итогам операции по денацификации и демилитаризации Украины на 00.15 30 июня 2022 г. специально для канала Vоенкор Котенок Z ****@voenkorKotenok****:
1.  
__Лисичанск__. 
**Сегодня взят Лисичанский НПЗ, продолжаются бои в Верхнекаменке, в районе Белой Горы, Приволья (есть сообщения об отходе ВСУ), а также в самом Лисичанске. Противник частично осуществляет отход к Северску, где выстраивается новая линия обороны. 
**2.  
__Артемовск__. 
**Продолжаются бои в Клиновом, наши войска продвинулись в поселке. У Покровского без особых изменений. Также противник удерживает линии снабжения на Новолуганское и Углегорскую ТЭС.
**3.  
__Соледар__. 
**Продолжаются бои у Николаевки, в Белогоровке и Берестовом. Противник пока что удерживает фронт, но вскоре ВСУ предстоит решать проблему наступления ВС РФ с севера, после завершения освобождения Лисичанска основной нажим пойдет на Северск и Соледар.
**4.  
__Славянск__. 
**Бои у Богородичного, Краснополья, Пришиба, Сидорово. Темпы продвижения к Славянску пока что невысокие. 
**5.  
__Харьков__. 
**ВС РФ вытеснили ВСУ из Дементьевки и усиливают огневое поражение позиций противника на окраинах Харькова. Прощупываются возможности продвижения в районе Верхних Проходов, Уды, Цуповки. Также идет обработка Золочевского укрепрайона. 
**6.  
__Авдеевка__. 
**На линии фронта без существенных изменений. Артиллерийские обстрелы Донецка стали менее интенсивными после усиления контрбатарейной работы. 
**7. 
__Угледар__. 
**После недавних попыток наступления у Павловки, Егоровки и Шевченко противник, понеся большие потери, был вынужден снизить свою активность, и бои тут снова развиваются в позиционном ключе. В районе Новомихайловки и Марьинки без изменений. 
**8.  
__Запорожье__. 
**На линии Каменское-Орехов-Гуляйполе-Великая Новоселовка без существенных изменений. В районе Каменского прошел самый большой обмен военнопленными с начала СВО – поменяли 144 на 144 человека. Среди обменянных с украинской стороны было 43 раненых боевика «Азова». Среди наших – несколько летчиков.
**9.  
__Николаев__. 
**На фронте без существенных изменений. На Никопольском направлении противник пытается поддавливать в районе Потемкино. По Николаеву продолжают наноситься интенсивные ракетные удары. Активизация на этом направлении вполне возможна уже в июле.
**10.  
__Одесса__. 
**Украина продолжают подготовку к попыткам атаковать остров Змеиный в рамках поставленной политической задачи. В ближайшие недели это безусловно выльется в обстрелы острова из РСЗО и ОТРК, а также попытки ударить с воздуха. ВС РФ и ЧФ также готовятся к этим попыткам. Украина нужна хоть какая-то победа на фоне отступления на Донбассе. Кроме того, США и Британия пытаются оспорить контроль ЧФ в северо-западной части Черного моря.

@voenkorKotenok","**Today the Lisichansk NPP is taken, the battles continue in the Upper Kamen, in the area of the White Mountain, Privolia (there are reports of the withdrawal of the Ukrainian SSR), as well as in Lisichansk itself, at 00.15 30 June 2022 specifically for the Voenkor Kotenok Z ****@voenkorKotenok******: 1. __Lisichansk__. **Today the Lisichansk NPP is taken, the battles continue in the Upper Kamen, in the area of the White Mountain, Privolia (there are reports of the withdrawal of the SSR), as well as in Lisichansk itself."
1144404150,11643,2022-02-25 12:28:40+00:00,"⚡️⚡️⚡️На данный момент подразделениями Вооруженных Сил Российской Федерации завершено блокирование города Чернигов

Российские военнослужащие принимают все меры для недопущения жертв среди мирного населения, сообщает Минобороны РФ.

@warjournaltg","️️️At the moment, the Russian Armed Forces have completed the blockade of the city of Chernigov."
1457892982,29762,2022-11-29 09:10:18+00:00,"**Страны НАТО должны нарастить военное производство, иначе Украина не сможет победить, — Дмитрий Кулеба в интервью Politico

**""Если этого не произойдет (увеличение производства оружия), мы не сможем победить — вот так просто"", - сказал он.

Также Кулеба заявил, что ""в мире есть страны, которые имеют то, что нужно Украине, но не собираются продавать это в достаточном количестве по политическим причинам"". 

Запуск производств поможет снизить зависимость Украины от таких стран.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**NATO countries must increase military production, otherwise Ukraine will not be able to win,  Dmitry Kuleba in an interview with Politico **""If this does not happen (increase in arms production), we will not be able to win  this is as simple as that"", he said."
1144404150,12579,2022-03-18 22:46:18+00:00,"**Бои за логово террористов ""Азова"".
Ситуация в Мариуполе и его восточных окраинах

**Съемочной группе ANNA-News удалось войти в Мариуполь с восточной стороны, где идут тяжелые городские бои с террористами запрещенной в России группировки ""Азов"". Именно Левый берег города, который сейчас стал центром шахматной мариупольской доски, выбрали боевики неонаци в качестве своего главной крепости еще в далеком 2014 году.

На этом фоне из города просачиваются мирные жители, которые концентрируются в районе н.п. Безыменное.

**Подробнее в нашем репортаже:
**https://vk.com/video-35276355_456246778

@anna_news @akimapachev @diza_donbass","**Fight for the log of the ""Azov"" terrorists. The situation in Mariupol and its eastern outskirts **The ANNA-News film crew managed to enter Mariupol from the eastern side, where heavy urban battles are going on with the terrorists of the Russian banned group ""Azov"". It is the left bank of the city, which has now become the center of the Mariupol chessboard, that was chosen by the Neonazi militants as their main fortress back in 2014."
1247556894,2462,2022-03-09 12:17:03+00:00,"🍵**Столичні терцентри соціального обслуговування забезпечили продуктами та гарячим харчування майже 7 тисяч людей

**✔️Усі 11 територіальних центрів продовжують роботу в умовах воєнного стану. Уже доставлено 4568 продуктових наборів тим, хто їх потребує. Ще понад 2 тисячі людей отримали гаряче харчування. 

🤍Соціальні працівники надають і послуги обслуговування на дому для самотніх літніх людей, осіб із інвалідністю та паліативних хворих. Це приготування їжі, закупка продуктів, годування, прибирання тощо. Такі послуги нині отримують більше 3 тисяч осіб.

❗️Якщо ви опинилися у складних у життєвих обставинах, звертайтеся до територіальних центрів свого району та залишайте заявку на допомогу.

📞 Київський міський територіальний центр соціального обслуговування
(044)-450-91-66
Вул.Котельникова. 32/11

**📞Голосіївський район
**просп. Голосіївський, 36
096-545-41-60

**📞Дарницький район
**вул. Вербицького, 9-І
044-564-08-22

**📞Деснянський район
**вул. В. Беретті, 18
044-515-20-18

**📞Дніпровський район
**вул. Курнатовського, 7а
044-512-00-35

**📞Оболонський район
**вул. Озерна, 18-А
044-411-97-75

**📞Печерський район
**вул. Бойчука (Кіквідзе), 11-А
066-733-07-30

**📞Подільський район
**вул. Братська, 15/9
044-425-05-12

**📞Святошинський район
**вул. Жмеринська, 22-А
044-290-47-86

**📞Солом’янський район
**б-р В. Гавела, 83-А
044-497-73-27

**📞Шевченківський район
**вул. Половецька, 14
044-486-66-61

✔️Ще у Києві працює Гуманітарний штаб. Залишити заявку, якщо ви потребуєте допомоги,  можна на сайті: https://potreby.kyivcity.gov.ua/.","**The social service centres of the city have provided food and hot food to almost 7 thousand people. These services continue to work in wartime conditions. 4568 food sets have already been delivered to those who need them. More than 2 thousand people have received hot food. Sociale працівники предоставляют и услуги обслуживания на дому for elderly people, persons with disabilities and poliative patients. Food provision, food purchase, feeding, picking up supplies. These services now require more than 3 thousand people. ️If you find yourself in difficult living conditions, please contact the local authorities of your district and leave your assistance. ️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️"
1093357968,10032,2022-04-24 07:54:38+00:00,"От подписчика. Воха. 

@epoddubny",From the subscriber.
1144404150,17675,2022-08-24 14:33:43+00:00,"Местные жители сообщают о двух прилетах в районе н.п Шепетовка Хмельницкой области.

@warjournaltg",Local residents report two flights in the area of the village of Shepetovka in the Khmelnytsky region. @warjournaltg
1457892982,24325,2022-09-03 06:36:42+00:00,"**А вот и доказательство того, что Россия набрала на войну с Украиной зэков и первый из них уже воюют в Украине

**ВСУ взяли в плен такого ""вояку"", которого завербовала ЧВК ""Вагнер"". Из интересного, он заявил, что их подготовка к войне заняла всего неделю, и в РФ приехали инструкторы из Африки.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**This is proof that Russia has been recruiting ZEKs for war with Ukraine and the first of them is already fighting in Ukraine **The VCU has captured a ""voyag"" recruited by the VCW Wagner. Interestingly, he said that their preparation for war took only a week and that instructors from Africa came to Russia."
1366346975,53228,2022-08-24 17:53:25+00:00,"**‼️💥Работает ""Солнцепёк: ""🅾️тважные"" продолжают громить ВСУ

**Тяжелая реактивная артиллерия ТОС-1А “Солнцепек” группировки ""🅾️"" мастерски уничтожает укрепрайоны украинских боевиков в районе села Веселое. #эксклюзив с фронта

**t.me/RVvoenkor**","**!!️Working ""Solnsepyoek: ""️tuvges"" continue to roar the VSU **Tough reactor artillery of the TOS-1A Solnsepek group ""️"" masterfully destroys the fortifications of Ukrainian fighters in the area of the village of Veselye. #exclusive from the front **t.me/RVvoenkor**"
1283359437,39387,2022-08-18 05:03:44+00:00,"Оставляя за скобками угрозу радиационного выброса на Запорожской АЭС и последующее за этим вероятное применение тактического ядерного оружия, попробуем разобраться, чего пытается добиться командование ВСУ прямо сейчас.

Оценка текущей дислокации бригад ВСУ показывает, что не все более менее боеспособные соединения задейстованы на востоке страны. Нет их также и в глубине, за исключением формируемых новых бригад под руководством западных инструкторов. 
Также уже очевидно, что наступать на Херсон украинский генштаб не считает целесообразным, во многом за счёт того, что российское командование перебросило достаточные резервы на Николаевско-Криворожское направление. Удары РСЗО HIMARS, в принципе как и сказал министр обороны, проблемы на первом этапе создали, но критичными не стали, удалось приспособиться. 

С одной стороны, стратегия ведения диверсионной войны и обстрелов критически важных объектов на грани ""красной линии"" создаёт иллюзию успешного противостояния ВСУ наступательной операции союзных войск на Донбасской дуге. 
С другой стороны, любой план огневого поражения преследует цели либо подготовить условия для наступления на позиции противника, либо сорвать аналогичные планы оппонента. 

Таким образом, генштаб ВСУ либо ожидает в скором времени наступления ВС РФ на Запорожье, либо готовит такой план сам с целью пробиться к Запорожской АЭС. 
Исходя из этого, где-то в глубине Днепропетровской области должны быть уже сосредоточены от двух до трех бригад ВСУ, готовые к активным действиям. 
""Окно возможностей"" невелико - пока не иссяк поток военной помощи Запада и поставки боеприпасов более менее регулярны, развязка должна произойти в ближайший месяц. Затем - только глухая оборона.","Leaving behind the threat of radiation emissions at Zaporizhzhye AES and the likely use of tactical nuclear weapons, we will try to figure out what the Ukrainian command is trying to achieve right now. An assessment of the current deployment of the Russian forces shows that no less combat-capable units are deployed in the east of the country. There are also no deep-seated units, except for new brigades being formed under the leadership of Western instructors. It is also obvious that the Ukrainian general staff does not consider it expedient to attack the Kherson area, largely because the Russian command has moved enough reserves to the front line to either launch a successful round-trip attack on the Nikolsk Line or the next month."
1366346975,49909,2022-08-05 13:52:44+00:00,Фото от бойцов 163 полка💪,Photo from the 163 regiments
1144404150,16653,2022-07-12 09:31:25+00:00,"⚡️** Сводка Министерства обороны Российской Федерации о ходе проведения специальной военной операции на территории Украины** (12.07.2022 г.)

Часть 1 ([см.часть 2](https://t.me/mod_russia/17597))

◽️ **Вооруженные Силы Российской Федерации продолжают специальную военную операцию на Украине.  

**💥 В районе населенного пункта Березань Одесской области **высокоточными ракетами наземного базирования «Искандер» уничтожены пусковые установки противокорабельного ракетного комплекса «Harpoon» (Гарпун) производства США. 
** 
💥** В результате удара высокоточными ракетами воздушного базирования** в районе населенного пункта Артемовск Донецкой Народной Республики **уничтожено** **180** военнослужащих и **26** единиц военной техники 30-й механизированной бригады ВСУ.
 
◽️ Кроме того, **высокоточным оружием ВКС России уничтожены**: живая сила и военная техника ВСУ в **12** районах, **четыре** склада с боеприпасами 79-й десантно-штурмовой бригады в районе Матвеевки Николаевской области, а также **пункт ремонта и восстановления бронетехники ВСУ **в районе Северска. 
 
💥 **В рамках контрбатарейной борьбы уничтожены**: **два** взвода реактивных систем залпового огня «Град» и **два** артиллерийских взвода гаубиц «Гиацинт-Б» на огневых позициях в районе Дзержинска Донецкой Народной Республики. 
 
💥** Оперативно-тактической и армейской авиацией, ракетными войсками и артиллерией за сутки поражено**: **три** пункта управления, **три** склада боеприпасов, подразделения артиллерии на огневых позициях в **97-ми** районах, а также живая сила и военная техника в **111-ти **районах. 
 
💥 **Российскими средствами противовоздушной обороны за сутки сбиты семь украинских беспилотных летательных аппаратов **в районах населенных пунктов Изюм, Малые Проходы, Питомник Харьковской области, Славянск, Шандриголово Донецкой Народной Республики, в том числе **один ударный беспилотный летательный аппарат** в районе города Николаев. 

◽️ Кроме того, **перехвачено 12 снарядов реактивной системы залпового огня «Ураган»** в районах населенных пунктов Лисичанск Луганской Народной Республики, Бражковка Харьковской области и Новая Каховка Херсонской области. 

📊 **Всего** с начала проведения специальной военной операции **уничтожены**: **243** самолета, **137** вертолетов, **1513** беспилотных летательных аппаратов, **354** зенитных ракетных комплекса, **4046** танков и других боевых бронированных машин, **741** боевая машины реактивной системы залпового огня, **3135** орудий полевой артиллерии и минометов, а также **4165** единиц специальной военной автомобильной техники.

#Минобороны #Россия #Украина @mod_russia","️** Summary of the Russian Federation Ministry of Defense on the conduct of a special military operation on the territory of Ukraine** (12.07.2022) Iskander  Part 1 ([see part 2] https://t.me/mod_russia/17597) ️ **The Armed Forces of the Russian Federation continue a special military operation on Ukraine. ** In the area of the settlement of Berezan of the Odessa region **High air precision missiles of ground-based force Iskander  Part 1 (see part 2) https://t.me/mod_russia/17597) ️ **As a result of the high-precision missile recovery positions of the Armoured Base of the Armoured Base in the population of the Doty-Battle Brigade, the People's Army and the Armoured Base of the Russian Army in the Doty-Battle station, the Doty-Battle station in the Doty-Battle area **************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************"
1498939244,32293,2022-10-31 08:29:04+00:00,🤨🤨🤨,
1472280635,16623,2022-12-24 18:36:06+00:00,"А вот и он.
Договор о покупке Киева российским царём Алексеем Михайловичем Тишайшим.
Так что это наша собственность, а не каких-то мифических ""украинцев"".

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅","So this is our property, not some mythical ""Ukrainians"". ✅[Specopation in Ukraine] ✅https://t.me/specops2022). ✅[Sign] ✅https://t.me/specops2022) ✅"
1366346975,48789,2022-07-31 14:58:53+00:00,"Работа РСЗО на Авдеевском направлении, которая обеспечила продвижение армии ДНР к окраинам поселка Пески.

https://t.me/Za_readn/57","Work of the RSOO in the Avdeev direction, which ensured the advancement of the DPR army to the outskirts of the village of Peski. https://t.me/Za_readn/57"
1109403194,35978,2022-09-26 09:26:48+00:00,"Опять ублюдка называют «стрелком». Давайте не романтизировать убийцу со свастикой на груди.

@sashakots","Once again, the bastard is called the Shooter."
1247556894,3482,2022-04-21 12:01:08+00:00,"Друзі! Сьогодні в мерії Києва відбулася дуже символічна подія - разом з делегацією європарламентарів та сенаторів Французької республіки, наукових і громадських діячів Європи, ми відкрили Європейський Дім - European Working Place “WeEurope” і підійняли на Хрещатику, біля приміщення Київської міськї ради прапор Євросоюзу.

Я сподіваюсь, що керівники і народи держав Євросоюзу переконались, що сильна  і стабільна Європа неможлива без сильної і успішної України. Ми налаштовані швидко подолати шлях до повноправного членства в ЄС. Досягнути всіх необхідні критеріїв.
 
Свій внесок в цей процес має зробити і Європейській Дім - European Working Place “WeEurope”. Ми створюємо його як місце для зустрічей та дискусій, що сприятимуть європейській інтеграції України. Для втілення проектів задля допомоги Києву та Україні. – Політичної, економічної допомоги, проектів з розвитку демократії.","Friends! Today in the Kiev city hall, a very symbolic event took place - together with a delegation of European Parliamentarians and senators of the French Republic, European scientists and public figures, we opened the European House - European Working Place WeEurope and took part in the event at the Chreštatica, near the premises of the Kyiv City Hall for the flag of the European Union. I hope that the leaders and peoples of the European Union have become convinced that a strong and stable Europe is impossible without a strong and successful Ukraine. We are prepared to quickly pave the way for full EU membership. We must reach all the necessary criteria. We must make our contribution to the process to the European House - European Working Place WeEurope. We are creating a meeting place for the projects that will help Ukraine integrate into the European Union. We are helping Ukraine to support the economic development of Ukraine, and supporting the projects of European integration and political aid."
1093357968,10599,2022-05-13 12:25:08+00:00,"Американские гаубицы М777 уже используются украинской артиллерией в Донбассе.

@sashakots",The American M777 howitzers are already being used by Ukrainian artillery in the Donbas. @sashakots
1498939244,30126,2022-10-02 07:19:20+00:00,На Криворожском направлении 126 бригада отбивается от наступления ВСУ. Опять вопреки всему чему только можно.,"In the direction of Krivorog, the 126th Brigade is fighting back against the attack of the VSU."
1080134301,20198,2022-11-25 09:15:01+00:00,"🔞 В Казани поехавшая мамашка сняла на камеру избиение собственной дочери, чтобы отомстить мужу, который ушёл от неё. 

Как рассказывают соседи, старшая дочь женщины воспитывается у бабушки. Также у нее есть сын-инвалид. Маленькую дочь она избивает и недолюбливает","In Kazan, a mother who went to the camera to take revenge on her husband who left her, she recorded the beatings of her own daughter."
1366346975,53909,2022-08-29 07:35:34+00:00,"🇺🇦🏴‍☠️**И снова печальные данные: за сутки в ДНР ударами украинских нацистов убиты два человека, еще шесть ранены

**Такую информацию за 28 августа сообщает Штаб ТерО ДНР.

Кроме того, сообщается, что из-за [**утренних ударов**](http://rusvesna.su/news/1661746915) по городам ДНР без света остались более тысячи абонентов в Горловке и и более 1700 в Макеевке.

**t.me/rusvesnasu**","️**And again sad data: in a day in the DPR by the strikes of the Ukrainian Nazis killed two people, six more injured **This information for August 28 reports the DPR's Tero Headquarters."
1498939244,29911,2022-09-29 09:20:27+00:00,"Товарищи, у кого есть на него выход, напишите ему, что он чмо","Comrades, if you have a way out of this, write him that he's a"
1366346975,51576,2022-08-15 09:35:24+00:00,"Уничтожение ВСУшноного блокпоста, Сумская область.

Это один из примеров, как обнаглевших хохлов наказывают за их вылазки в Курскую область. Больше вылазок - больше трупов ВСУ.","The destruction of the entire Sushna blockpost, Sumy region, is one example of how naked Khohls are punished for going to Kursk region."
