Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
17021,Бориспільська траса,Borriusian Grass,,,,,
17022,🔥Ці двоє виявились танкістами,These two turned out to be dancers,,,,,
17023,"🔥Колекція поповнилась рядовим Кравченко, що осоромив своє українське прізвище","A token of the collection has been filled with a private Quizenko, who has washed his Ukrainian name",,,,,
17024,"Геращенко просить зняти таблички з назвами населених пунктів, щоб заплутати ворога",Heracasque asks you to unroll the table with the names of the population to confuse the enemy,,,,,
17025,"Від місцевих жителів міста Конотоп інформація про декілька десятків танків , які стоять без палива(село Підлипне під Конотопом).
І в цей же час окупанти чекають на транспортний військовий літак з паливом та продовольством.
Очікуване місце посадки літака аеродром авіаремонтної бази під Конотопом.

🔞[**Новини Збройних сил**](https://t.me/ukr_armed_forces)** 🇺🇦**","From local citizens of the city of Canopon, about several dozen tanks without fuel.
And at the same time, the invaders are waiting for a transport plane with fuel and food.
The expected landing of a plane airstrip for a flying repair base underneath the Canotope.

(* * Armed forces * * *] (https: / / t.me / ukr _ armed _ forcs) * * subject *",,,,,
17026,Місця у Львові де можна здати кров. Попередньо телефонуйте і запитуйте чи потрібно.,Places in Lviv where you can get blood. You call and ask if you need to.,,,,,
17027,"⚡Черінгів, усім, хто не є бійцем тероборони необхідно відійти в укриття, аби не заважати нашим військовим!","Take Cherning, everyone who is not a fighter of the carpenter must take cover, so that we do not interfere with our military!",,,,,
17028,🔥Полонений кадировець. Займався розвідкою,Put down the catheter. He took over Intelligence,,,,,
17029,"Від підписника: Поблизу міста Енергодар (в радіусі 40км) рухається більше 100 одиниць важкої ворожої техніки.
Запущен попереджувальний сигнал по гучномовцям системи оповіщення.","From the subscription, the city of Energy (40km) moves over 100 units of heavy hostile technique.
A warning signal was released on the speakers of the storyteller system.",,,,,
17030,"Чудові новини! Повідомляють, що це та колонна яка рухалася в смт.Городня",Great news! They say it's the column that moved in the cellar. Horodo,,,,,
17031,🔥Двоє з попереднього відео передають привіт мамі та папі.,The two of us in the last video tell you hi to mom and dad.,,,,,
17032,"Руйнування після обстрілу російських військ. Вулиця Пухова. Чернігів

[PanDa](tg://user?id=561988922), @WooDya_Che (#ID561988922)","Arrange after shooting Russian troops. The head of the Loose. Chernox

[PanDaa] (tg: / / user? id = 561988922), @ WoooDya _ Che (# ID5661988922)",,,,,
17033,"🔥Поповнення до колекції, плюс два.","add completion to the collection, plus two.",,,,,
17034,"❗️У Каховці з 26 лютого з 22.00 до 06:00  вводиться комендантська година, -міський голова","kdegames In the cafe, 26 February 22.00 to 6: 00 is the curfew, the city head",,,,,
17035,"Суми, допит чергового орка","Sumi, finish the cherry orc",,,,,
17036,В Україні введено нові дорожні знаки.,New road signs have entered Ukraine.,,,,,
17037,смт. Великий Бурлук,smt. The Great Burlook,,,,,
17038,З Білопільського шляху в Суми іде велика колона військової техніки. Прохання для місцевих жителів не виходити на зустріч. Росіяни можуть почати відстрілюватися по цивільних. Про це повідомила радниця голови Сумської військової адміністрації Альона Бояринова.,There's a big state of military technology coming from Snow Pillel. The reason for local citizens is not to go out to meet. Russians can start shooting across civilians. This has been reported by the head adviser of the Suumi military administration Alona Bayranov.,,,,,
17039,"Для киян, котрі не можуть додзвонитися в поліцію, прохання повідомляти про підозрілих осіб на ці номера","For whales that cannot reach the police, please report suspicious persons to that number",,,,,
17040,"В столиці змінили час комендантської години. Тепер вона діятиме з 17:00 до 08:00.
Усі цивільні особи, що перебуватимуть на вулиці в період комендантської години, вважатимуться членами диверсійно-розвідувальних груп ворога.","The capital has changed the time of curfew. It will now work from 5: 00 to 08: 00.
All civilians on the street at the time of curfew are considered members of the decision- intelligence groups of the enemy.",,,,,
17041,Нова Водолага. Місцеві жителі знищили російський БТР.,A new war. The locals destroyed Russian BIRA.,,,,,
17042,"З початку повномасштабної війни Росії проти України [загинули](https://suspilne.media/211271-vijna-rf-proti-ukraini-u-moz-povidomili-pro-198-zagiblih-sered-akih-troe-diti/) 198 цивільних, поранення отримали 1115, повідомив  очільник МОЗ Ляшко.","Since the beginning of a full-scale Russian war against Ukraine [lost] (https: / / suspilne.media / 21121-vijna-rf-protocol-uz-povidomi-pro- 198l-zaglih-service-aki-troi /) 198 civilians, wounds got 1115, reported the Zachko president.",,,,,
17043,"Від підписника: В Тупичеві(Чернігівська область) стоїть російська колона без палива, чекають заправки. До них їде колона колона бензовозів з Городні.","From the subscription, in Tuk, there is a Russian colony without gas waiting for gas. There's a column of gas trucks riding in the city.",,,,,
17044,"Івано-Франківськ, потрібні донори крові.",Ivano-Frankik needs blood donors.,,,,,
17045,"Ми запускаємо твітер-аккаунт англійською для демонстрації правди про російсько-білоруську агресію проти України. Наші закордонні друзі, поширюйте будь ласка

We launched our twitter account to showcase actual reports and information regarding Russian-Belarusian aggression against Ukraine. 
Our foreign friends - help us to share the truth and show the crimes against humanity in the heart of Europe

https://twitter.com/DeepStateUA","Ми запускаємо твітер-аккаунт англійською для демонстрації правди про російсько-білоруську агресію проти України. Наші закордонні друзі, поширюйте будь ласка

We launched our twitter account to showcase actual reports and information regarding Russian-Belarusian aggression against Ukraine. 
Our foreign friends - help us to share the truth and show the crimes against humanity in the heart of Europe

https://twitter.com/DeepStateUA",,,,,
17046,"Сумщина, місцеві розбирають російську бронетехніку у якої закінчилося пальне. Окупанти втекли при зустрічі з теробороною, йде перехоплення.","A fraternity, local people are handling Russian armour-piercing equipment that ended in fuel. The invaders ran away when they met the carpenter, they're intercepting.",,,,,
17047,"м.Ромни, рухаються у бік с.Овлаші","hmm. Romins, moving towards the east",,,,,
17048,Таємна розробка російських вчених😁,A great development of Russian scientists,,,,,
17049,"Естонія направить Україні військову допомогу
[Джерело](https://mil.in.ua/uk/news/estoniya-napravyt-ukrayini-dodatkovu-vijskovu-dopomogu/)","Estonia will direct military assistance to Ukraine.
[Source] (https: / / mil.in.ua / uk / news / estonivia-snapshot-description inio-dodatkovu-viskovu /)",,,,,
17050,Під Житомиром ЗСУ збила російський літак,There was a Russian plane hit by the Zulu,,,,,
17051,"*Технічно-просунута"" друга армія світу",* The technical advanced 'second world army,,,,,
17052,І знову місцеві жителі попускають руснявих солдатів,"And once again, the villagers are allowed to allow corrupt soldiers",,,,,
17053,"Іванків, Київська область. Рухається руснява колона","Ivanov, Kyiv. Moving a scar column",,,,,
17054,"Миколаїв, поліція та тероборона зловили русню яка ховалася в підвалах","Mikolas, police and tetronon caught a Russian hiding in the basement",,,,,
17055,"ПЕРЕДАЙТЕ ВСІМ!
Люди хто живе в районах таких як Корюківка, Городня, Семенівна, Сновськ, Сосниця, Мена і т.д. Знімайте дорожні знаки, які вказують міста, села, напрямки руху. Ці ідіоти не орієнтуються зовсім та здебільшого їздять по колу. Вони не знають дороги та переміщуються виключно по картам. Тож треба їм допомогти.

У них біда зі звязком та орієнтуванням на місцевості","Move everything!
People who live in areas like Cordokka, Gomoday, Semenov, Snowsk, Sostoka, Mena, etc. Remove the road signs that tell the city, village, movement direction. These idiots don't exactly navigate the circle. They don't know the roads and they only travel through the cards. So we have to help them.

They have trouble connecting and orienting to places",,,,,
17056,"Умань, вулиця Тищика. Знешкоджено диверсантів","Hugs, Tyler Street. Disproved Divergents",,,,,
17057,"Можемо трошки побунтувати і заспамити коментарі прем'єр-міністру Угорщини, щоб Угорщини дала згоду на відключення Росії від SWIFT
https://instagram.com/orbanviktor?utm_medium=copy_link","We can rebel a little bit and burn the comments of the Prime Minister Hungary so that Hungary could give the consent of Russia to shut Russia down from SWIFT.
https: / / inagram.com / orbankvikor? utm _ medium = copy _ link",,,,,
17058,"Кримське, Марківка також тимчасово окуповані.","Crimese, Marketa is also temporarily occupied.",,,,,
17059,Станицю Луганську окупували — голова Луганської ВЦА Гайдай.,The Lugansk pond was bribed - the head of the Lugans of Gaiai.,,,,,
17060,"Харків, допит диверсанта","Kharkiv, Interpol interrogator",,,,,
17061,"Антонівка, Херсонська область","Antonic, Hersonian Region",,,,,
17062,"Канал де набирають людей щоб ставити мітки: https://t.me/+ikY4F6qfDuYyZDNi
Прохання закидати скаргами з причиною ""Насильство""","Channel where people get to tag: https: / / t.me / + k4F6qfuDuyZDNi
The effort to throw complaints with the reason ""Violence""",,,,,
17063,"Увага‼️ 

**Відбуваються фейкові дзвінки з номерів військовослужбовців близьким та рідним з недостовірною інформацією про їх стан та місце перебування.
**
__Прохання проінформувати близьких та рідних щодо дій в таких ситуаціях.

Інформація наразі перевіряється на достовірність. Але якщо такі дзвінки дійсно будуть, то задавайте питання на яке знаєте лише ви двоє відповідь, наприклад:
__
▫️Назва дитячого садочку в який ходив
▫️Номер школи в якій навчався
▫️День народження матері","Focus

(Sighs) There are fairy calls from the number of military officials close and native to their condition and location.
(Sighs)
_ _ The quest to inform the loved and native aspects of action in these situations.

Information is now tested for authenticity. But if those calls really are, ask the question which you only know two answers to, for example:
_
kdegames The name of the child's daughter who walked in.
kdegames The number of the school I was in
kdegames Mother's birthday",,,,,
17064,"Росія намагається імітувати повітряний бій над Чорнобилем, щоб звинуватити Україну про обстріл небезпечних об'єктів",Russia is trying to simulate a plane fight over Chernobyl to charge Ukraine with dangerous objects,,,,,
17065,"Повідомляється про активізацію мародерів. Нагадуємо, що за законами військового часу за такі порушення розстріл на місці.","Report to the fertility Agency. Remember, under the law of military time for such discharges.",,,,,
17066,"Київ, Соломянський район. Затримано ДРГ. Після чого невідомий чоловік в чорному забрав засоби зв'язку з машини","Kiev, the Solomon district. The DRG is closed. After what an unknown man in black took the machine communications",,,,,
17067,"Сумщина, русня стоїть без пального","The heart, the handle is empty",,,,,
17068,"""**Ви білоруси, чого сюди приїхали? Я пропоную вам складати зброю, поки ми вас тут не попалили**.""

Розмова місцевого жителя з військами(невідомо чи російськими) десь біля кордону з Білоруссю.","""* * You bioros, why are you here? I suggest you pack your weapons before we hit you here.""

A local citizen with troops (unknown or Russian) somewhere near the border of Belarus.",,,,,
17069,"Херсонщина, знищена колона росіян
Але росіяни все одно будуть казати, що втрат нема","Guard destroyed by the Russians
But the Russians will still say there is no losses",,,,,
17070,"Поширте, будь ласка. Список ізраїльських психотерапевтів, які готові надати безкоштовну психологічну онлайн-допомогу мешканцям України та постраждалим від воєнного вторгнення:

Женя Пукшанская: +972-50-3062267 (вотсап, вайбер)
Ольга Шабанов: +972-52-6658977
Ирина Коре: +972-58-4449545 (вотсап, телеграм)
Юлия Захаров cbt: +972-54-6245885 (вотсап, вайбер)
Лина Глузман cbt: +972-52-3650485
Лена Червец (медпсихолог): +972-50-6842867 (вотсап, вайбер)
Инга Майк: +972-54-4528145 (вотсап)
Анна Зимбовски: +972-50-7181575 (вотсап, вайбер)
Регина Спектор: +972-53-7142607 (вотсап)
Таня Свешникова +972-58-6689786 (вотсап)
Галина Городецкая: +972-54-4322827 (вотсап, вайбер)
Сара Вайнштейн: +972-52-8705745 (вотсап, вайбер)
Анна (семейный психолог): +972-52-2904954
Ханна Валерия Гришко: +972-53-82726575
Мейра Сазонов (психолог): +972-55-2769489","Broaden, be gentle. A list of Israeli psychotherapists, yaki are ready to give a selfless psychological online assistance to the Bakkans of Ukraine who will suffer a form of military invasion:

Zhenya Pukshanskaya: +972-50-3062267 (votsap, weiber)
Olga Shabanov: +972-52-6658977
Irina Kore: +972-58-4449545 (votsap, telegram)
Julia Zakharov cbt: +972-54-6245885 (votsap, weiber)
Lina Gluzman cbt: +972-52-3650485
Lena Cervets (medical psychologist): +972-50-6842867 (votsap, Viber)
Inga Mike: +972-54-4528145 (votsap)
Anna Zimbowski: +972-50-7181575 (Wotsap, Wiber)
Regina Spector: +972-53-7142607 (votsap)
Tanya Sveshnikova +972-58-6689786 (votsap)
Galina Gorodetskaya: +972-54-4322827 (votsap, viber)
Sarah Weinstein: +972-52-8705745 (Wotsap, Wiber)
Anna (family psychologist): +972-52-2904954
Hannah Valeria Grishko: +972-53-82726575
Meira Sazonov (psychologist): +972-55-2769489",,,,,
17071,Україна просить Червоний Хрест забрати тіла російський загарбників в рідну гавань,Ukraine requests the Red Cross to take the bodies of Russian invaders into the native harbor,,,,,
17072,"⚡️Станом на сьогодні від рук загарбників загинуло 198 цивільних, з них 3 дітей, 1115 поранених, з яких 33 дитини —  міністр охорони здоров’я Віктор Ляшко.","kdegames As of today, the invaders died in 198 civilians, with three children, 1115 injured, with 33 children, the health minister Viktor Lushko.",,,,,
17073,Повідомляється про українську авіацію у західному регіоні,It's reported the French aviation in the Western region,,,,,
17074,"До 20літрів палива завжди можна додати 1кг цукру, тим самим техніка виведеться зі строю.","You can always add 1kg of sugar to 20liters of fuel, and the same technique is built out of construction.",,,,,
17075,"Дизайнери, хто може створити гарну картинку на анг.мові із закликом до інших націй йти воювати за свободу Європи проти Московії?",Designers who can create a nice picture of an ang. The language to other parties to fight for the freedom of Europe against Moscow?,,,,,
17076,"Є інформація, що до нас їдуть добровольці з різних країн.",There's information that volunteers come to us from different countries.,,,,,
17077,"⚡️Сумська область, Тростянецький р-н с.Печине, зупинилась колона російських танків, у них закінчилось пальне, ходять просять пальне і їсти.","kdegames The Summit region, the Troplonian rye, Petina, stopped the column of Russian tanks, and they ended with fuel, they ask for fuel and eat.",,,,,
17078,"Від підписника: Чи не їде хтось з Польші прямо зараз, з Мостиська? Треба забрати на трасі трьох добровольців-ветеранів АТО, їдуть на Львів, зі Львова на Київ чи південь. Відгукніться сюди: @Glukchetay","From subscribe: Isn't any of Poland coming from Mostilska right now? We need to take three volunteers to the AATO veteran, go to Lviv, go to Kiev, or south. Step back here: @ Glucotay",,,,,
17079,"**👉 Центр стратегічних комунікацій **[**пише**](https://www.facebook.com/StratcomCentreUA/posts/297445129122141)**, як розрізняти техніку!

**Україна: є камуфльована техніка, але переважно камуфляж-піксель (квадратики) або зелений колір (олива).

росія: болотний камуфляж, брудно-зелені та світлі плями.

Але будьте обережні з формою ЗСУ, її дуже часто одягають ДРГ. Найкраща перевірка це розмовляти українською та попросити вимовити ""паляниця""","(https: / / www.facebook.com / StratcomCenter / posts / 2974512122141) * * How to distinguish technique!

(Sighs) Ukraine: is a cocuoned technique, but mostly camouflage-pixel (squares) or green color.

fertility: mud camouflage, dirty green and light spots.

But be careful with the form of ZW, it's very often worn by the DPG. The best way to do this is to say the word ""panic.""",,,,,
17080,"Всім дякую хто відгукнувся на прохання підписника з приводу броніків. Людей знайшли, контакти передали в Польщу!",Thank you all for answering the brochure request. People found contacts in Poland!,,,,,
17081,"‼️КИЇВ‼️

Повідомляють: по всім, хто буде намагатися перейти/-їхати з лівого берега на правий, буде розпочатий вогонь на ураження","HTMLSettings

They say, ""Everyone who tries to go over / - drive from left shore to right, will fire on the attack.""",,,,,
17082,Допит водія з Дагестану.,Demand of the driver from Dagesta.,,,,,
17083,"Тростянець, на будівлі вокзалу ординський снайпер, у місті танки рф","Troplonic, in the building of a coordinated sniper, in the city of the rf",,,,,
17084,За одну добу на спецрахунок ЗСУ надійшло майже 300 млн грн,"In one day, at the special S.S. account, $300 million came in",,,,,
17085,Будьте вкрай обережні.,Be very careful.,,,,,
17086,"Нова партія полонених. Суми.
Кажуть, що затримали прості інкасатори.","A new batch of prisoners. The judges.
They say they've delayed the simple pieces.",,,,,
17087,"Київщина, алярм!

Хто з Бородянки чи околиці (Пісківська отг вже не потрібно), залиште свій номер в бот. Це анонімно, потрібно фіксувати пересування техніки

@newsDeepStatebot","Kirilius, arum!

Any one of Borodice or neighborhood is missing, leave your number in the barrel. It's anonymous, you have to fix the movement of the technique.

@ newsDisepStatbot",,,,,
17088,"Київ, мочіть нічних мародерів, якщо спіймаєте.","Kyiv, pray for night mariners if you catch them.",,,,,
17089,"Мелітополь. Чоловік відчитав росіян, як маленьких дітей",Meletopol. The man read the Russians as little children,,,,,
17090,"⚡️ **Знову Київ і знову ТЕРМІНОВО! Онкохвора дівчина негайно потребує лікування.** **Шукаємо людей, котрі їдуть у Львів і зможуть взяти її з собою.**

В Києві закритий онкоцентр, де надавали лікування. Нині її стан здоров'я погіршується. Потрібна терміново ще одна хімія і, можливо операція. Пухлина почала рости назовні..

Просимо допомоги, від якої залежить життя дівчини!

+380961399020 
@bdlkiiw","Bytes * * * Kiev again and again. She's got to be treated immediately. (Ring) We're looking for people going to Lviv to take her with us. (Sighs)

In Kiev, there's a private network where they provide treatment. Her health is now deteriorating. We need another chemical immediately, and maybe an operation. The tumour started to grow out...

We ask for help that girl's life depends on!

+ 380961399020
@ bdlkiw",,,,,
17091,"**Як виглядають групи диверсантів у Києві?  Розповів мер Кличко:

**▪️озброєні.
▪️одягнені у цивільне.
▪️ розмовляють російською мовою з типовим акцентом.  (тягнуть слова)

 Розкажіть друзям!

Код пароль перевірки «Слава Україні» відповідь має бути українською","(Sighs) What do the Belarusian groups look like in Kiev? I told Mayor Kisico:

* * * armed.
All dressed in civilians.
French speak Russian with the default accent. (drag words)

Tell your friends!

Ukraine's Heil password must be in Ukrainian",,,,,
17092,"Хто з Мелітополя, відпишіться в коментарі про ситуацію",Which of the Melenfields will be written in comments about the situation,,,,,
17093,⚡️12 бензовозів з окупантами прослідувало в Сумській області з села Хотінь в бік села Миколаївка,Pizza 12 benzemen of the occupation followed by the Sum region from the village of Horus to the village of Santa Claus,,,,,
17094,"Покинутий БМП-2 військ росії. 
Місцезнаходження невідоме","The BMP2 train forces have been abandoned.
Destination unknown",,,,,
17095,"Львів’ян попереджають про заборону польотів літальних апаратів
2022-02-25
В жодному разі не запускати літальних апаратів над містом та областю. Якщо бачите такий апарат - одразу телефонуйте в поліцію потномеру 102","Levians warning the ban on flying machines
20222- 02- 25
Do not run flying machines over city and area in any case. If you see this machine, just call the police number 102",,,,,
17096,Приблизні втрати ворога за сьогодні.,Approximately losing an enemy for today.,,,,,
17097,Допит полоненого івана. Місце невідомо,The demand for the prisoner is done. Location unknown,,,,,
17098,"Від підписника: Київ. Тільки що біля довнарда-запольского - сіра шкода Октавіа змінювала номери - з Російських на Київські номери 
Аі 0292КМ
Перевдягнені у форму поліції Києва. В-18","From the subscription: Kiev. Just outside the veterinarian, Ser sorry Octavia changed numbers from Russia to Kiev.
Ai 0292KM
Checked into Kiev's uniform. V18",,,,,
17099,"⚡️Термінове звернення від міського голови Чернігова Владислава Атрошенка:

«Шановні чернігівці. Нам треба готуватися до вуличних боїв. Хто знає і розуміє про що мова, приготувати запалювальні суміші. Друге-небайдужі чернігівці, пацани, я вас прошу прибути на Верені 2, звернутися до командира з проханням отримати зброю і захищати місто зі зброєю в руках»","kdegames Urgent initiation from the city head of the Blackwater Authority:

""Dear worms. We need to get ready for street fights. Who knows and understands what I'm talking about, making active mixtures. Friends of black people, boys, I ask you to arrive in Verdun 2, to call the commander asking you to get weapons and protect a city with weapons in hand.""",,,,,
17100,"Також хочемо нагадати, що ЗСУ протягом ночі не втратили жодне місто України і гідно тримають оборону.",We also want to remind ourselves that the ZSD didn't lose any city in Ukraine during the night and holding a defense properly.,,,,,
17101,"Чаплинка, місцеві жителі знімають ганчірку","Chapel, the villagers take the rag",,,,,
17102,"З Димера рухається колона московських військ. Івани думають, що візьмуть Київ",The mayor's column is moving. Ivanov thinks they'll take Kiev,,,,,
17103,"Зі слів Подоляка 

Станом на зараз втрати російських окупантів складають вбитими 3500 і 200 полоненими.

Це вам не Грузія","In the words of the Doll

As of now losing Russian invaders, 3500 and 200 prisoners.

This is not Georgia",,,,,
17104,"❗️Заступник голови КМДА прокоментував ситуацію в Києві: **__«На Шулявці у військовій частині пролунав вибух, з'ясовують причину. Розглядають можливий авіаційний удар або артилерійський вогонь. Проривів у місті немає. Наразі ТЕЦ на Троєщині нічого не загрожує, а інформацію про нібито підрив мостів наразі немає»__**","kdegames KMDA's head has been commented with the situation in Kiev: * _ _ _ ""In Shower in the military, an explosion has occurred, identifying why. They look at the possible air strike or artillery fire. He's out of town. There's nothing at the moment that TED is threatened on Trojan, and the information that seems to be kicked by the bridges is now not"" _ * """,,,,,
17105,🔥У Новій Каховці відновилися бої,"Meanwhile, in New Cafe, fighting was restored",,,,,
17106,🇵🇱Польська військова допомога вже надійшла до України,kdegames The Polish Military Assistance Already arrived in Ukraine,,,,,
17107,"❗️Миколаїв відбито, висадки ліквідовано - голова Миколаївської ОДА","Piotr Mikolaj reflected, the landing was treated - the head of the Santa Od",,,,,
17108,"⚡️Сухопутні війська ЗСУ повідомляють, що напад на Берестейську відбито",kdegames The SAT forces report that an attack on the Coast,,,,,
17109,"⚡️Київ, вулиця Антоновича 91/14. Особа з білою пов'язкою на плечі, ймовірний диверсант","Catching Kiev, Antony Street 91 / 14. A person with a white bandage on his shoulders, a possible hijacker",,,,,
17110,"⚡️Київ, вулиця Теремківська. Передають сигнали азбукой Морзе?","The name of Kyiv, Limankka Street. Are they handing out the power of Morse?",,,,,
17111,🔥Стрілянина в Миколаєві,Multifire in Santa,,,,,
17112,"⚡️Як повідомляє Суспільне Миколаїв, станом на 3:20 у місті продовжується стрілянина","kdegames According to the Conference of Santa, the state of 3: 20 in the city continues to fire",,,,,
17113,"⚡️Київ, Троєщина. Гнида корегує вогонь","Thank you, Trojan. The Dwarves proposes fire",,,,,
17114,"⚡️Повідомляється, що ударили по головному управлінні Служби правопорядку Збройних Сил України (в/ч А0880, м. Київ)","kdegames It is reported that the Service of Armed Forces (in / ch A0880, m.)",,,,,
17115,"🔥Київ, метро Берестейська","Pipes, Coast subway",,,,,
17116,"🔥Київ, бої тривають","Jubbles, fights continue",,,,,
17117,"**Оперативна інформація**
Збито Іл-76 над Білою Церквою
60 диверсантів затримано на Троещині в м. Києві","(Sighs) Operations Information * * *
It's like ll-76 over the White Church.
60 versmen were detained on Trojan in Kyiv",,,,,
17118,🔥Стрілянина в Києві продовжується,The shooting in Kiev continues,,,,,
17119,🔥Продовження,Copy Continue,,,,,
17120,🔥Бої на вулицях Києва,boars in the streets of Kiev,,,,,
17121,"⚡️Держспецзв’язку повідомляє, що ворог намагається атакувати ТЕЦ-6 у районі Троєщини. ЗСУ дають бій.

⚡️Також боротьба триває у Василькові","• The Court of Justice says that the enemy is trying to attack TED 6 in Trojan. It's a fight.

kdegames There's also a struggle in the Vatican",,,,,
17122,"⚡️Київ, лівий берег","Alt Kyiv, Left Bank",,,,,
17123,⚡️Є повідомлення про два вибухи на Троєщині близько 2:05,kdegames There are reports of two explosions on Trojan around 2: 05,,,,,
17124,🔥Давид Арахамія повідомляє наступне,Piotr David Archaia tells the following,,,,,
17125,"⚡️Повідомляється, що наразі тривають важкі бої у місті Васильків на Київщині, де окупанти намагаються висадити десант з повітря!","kdegames It is reported that currently there are heavy fights in the city of Wslanders in Kiev, where the occupants are trying to drop the torch off the air!",,,,,
17126,"🔥Пам'ятаєте, як вони говорили, що наше ППО знищено?",Remember how they said our VAT was destroyed?,,,,,
17127,🔥Віримо в ЗСУ, Virimo in ZSU,,,,,
17128,"⚡️Схоже, що ДРГ на Троєщині знешкоджена",The contracts look like RPG on Trojan is down,,,,,
17129,"🔥Суми, район артилерійського училища","Assuma, artillery school district",,,,,
17130,"⚡️Ще відео, теж Київ","kdegames More Video, Kiev as well",,,,,
17131,"⚡️Стрільба на Троєщині. Є повідомлення про ворожу ДРГ, будьте пильними","kdegames Arrows on Trojan. There's a message about the DRG enemy, be quiet",,,,,
17132,"🇺🇸Прес-секретар Білого дому Джен Псакі повідомила, що США приєднуються до 🇪🇺ЄС та вводять персональні санкції проти путіна та лаврова",kdegames The White House Presecretary Jen Paskaki announced that the United States joined up to an accident Key facts and figures 11 / 10 / 05 12: 55 Page 38,,,,,
17133,"🔥Повідомляється, що під Калинівкою (Вінницька область)  збито російський Су-25.","According to the Allied region, the Russian Sude25 was hit.",,,,,
17134,"⚡️За словами голови Луганської ОДА: Сєвєродонецьк, Лисичанськ, Рубіжне, Гірське та Трьохізбенка знаходяться під контролем ЗС України!","kdegames According to the heads of the Lugana Od, Siwienek, Lisishansk, Rrudine, Mountain, and Trychiseenka are under the control of Ukraine!",,,,,
