Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
15039,"[🗓](https://i.imgur.com/BoZliW8.jpeg)**Нічний дайджест з політичного фронту: 

**📍🧟‍♂️**Московія звинуватила США у фінансуванні ""тероризму та нацистів""

**—🤕Без коментарів, русня в своєму дусі.

📍🇨🇿**Чехія подала свою кандидатуру на заміну Московії в Раді ООН з прав людини

**—🤔Чехи прагматичні та розумні люди, на відміну від розумово відсталої русні, тому вони будуть чудовим кандидатом на цю посаду

📍🇫🇷**Партія Марін Ле Пен виплатила 12 мільйонів євро московському оборонному підряднику під санкціями США

**—🤯Ще один доказ, що Ле Пен - московська шльондра, яка не заслуговує бути на чолі держави. Постає лиш питання: яким чином політична партія може спонсувати мордорський оборонпром?🤔

📍🇲🇩**Молдова викликала посла Московії через заяву голови Центрального військового округу в Придністров'ї

**—💭Мова йде про ""сухопутний коридор від Криму до Придністров'я"".
МЗС Молдови відчуває гостру загрозу своїй територіальній цілісності, а промосковські сили всередині Молдови (той ж самий Ігор Додон) можуть лиш ускладнити ситуацію.

📍🇹🇼**МЗС Тайваню Джозеф Ву висловив солідарність Віталію Кличку

**—💭__«Уряд і народ Тайваню також стикаються з високою загрозою з боку авторитарного режиму через Тайванську протоку, і тому сприймають нинішню ситуацію, з якою стикається Україна, так, ніби це відбувається з нами»

__📍🧟‍♂️**ЛДПР хоче юридично визнати США «головним противником Росії»

**—🤮Черговий маразм, дивно, що Британія не отримала аналогічне ""звання""

📍🇫🇷**Франція звинувачує Московію в інсценуванні вбиств мирних жителів французами у Малі

**—🤔За їх словами, орки зняли відео, де ніби-то французи закопують трупи місцевих.
Генеральний штаб Франції назвав відео в Twitter «інформаційною атакою» і сказав, що профіль «дуже ймовірно є фальшивим акаунтом, створеним Вагнером».
Що ж, все в дусі русні. 

📍🇲🇩**Молдова подала свою першу анкету щодо членства в ЄС

**—🧐На фоні загрози ескалації в Придністров'ї уряд вирішив зробити крок назустріч Євросоюзу. 

📍🧟‍♂️**Московський сенатор Андрєй Клімов назвав НАТО «клубом самогубців» і попередив, що Швецію та Фінляндію чекає доля захисників «Азовсталі» у Маріуполі, якщо вони вступлять в НАТО.

**—😂Все як і очікувалось - знову пусті загрози від орків, Фінляндія відкрито проігнорувала їх та запевнила, що подасть заяву на вступ до НАТО вже в найближчі тижні. 
—🤕Також цей ідіот стверджує, що якби не ""добросусідські відносини з СРСР"" - Фінляндія не була б такою успішною. 

📍🧟‍♂️**МЗС Московії оприлюднило документи про визволення Маріуполя від фашистської Німеччини в 1943 році

**—🤕Чіткою метою було прирівняти нинішнє «визволення» Московією Маріуполя до цього ""тріумфу"" у Другій світовій війні, а Україну – до нацистської Німеччини. Хворі ідіоти. 

📍🇯🇵**Японія заявила свої права на Південні Курили 

**—🤔«__Північні території є невід’ємними територіями Японії, які в даний час знаходяться під незаконною окупацією з боку Росії__», – повідомили в міністерстві.","[https] (https: / / i.imgar.com / BoZliW8.jpeg) * * Night digest from the political front:

* * Moscow charged the U.S. for funding ""terrorism and Nazis""

(Sighs) - Language No comment, no ring in my spirit.

Math Czech gave my candidacy to replace Moscow in the United Nations from human rights.

(Sighs) - Language Honors of pragmatic and intelligent people, unlike the mentally retarded routine, so they will be a great candidate for this position.

Math Marin Le Pen's Party paid 12 million euros for a fashion defense contractor under US sanctions.

(Sighs) - Language Another proof that Le Pen is a self-taught whore who doesn't deserve to be led by the state. And the only question is, how can a political party sponsor a sea defense trust?

Math Moldova called the Mosconia Ambassador because of the heads of the Central Military District at the Garden of Eden.

(Sighs) - Language We're talking about a ""dry corridor from Crime to Sudnistra.""
Moldova's present senses of a severe threat to its territorial integrity, and the promonsk forces inside Moldova can only make things difficult.

Math The company of Taiwan, Joseph Woo, expressed the solidarity of Vitali Kenek.

* * - Accidental _ Government and the Taiwanese people are also facing a high threat on the authoritarian regime through the Taiwan Protocol, and so we see the current situation facing Ukraine as if this is happening to us.

_ _ Written by October * LDR wants to legally recognize the US ""chief opponent of Russia""

(Sighs) - Language Chergom, oddly enough, Britain did not get the same ""rank.""

• The President of the United States.

(Sighs) - Language They say Orcs filmed a video where the Germans bury the bodies of the local.
France's general staff called it ""information attack"" and said that profile ""is very likely a false attack created by Wanger.""
Well, it's sort of routine.

Math Moldova gave its first questionnaire to the EU

(Sighs) - Language In front of the threats of the escalation in the Council, the government decided to step towards the European Union.

Math The Moscow senator Andriy Clevi called NATO Suicide Club and warned me that Sweden and Finland are waiting for the fate of the Azopils in Maravi if they put in NATO.

(Sighs) - Language Everything was expected -- once again, a massive threat from Orcs, Finland opened ignored them and assured that an application was reported to NATO in the near weeks.
- Language Also, this idiot says that if you didn't have ""good-looking relations with the Soviets,"" Finland wouldn't be so successful.

Math The Ministry published documents about the liberation of Marupoli from the Nazi Germany in 1943.

(Sighs) - Language The goal was to align the current liberation of the Marivalia to this ""triumph"" in World War Two, and Ukraine is to the Nazi German. Bloody idiots.

Math Japan claimed to be right at South Cuba.

* * - Washington _ North divisions are the unalienable territory of Japan that are currently under an illegal occupation from the Russian _ _ -.",,,,,
15040,**Наші розбили колону кацапів нещодавно десь на Харківщині**,(Sighs) We've broken a column of trenches recently in Harvins * *,,,,,
15041,"**Горенка, результати березневих атак московитської артилерії

**Відео: [Igor Zakharenko](https://t.me/feeriatravel)","(Sighs) Gorenka, the coast Acidic artillery results

(Sighs) Video: [Igor Zakharenko] (https: / / t.me / feliatravel)",,,,,
15042,"**Нещодавно зафіксовано рух техніки у Куп'янську**. Геолокація 49.72035, 37.60654. Техніка перекидається з Московії, у складі колони було помічено ""Торнадо-У"", Т-90А, Т-72Б1 та БМП-2","(Sighs) Recently fixed technique movement in Cubean *. Geolocation 49.72035, 37.60654. Technique is moving from Mosconia, and the column contains Tortoga-B, T-90A, T-72B1 and BM-2",,,,,
15043,"**Московити спочатку розбили міську лікарню Маріуполя №4, тепер звозять туди тіла і намагаються видати за якісь розстріли 56 бригадою.** Геолокація 47.109770, 37.633795","(Sighs) First they break down the Mariavka City Hospital number 4, now they take their bodies there and try to send out 56 brigas",,,,,
15044,"**⚡️""США почали постачати Україні РСЗВ"", - Нуланд**","* * * The United States Has begun to supply Ukraine's RZW, Nilland *",,,,,
15045,🔥**Збиття ворожого БПЛА за допомогою martlet**,Introduction * * * Key facts and figures 11 / 10 / 05 12: 55 Page 38,,,,,
15046,"**🇬🇧Британська газета The Sun опублікувала знімок з БПЛА Лелека, отриманий від українських військових.** 

На ньому 57 одиниць пошкодженої техніки в Білгородській області. За наявною інформацією її відтягнули для майбутнього ремонту та наразі покинули.","* * The British newspaper The Sun published a photo from the Lelka obtained from Ukrainian military. (Sighs)

It has 57 units of damaged technique in the Bilttown region. She was pulled out of information for the future repair and was leaving.",,,,,
15047,"**🗞На Українській правді вийшло велике інтерв'ю з Олексієм Даніловим. Наскільки це можлива, коротка вижимка з такого змістовного інтерв'ю у трьох частинах**:

**Частина 3

**⚠️**ХІМІЧНА ТА ЯДЕРНА ЗБРОЯ
**__У нас була проведена велика робота. Були навчання з людьми, які безпосередньо відповідають за всі ці питання – раз. По-друге – ми чітко давали завдання і його виконали, що стосується антидотів, у нас уже по лікарнях їх більш ніж достатньо. Ми не хочемо нікого лякати, але кожен громадянин має бути обізнаний щодо даних загроз. Це не складно будь-кому зайти в інтернет і ознайомитися з тим, що треба робити в тих чи інших випадках. 
Що стосується ядерної зброї, там складніша ситуація. Але, тим не менш, ми так само готуємося до можливих подій. Є розуміння щодо препаратів, які треба приймати, з наявністю йоду, і чим треба захищатися в цій ситуації. 

__🙀**ВЕЛИКА ВІЙНА В СВІТІ ТА МІСЦЕ УКРАЇНИ
__Те, що через 10-15-20 років буде велика війна у світі, я в цьому більш ніж упевнений.__** __**Вона обов'язково буде. 
**Наші здобутки в оборонній сфері, те, що ми показали, що ми можемо виробляти, і наш потенціал, і наш розум, розум наших конструкторів, дуже важливий. У світі небагато таких країн, які мають подібні спроможності. 
Інша справа, що ми маємо все це систематизувати і побудувати на такому міцному фундаменті, щоб воно все працювало максимально скоординовано на користь держави. 

__📝**МИРНИЙ ДОГОВІР
**__Я не вірю в жоден мирний договір з Російською Федерацією. У нас за часи нашої історії їх було вже дуже і дуже багато. І вони їх постійно порушували.__","* * * entrance In Ukraine's truth, there was a great interview with Alexis Daniel. As possible, a short surviving with this meaningful interview three parts *:

(Sighs) Part 3

* * * * CHILDREN AND JERON ZROTH
* * _ We had a big job. There were studies with people who directly respond to these questions -- once. Second, we clearly gave the task and made it very clear about the antido, we already have more than enough in hospitals. We don't want to scare anyone, but every citizen needs to be informed about the threats. It's not hard for anybody to go online and see what you have to do in either case.
As for nuclear weapons, there's a more complicated situation. But nevertheless, we also prepare for possible events. There's an understanding of the drugs that we need to take, with a full iodine, and that we need to defend in this situation.

_
_ _ What in 10- 1520 years will be a great war in the world, I'm more than sure. _ * _ * _ * It will be.
(Sighs) Our achievements in the defense sphere, what we've shown is that we can produce, and our potential, and our mind, our minds, our constructors, are very important. There are few of these countries in the world that have similar abilities.
The other thing is that we have this whole taxonomy, and we build it on such a strong foundation, so that it works as effectively as possible for the government.

_
* * _ I don't believe in any peace treaty with the Russian Federation. We've had a lot of them since our history. And they were always broken",,,,,
15048,"🗞**На Українській правді вийшло велике інтерв'ю з Олексієм Даніловим. Наскільки це можлива, коротка вижимка з такого змістовного інтерв'ю у трьох частинах:

Частина 2

**🤔**""ШВИДКА ПЕРЕМОГА"", ІСТОРИЧНИЙ ШАНС ТА НАШ ПРЕЗИДЕНТ
**Єдине, що хотів би застерегти: хто вважає, що перемога у нас вже в кишені, що все добре, і таке інше – враг підступний, враг непростий. Попереду ще дуже багато, слово ""робота"", мабуть, тут не дуже коректно, дуже багато тих речей, які нам треба буде робити. Це наш історичний шанс взагалі побудувати країну. Більш того, я можу сказати, що, якщо після закінчення війни в нашій країні будуть продовжувати існувати ті процеси, які були 30 років, то Господь нам цього не простить. І він не дасть нам можливості побудувати державу. Маємо усвідомлювати, що має бути абсолютно нова держава – щира, відверта, така, як наш президент зараз. Те, що він робить, і те, що він зробив – це не очікував ніхто. І я пишаюся, що у нас такий президент. Він – єдиний президент у світі, який мав можливість виступити майже у всіх провідних парламентах світу. Це спільна робота і Володимира Олександровича, і наших громадян, і основні, звичайно, наші військові.
Я можу вам зараз сказати, що одна з розвідок давала максимально 21 день для повного захоплення нашої країни, і війна мала би перейти в режим партизанської війни.
Нам одразу пророкували партизанську війну, і вони вважали, що у нас не буде спроможності встояти проти другої армії світу. 
І коли ми намагалися їм довести, що це не зовсім так, вони трошечки такі були роздратовані, що ми не усвідомлюємо, що ми не розуміємо всіх цих проблем. І всі їхні розрахунки вказували на те, що у нас спроможностей і можливостей не може бути.

📅**ТРИВАЛІСТЬ ВІЙНИ
**__Складне питання. Справа в тому, що в Росії почнуть відбуватися процеси. Я неодноразово казав, що **результатом цієї ситуації буде розпад Російської Федерації. Вона розпадеться на частини як штучне утворення, і це буде при нашому житті.** Єдине, що я хочу сказати – що нам буде складно. І коли люди кажуть, що вже все пройшло, ні, ще будуть битви. І це все залежить від нашого війська. Ну, і, звичайно, від партнерів.

__📡**СТОСОВНО ПЕРЕМОГИ ДО 9 ТРАВНЯ ТА ЗАКРИТТЯ ДЕЯКИХ КАНАЛІВ
**__Вони хочуть перемогу не до 9-го травня. Вони хочуть перемогу над нашою країною. Завдання їхнє не змінюється: знищення нашої країни, нашої нації, ну, і, відповідно, знищення президента. 
Знищення президента у них має два моменти: або фізичне, або політичне. Фізичне у них не вдалося, тому що дуже багато було зроблено роботи, і я дуже вдячний одній із наших розвідок, потім ми зможемо розповісти, навіть покажемо дуже багато цікавих фактів з цих подій. Але вони можуть зараз спробувати займатися політичним знищенням. 
Питання по дестабілізації нашої країни нікуди не дівається. Коли ми прийняли рішення на засіданні РНБО, що всі телевізійні канали мають бути в одному інформаційному просторі, і ми всіх запросили до участі в телевізійному марафоні, в цьому випадку тут не про свободу слова, тут йдеться про існування країни. 
Плюралізм думок, звичайно, має бути, але майте на увазі, що ми знаходимося у стані війни. У нас демократії і так було більш ніж достатньо. Хто що завгодно міг собі говорити, і ніякого за це не було покарання. Ми абсолютно демократична країна. 
__ Може наступити перемир'я. Але ми маємо на увазі, що до того часу, поки не буде перемоги чи однієї, чи іншої сторони, війна не закінчиться.","Introduction * * * In Ukraine's truth, there was a great interview with Alexis Daniel. As possible, a short surviving with this meaningful interview three parts:

Part 2

* * * PRESENCE'S FORTRAL, EXPECTICE AND WATCH
(Sighs) The only thing I'd like to warn you is, who thinks that winning is already in our pockets, that everything is fine, and so on, is an enemy of an insightful enemy. There's still a lot of work ahead, maybe there's not a very good word here, there's a lot of things we have to do. This is our historical chance at all to build a country. Moreover, I can say that if after the end of the war in our country continue to exist the processes that were 30 years old, the Lord will not forgive us. And it's not going to give us the opportunity to build a state. We have to realize that there must be a whole new state -- a shield, a truth, such as our president now. What he does, and what he did was no one expected. And I'm proud we have this president. He's the only president in the world who has the ability to speak almost all the leading parliaments of the world. This is joint work and Vladimir Alexander, and our citizens, and of course, our military.
I can tell you right now that one of the stories has given as much 21 days to fully admire our country, and the war should have gone to guerrilla warfare.
We were at the beginning of a guerilla war, and they thought we would have no capacity to resist the second army of the world.
And when we tried to prove them that it wasn't quite true, they were so irritated that we didn't realize that we didn't understand all these problems. And all of their calculations were telling us that we had opportunities and opportunities.

Introduction * * * - What?
* * _ That's a tough question. The point is, in Russia, it's going to happen. I've repeatedly said that * * * the result of this situation would be the loss of the Russian Federation. It's going to break into parts like artificial structures, and it's going to be in our lives. The only thing I want to say is that we're gonna be tough. And when people say it's over, no, there's still battle. And it all depends on our army. And of course, from partners.

_ types * * STAFFORD TO 9 CRASY AND THE STATED
* * _ They want to win not until the 9th of May. They want to win our country. They don't change the task: destroying our country, our nation, well, and according to the destruction of the president.
The president's destruction has two moments: either physical or political. And they failed, because a lot of work was done, and I'm very grateful to one of our findings, and then we can tell, even show a lot of interesting things about this. But they can now try to do political destruction.
The question of stabilizing our country isn't going anywhere. When we made up a decision at the PC meeting that all television channels should be in one information space, and we all invited to participate in television marathon, in this case, not about freedom of speech, it's about the country.
I mean, I mean, think of it, of course, but keep in mind that we're in a state of war. We had more than enough democracy. Anyone could say anything, and no punishment for it. We're a fairly democratic country.
_ _ But we mean, by the time there's no victory or one side, war won't end.",,,,,
