Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
10011,"**«Нет тела - нет денег», — коротко о выплатах на России

**В итоге ни мужика в доме, ни новенькой Лады.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","“No body, no money” – a brief about payments in Russia

In the end, no man in the house, no new Lada.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10012,"**Стремоусов живёт в параллельной реальности: судя по его карте, русня оккупировала Сумы, Чернигов и Харьков и уже доходит до Киева, Кривого Рога и Полтавы 

**Так победят🤡

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","Stremousov lives in a parallel reality: judging by his map, Rusnya occupied Sumy, Chernigov and Kharkiv and already reaches Kiev, Krivyi Rih and Poltava

So they win.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10013,"**Короткий путь российского чмобика:

**29.09 - мобилизовали
04.10 - кинули мясом под Херсон
08.10 - стал удобрением.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Short path of the Russian schmobic:

**29.09 - mobilized
04.10 - thrown meat under Kherson
8:10 - became fertilizer.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10014,"**Прогрев аудитории к сдаче Херсона на России идёт полным ходом**😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**The warm-up of the audience to the surrender of Kherson in Russia is in full swing**ом

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10015,"**⚡️""Если кто-то в Европе и может применить ядерное оружие, то это один субъект и этот субъект дал приказ Шойгу звонить всем министрам и рассказывать, что Украина якобы готовится к чему. Это значит только одно: Россия уже всё это приготовила"", — Зеленский отреагировал на обвинения РФ

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","If someone in Europe can use nuclear weapons, it is one subject and this subject ordered Shoigu to call all ministers and tell them that Ukraine is allegedly preparing for what. This means only one thing: Russia has already prepared all this, Zelensky responded to the accusations of the Russian Federation

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10016,"**❗️Хорошие новости с Донбасса: ВСУ оттеснили оккупантов на 2 км в восточном пригороде Бахмута, — **[Visegrad 24

](https://twitter.com/visegrad24/status/1584181021544570880?s=46&t=JSGj2tN_nB761cbRgww98g)Сообщается, что **россиян вытеснили с асфальтового завода**. ""Вагнеровцы"" 2 месяца брали эти 2 км, и они потеряли их за 48 часов.

Ждём подтверждения от Генштаба ВСУ.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Хорош️Good news from Donbass: APU pushed back the occupiers for 2 km in the eastern suburb of Bakhmut, — **[Visegrad 24]

] (https://twitter.com/visegrad24/status/ 1584181021544570880?s=46&t=JSGj2tN_nB761cbRgw98g. ""Wagner"" 2 months took these 2 km, and they lost them in 48 hours.

We are waiting for confirmation from the AFU General Staff.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10017,"**Пропагандон Пегов подорвался на одной из брошенных рашистами мин ""Лепесток""**

У него открытый перелом двух пальцев правой ноги и рваные раны подошвенной части стопы.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Pegov's propaganda exploded on one of the petal mines thrown by the Rashis**

He has an open fracture of two toes of his right foot and lacerations of the plantar part of his foot.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10018,"**Сообщают, что под Донецком ранен кацапский пропагандон Семён Пегов

**Видимо дружеская пуля от Чепушилина прилетела.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Reported that near Donetsk wounded Katsap propaganda Semyon Pegov

Apparently a friendly bullet from Chepushilin flew in.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10019,"**Старая партия зэков закончилась, поэтому главарь ЧВК «Вагнер» Пригожин опять поехал кататься по российским тюрьмам в поисках свежего пушечного мяса

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","The old batch of convicts ended, so the leader of PMC ""Wagner"" Prigozhin again went to ride through Russian prisons in search of fresh cannon fodder

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10020,"**Рука Кремля?🤔

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","The hand of the Kremlin?

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10021,"**Северная Корея. Местные со слезами на глазах пытаются запрыгнуть в лодку с диктатором Ким Чен Ыном

**Какая любовь к лидеру🤡

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","** North Korea. Locals with tears in their eyes try to jump into a boat with dictator Kim Jong-un

What a love for a leader!

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10022,"**⚡️Израиль атаковал место сборки иранских дронов в Сирии, — **[**сообщает**](https://www.syriahr.com/en/272927/)** Сирийский центр наблюдения

**В результате удара была уничтожена военная логистика и оборудование, использовавшееся для сборки беспилотников иранского производства в районе военного аэропорта Димас.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**ов️Israel attacked an Iranian drone assembly site in Syria — **[**reports](https://www.syriahr.com/en/272927/)** Syrian Observation Center

**The strike destroyed military logistics and equipment used to assemble Iranian-made drones near the Dimas military airport.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10023,"**Украинцы могут остаться без зарплат и пенсий, если Евросоюз остановит финансирование Украины, — **премьер-министр Денис Шмыгаль

""Нам это нужно для того, чтобы наша финансовая система выжила. Мы уже исчерпали все возможности экономии"". 

По его словам, большая часть финансовой помощи уходит на социальные нужды и любая задержка может обернуться ужасными последствиями.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","** Ukrainians may be left without salaries and pensions if the European Union stops financing Ukraine — ** Prime Minister Denis Shmygal

“We need this in order for our financial system to survive. We have already exhausted all possibilities for savings.”

According to him, most of the financial assistance goes to social needs and any delay can lead to terrible consequences.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10024,"**""Украина готовится применить на своей территории ""маломощные ядерные боеприпасы"" или ""грязные бомбы"", чтобы обвинить РФ"", — фантазируют российские пропагандоны**🤡

Их даже не смущает тот факт, что ни того, ни другого нас на вооружении нет🤷🏻‍♂️. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","Ukraine is preparing to use “low-yield nuclear weapons” or “dirty bombs” on its territory to accuse Russia, Russian propaganda fantasizes

They are not even embarrassed by the fact that neither of us are in service ,️.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10025,"Мануальная терапия❗
Остеопатия❗

0956973784
Юрий 
Instagram: @[makarov.1977.25.09](https://instagram.com/makarov.1977.25.09?igshid=YmMyMTA2M2Y=)

📌 Исправление сколиоза 3й степени включительно.
📌 Лечение межпозвоночных грыж от 4-15 мм.
📌 Лечение остеохондроза и СПОНДИЛОАРТРОЗА.
📌Лечение артрита и артроза суставов плечевых, локтевых, коленных, тазовых, кистевых, голеностопа.
📌 Вправление позвонков, суставов всего тела от пальцев до корней волос.
📌 Вправления кисти, локтя, плеча, колен, пальцев.
📌 Надрывы связок, мышц.

Прийом в Харкові.
Приойм в Києві.
Запис по номеру 
0956973784","Manual therapy  
Osteopathyия

0956973784
Yuri
Instagram: @[makarov]. 1977.25.09] (https://instagram.com/makarov.1977.25.09?igshid=YmMyMTA2M2Y=)

  Correction of scoliosis grade 3 inclusive.
  Treatment of intervertebral hernias from 4-15 mm.
  Treatment of osteochondrosis and spondyloarthrosis.
Treatment of arthritis and arthrosis of the joints of the shoulder, elbow, knee, pelvic, carpal, ankle.
  Reposition of the vertebrae, joints of the whole body from the fingers to the roots of the hair.
  Hand, elbow, shoulder, knees, fingers.
  Ligament tears, muscles.

Come to Kharkov.
We'll get to Kievi.
Number entry
0956973784",,,,,
10026,"**⚡️Появилось видео момента падения военного самолёта в Иркутской области

**Он упал в жилую постройку в частном секторе. Что с пилотами пока не ясно, но момента катапультирования на видео нет.

**UPD: Оба пилота погибли.** Минус 2 убийцы.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","There was a video of the moment of the crash of a military aircraft in the Irkutsk region

**He fell into a private sector apartment building. What about the pilots is not yet clear, but the moment of ejection on the video is not.

**UPD: Both pilots died. ** Minus 2 killers.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10027,"**На России новое падение военного самолёта: в Иркутске борт рухнул на двухэтажный дом

**По предварительным данным, это Су-30. Борт упал в микрорайоне Ново-Ленино. Информации о пострадавших пока нет.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","In Russia, a new fall of a military aircraft: in Irkutsk, the board collapsed on a two-storey house

**According to preliminary data, this is the Su-30. The plane fell in the neighborhood of Novo-Lenino. There is no information about the victims yet.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10028,"**Сбитие российского Су-25 от лица оккупанта. К сожалению, рашист выжил.** 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","The downing of the Russian Su-25 on behalf of the occupier. Unfortunately, the rachist survived.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10029,"**Беларусский ""спецназ"" провёл цирковое представление перед Лукашенко. Теперь мы знаем, что в случае войны палки они победить смогут. Но это не точно 

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Belarusian special forces held a circus performance in front of Lukashenko. Now we know that in the event of a war, they can win. But it's not accurate.

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10030,"⚡️**Беларусь закрыла доступ к видео с камер на дорогах страны** 

Подобное однажды уже произошло перед полномасштабным вторжением, 14 января этого года. Подготовка к вторжению с территории Беларуси продолжается, привозятся понтонные мосты и тренируются части обеспечения, в том числе военные медики.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","х️**Belarus closed access to video from cameras on the roads of the country**

This happened before a full-scale invasion on January 14. Preparations for the invasion from the territory of Belarus continue, pontoon bridges are brought and parts of the support, including military doctors, are trained.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10031,"Не паникуйте.** БНР так БНР

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","Don't panic. * BNR so BNR

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10032,"Теперь понятно, куда делась [стая дронов-мопедов.](https://t.me/c/1457892982/27963) **Только в Николаевской области** за ночь было **уничтожено 14 штук.** Ждем инфу по остальным областям.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","Now we know where [the flock of moped drones] went. ] (https://t.me/c/1457892982/27963) ** Only in the Mykolaiv region** 14 pieces were destroyed overnight.** We're waiting for the rest of the field.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10033,"**Долетели,**[** **](https://t.me/c/1322277525/20255)по времени совпадает с тем, что [мы публиковали 

](https://t.me/c/1457892982/27964)UPD: пошли отбои по областям, все мопеды посбивали?

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Reached,**[******](https://t.me/c/1322277525/20255) coincides with what [we published]

] (https://t.me/c/1457892982/27964)UPD: Were there breakaways in the areas, were all mopeds hit?

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10034,"⚡️**Взрывы в Полтавской и Днепропетровской области.** Скорей всего [шахеды](https://t.me/c/1457892982/27963).

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","вы️**Explosions in Poltava and Dnipropetrovsk regions.** Most likely [shahedeens](https://t.me/c/1457892982/27963).

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10035,"**В Херсоне массово перестали принимать рубли.** Во многих заправках и аптеках **требуют расплачиваться только гривнами,** пишут российские телеграм-каналы.

На одной из заправок, работающей под брендом крымской АЗС, объяснили, что такое требование поступило к ним от начальства. «Доторгуйте, говорит, раздаем людям зарплату в гривнах, выставляем охрану, закрываемся, ждем дальнейших распоряжений», - цитируют паблики начальника заправки. 

Также херсонцы рассказывают, что рубли не хотят менять или обменивают по резко возросшему курсу 1х2. При этом бензин на многих заправках закончился и они закрываются.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","In Kherson massively stopped accepting rubles.** In many gas stations and pharmacies **require to pay only in hryvnias ** write Russian telegram channels.

At one of the gas stations, working under the brand of the Crimean gas station, they explained that such a requirement was received from their superiors. “Trade, he says, give people a salary in hryvnias, put up security, close, waiting for further orders,” the head of the gas station was quoted as saying.

Also, the Khersons say that the rubles do not want to change or exchange at a sharply increased rate of 1x2. At the same time, gasoline at many gas stations has run out and they are closing.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10036,"Что делать, если нет света, а выживать надо.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","What to do if there is no light and you have to survive.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10037,"**⚡️СБУ задержала главу ""Мотор Сич"" Вячеслава Богуслаева. Его подозревают в пособничестве государству-агрессору

**Богуслаева подозревают в работе на Россию – не только поставлял детали к самолетам и вертолетам, которые сейчас бомбят Украину, **но и прямо работал на путинские спецслужбы**. Ему грозит до 15 лет тюрьмы. 
 
[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**а️The SBU detained the head of Motor Sich Vyacheslav Boguslayev. He is suspected of aiding the aggressor state.

Boguslayev is suspected of working for Russia – not only supplied parts for the planes and helicopters that are now bombing Ukraine, but also worked directly for Putin’s special services. He faces up to 15 years in prison.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10038,"⚡️**Расчетное время подлета **[мопедов-шахедов.

](https://t.me/c/1457892982/27963)[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","а️**The estimated time of approach ** [mopeds-shahedeen].

] (https://t.me/c/1457892982/27963)[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
10039,"**Из Крыма запустили дроны-мопеды. Много.** Пишут, около 30 штук.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Moped drones launched from Crimea. It's a lot. * It's about 30 grand.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Sign](https://t.me/+LV7tr2_vgu02NjAy)",,,,,
