Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
13011,"🦅**46-та бригада передає велику подяку всім підписникам DeepStateUA, які долучаються до волонтерських зборів!

**🔥Ви найкращі! Кожному велике дякую, хто віддає частинку себе для нашої перемоги! А нашим славним воїнам велика шана! Ви наша стіна, наша надія і сила! 

**🇺🇦Слава ЗСУ!

**🇺🇦Нагадуємо про наш [волонтерський канал ЗСУ Help](https://t.me/help_deepstateua)","Subscription * 46- and the brigad passes a great thanks to all the signs of DeepStateUA, which are attached to the volunteer conference!

* * * You're the best! Thank you so much for each one to give a piece of himself to our victory! And our beautiful warrior is a great honor! You are our wall, our hope and our strength!

* * Heil ZW!

* * Remember our [volunteer] (https: / / t.me / help _ deepecia)",,,,,
13012,"**🇺🇦****🤕Українці та подолання посттравматичного розладу

**💭__Війна в Україні підняла рівень стресу та відчуття небезпеки в колективній свідомості, що часто стає  причиною розвитку ПТСР – посттравматичного стресового розладу. Психотерапевти знають, як вилікувати одну людину, але що робити, коли допомоги потребує ціла нація?

__**🕔Орієнтовний час прочитання: ~5 хвилин.

**__👇Детальніше за посиланням на нашому блозі: 

__deepstateua.com/ukrayintsi-ta-podolannia-posttravmatichnogho-sindromu","* * Ukrainians and overcome post-traumatic disorder

* * * The war in Ukraine has raised stress and a sense of danger in collective consciousness, which often leads to PTSD development -- post-traumatic stress disorder. Psychologists know how to cure one person, but what to do when a whole nation needs help?

_ * * subject Oriented read time: ~ 5 minutes.

* * _ dot Detailed link to our blog:

_ deepstatecia.com / Note input-tata-pololianna-posttravmatichnogosrou",,,,,
13013,"🎉**У День ЗСУ додому повернулось 60 воїнів ****🇺🇦**** ЗСУ, ****🇺🇦****НГУ, ****⚓️****ВМС та ****🛡****Держприкордонслужби

**Із них 34 це оборонці Маріуполя, 14 з яких пройшли Азовсталь. Загалом серед звільнених 15 офіцерів.  

Вік звільнених від 21 до 58 років, у тому числі додому повертається двоє жінок.

[Магазин](https://deepstateua.shop/)🛑[Блог](https://deepstateua.com/)🛑[Мапа](https://deepstatemap.live/)🛑[Написати нам](http://t.me/newsDeepStatebot)🛑[Звіти](https://help.deepstateua.com/)🛑[ЗСУHelp](https://t.me/help_deepstateua)","* * * The TD's Day home returned 60 warriors * * * * Token * * * Audience, * * * * * * * subject * * * * NG, * * * sign * * * VMS and * * * * URH * * * State Border

(Sighs) 34 of them are the arms of the Mariavi, 14 of whom have passed Azodel. There are total 15 officers fired.

Age was released from 21 to 58, including two women returning home.

[Magician] (https: / / deepstate.stop /) festival (https: / / deepstatopa.com /) Copyright [Mp] (https: / / depword. live /) Write us] (http: / / t.me / newsDisepStatbot) Festival [Reports] (https: / / help .deepstate.com /) Note [SUHelp] (https: / / t.me / help _ deepstatpa)",,,,,
13014,"**🕶****🕶****Друзі, ще раз вітаємо наші рідні Збройні Сили України

**🇺🇦 Ми знаємо, що нас читає багато військових, тому** 24 грудня на сайті карти з'явиться ""Фронтова стіна"". **Це наш маленький проект, який ставить на меті показати єдність тих, хто на фронті та тих, кого захищають. Бо останніх можна всюди почути/побачити в соцмережах постійно, а на лінії зіткнення це не так просто. 

🇺🇦 Тому запрошуємо тих, хто зараз зі зброєю в руках захищає нашу країну, долучитися до проекту і за можливості написати свої побажання країні, своєму місту/селищу/селу чи близьким. 

🕶 У формі ми **не збираємо ел.пошт, конфіденційних чи безпекових даних**. Лише побажання і підпис від кого (наприклад ""від 93 ОМБр""). Всі відповіді **будуть модеруватися** і 24 числа з'являться у вигляді додаткового функціоналу на сайті мапи. 

**👉🏻Форма - ****https://forms.gle/LpDArSHnWM8o47YS8**","(Ring) Friends, welcome our family's armies to Ukraine again.

* * We know a lot of military reads us, so on December 24th, the map will appear on the Front Wall. (Sighs) This is our little project to show the unity of those who are on the front and those who are defending. You can hear / see social networks all the time, but it's not that easy on the collision line.

kdegames So we invite those who now protect our country, join the project and write their wishes, their city / village, or close.

In the form we * * do not collect hel. mail, private or secure * *. Only a desire and a signature from who (e. g. 93 OMBr). All the answers * * will be upgraded * * and 24 numbers will appear as an additional function on the map.

* * * Decimal Shape - * * * * https: / / forms. gle / LpDArSHn7YS8 *",,,,,
13015,"**Ми говоримо ""Слава Україні!"" — вони роблять ""Смерть ворогам!""**😈

🇺🇦 **Збройні Сили України** - сьогодні це слова спокою, віри, надії, захисту і поваги. Сила, яка стримує ворога вдень і вночі. Залізні люди, які мають надлюдські можливості, і якими захоплюється весь світ. Вони роблять неймовірне, вони приклад сьогоднішньої військової справи і вони гордо стоять в лавах серед найкращих армій світу - так показала практика. 

👏🏻Пишаємося нашими воїнами, які боронять нашу державу! Віримо в нашу армію та дякуємо за мирне небо!

**🇺🇦З Днем Збройних Сил України!** **Слава Україні! Слава ЗСУ!**","(Sighs) We say ""Glory Ukraine!"" -- they do ""Death to the Enemies!"" * *

Bytes * * * The armed forces of Ukraine * * - Today is the word of peace, faith, hope, protection and respect. A force that holds the enemy day and night. Iron people who have supernatural possibilities, and they love the world. They're doing amazing, they're an example of today's military business, and they're proud to be in the ranks of the best armies of the world -- that's how practice showed up.

kdegames We ask our soldiers who defend our state! We believe in our army and thank you for the peaceful sky!

* * With the Armed Force of Ukraine! Hail Ukraine! Hail ZW",,,,,
13016,"**🕶**** Адвент. День 5 - центр Маріуполя

****🔄** Відносні оцінки руйнувань Маріуполя є значно перебільшеними і вони менші, ніж в тій же Попасній чи Рубіжному, але в абсолютному плані Маріуполь є сумним лідером по кількості знищеної забудови та жертв серед мирного населення. Наприклад південна і північна частина міста доволі уцілілі, а от центр, район Азовсталі та мікрорайони/квартали західніше центру знищені та спалені. 

🇺🇦 За різними оцінками гарнізон міста складав від 4 до 8 тисяч бійців, з яких приблизно 1400 бійці полку ""Азов"". Для оборони міста, яке вміщає півмільйона жителів, це мізерна цифра. Потрібно в десять разів більше, але саме в цьому і полягає подвиг оборонців Маріуполя, які не здавалися до 18 травня, що вони змогли зробити в 10 разів більше, ніж могли. Проявивши надлюдські зусилля та професіоналізм у плануванні оборони, нашим бійцям вдалося організувати зразкову оборону. 

🇺🇦 Сподіваємося найближчі обміни повернуть назад всіх захисників міста, а над самим Маріуполем знову майорітиме наш стяг і ходитимуть азовці.

⬇️У коментарях світлина без стиснення.","* * * Advert. Day 5 - Center Mariouka

(Ring) The relative estimates of Marufield's destruction are greatly exaggerated and they're smaller than the one caught or defeated, but in absolute terms, Marieville is a sad leader in the number of destroyed structures and victims among peaceful populations. For example, the south and north part of the city is quite intact, and from the center, the area of Azol and the neighborhoods / blocks of the west are destroyed and burned.

kdegames The city's garrison estimated to be four to eight thousand fighters from around 1400 fighting regiment called Asna. To protect a city that carries half a million people, it's a tiny number. It takes ten times more, but that's what the Mariavi werewolves who didn't give up until May 18, what they could do 10 times as much as they could. After probing superhuman efforts and professionalism in the defense planning, our fighters were able to organize a visual defense.

We hope the nearest exchange will bring back all the defenders in the city, and on the Marius itself, our banner will regrow and carry nitrogen.

kdegames No compression in comments.",,,,,
13017,"🕶🕶🕶** на фронтах станом на 5 грудня

****⏩****На кордоні з біломосковією **[-](https://deepstatemap.live/) зафіксовано перекидання щонайменше 10 одиниць ЗРК «Тор-М2» залізницею в бік міста Борисов. Без змін.

**⏩****На** **Сватівському** напрямку - бої в Новоселівському тривають, орки через ""воєнкорів"" намагаються видати взяття декількох вулиць за стратегічний успіх. 

**⏩****Бахмутський **відтинок - продовжуються активні бойові дії по всій ділянці фронту. Ситуація в Яковлівці все ще потребує уточнення. 

**⏩****Авдіївський** відтинок - важкі бої тривають, попередньо без успіхів з боку ворога.
 
**⏩****Запорізький **відтинок - без змін. 

**⏩****Таврійський** відтинок - без змін. 

⏺⏺Змін на лінії фронту не зафіксовано, тому оновлення найближчим часом не буде.

🌐У цілому ситуація на фронті напружена, окрім важких боїв поряд стають також погодні умови, які ускладнюють процес війни. Ворог намагається тиснути в районі Донецької області, прощупує оборону на півночі, а також готує оборону на півдні. Критичних змін не відбулося, тож слідкуємо за інформацією та віримо в ЗСУ!

🚀Сьогодні була чергова ракетна атака нашої країни з метою ще більше пошкодити сектор критичної інфраструктури, але плани ворога зруйнували наші захисники неба. Велика подяка нашим ППО, які відпрацювали сьогодні досить ефективно, збивши 86% цілей. Практика показує, що збільшення кількості систем протиповітряної оборони дасть можливість захистити небо країни, тож нам необхідно більше такої зброї. 

[🖍](https://deepstatemap.live/#6/49.438/32.053)У випадку **неточностей на карті**, ви можете нам повідомити через бот @newsdeepstatebot. 

🛑Нагадуємо, що в загальному доступі не може існувати точної карти бойових дій, а інформацію, як переможну так і не дуже, завжди краще сприймати зі скепсисом і чекати візуальних підтверджень чи повідомлення ГШ ЗСУ. Ну і звісно, довіряйте перевіреним джерелам","Synchronized * * on the front of December 5

(Ring) On the behomiscia border * * [-] (https: / / deepstatema.live /) is fixed to drop at least 10 ZRK units ""ToroM2"" by railway on the side of the Boritis city. No change.

* * * * * * Svetovsk * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *

* * * Bahmorian * * rejection - continued active fighting across the entire area of the front. We still need to be able to make sure that the case is in the Kalikans.

* * * Astraiwski * * Titans are heavy fights, no casualties on the enemy's side.

* * * Cursed * * Silence - no change.

* * * Taubian * * * Silence - no change.

kdegames The change on the front line isn't fixed, so there's no update soon.

The argument in the whole situation on the front is tense, except for the heavy fights, is that there are also bad conditions that make war difficult. The enemy is trying to push in the area of the Danica region, and he's going to build a defense in the north, and he's preparing a defense in the south. The critical changes have not happened, so we follow information and believe in the ZW!

This morning, there was another rocket attack in our country in order to further damage the crisis sector, but the enemy plans destroyed our sky protectors. Many thanks to our PO, which has worked fairly well today by undermining 86% of the goals. Practice shows that increasing the number of anti-air defense systems will be able to protect the sky of the country, so we need more of that weapon.

[https] (https: / / deepstatemap.live / # 6 / 49.438 / 32.053) In the case of * * inaccurate on the map * *, you can tell us through the hit @ newsdepstatbot.

Now, notice that, in general, there can't be an exact map of combat action, and information like the winner and not very much, is always better to look at the skepticism and wait for visual evidence or message. And of course, trust the checked sources",,,,,
13018,"**⚠️****З'явилися фото пошкодженого Ту-22М3

**🧐Рульова частина отримала значні пошкодження, а залишки крові свідчать про постраждалих ванюшек, або як справедливо зазначають в коментарях це тосол з машини.

[Магазин](https://deepstateua.shop/)🛑[Блог](https://deepstateua.com/)🛑[Мапа](https://deepstatemap.live/)🛑[Написати нам](http://t.me/newsDeepStatebot)🛑[Звіти](https://help.deepstateua.com/)🛑[ЗСУHelp](https://t.me/help_deepstateua)","* * * * There's a photo of the damaged To2M3.

* * * entrance The rouse part got significant damage, and the remaining blood evidence shows that the victim's wagons, or the fair thing to say in comments is a totol from the car.

[Magician] (https: / / deepstate.stop /) festival (https: / / deepstatopa.com /) Copyright [Mp] (https: / / depword. live /) Write us] (http: / / t.me / newsDisepStatbot) Festival [Reports] (https: / / help .deepstate.com /) Note [SUHelp] (https: / / t.me / help _ deepstatpa)",,,,,
13019,"**🇺🇦****В мережі виклали знищений ворожою артою центр Мар'їнки

**[Магазин](https://deepstateua.shop/)🛑[Блог](https://deepstateua.com/)🛑[Мапа](https://deepstatemap.live/)🛑[Написати нам](http://t.me/newsDeepStatebot)🛑[Звіти](https://help.deepstateua.com/)🛑[ЗСУHelp](https://t.me/help_deepstateua)","* * * * On the net, they put down an enemy art center of Maruka.

* * [Magician] (https: / / deepstate.shop /) Ping [Blog] (https: / / deepstate.org /) St. [Map] (https: / / deepstatemaster.live /) holiday [] Write us] (http: / / t.me / newsDisepStatbot) Festival [Reports] (https: / / help .deepstate.com /) Note [SUHelp] (https: / / t.me / help _ deepstatpa)",,,,,
13020,"❤️‍🔥**Волонтер - людина, яка йде завжди за покликом серця. А серце волонтера найгарячіше навіть в найбільш холодні дні!

**🦾Хочемо сьогодні привітати кожного, хто не може стояти осторонь, хто запалює вогник в очах людей, де вже згасла надія. Тих, хто сьогодні, віддає свій час, свої ресурси, енергію та світло для наших воїнів, які захищають нашу країну від російського окупанта. 

🤝Безмежно вдячні кожному, хто долучається до будь-якої волонтерської допомоги. Пам'ятайте - навіть кожна маленька допомога є великим вкладом у нашу перемогу. І ми точно знаємо, що ми переможемо у цій війні, адже у нас є прекрасні волонтери, які віддадуть останнє заради благих цілей.

**🇺🇦З міжнародним днем волонтера!**","Math Volter is the man who always goes after the heart call. And the heart of a volunteer is the hottest, most cold days!

* * * entrance We want to congratulate everyone today who can't stand by who lights fire in the eyes of people who have already given up hope. For those who are today, giving their time, their resources, their energy and light to our soldiers protecting our country from the Russian occupation.

It's fair to thank everyone who's involved in any kind of volunteer aid. Remember, even every little help is a huge contribution to our victory. And we know for sure that we will win this war, because we have great volunteers who will return the last for good purposes.

* * Happy international day of volunteer",,,,,
