Sr.no,Channel ID,Post ID,Date
38,1003313758,41213,2021-11-18 08:06:34+00:00
39,1003313758,41208,2021-11-18 07:17:24+00:00
40,1003313758,41206,2021-11-18 07:05:31+00:00
41,1003313758,41178,2021-11-17 08:27:54+00:00
42,1003313758,41169,2021-11-16 14:21:17+00:00
43,1003313758,41165,2021-11-16 13:32:06+00:00
44,1003313758,41164,2021-11-16 13:00:12+00:00
45,1003313758,41158,2021-11-16 11:59:58+00:00
46,1003313758,41156,2021-11-16 10:22:07+00:00
47,1003313758,41147,2021-11-16 08:05:48+00:00
48,1003313758,41126,2021-11-15 14:08:02+00:00
49,1003313758,41119,2021-11-15 10:47:35+00:00
50,1003313758,41116,2021-11-15 08:47:34+00:00
51,1003313758,41103,2021-11-15 05:52:50+00:00
52,1003313758,41095,2021-11-14 13:07:10+00:00
53,1003313758,41090,2021-11-14 08:40:14+00:00
54,1003313758,41081,2021-11-13 17:06:02+00:00
55,1003313758,41072,2021-11-13 08:17:12+00:00
56,1003313758,41064,2021-11-13 05:48:01+00:00
57,1003313758,41052,2021-11-12 14:40:32+00:00
58,1003313758,41042,2021-11-12 08:58:47+00:00
59,1003313758,41027,2021-11-11 17:04:38+00:00
60,1003313758,41025,2021-11-11 16:33:37+00:00
61,1003313758,41022,2021-11-11 13:32:56+00:00
62,1003313758,41021,2021-11-11 13:20:07+00:00
63,1003313758,41013,2021-11-11 10:46:06+00:00
64,1003313758,41000,2021-11-11 06:45:05+00:00
65,1003313758,40985,2021-11-10 13:53:12+00:00
66,1003313758,40983,2021-11-10 12:09:53+00:00
67,1003313758,40982,2021-11-10 11:16:11+00:00
68,1003313758,40979,2021-11-10 10:16:52+00:00
69,1003313758,40978,2021-11-10 09:55:00+00:00
70,1003313758,40970,2021-11-10 07:38:55+00:00
71,1003313758,40958,2021-11-09 15:26:09+00:00
72,1003313758,40956,2021-11-09 14:27:05+00:00
73,1003313758,40954,2021-11-09 13:37:46+00:00
74,1003313758,40936,2021-11-09 07:48:52+00:00
75,1003313758,40920,2021-11-08 17:30:07+00:00
76,1003313758,40881,2021-11-07 09:57:09+00:00
77,1003313758,40869,2021-11-06 21:19:30+00:00
78,1003313758,40851,2021-11-05 11:45:10+00:00
79,1003313758,40832,2021-11-05 05:41:01+00:00
80,1003313758,40826,2021-11-04 15:04:01+00:00
81,1003313758,40824,2021-11-04 12:23:55+00:00
82,1003313758,40821,2021-11-04 11:16:32+00:00
83,1003313758,40809,2021-11-04 06:51:40+00:00
84,1003313758,40793,2021-11-03 12:09:15+00:00
85,1003313758,40777,2021-11-03 07:47:07+00:00
86,1003313758,40772,2021-11-03 07:10:43+00:00
87,1003313758,40766,2021-11-02 20:21:24+00:00
88,1003313758,40747,2021-11-02 07:41:08+00:00
89,1003313758,40730,2021-11-01 16:08:28+00:00
90,1003313758,40729,2021-11-01 15:29:07+00:00
91,1003313758,40722,2021-11-01 11:22:05+00:00
92,1003313758,40719,2021-11-01 10:39:56+00:00
93,1003313758,40690,2021-10-31 08:12:55+00:00
94,1003313758,40688,2021-10-31 07:29:35+00:00
95,1003313758,40674,2021-10-30 12:38:37+00:00
96,1003313758,40657,2021-10-29 13:53:54+00:00
97,1003313758,40654,2021-10-29 12:14:28+00:00
98,1003313758,40649,2021-10-29 09:26:35+00:00
99,1003313758,40635,2021-10-28 18:26:02+00:00
100,1003313758,40634,2021-10-28 18:21:21+00:00
101,1003313758,40608,2021-10-28 07:01:14+00:00
102,1003313758,40575,2021-10-27 11:23:31+00:00
103,1003313758,40573,2021-10-27 10:39:46+00:00
104,1003313758,40564,2021-10-27 08:40:37+00:00
105,1003313758,40545,2021-10-26 13:15:07+00:00
106,1003313758,40542,2021-10-26 12:13:37+00:00
107,1003313758,40539,2021-10-26 11:17:06+00:00
108,1003313758,40524,2021-10-25 19:52:15+00:00
109,1003313758,40505,2021-10-25 08:15:51+00:00
110,1003313758,40494,2021-10-25 06:01:10+00:00
111,1003313758,40490,2021-10-25 05:27:45+00:00
112,1003313758,40481,2021-10-24 08:43:13+00:00
113,1003313758,40473,2021-10-23 21:14:20+00:00
114,1003313758,40469,2021-10-23 15:43:58+00:00
115,1003313758,40464,2021-10-23 09:45:51+00:00
116,1003313758,40453,2021-10-22 13:45:57+00:00
117,1003313758,40447,2021-10-22 11:46:15+00:00
118,1003313758,40429,2021-10-22 09:28:03+00:00
119,1003313758,40427,2021-10-22 09:24:21+00:00
120,1003313758,40425,2021-10-22 09:08:36+00:00
121,1003313758,40422,2021-10-22 08:00:03+00:00
122,1003313758,40417,2021-10-22 06:41:46+00:00
123,1003313758,40408,2021-10-21 17:32:28+00:00
124,1003313758,40403,2021-10-21 14:30:09+00:00
125,1003313758,40389,2021-10-21 10:24:53+00:00
126,1003313758,40377,2021-10-21 08:39:38+00:00
127,1003313758,40366,2021-10-21 05:32:06+00:00
128,1003313758,40363,2021-10-20 20:10:59+00:00
129,1003313758,40337,2021-10-20 08:43:36+00:00
130,1003313758,40335,2021-10-20 08:26:22+00:00
131,1003313758,40328,2021-10-20 07:37:11+00:00
132,1003313758,40326,2021-10-20 07:14:46+00:00
133,1003313758,40311,2021-10-19 16:03:18+00:00
134,1003313758,40297,2021-10-19 13:32:34+00:00
135,1003313758,40284,2021-10-19 09:31:52+00:00
136,1003313758,40282,2021-10-19 08:31:27+00:00
137,1003313758,40279,2021-10-19 06:48:28+00:00
138,1003313758,40262,2021-10-18 12:09:49+00:00
139,1003313758,40249,2021-10-18 07:47:01+00:00
140,1003313758,40248,2021-10-18 07:44:02+00:00
141,1003313758,40244,2021-10-18 06:51:56+00:00
142,1003313758,40235,2021-10-18 06:31:34+00:00
143,1003313758,40232,2021-10-18 06:08:21+00:00
144,1003313758,40222,2021-10-17 10:18:27+00:00
145,1003313758,40217,2021-10-17 09:02:29+00:00
146,1003313758,40204,2021-10-17 06:06:35+00:00
147,1003313758,40196,2021-10-16 08:13:06+00:00
148,1003313758,40165,2021-10-15 05:23:44+00:00
149,1003313758,40160,2021-10-14 14:45:50+00:00
150,1003313758,40146,2021-10-14 08:35:54+00:00
151,1003313758,40144,2021-10-14 07:55:58+00:00
152,1003313758,40126,2021-10-13 13:21:52+00:00
153,1003313758,40125,2021-10-13 13:16:47+00:00
154,1003313758,40087,2021-10-12 12:56:43+00:00
155,1003313758,40086,2021-10-12 12:48:04+00:00
156,1003313758,40072,2021-10-12 09:05:26+00:00
157,1003313758,40067,2021-10-12 08:14:42+00:00
158,1003313758,40048,2021-10-11 16:16:15+00:00
159,1003313758,40047,2021-10-11 15:45:24+00:00
160,1003313758,40039,2021-10-11 09:39:13+00:00
161,1003313758,40028,2021-10-11 06:49:52+00:00
162,1003313758,40026,2021-10-11 05:55:44+00:00
163,1003313758,40021,2021-10-10 18:15:40+00:00
164,1003313758,40016,2021-10-10 15:48:20+00:00
165,1003313758,39988,2021-10-09 07:17:07+00:00
166,1003313758,39977,2021-10-08 15:04:08+00:00
167,1003313758,39972,2021-10-08 11:33:42+00:00
168,1003313758,39957,2021-10-08 07:16:55+00:00
169,1003313758,39925,2021-10-07 10:49:33+00:00
170,1003313758,39916,2021-10-07 06:55:47+00:00
171,1003313758,39881,2021-10-06 07:05:11+00:00
172,1003313758,39863,2021-10-05 13:16:13+00:00
173,1003313758,39860,2021-10-05 10:10:49+00:00
174,1003313758,39843,2021-10-05 06:52:21+00:00
175,1003313758,39842,2021-10-05 06:22:04+00:00
176,1003313758,39835,2021-10-04 21:37:06+00:00
177,1003313758,39829,2021-10-04 21:08:09+00:00
178,1003313758,39827,2021-10-04 20:56:24+00:00
179,1003313758,39813,2021-10-04 18:58:56+00:00
180,1003313758,39812,2021-10-04 18:40:30+00:00
181,1003313758,39808,2021-10-04 18:07:46+00:00
182,1003313758,39804,2021-10-04 17:01:24+00:00
183,1003313758,39795,2021-10-04 12:49:46+00:00
184,1003313758,39788,2021-10-04 11:11:46+00:00
185,1003313758,39785,2021-10-04 11:08:11+00:00
186,1003313758,39770,2021-10-04 06:41:04+00:00
187,1003313758,39768,2021-10-04 05:37:11+00:00
188,1003313758,39759,2021-10-03 12:26:49+00:00
189,1003313758,39753,2021-10-03 08:27:25+00:00
190,1003313758,39745,2021-10-02 15:47:33+00:00
191,1003313758,39738,2021-10-02 08:46:28+00:00
192,1003313758,39728,2021-10-01 18:03:47+00:00
193,1003313758,39725,2021-10-01 14:19:25+00:00
194,1003313758,39719,2021-10-01 12:40:48+00:00
195,1003313758,39692,2021-09-30 14:38:20+00:00
196,1003313758,39676,2021-09-29 20:06:27+00:00
197,1003313758,39674,2021-09-29 18:40:49+00:00
198,1003313758,39672,2021-09-29 17:43:31+00:00
199,1003313758,39670,2021-09-29 17:00:46+00:00
200,1003313758,39665,2021-09-29 16:17:42+00:00
201,1003313758,39649,2021-09-29 09:49:42+00:00
202,1003313758,39637,2021-09-29 05:51:41+00:00
203,1003313758,39628,2021-09-28 12:48:01+00:00
204,1003313758,39609,2021-09-28 07:44:04+00:00
205,1003313758,39604,2021-09-28 07:03:06+00:00
206,1003313758,39601,2021-09-28 06:05:19+00:00
207,1003313758,39588,2021-09-27 14:29:03+00:00
208,1003313758,39571,2021-09-27 09:39:45+00:00
209,1003313758,39567,2021-09-27 07:30:51+00:00
210,1003313758,39559,2021-09-26 14:18:36+00:00
211,1003313758,39554,2021-09-26 09:08:10+00:00
212,1003313758,39550,2021-09-25 14:45:43+00:00
213,1003313758,39548,2021-09-25 11:45:15+00:00
214,1003313758,39546,2021-09-25 11:24:58+00:00
215,1003313758,39536,2021-09-25 07:55:23+00:00
216,1003313758,39515,2021-09-24 10:05:25+00:00
217,1003313758,39504,2021-09-23 17:16:01+00:00
218,1003313758,39498,2021-09-23 12:44:36+00:00
219,1003313758,39496,2021-09-23 11:29:16+00:00
220,1003313758,39491,2021-09-23 09:59:16+00:00
221,1003313758,39490,2021-09-23 09:54:32+00:00
222,1003313758,39485,2021-09-23 09:13:14+00:00
223,1003313758,39484,2021-09-23 08:19:08+00:00
224,1003313758,39479,2021-09-23 06:44:11+00:00
225,1003313758,39476,2021-09-23 06:38:41+00:00
226,1003313758,39473,2021-09-23 05:41:24+00:00
227,1003313758,39457,2021-09-22 08:37:25+00:00
228,1003313758,39451,2021-09-22 06:51:27+00:00
229,1003313758,39440,2021-09-21 13:43:23+00:00
230,1003313758,39428,2021-09-21 08:41:37+00:00
231,1003313758,39415,2021-09-20 14:13:26+00:00
232,1003313758,39414,2021-09-20 14:11:53+00:00
233,1003313758,39406,2021-09-20 11:21:32+00:00
234,1003313758,39405,2021-09-20 10:50:00+00:00
235,1003313758,39386,2021-09-19 13:44:01+00:00
236,1003313758,39383,2021-09-19 09:46:42+00:00
237,1003313758,39381,2021-09-19 08:53:22+00:00
238,1003313758,39375,2021-09-18 12:41:04+00:00
239,1003313758,39370,2021-09-18 08:55:05+00:00
240,1003313758,39369,2021-09-18 08:18:24+00:00
241,1003313758,39353,2021-09-17 12:53:09+00:00
242,1003313758,39336,2021-09-17 06:18:54+00:00
243,1003313758,39322,2021-09-16 15:57:14+00:00
244,1003313758,39321,2021-09-16 14:51:48+00:00
245,1003313758,39313,2021-09-16 12:54:34+00:00
246,1003313758,39311,2021-09-16 11:52:17+00:00
247,1003313758,39306,2021-09-16 09:31:43+00:00
248,1003313758,39305,2021-09-16 09:16:26+00:00
249,1003313758,39295,2021-09-16 06:40:19+00:00
250,1003313758,39279,2021-09-15 17:52:18+00:00
251,1003313758,39260,2021-09-15 09:00:11+00:00
252,1003313758,39245,2021-09-15 06:27:17+00:00
253,1003313758,39238,2021-09-14 18:10:17+00:00
254,1003313758,39233,2021-09-14 14:23:13+00:00
255,1003313758,39226,2021-09-14 11:41:22+00:00
256,1003313758,39220,2021-09-14 08:26:08+00:00
257,1003313758,39215,2021-09-14 08:10:38+00:00
258,1003313758,39199,2021-09-13 16:54:40+00:00
259,1003313758,39188,2021-09-13 11:55:42+00:00
260,1003313758,39176,2021-09-13 06:43:08+00:00
261,1003313758,39161,2021-09-12 09:29:13+00:00
262,1003313758,39155,2021-09-12 08:17:17+00:00
263,1003313758,39147,2021-09-11 17:39:40+00:00
264,1003313758,39132,2021-09-11 10:07:52+00:00
265,1003313758,39128,2021-09-11 09:03:05+00:00
266,1003313758,39120,2021-09-11 05:59:57+00:00
267,1003313758,39109,2021-09-10 14:01:28+00:00
268,1003313758,39077,2021-09-09 15:50:15+00:00
269,1003313758,39074,2021-09-09 15:13:07+00:00
270,1003313758,39059,2021-09-08 19:24:42+00:00
271,1003313758,39056,2021-09-08 17:15:48+00:00
272,1003313758,39038,2021-09-08 08:58:23+00:00
273,1003313758,39034,2021-09-08 07:23:18+00:00
274,1003313758,38993,2021-09-06 17:36:28+00:00
275,1003313758,38992,2021-09-06 17:10:07+00:00
276,1003313758,38991,2021-09-06 16:11:51+00:00
277,1003313758,38986,2021-09-06 15:39:28+00:00
278,1003313758,38985,2021-09-06 15:33:33+00:00
279,1003313758,38979,2021-09-06 09:52:25+00:00
280,1003313758,38965,2021-09-06 05:45:24+00:00
281,1003313758,38952,2021-09-04 19:18:30+00:00
282,1003313758,38931,2021-09-03 11:19:41+00:00
283,1003313758,38926,2021-09-03 08:50:52+00:00
284,1003313758,38878,2021-09-02 07:21:52+00:00
285,1003313758,38866,2021-09-01 14:16:50+00:00
286,1003313758,38857,2021-09-01 10:28:09+00:00
287,1003313758,38849,2021-09-01 07:03:10+00:00
288,1003313758,38838,2021-08-31 17:40:17+00:00
289,1003313758,38837,2021-08-31 16:38:50+00:00
290,1003313758,38827,2021-08-31 12:59:42+00:00
291,1003313758,38825,2021-08-31 11:30:54+00:00
292,1003313758,38816,2021-08-31 07:13:49+00:00
293,1003313758,38809,2021-08-31 05:32:11+00:00
294,1003313758,38807,2021-08-30 19:22:51+00:00
295,1003313758,38800,2021-08-30 13:12:01+00:00
296,1003313758,38799,2021-08-30 13:05:10+00:00
297,1003313758,38789,2021-08-30 10:14:59+00:00
298,1003313758,38780,2021-08-30 07:04:40+00:00
299,1003313758,38777,2021-08-30 06:41:25+00:00
300,1003313758,38770,2021-08-29 14:50:17+00:00
301,1003313758,38762,2021-08-29 08:36:49+00:00
302,1003313758,38756,2021-08-28 12:57:31+00:00
303,1003313758,38755,2021-08-28 10:32:21+00:00
304,1003313758,38754,2021-08-28 10:08:33+00:00
305,1003313758,38741,2021-08-27 21:00:02+00:00
306,1003313758,38738,2021-08-27 18:30:06+00:00
307,1003313758,38708,2021-08-27 05:44:19+00:00
308,1003313758,38696,2021-08-26 12:58:01+00:00
309,1003313758,38694,2021-08-26 10:52:04+00:00
310,1003313758,38689,2021-08-26 10:45:06+00:00
311,1003313758,38673,2021-08-25 17:34:37+00:00
312,1003313758,38667,2021-08-25 12:30:43+00:00
313,1003313758,38663,2021-08-25 11:26:46+00:00
314,1003313758,38660,2021-08-25 10:45:45+00:00
315,1003313758,38654,2021-08-25 07:16:36+00:00
316,1003313758,38643,2021-08-24 14:30:06+00:00
317,1003313758,38624,2021-08-24 07:50:16+00:00
318,1003313758,38620,2021-08-24 04:45:11+00:00
319,1003313758,38618,2021-08-23 15:25:54+00:00
320,1003313758,38612,2021-08-23 11:56:52+00:00
321,1003313758,38599,2021-08-23 08:39:05+00:00
322,1003313758,38597,2021-08-23 08:17:53+00:00
323,1003313758,38591,2021-08-23 06:48:54+00:00
324,1003313758,38585,2021-08-22 14:27:22+00:00
325,1003313758,38567,2021-08-21 16:10:41+00:00
326,1003313758,38544,2021-08-20 12:36:08+00:00
327,1003313758,38535,2021-08-20 08:55:50+00:00
328,1003313758,38531,2021-08-20 06:50:38+00:00
329,1003313758,38515,2021-08-19 11:41:15+00:00
330,1003313758,38508,2021-08-19 11:06:40+00:00
331,1003313758,38507,2021-08-19 10:45:38+00:00
332,1003313758,38506,2021-08-19 10:37:32+00:00
333,1003313758,38499,2021-08-19 10:19:28+00:00
334,1003313758,38493,2021-08-19 07:22:06+00:00
335,1003313758,38467,2021-08-18 11:11:35+00:00
336,1003313758,38466,2021-08-18 10:55:07+00:00
337,1003313758,38463,2021-08-18 09:33:59+00:00
338,1003313758,38438,2021-08-17 12:38:16+00:00
339,1003313758,38433,2021-08-17 10:28:57+00:00
340,1003313758,38427,2021-08-17 08:53:53+00:00
341,1003313758,38420,2021-08-17 05:57:12+00:00
342,1003313758,38409,2021-08-16 11:10:26+00:00
343,1003313758,38404,2021-08-16 09:37:11+00:00
344,1003313758,38396,2021-08-16 08:17:55+00:00
345,1003313758,38375,2021-08-14 09:03:00+00:00
346,1003313758,38370,2021-08-13 15:13:48+00:00
347,1003313758,38358,2021-08-13 11:29:09+00:00
348,1003313758,38341,2021-08-12 16:13:58+00:00
349,1003313758,38335,2021-08-12 13:42:06+00:00
350,1003313758,38294,2021-08-11 10:45:06+00:00
351,1003313758,38289,2021-08-11 09:20:06+00:00
352,1003313758,38267,2021-08-10 13:14:13+00:00
353,1003313758,38260,2021-08-10 08:55:07+00:00
354,1003313758,38254,2021-08-10 07:17:53+00:00
355,1003313758,38252,2021-08-10 07:00:59+00:00
356,1003313758,38227,2021-08-09 05:54:13+00:00
357,1003313758,38220,2021-08-08 14:45:44+00:00
358,1003313758,38219,2021-08-08 14:00:54+00:00
359,1003313758,38202,2021-08-06 16:33:03+00:00
360,1003313758,38198,2021-08-06 13:19:22+00:00
361,1003313758,38180,2021-08-06 05:26:14+00:00
362,1003313758,38174,2021-08-05 16:47:11+00:00
363,1003313758,38166,2021-08-05 13:04:09+00:00
364,1003313758,38161,2021-08-05 10:55:27+00:00
365,1003313758,38159,2021-08-05 10:26:46+00:00
366,1003313758,38142,2021-08-04 16:42:18+00:00
367,1003313758,38122,2021-08-04 07:48:06+00:00
368,1003313758,38119,2021-08-04 06:02:42+00:00
369,1003313758,38113,2021-08-03 17:04:24+00:00
370,1003313758,38106,2021-08-03 13:58:49+00:00
371,1003313758,38101,2021-08-03 09:12:49+00:00
372,1003313758,38081,2021-08-03 06:26:58+00:00
373,1003313758,38076,2021-08-02 19:48:27+00:00
374,1003313758,38075,2021-08-02 19:40:05+00:00
375,1003313758,38056,2021-08-02 09:26:48+00:00
376,1003313758,38050,2021-08-02 07:08:23+00:00
377,1003313758,38048,2021-08-02 06:57:30+00:00
378,1003313758,38036,2021-08-01 12:58:07+00:00
379,1003313758,38018,2021-07-31 08:11:37+00:00
380,1003313758,38016,2021-07-31 06:32:59+00:00
381,1003313758,38006,2021-07-30 16:14:13+00:00
382,1003313758,37995,2021-07-30 12:44:46+00:00
383,1003313758,37992,2021-07-30 11:13:01+00:00
384,1003313758,37982,2021-07-30 09:15:20+00:00
385,1003313758,37977,2021-07-30 08:47:33+00:00
386,1003313758,37959,2021-07-29 19:17:57+00:00
387,1003313758,37952,2021-07-29 13:17:06+00:00
388,1003313758,37951,2021-07-29 12:14:31+00:00
389,1003313758,37947,2021-07-29 11:07:56+00:00
390,1003313758,37922,2021-07-28 14:06:04+00:00
391,1003313758,37907,2021-07-28 09:26:55+00:00
392,1003313758,37886,2021-07-27 17:16:30+00:00
393,1003313758,37871,2021-07-27 11:56:27+00:00
394,1003313758,37846,2021-07-26 14:07:08+00:00
395,1003313758,37845,2021-07-26 13:35:49+00:00
396,1003313758,37840,2021-07-26 12:16:51+00:00
397,1003313758,37835,2021-07-26 10:21:47+00:00
398,1003313758,37833,2021-07-26 09:22:11+00:00
399,1003313758,37827,2021-07-26 07:51:18+00:00
400,1003313758,37794,2021-07-23 17:05:11+00:00
401,1003313758,37787,2021-07-23 11:10:58+00:00
402,1003313758,37785,2021-07-23 10:39:59+00:00
403,1003313758,37775,2021-07-23 07:02:31+00:00
404,1003313758,37773,2021-07-23 06:57:42+00:00
405,1003313758,37764,2021-07-22 16:43:41+00:00
406,1003313758,37763,2021-07-22 16:16:50+00:00
407,1003313758,37753,2021-07-22 12:46:36+00:00
408,1003313758,37744,2021-07-22 07:46:24+00:00
409,1003313758,37732,2021-07-21 18:09:16+00:00
410,1003313758,37731,2021-07-21 16:12:01+00:00
411,1003313758,37720,2021-07-21 13:50:30+00:00
412,1003313758,37719,2021-07-21 13:28:30+00:00
413,1003313758,37697,2021-07-20 16:19:03+00:00
414,1003313758,37690,2021-07-20 11:10:11+00:00
415,1003313758,37685,2021-07-20 10:15:15+00:00
416,1003313758,37678,2021-07-20 07:46:56+00:00
417,1003313758,37649,2021-07-19 09:39:17+00:00
418,1003313758,37640,2021-07-19 08:00:37+00:00
419,1003313758,37625,2021-07-18 17:16:32+00:00
420,1003313758,37622,2021-07-18 14:32:37+00:00
421,1003313758,37621,2021-07-18 13:53:30+00:00
422,1003313758,37615,2021-07-18 08:40:35+00:00
423,1003313758,37604,2021-07-17 21:02:35+00:00
424,1003313758,37586,2021-07-16 23:11:47+00:00
425,1003313758,37551,2021-07-16 07:07:40+00:00
426,1003313758,37534,2021-07-15 13:29:33+00:00
427,1003313758,37533,2021-07-15 12:59:21+00:00
428,1003313758,37521,2021-07-15 10:08:56+00:00
429,1003313758,37514,2021-07-15 09:23:19+00:00
430,1003313758,37506,2021-07-15 07:27:31+00:00
431,1003313758,37503,2021-07-15 07:18:17+00:00
432,1003313758,37499,2021-07-14 19:48:57+00:00
433,1003313758,37470,2021-07-14 07:56:08+00:00
434,1003313758,37469,2021-07-14 07:41:02+00:00
435,1003313758,37461,2021-07-13 18:01:12+00:00
436,1003313758,37445,2021-07-13 11:34:43+00:00
437,1003313758,37441,2021-07-13 10:34:10+00:00
438,1003313758,37434,2021-07-13 08:20:08+00:00
439,1003313758,37431,2021-07-13 07:46:12+00:00
440,1003313758,37428,2021-07-12 21:39:14+00:00
441,1003313758,37392,2021-07-12 07:13:00+00:00
442,1003313758,37391,2021-07-12 06:56:58+00:00
443,1003313758,37389,2021-07-12 06:03:58+00:00
444,1003313758,37386,2021-07-11 18:56:32+00:00
445,1003313758,37374,2021-07-11 05:35:45+00:00
446,1003313758,37371,2021-07-10 15:32:31+00:00
447,1003313758,37344,2021-07-09 14:31:24+00:00
448,1003313758,37341,2021-07-09 13:49:29+00:00
449,1003313758,37339,2021-07-09 13:34:36+00:00
450,1003313758,37312,2021-07-09 07:50:45+00:00
451,1003313758,37310,2021-07-09 06:51:47+00:00
452,1003313758,37295,2021-07-08 12:52:01+00:00
453,1003313758,37291,2021-07-08 11:35:52+00:00
454,1003313758,37288,2021-07-08 10:07:53+00:00
455,1003313758,37284,2021-07-08 09:18:34+00:00
456,1003313758,37270,2021-07-07 16:11:04+00:00
457,1003313758,37265,2021-07-07 13:36:18+00:00
458,1003313758,37263,2021-07-07 12:57:13+00:00
459,1003313758,37258,2021-07-07 11:19:06+00:00
460,1003313758,37231,2021-07-06 12:12:24+00:00
461,1003313758,37229,2021-07-06 11:58:00+00:00
462,1003313758,37226,2021-07-06 09:58:35+00:00
463,1003313758,37225,2021-07-06 09:23:20+00:00
464,1003313758,37218,2021-07-06 07:16:45+00:00
465,1003313758,37151,2021-07-03 08:25:24+00:00
466,1003313758,37138,2021-07-02 12:49:34+00:00
467,1003313758,37135,2021-07-02 11:30:15+00:00
468,1003313758,37128,2021-07-02 08:51:55+00:00
469,1003313758,37124,2021-07-02 08:41:06+00:00
470,1003313758,37123,2021-07-02 08:38:43+00:00
471,1003313758,37095,2021-07-01 11:53:13+00:00
472,1003313758,37089,2021-07-01 11:07:49+00:00
473,1003313758,37073,2021-07-01 07:09:55+00:00
474,1003313758,37068,2021-06-30 18:57:19+00:00
475,1003313758,37066,2021-06-30 18:03:53+00:00
476,1003313758,37044,2021-06-30 10:40:03+00:00
477,1003313758,37028,2021-06-30 08:28:02+00:00
478,1003313758,37016,2021-06-30 06:01:44+00:00
479,1003313758,37011,2021-06-29 20:48:26+00:00
480,1003313758,37004,2021-06-29 12:25:09+00:00
481,1003313758,36992,2021-06-29 10:04:01+00:00
482,1003313758,36955,2021-06-28 11:09:29+00:00
483,1003313758,36948,2021-06-28 10:41:07+00:00
484,1003313758,36945,2021-06-28 10:33:43+00:00
485,1003313758,36930,2021-06-28 07:38:39+00:00
486,1003313758,36918,2021-06-27 19:03:57+00:00
487,1003313758,36916,2021-06-27 16:26:46+00:00
488,1003313758,36911,2021-06-27 13:35:47+00:00
489,1003313758,36907,2021-06-27 10:13:04+00:00
490,1003313758,36906,2021-06-27 08:47:19+00:00
491,1003313758,36901,2021-06-27 06:21:44+00:00
492,1003313758,36893,2021-06-26 14:00:19+00:00
493,1003313758,36870,2021-06-25 13:11:17+00:00
494,1003313758,36859,2021-06-25 10:14:40+00:00
495,1003313758,36853,2021-06-25 08:17:58+00:00
496,1003313758,36848,2021-06-25 07:51:35+00:00
497,1003313758,36847,2021-06-25 07:15:31+00:00
498,1003313758,36838,2021-06-24 15:16:44+00:00
499,1003313758,36833,2021-06-24 12:41:17+00:00
500,1003313758,36816,2021-06-24 07:52:33+00:00
501,1003313758,36806,2021-06-23 14:52:11+00:00
502,1003313758,36804,2021-06-23 14:15:51+00:00
503,1003313758,36762,2021-06-22 11:36:54+00:00
504,1003313758,36745,2021-06-21 14:09:23+00:00
505,1003313758,36737,2021-06-21 11:11:16+00:00
506,1003313758,36729,2021-06-21 07:25:05+00:00
507,1003313758,36703,2021-06-19 09:07:11+00:00
508,1003313758,36700,2021-06-19 08:18:18+00:00
509,1003313758,36697,2021-06-19 07:59:43+00:00
510,1003313758,36678,2021-06-18 11:07:42+00:00
511,1003313758,36669,2021-06-18 08:01:50+00:00
512,1003313758,36660,2021-06-18 07:04:15+00:00
513,1003313758,36634,2021-06-17 11:51:48+00:00
514,1003313758,36633,2021-06-17 11:43:43+00:00
515,1003313758,36629,2021-06-17 09:18:04+00:00
516,1003313758,36618,2021-06-17 07:22:39+00:00
517,1003313758,36609,2021-06-16 14:48:37+00:00
