Post,Trans,Label,Type
"مخابره کلمه «شکنجه» از طریق کد مورس و با استفاده از پلک زدن، در جلسه اعتراف اجباری جرمایا دنتون اسیر جنگی آمریکایی در زندان‌های ویتنام (۱۹۶۷)
[hafezeh_tarikhi

](https://twitter.com/hafezeh_tarikhi/status/1603797646543462400)📡 @VahidOnline","The word ""torture"" is transmitted via Morse code using blinks during the forced confession session of American prisoner of war Jeremiah Denton in Vietnamese prisons (1967) [hafezeh_tarikhi ](https://twitter.com/hafezeh_tarikhi/status/1603797646543462400)📡 @VahidOnline",Yes,D
"به گفته برخی کنشگران حقوق بشر، جوانی به نام هادی عطازاده، بعد از اجرای حکم شلاق، «در قرنطینه زندان اهر» جان باخته است.

ویدئوهایی از مراسم به خاکسپاری او در اهر، در فضای مجازی منتشر شده است. آذربایجان شرقی، ۹ شهریور ۱۴۰۰
#هادی_عطازاده
[RadioFarda_](https://twitter.com/RadioFarda_/status/1432999042548633600)

[علت مرگ هنوز مشخص نیست. چیزی که مشخصه اما ظلم ج.ا به زندانیان دست‌بسته‌ست.]
@mamlekate","According to some human rights activists, a young man named Hadi Atazadeh died “in quarantine in Ahar Prison” after being sentenced to flogging. Videos of his funeral ceremony in Ahar have been published on social media. East Azerbaijan, September 29, 2021 #Hadi_Atazadeh [RadioFarda_](https://twitter.com/RadioFarda_/status/1432999042548633600) [The cause of death is still unknown. What is certain is the cruelty of the prison to prisoners.] @mamlekate",Yes,D
"🔻محسن تنابنده، بازیگر و کارگردان سینما و تلویزیون، با انتشار پستی اینستاگرامی خبر داد که جاویدنام امیرحسین محمدزاده، بازیکن تیم فوتبال جوانان دلوارافراز تهران که در جریان انقلاب ملی ایرانیان کشته شد، فرزند پسرعمه‌اش بوده و نوشت: «کاش آنقدر که برای مجازات جوان ایرانی قانون دارید، برای آینده‌اش برنامه داشتید.»

🔹تنابنده نوشته: «حیف ایمانم را باخته‌ام وگرنه قاتلی که جان پسرت را نشانه رفت را به تیر غیب خدا واگذار می‌کردم.»

🔹پیش از این گزارش شده است که جاویدنام امیرحسین محمدزاده، بازیکن ۱۸ ساله تیم فوتبال جوانان دلوارافراز تهران، در اعتراضات منطقه افسریه در تهران، با شلیک مستقیم گلوله نیروهای سرکوب جمهوری اسلامی، کشته شد.

🔹باوجود کشته‌ شدن محمدزاده در جریان انقلاب ملی ایرانیان، نیروهای امنیتی به شرط پذیرش «بسیجی» بودن محمدزاده از سوی خانواده، حاضر به تحویل پیکر او شدند.

@iranintltvsport","🔻Mohsen Tanabandeh, an actor and film and television director, announced on Instagram that Javidnam Amirhossein Mohammadzadeh, a player for the Tehran youth football team who was killed during the Iranian National Revolution, was his cousin's son, and wrote: ""I wish you had a plan for his future as much as you have laws to punish young Iranians."" 🔹Tanabandeh wrote: ""It's a shame I've lost my faith, otherwise I would have left the murderer who targeted your son to God's unseen arrows."" 🔹It has previously been reported that Javidnam Amirhossein Mohammadzadeh, an 18-year-old player for the Tehran youth football team, was killed by direct fire from the Islamic Republic's suppression forces during protests in the Afsariyeh area of Tehran. 🔹Despite Mohammadzadeh's death during the Iranian National Revolution, security forces agreed to hand over his body on the condition that the family accepted that Mohammadzadeh was a ""Basij"". @iranintltvsport",Yes,A
"🎥ویدیوی دریافتی نشان می‌هد کە مردم بیواران سردشت در اعتراض بە کشتە شدن هیمن حمزه، کولبر اهل این روستا بە دست هنگ مرزی برای سومین روز متوالی دست به تجمع اعتراضی زدە و شعارهای ضد حکومتی سر می‌دهند.
هیمن حمزە، کولبر اهل روستای بیوران سردشت، بە دنبال یورش نیروهای هنگ بە این روستا بە قصد ضبط اجناس و کالاهای کاسب‌کاران از ناحیە سینە هدف گلولە جنگی قرار گرفته و جان‌باختە بود..



#اعتراضات_سراسری #مهسا_امینی #اعتصابات_سراسری
@Farsi_Iranwire","🎥 The received video shows that the people of Bivaran Sardasht are protesting against the killing of Hayman Hamzeh, Kolber from this village by the border regiment for the third day in a row and chanting anti-government slogans. Heyman Hamzah, a Kolber from the village of Bioran Sardasht, was hit by a war bullet from the chest area following the raid of the regiment forces on this village in order to confiscate the goods and goods of traders.",Yes,A
"📷ناهید فتحعلیان، معلم بازنشسته و فعال صنفی معلمان تهران، روز ۲۶ فروردین ماه ۱۳۹۹، توسط نیروهای امنیتی لباس شخصی بازداشت و به مکان نامعلومی منتقل شد.بازداشت خانم فتحعلیان خارج از منزل صورت گرفته است .از دلایل بازداشت و محل نگهداری این معلم بازنشسته اطلاعات دقیقی در دست نیست.

مجموعه «ایران‌وایر» تلاش کرده است فهرستی از کسانی که به دلیل اطلاع‌رسانی مورد آزار و اذیت قرار گرفته، بازداشت شده و حتی جان خود را از دست داده‌اند، گردآوری کند. شما می‌توانید در تکمیل این لیست به ما کمک کنید. لطفا با این ایمیل در تماس باشید.
info@journalismisnotacrime.com

[جزئیات بیشتر  را اینجا بخوانید

](https://visualization.journalismisnotacrime.com/)#خبرنگاری_جرم_نیست #زندان_خبرنگاران  #سرکوب_و_سانسور #دیوار_شرم
@Farsi_Iranwire","📷Nahid Fathaliyan, a retired teacher and activist of the Tehran Teachers' Union, was arrested by plainclothes security forces on April 16, 2020, and taken to an unknown location. Ms. Fathaliyan was arrested outside her home. There is no exact information about the reasons for the arrest and where the retired teacher is being held. IranWire has tried to compile a list of those who have been harassed, arrested, and even killed for reporting. You can help us complete this list. Please contact us at this email. info@journalismisnotacrime.com [Read more details here ](https://visualization.journalismisnotacrime.com/)#journalism_is_not_a_crime #journalists_in_prison #repression_and_censorship #wall_of_shame @Farsi_Iranwire",Yes,D
"پیام‌های رسیده به ایران اینترنشنال حاکی از آزار و تجاوز جنسی ماموران حکومت به برخی از زنان و دختران بازداشت‌شده در جریان اعتراضات ۱۸ و ۱۹ دی‌ماه است که به گفته مخاطبان منجر به اقدام آن‌ها برای خودکشی شده است.

بنا بر این روایت‌ها، دو دختر نوجوان ۱۵ و ۱۷ ساله در تاریخ ۱۸ دی‌ماه در جریان اعتراضات خیابانی بازداشت شدند. بازداشت آن‌ها در محل تجمع انجام شده و پس از آن، خانواده‌ها برای نزدیک به سه هفته هیچ اطلاعی از محل نگهداری و وضعیت جسمی و روحی آن‌ها نداشتند. بنا بر اظهارات خود این دو نوجوان، آسیب‌های واردشده محدود به جراحات جسمی نبوده است.
آن‌ها اعلام کرده‌اند که در دوران بازداشت، مورد تجاوز جنسی قرار گرفته‌اند. این تجاوزها توسط سربازان حاضر در بازداشتگاه انجام شده است.

در روایتی دیگر از ربایش شهروندان معترض در جریان انقلاب ملی، یک زن جوان و یک نوجوان ۱۷ ساله در بازداشتگاه غیررسمی که به گفته هر دو «متعلق به سپاه پاسداران» بوده است، مورد تجاوز افراد حاضر در محل قرار گرفتند.
https://iranintl.com/202602034625","Reports reaching Iran International indicate that government agents sexually harassed and raped some of the women and girls arrested during the protests on January 8 and 9, which, according to the audience, led to their suicide. According to these accounts, two teenage girls, aged 15 and 17, were arrested on January 8 during street protests. They were arrested at the rally site, and their families had no information about their whereabouts or their physical or mental condition for nearly three weeks. According to the two teenagers themselves, the harm they suffered was not limited to physical injuries. They stated that they were sexually raped during their detention. The rapes were committed by soldiers present at the detention center. In another account of the abduction of protesting citizens during the national revolution, a young woman and a 17-year-old teenager were raped by people present at the location in an unofficial detention center that, according to both, “belonged to the Revolutionary Guard Corps.” https://iranintl.com/202602034625",Yes,C
"تصاویر رسیده به ایران اینترنشنال نشان می‌دهد که در شب‌های ۱۸ و ۱۹ دی ماه، تعدادی از جانباختگان در بیمارستان الغدیر، که با شلیک مستقیم گلوله به سر کشته شده بودند، در مکانی انبار مانند کنار هم قرار داده شده‌اند.

گفت‌وگو با فرنوش فرجی، عضو تحریریه ایران‌اینترنشنال
@iranintltv","Images obtained by Iran International show that on the nights of January 8 and 9, a number of victims at Al-Ghadir Hospital, who had been killed by direct bullets to the head, were placed together in a warehouse-like location. Interview with Farnoush Faraji, a member of the editorial staff of Iran International @iranintltv",Yes,A
"♦️
بامداد ۱۷ دی ۱۴۰۱، طناب دار جمهوری اسلامی دو ورزشکار دیگر را به قتل رساند؛ محمد #مهدی_کرمی، کاراته کای ۲۱ساله و (محمد) #کیان_حسینی، قهرمان ۴۰ساله هنرهای رزمی.

•جمهوری اسلامی مدعی است آنها را به اتهام مشارکت در مرگ یک بسیجی به نام روح الله عجمیان در مراسم چهلم حدیث نجفی در بهشت سکینه کرج، محاکمه و اعدام کرده است.

•دو ماه و پنج روز قبل ۱۷ دی ۱۴۰۱، در بهشت سکینه کرج و در مراسم چهلم حدیث نجفی مامورین لباس شخصی مشغول سرکوب مردم معترض بودند و درگیری ها منجر به مرگ روح الله عجمیان شد. جمهوری اسلامی تعداد زیادی را به اتهام مرگ او بازداشت و برای آنها حکم اعدام صادر کرد.
•دادگاه های فرمایشی بدون وکیل، با استناد به اعترافاتی که تحت تاثیر شدیدترین شکنجه های روحی جسمی و حتی جنسی برگزار شد، کیان حسینی و محمدمهدی کرمی را به چوبه دار برد.
نه به #اعدام","♦️ On the morning of January 7, 1402, the Islamic Republic's noose killed two more athletes; Mohammad #Mehdi_Karami, a 21-year-old karateka, and (Mohammad) #Kian_Hosseini, a 40-year-old martial arts champion. •The Islamic Republic claims to have tried and executed them on charges of participating in the death of a Basij member named Ruhollah Ajamian during the 40th Hadith Najafi ceremony in Behesht Sakineh, Karaj. •Two months and five days earlier, on January 7, 1402, in Behesht Sakineh, Karaj, and during the 40th Hadith Najafi ceremony, plainclothes officers were suppressing protesters, and the clashes led to the death of Ruhollah Ajamian. The Islamic Republic arrested many people on charges of his death and issued death sentences to them. •The arbitrary courts without lawyers, based on confessions that were made under the influence of the most severe mental, physical, and even sexual torture, sent Kian Hosseini and Mohammad Mehdi Karami to the gallows. No to #execution",Yes,A
"ماشالله کرمی پدر سربدار جاویدنام محمد #مهدی_کرمی (کومار) به پنج عنوان اتهامی سنگین متهم شد

جمهوری اسلامی به جای پاسخگویی به قتل جوانان این مرز و بوم خانواده ها را نیز مورد آزار و اذیت قرار می دهد.
صدایشان باشیم

کمیته پیگیری وضعیت بازداشت‌شدگان اعلام کرد که شعبه ۱۱ دادسرای عمومی و انقلاب کرج، در کیفرخواست نهایی صادرشده برای ماشاالله کرمی و هشت فرد بازداشت ‎شده دیگر مرتبط با این پرونده پنج مورد اتهامی را درنظر گرفته است.

براساس کیفرخواست صادره، متهمان این پرونده به ""عضویت در دسته‎جات و جمعیت به قصد اقدام علیه امنیت کشور""، ""تبلیغ علیه نظام جمهوری اسلامی""، ""اهانت به مقدسات""، ""تشکیل گروه به قصد برهم زدن امنیت کشور"" و ""توهین به رهبر نظام"" متهم شده‌اند. 

او پس از تحمل نزدیک به دو ماه‎ونیم سلول انفرادی، در تاریخ ششم آبان‌ماه به بند ۱۵ زندان قزلحصار انتقال یافته و هم‌اکنون در آنجا زندانی است.

ماشاالله کرمی پدر سربدار جاویدنام مهدی کرمی از خانواده‌های دادخواهی است که در جریان انقلاب مهسا و اعدام فرزندش همواره سعی کرد یاد او را زنده نگه دارد و با خانواده‌های دادخواه دیگر همراهی و همدلی کند.

#زن_زندگی_آزادی","Mashallah Karami, father of Sarbedar Javidnam Mohammad #Mehdi_Karami (Kumar), was charged with five serious charges. Instead of responding to the murder of the youth of this border and region, the Islamic Republic is also harassing families. Let's be their voice. The Committee to Follow Up on the Status of Detainees announced that Branch 11 of the Karaj Public and Revolutionary Prosecutor's Office has included five charges in the final indictment issued for Mashallah Karami and eight other detainees related to this case. According to the indictment, the defendants in this case are accused of ""membership in gangs and groups with the intention of acting against the security of the country"", ""propaganda against the Islamic Republic system"", ""insulting the sacred places"", ""forming a group with the intention of disrupting the security of the country"" and ""insulting the leader of the system"". After enduring nearly two and a half months in solitary confinement, he was transferred to Ward 15 of Qezl-e-Hesar Prison on November 26 and is currently imprisoned there. Mashallah Karami, the father of Sarbdar Javidnam Mehdi Karami, is from a family that is demanding justice. During the Mahsa Revolution and the execution of his son, he always tried to keep his memory alive and to support and sympathize with other families demanding justice. #Women_Live_Freedom",Yes,C
"سحرگاه روز دوشنبه ۲۰ بهمن، احکام اعدام دستکم ۱۰ زندانی، از جمله یک زن، در زندان‌های قائمشهر، قوچان، گرگان، نیشابور، اصفهان، دورود، زنجان، کرمان، کاشان و ساوه به اجرا درآمد. روز گذشته نیز احکام اعدام دستکم ۱۰ زندانی دیگر در زندان‌های مختلف کشور اجرا شده بود.


بیشتر بخوانید: https://iranwire.org/ms0b6
@Farsi_Iranwire","At least 10 prisoners, including a woman, were executed in the early hours of Monday, February 10, in prisons in Qaemshahr, Quchan, Gorgan, Neyshabur, Isfahan, Dorud, Zanjan, Kerman, Kashan, and Saveh. The previous day, at least 10 more prisoners were executed in various prisons across the country. Read more: https://iranwire.org/ms0b6 @Farsi_Iranwire",Yes,C
"بهنام در عصر جمهوری‌اسلامی زاده شد، به زندان افتاد، شکنجه شد، و دست آخر به قتل رسید. نه ایران متفاوتی را دید، نه در کشوری دیگر زندگی متفاوتی را تجربه کرد. او یکی از میلیونها جوان ایرانی بود که شیفته زندگی بودند اما از زندگی، آزادی و برابری بهره‌ای نبردند.
#بهنام_محجوبی

[BamdadEtemad](https://twitter.com/BamdadEtemad/status/1368202063608377350)
@mamlekate","Behnam was born in the era of the Islamic Republic, imprisoned, tortured, and finally murdered. He neither saw a different Iran, nor experienced a different life in another country. He was one of millions of young Iranians who were passionate about life but did not enjoy life, freedom, and equality. #Behnam_Mahjoubi [BamdadEtemad](https://twitter.com/BamdadEtemad/status/1368202063608377350) @mamlekate",Yes,C
"**اعتماد گزارش داد: جزئیاتی جدید از ماجرای خودسوزی احمد بالدی جوان اهوازی/ پدر احمد: ۲۰ سال معیشت ما از این مغازه بود/ خواهر احمد: مادرم که فریاد می‌زد، ماموران او را کشیدند و با خود بردند

روزنامه اعتماد نوشت:**
🔹️اهواز دوباره عزادار شده است. این‌بار برای «احمد بالدی» دانشجوی ۲۰ ساله که یک هفته پیش در اعتراض به تخریب اغذیه‌فروشی خانوادگی‌شان در پارک زیتون اهواز خودسوزی کرد و بامداد دیروز ۲۰ آبان جان باخت. این چهارمین خودسوزی در خوزستان در ماه‌های گذشته است که احساسات عمومی را به‌شدت جریحه‌دار کرده است.
🔹️میساء خواهر کوچک‌تر احمد هم که در کنار اغذیه‌فروشی نشسته، می‌گوید که شاهد ماجرا و بازداشت مادرش بوده است: مادرم فریاد می‌زد اما مامور شهرداری دست او را کشید و با خودش برد، آنها مامور زن همراهشان نداشتند. مادرم به او اصرار کرده و گفته بودکه تا حالا بازداشت نشدم و پایم به کلانتری و دادگاه باز نشده، آنها هم نزدیک خانه فامیل‌هایمان  پیاده‌اش کردند. پدر و مادرم حال خوبی ندارند و مادرم بیمار شده است./ اعتماد
✅ @Khabar_Fouri","**Etemad reported: New details of the self-immolation of Ahmad Baldi, a young man from Ahwazi/ Ahmad's father: Our livelihood came from this shop for 20 years/ Ahmad's sister: My mother was screaming, the officers dragged her and took her away Etemad newspaper wrote:** 🔹️Ahvaz is mourning again. This time for ""Ahmad Baldi"", a 20-year-old student who set himself on fire a week ago in protest against the destruction of their family's food stall in Zeytoun Park in Ahwaz and died yesterday morning, November 10. This is the fourth self-immolation in Khuzestan in recent months that has deeply hurt public sentiment. 🔹️Maysa, Ahmad's younger sister, who is sitting next to the food stall, says that she witnessed the incident and her mother's arrest: My mother was screaming, but the municipal officer grabbed her hand and took her away. They did not have a female officer with them. My mother insisted on it and said that I had never been arrested and had never set foot in the police station or court, so they dropped me off near our family's house. My parents are not feeling well and my mother is sick./ Etemad ✅ @Khabar_Fouri",Yes,"A, B"
"🎥 ویدیویی که به «ایران وایر» رسیده، مراسم خاکسپاری «رهام سعادتی» را نشان می‌دهد. ماموران امنیتی جمهوری اسلامی، شامگاه پنج‌شنبه ۱۸دی۱۴۰۴ «رهام سعادتی»، نوجوان ۱۷ ساله و عضو تیم والیبال «ستارگان البرز» را با شلیک گلوله جنگی به قتل رسانده‌اند. طبق گفته منابع مطلع،رهام سعادتی در کرج از ناحیه قفسه سینه مورد اصابت گلوله ماموران حکومت قرار گرفت و در دم جان باخت.
#اعتراضات_سراسری
@Farsi_Iranwire","🎥 A video obtained by IranWire shows the funeral of Raham Saadati. Security agents of the Islamic Republic of Iran shot and killed 17-year-old Raham Saadati, a member of the Alborz Stars volleyball team, on Thursday evening, January 18, 1404, with a live bullet. According to informed sources, Raham Saadati was shot in the chest by government agents in Karaj and died instantly. #NationalProtests @Farsi_Iranwire",Yes,A
"بر اساس اطلاعات رسیده به «ایران‌‌وایر»، «محمد فاتح» که در جریان اعتراضات ۱۸دی۱۴۰۴ قزوین مجروح شده بود بعد از ۱۰ روز کما جان خود را از دست داد.


محمد فاتح ۲۶ساله ساکن شهر «الوند» از توابع «قزوین» بود. او روز ۱۸دی با شلیک مستقیم نیروهای سرکوب‌گر جمهوری اسلامی به سر به شدت مجروح شده بود.منابع آگاه می‌گویند پزشک و شماری از کادر درمان که در جراحی و رسیدگی درمانی به این معترض جوان فعالیت کرده بودند از سوی نهادهای امنیتی بازداشت و به مکانی نامعلوم منتقل شده‌اند.


بیشتر بخوانید: https://iranwire.org/uor6p
@Farsi_Iranwire","According to information received by IranWire, Mohammad Fateh, who was injured during the protests in Qazvin on January 18, 1404, died after 10 days in a coma. Mohammad Fateh, 26, was a resident of the city of Alvand, a province of Qazvin. He was severely injured in the head on January 18 by direct fire from the repressive forces of the Islamic Republic. Informed sources say that the doctor and a number of medical staff who had worked on the surgery and treatment of this young protester have been arrested by security agencies and transferred to an unknown location. Read more: https://iranwire.org/uor6p @Farsi_Iranwire",Yes,A
"🎥 #چکیده_اخبار، ۳۰ مهر ۱۴۰۲

- رسانه‌های داخل ایران از مرگ مغزی آرمیتا گراوند خبر دادند
- ۲۵ سال حبس و مجازات‌های تکمیلی برای نیلوفر حامدی و الهه محمدی
- رویا ذاکری، مشهور به «دختر تبریز» به اداره اطلاعات منتقل شد
- برگزاری دادگاه منوچهر بختیاری از زندان و از طریق ویدئو کنفرانس

#اخبار_ایران #اطلاع_رسانی #خبرنگاری_جرم_نیست #مهسا_امینی

@Farsi_Iranwire","🎥 #News_Summary, October 20, 2023 - Iranian media reported Armita Garavand's brain death - 25 years in prison and additional sentences for Niloufar Hamedi and Elahe Mohammadi - Roya Zakeri, known as the ""Daughter of Tabriz"", was transferred to the Intelligence Directorate - Manouchehr Bakhtiari's trial was held from prison and via video conference #Iran_News #Information_Media #Journalism_is_not_a_Crime #Mahsa_Amini @Farsi_Iranwire",Yes,A
"•مقامات #زندان_دیزل‌آباد کرمانشاه از یک هفته پیش دسترسی #رضا_رسایی به تماس تلفنی و ملاقات حضوری او را با خانواده‌اش قطع کرده‌اند.

مرکز مشاوره حقوقی دادبان با اعلام این خبر اعلام کرد فشار بر خانواده این معترض زندانی محکوم به اعدام و تهدید به بازداشت آنان نیز افزایش یافته است.
#هم‌آوا",• Authorities in Kermanshah's Dieselabad Prison have cut off #Reza_Rasai's access to phone calls and in-person visits with his family since a week ago. The Dadban Legal Counseling Center announced this news and stated that the pressure on the family of this protesting prisoner sentenced to death and the threat of their arrest have also increased. #HamAva,Yes,D
"**⭕ ۵۳۵۵۲ شهید و مفقود در غزه از آغاز جنگ**

🔻 روز ۴۰۰ جنگ در غزه؛ از آغاز جنگ علیه غزه در هفتم اکتبر سال گذشته تاکنون ۵۳۵۵۲ نفر در این باریکه شهید و مفقود شدند.

🔻 تاکنون ۱۷۳۸۵ کودک و ۱۱۸۹۱ زن به شهادت رسیده‌اند.

@iranian_IRCS","**⭕ 53,552 martyrs and missing in Gaza since the start of the war** 🔻 Day 400 of the war in Gaza; Since the start of the war against Gaza on October 7th last year, 53,552 people have been martyred or missing in this strip. 🔻 So far, 17,385 children and 11,891 women have been martyred. @iranian_IRCS",Yes,A
"[‌](https://fxtwitter.com/EtemadOnline/status/1880232406395023839) 🔸دیده‌بان حقوق بشر در گزارش سالانۀ خود در مورد وضعیت کشورهای مختلف، اعلام کرد که وضعیت حقوق بشر در ایران در سال ۲۰۲۴ میلادی وخیم‌تر شده است.
این نهاد مدنی در این گزارش وضعیت و موازین حقوق بشری در ایران را در ۸ محور بررسی کرده است:
افزایش اعدام‌ها
آزادی بیان و تجمع
تجاوز،‌ شکنجه، بازداشت و قتل اقلیت‌های قومی و مذهبی
حقوق زنان و دختران
وضعیت فعالان اجتماعی و مدافعان حقوق بشر
دسترسی به وکیل و محاکمۀ عادلانه
اقلیت‌های جنسی:
@[VahidHeadline](https://t.me/VahidHeadline/215995)



🔸مدیرکل دارو و مواد تحت کنترل سازمان غذا و دارو همزمان با ادامه روند افزایش هزینه خدمات درمانی و دارو در ایران، اعلام کرد که در سناریوهای مختلف برای قیمت دارو در سال آینده، قیمت انواع دارو تا ۴۰ درصد افزایش خواهد یافت.
@[VahidHeadline](https://t.me/VahidHeadline/215963)



🔸مسعود پزشکیان، رئیس جمهور ایران، در پایان سفر خود به تاجیکستان رهسپار روسیه شد.
سند همکاری ۲۰ ساله دو کشور در سال ۲۰۲۰ به پایان رسید و در طول پنج سال گذشته که این سند به طور خودکار تمدید شده بود، مقام‌های جمهوری اسلامی بارها خواستار امضای سند جدیدی شده‌اند.
@[VahidHeadline](https://t.me/VahidHeadline/215934)



خبرگزاری بلومبرگ به نقل از منابع خود گزارش داد که تیم دونالد ترامپ، رئیس‌جمهور منتخب ایالات متحده، در حال تدوین یک راهبرد تحریمی گسترده در ارتباط با ایران، روسیه و ونزوئلا است.
بلومبرگ با اشاره به نقش این سه کشور در بازار نفت در گزارشی نوشت که تیم دونالد ترامپ دربارهٔ بازگشت به سیاست فشار حداکثری بر ایران به اجماع رسیده است.
به گزارش بلومبرگ، مشاوران آقای ترامپ در حال طراحی یک راهبرد تحریمی گسترده هستند که ممکن است از ماه فوریه،‌ یعنی تنها چند هفته پس از ورود او به کاخ سفید، آغاز شود و نفت ایران را هدف قرار دهد.
@[VahidHeadline](https://t.me/VahidHeadline/215975)



🔸هانا نویمن، رئیس بخش ایران در پارلمان اروپا، روز جمعه ۲۸ دی خواستار واکنش قاطع اتحادیه اروپا و جامعه بین‌المللی نسبت به وضعیت حقوق بشر در ایران شد.
@[VahidHeadline](https://t.me/VahidHeadline/215992)



🔸مادر اولیویه گروندو، شهروند فرانسوی که بیش از دو سال است در ایران زندانی است، می‌گوید مقامات جمهوری اسلامی می‌دانند که فرزندش «بی‌گناه» است، اما همچنان او را در بازداشت نگه داشته‌اند.
اولیویه گروندو نویسنده و کتاب‌فروشی فرانسوی است که در جریان تور جهانی خود به ایران سفر کرده بود و ۲۰ مهرماه ۱۴۰۱، همزمان با اعتراضات «زن زندگی آزادی»، در هتل محل اقامتش در شیراز دستگیر شد.
او به‌مدت دو سال از خانواده‌اش خواست پرونده‌اش را مخفی نگه دارند تا مانع تلاش‌های دیپلماتیک برای آزادی او نشوند. پس از آن‌که این تلاش‌ها به بن‌بست خورد،‌ او تصمیم گرفت با انتشار فایل صوتی هویت خود را افشا کند.
@[VahidHeadline](https://t.me/VahidHeadline/216020)



🔸کابینه امنیتی اسرائیل به پذیرش توافقنامه آتش‌بس غزه رای داد. حالا کابینه اصلی دولت اسرائیل باید این توافقنامه را رسما تایید کند تا از روز یکشنبه اجرایی شود.
@[VahidHeadline](https://t.me/VahidHeadline/215908)



به دنبال امضای توافق آتش‌بس میان اسرائیل و حماس فهرست ۳۳ گروگانی که قرار است در مرحله اول توافق از سوی این گروه تحت حمایت جمهوری اسلامی ایران آزاد شوند، منتشر شد.
نشریه تایمز اسرائیل» نوشت: این فهرست به ترتیب آزادی نیست و وضعیت گروگان‌ها را نیز نشان نمی دهد. اسرائیل معتقد است که اکثر این ۳۳ تن زنده هستند.
بر اساس این فهرست، ۱۲ زن و کودک و ۲۱ مرد در میان گروگان‌ها وجود دارند. دو کودک گروگان گرفته شده به دست حماس ۲ و ۵ سال سن دارند.
@[VahidHeadline](https://t.me/VahidHeadline/215974)



🔸یک هفته پس از انتخاب رییس‌جمهوری جدید لبنان، امانوئل مکرون، رییس‌جمهوری فرانسه، به بیروت سفر کرد و نجیب میقاتی، نخست‌وزیر مستقر، گفت که مکرون قول داد از دولت جدید لبنان حمایت کند. تلاش برای اصلاحات ساختاری اقتصادی و خلع سلاح حزب‌الله از جمله اهداف سفر مکرون اعلام شده است.
@[VahidOOnLine](https://t.me/VahidOOnLine/143201)



🔸دادگاهی در پاکستان عمران خان، نخست‌وزیر سابق را در یک پرونده فساد زمین به ۱۴سال زندان محکوم کرد. این طولانی ترین حکم زندان او تا کنون است. همسر او، بشریٰ بی‌بی، نیز به ۷ سال زندان محکوم شده است. هر دوی آن‌ها جریمه نقدی هم شده‌اند.
@[VahidHeadline](https://t.me/VahidHeadline/216009)



🔸شرکت اپل قابلیت تازه هوش مصنوعی خود را که به دلیل اشتباه‌های مکرر در خلاصه خبرها باعث شکایت نهادهای خبری از جمله بی‌بی‌سی و نیویورک تایمز شده بود، به حال تعلیق درآورد.
این قابلیت با استفاده از هوش مصنوعی قراربود اعلان‌های خبری فوری را خلاصه کند، اما در برخی موارد سرخط‌های خبری کاملا نادرستی پدید آورده بود.
سازمان‌های خبری گفته بودند این قابلیت هوش مصنوعی اپل هنوز آماده کار نیست و اشتباه‌های آن، باعث افزایش اطلاعات و اخبار نادرست و بی اعتمادی به محتواهای خبری می‌شد.
@[VahidHeadline](https://t.me/VahidHeadline/215966)


📡 @VahidOnline","[‌](https://fxtwitter.com/EtemadOnline/status/1880232406395023839) 🔸Human Rights Watch announced in its annual report on the situation of various countries that the human rights situation in Iran has worsened in 2024. In this report, this civil society organization has examined the situation and standards of human rights in Iran in 8 areas: Increase in executions Freedom of expression and assembly Rape, torture, detention and murder of ethnic and religious minorities Rights of women and girls Status of social activists and human rights defenders Access to lawyers and fair trials for sexual minorities: @[VahidHeadline](https://t.me/VahidHeadline/215995) ",Yes,"C, D"
"[‌](https://video.twimg.com/ext_tw_video/1567092596371070978/pu/vid/540x540/efMemj59Kq2YlqVJ.mp4?tag=12)امروز سه‌شنبه ۱۵ شهریورماه ۱۴۰۱، تعدادی از خانواده ها و بستگان زندانیان محکوم به [#اعدام](https://twitter.com/hashtag/اعدام)، در مقابل ساختمان دادگاه انقلاب کرج، دست به تجمع اعتراضی زدند.

[#اعتراض](https://twitter.com/hashtag/اعتراض) [#حقوق_بشر](https://twitter.com/hashtag/حقوق_بشر) [#تجمع](https://twitter.com/hashtag/تجمع) [#کرج](https://twitter.com/hashtag/کرج) [#اعدام](https://twitter.com/hashtag/اعدام)_نکنید
[hra_news](https://twitter.com/hra_news/status/1567092672866680835)

🤖 @VahidHeadLine
‏📹","[‌](https://video.twimg.com/ext_tw_video/1567092596371070978/pu/vid/540x540/efMemj59Kq2YlqVJ.mp4?tag=12)Today, Tuesday, September 15, 1402, a number of families and relatives of prisoners sentenced to execution, held a protest rally in front of the Karaj Revolutionary Court building. [#Protest](https://twitter.com/hashtag/Protest) [#Human_Rights](https://twitter.com/hashtag/Human_Rights) [#Gathering](https://twitter.com/hashtag/Gathering) [#Karaj](https://twitter.com/hashtag/Karaj) [#Execution](https://twitter.com/hashtag/Execution)_Don't [hra_news](https://twitter.com/hra_news/status/1567092672866680835) 🤖 @VahidHeadLine ‏📹",Yes,C
