Sr. no.,Channel ID,Post ID,Post
11,1498939244,35259,"Международная политка друзья. С хохляцким акцентом, так сказать 😏"
12,1498939244,29413,Террористические силы Украины обстреляли крытый рынок в центре Донецка
13,1080134301,19043,"Антоновский мост под Херсоном. 

Вид снизу. Также рядом понтонная переправа."
14,1093357968,11121,"В Донецке начинается суд над иностранными наемниками - британцами Шоном Пиннером и Эйденом Эслином, а также марокканцем Саадуном Брагимом.

Первое заседание суда было назначено на сегодня. О результатах пока ничего не известно.

Всем троим наемникам вменяют совершение преступлений сразу по четырем статьям, среди которых: «Совершение преступления группой лиц», «Насильственный захват власти или насильственное удержание власти», «Наемничество» и «Прохождение обучения в целях осуществления террористической деятельности».

Известно, что Генпрокуратура ДНР, а именно этот орган выступает стороной обвинения, будет настаивать на высшей мере наказания - смертной казни. Обмену наёмники не подлежат.

@epoddubny"
15,1093357968,11585,"Сегодня идёт жесткая работа по всей линии соприкосновения. 

На этих кадрах реактивная артиллерия соединения Южного военного округа накрывает полным пакетом позиции нацистов под Угледаром."
16,1144404150,15487,Минобороны России показало боевую работу вертолетов Ка-52 по уничтожению опорных пунктов и техники украинских войск
17,1457892982,25283,"**❗️Появилась информация, что Азербайджан нанес удар по пункту дислокации пограничных сил ФСБ РФ в Гегаркунике

**Кроме этого, сообщается, что азербайджанские войска обстреляли машину ВС РФ в селе Верин Шоржа. 

Русня приуныла.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
18,1498939244,32709,"И да. Конечно же не все попадает в кадр. Как и не все поставки попадают в официальную статистику поставленных. 
Около 30-35 их уничтожено. 
В общем и целом обычное орудие. Ничего такого."
19,1469021333,14139,"📍**Розставляємо крапки над ї для Олександрівки, що на Херсонщині - село поки що окуповано

**🍉Повідомлення про звільнення Олександрівки є брехнею, яку поширили ж московські тг-канали. Причиною стало те, що бійцям ЗСУ, які заїжджають в село, місцеві дають маленький кавун і у відповідь кажуть, що вони в Олександрівці.

🔘На відео наші заїжджають з Самарського по полю.

👉🏻А от **в Олександрівці на Херсонщині зараз сидять ""бабуїни денере"". На свіжому відео вони демонструють вигляд на Олександрівський заказник та знищену місцеву школу.**

🧻А хайпожерам час вже зупинитися, бо туалетного паперу на всіх не вистачить."
20,1093357968,8849,"❗️❗️❗️**ВАЖНО: вниманию мировой общественности** - **высокопоставленный украинский чиновник официально призывает к геноциду 

**Высокопоставленный государственный чиновник, глава погранслужбы Украины, генерал-майор Сергей Дейнеко, на своей официальной страничке **обещает убивать жен, родителей, ДЕТЕЙ,  братьев и сестер российских военнослужащих.

**Для чистоты понимания того, с какой мерзостью воюет наша Армия. Просьба МАКСИМАЛЬНО распространить данную информацию."
21,1511148555,14031,**Сами проверьте!**
22,1498939244,29432,"Ракетный удар сегодня также был нанесён по электроподстанции в Запорожье, после чего в некоторых районах города и прилегающих н-п пропало электричество."
23,1498939244,32742,"По тому что вы читали в других каналах про 155ую. 

Пока никаких подробностей, но ребята Приморцы говорят правду. 

Дальше больше."
24,1366346975,57599,"📺 Выступила с комментарием  на канале **AL-ARABY , КРАТКИЙ ПЕРЕВОД:**
 В целом, можно сказать, что решение о частичной мобилизации направлено на заполнение  освобождённых территорий Херсонской, Запорожской, Донецкой и Луганской областей   

Во-вторых, угроза Путина применить ядерное оружие для тех стран которые могут создать угрозу безопасности России. Давайте сначала поймем, что ядерное оружие - это оружие сдерживания, а не наступательно. Таким образом, Россия может развернуть современное оружие и ядерную доктрину  для самообороны, чтобы заполнить линии фронта в освобождённых новых территориях. 
 Что на самом деле способствует защите этих регионов от любых прямых украинских ударов, а также защите границ  Российской Федерации.

Россия фактически выполнила свое условие защиты своих границ и национальной безопасности, расширив границы на освобожденных территориях."
25,1366346975,58402,"Донбасс. День второй.
     Я единственный раз вел подобный дневник, когда со своим товарищем прилетел в окруженный Дей Эз Зор. Тогда последний день пребывания закончился для нас серьезным ранением. Надеюсь здесь пронесет…
    Итак, первое занятие. Вроде навык какой-то у парней есть, но в целом… Впрочем я видел уже и похуже. Отсутствие какого-либо навыка не беда. Беда - это отсутствие желания и необучаемость. А у этих парней глаза горят ,и сами схватывают все на лету. В общем малость выдохнул, так как группа попалась очень толковая и проблем с обучением не предвиделось.
     Оставался только один повод для беспокойства - не поймать прилет во время занятий. Укры в этом районе прямо стали лютить с реактивкой. Каждый день куда-то прилетало, хоть наше ПВО и работало постоянно, но абсолютно все перехватывать не получалось.
  В целом же пока все идет по плану…"
26,1469021333,11257,🔥**ССО підриває колону противника**
27,1164348791,6314,"ДОНБАСС. РОССИЙСКИЕ ДЕПУТАТЫ НА ВОЙНЕ. 

Однажды, в 2016 году, в Дебальцево, командир 7-й бригады ЛНР российский полковник «Зоря» (позже погибший) вызвал к себе рядового воюющей разведроты:
- Евгений Юрьевич, а вы кто? 
- Рядовой Логинов. 
- Говорят вы депутат? 
- Я рядовой Логинов. 

Мой старинный приятель Логинов Евгений Юрьевич, военный пенсионер, полковник ВДВ в отставке (Минобороны России), депутат Государственной Думы трех созвывов, заместитель председателя комитета по обороне, после ухода из Думы воевал рядовым разведчиком в 7 бригаде 2АК ЛНР без всякой помпы и пиара. Если б я его случайно не встретил так и не знал бы.  

Вот интервью с ним тех лет:

https://youtu.be/haS5_l3sJxk

https://youtu.be/u6JUuvL7CTc"
28,1469021333,9761,Ще один іван відправився до сталіна
29,1498939244,34604,"Первые кадры после обстрела Донецка, погиб сотрудник МЧС"
30,1498939244,36444,"Буча, спишь ?"
31,1366346975,55118,"**‼️🇷🇺 Укреплённый пункт ВСУ взят нашими бойцами
**Замкомандира спецполка полиции им. Кадырова МВД по ЧР Межед Уцмигов ""Моджахед"" показал в деталях захваченное оборонительное сооружение ВСУ. Боевики убегали так быстро, что побросали своё оружие и амуницию.
**t.me/RVvoenkor/16405**"
32,1080134301,15181,"**На пляже Мармарис в Турции заметили акулу. 

**Купающиеся не смутились и прогнали ее шваброй"
33,1144404150,16184,"❗️**Штаб территориальной обороны ДНР**: ВСУ обстреляли село в Ровнополь в освобожденном Волновахском районе. 

В результате обстрела **погибли** два мирных жителя: **женщина** и **ребенок**.

@warjournaltg"
34,1457892982,25847,"**⚡️Спрятаться не получится. Россиян, скрывающихся от мобилизации будут отслеживать в Беларуси.

**Как сообщает издание «Наша Ніва», **вчера белорусские силовики получили устный приказ о выявлении приехавших скрываться от мобилизации россиян**. Казахстан тоже не будет предоставлять убежище россиянам.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
35,1511148555,10329,"⏺Уничтоженный сегодня в Киеве глава департамента Киберполиции полковник Заскока.

Украинская киберполиция в частности вычисляет граждан, сотрудничавших с военными ВС РФ и пророссийски настроенных граждан, а также занимается спам-атаками. 

💤Гори в аду мразь🔥"
36,1366346975,51383,"⚡️**В Молдове месят гавно назло Путину!**

Молдова готовится к зиме. Люди запасаются кизяком. Говорят в администрации президента и правительства Молдовы топить будут тоже кизяком."
37,1283359437,42150,"В Донецке особенно в первой половине дня особенно громко слышно работу арты в направлении Авдеевки.

Залпы идут кучно и точно, каскады разрывов фикструем в т.ч. в направлении за н.п. Спартак.

@voenkorKotenok"
38,1144404150,18871,"⚡️Взрыв прогремел в Житомире.

По некоторым данным, в городе пропало электричество. Целью удара стал объект энергетической инфраструктуры.

@warjournaltg"
39,1080134301,19673,"⚡️🔞**Отрезали уши, стреляли по ногам... Как ВСУ пытали российских военнопленных

**В Луганске зафиксировали следы пыток над военнослужащими ЛНР. Их тела были переданы украинской стороной.

Судмедэксперты пришли к заключению, что у погибших военнопленных еще при жизни отрезаны верхние части ушей, прострелены ноги, у одного из солдат сломана шея."
40,1283359437,42575,"**Военный эксперт Борис Рожин об основных моментах в ходе специальной военной операции РФ на Украине на 20.31 мск 10.11.2022 г. специально для канала Vоенкор Котенок Z ****@voenkorKotenok****: 

1. Херсон**.** 

**На правобережье продолжается отвод войск с текущих позиций. Часть сил уже выведена на левый берег. 
Противник занял к вечеру более 10 населенных пунктов, включая **Снигиревку**. В районе **Александровки** уничтожена группа разминирования ВСУ. 
Из **Херсона** продолжается уход гражданских, но сам город еще не контролируется ВСУ, так же как и** Берислав**. Установление полного контроля у ВСУ, по всей видимости, займет несколько дней. 
ВС РФ оборудуют дополнительные позиции на левом берегу. **Антоновский мост, **скорее всего, в ближайшие 1-2 дня будет подорван.

**2. Донецкое **направление. 

В **Авдеевке**, **Водяном**, **Первомайском** — без существенных изменений. 
Продолжаются бои за укрепрайоны в **Опытном**. 
Противник продолжает обстрелы **Донецко-Горловской **агломерации.

**3. Угледарское** направление. 

Наши войска взяли **Павловку**. Идет зачистка. Противник пытается контратаковать и восстановить контроль над **Павловкой**. 
Продолжаются бои под **Новомихайловкой.** 
Будет ли дальнейшее наступление на сам **Угледар,** пока неясно.

**4. Артемовск**. 

Продолжаются бои за **Опытное** и в направлении **Курдюмовки**. Есть небольшие подвижки в нашу пользу. 
Также идут бои на окраинах самого **Артемовска**. 
До взятия **Опытного** штурма города можно не ждать.

**5. Соледар**. 

После взятия **Бахмутского** наши войска усиливают давление на противника в самом **Соледаре**. 
К северу от города продолжаются бои за **Белогоровку**, по разным оценкам, наши войска контролируют 40-50% поселка. Противник упорно сопротивляется.

**6. Сватово**. 

В целом, ситуация существенных изменений не претерпела. Все атаки противника были отбиты с потерями для ВСУ. Прорваться к трассе **Сватово—Кременная** ВСУ так и не смогли. Тем не менее, есть признаки подготовки новых атак в направлении трассы, так что здесь интенсивные бои явно продолжатся.

__@voenkorKotenok__"
41,1498939244,33756,"ППО кстати как всегда, усе сбыло(нет)"
42,1093357968,9283,"Эвакуироваться они хотели… дуже «доблестно». Придётся главарям ждать своей участи там, где они совершали преступления. Z - это и про справедливость. 

@FridrihShow 🖌 #Мариуполь #УкраинаZ  

https://t.me/epoddubny/9281"
43,1366346975,56198,"Работа наших РСЗО по противнику на балаклейско-купянском направлении.

Источник: https://t.me/sashakots"
44,1469021333,13763,"🔥**Непоганий трансформатор там у Джанкою прийняв естафету Сак. Не аеродром звісно, але склад у тилу ворога це добре.

**[Магазин](https://deepstateua.shop/)▫️[Твітер](https://twitter.com/Deepstate_UA)▫️[Ютуб](https://www.youtube.com/channel/UCMGRXVYg1wMA6e4zTGX-DwQ)▫️[Мапа](https://deepstatemap.live/)▫️[Написати нам](http://t.me/newsDeepStatebot)▫️[Звіти](https://sites.google.com/view/deepstate-donate/report?authuser=0)"
45,1080134301,21066,**Капец колонки умными стали **😐
46,1536211233,594,"**German Chancellor cautioned Monday against banning Russian oil and gas
**
German Chancellor Olaf Scholz cautioned Monday against banning Russian oil and gas as part of Western sanctions against Moscow over its invasion of Ukraine, saying doing so could put Europe's energy security at risk. ""Europe has deliberately exempted energy supplies from Russia from sanctions,"" Scholz said in a statement.

**Канцлер Германии предостерег в понедельник от запрета на российскую нефть и газ**

Канцлер Германии Олаф Шольц в понедельник предостерег от запрета на российскую нефть и газ в рамках западных санкций против Москвы в связи с ее вторжением в Украину, заявив, что это может поставить под угрозу энергетическую безопасность Европы. «Европа намеренно вывела поставки энергоносителей из России из-под санкций», — говорится в заявлении Шольца."
47,1498939244,32680,"Киев жалуется Западу, что наши удары вывели из строя от 35 до 45 процентов объектов энергетики. Если учитывать тот момент, что всю энергетическую инфраструктуру Украины  строили в советское время, причем строилась она с большим запасом, для населения в 50 миллионов человек и очень развитой промышленности, то для достижения нужного нам результата, необходимо выбить еще процентов 35. Если удары будут продолжены с таким же системным подходом как сейчас, то к концу ноября на территории Диких земель, то есть бывшей Украины, станет очень весело."
48,1511148555,9563,"⚡️⚡️⚡️Западные СМИ продолжили негативную тенденцию и поддержали заявления политиков, о том что Украину не надо брать в НАТО. Для Офиса Президента это большой информационный удар, на который на Банковой не рассчитывали. 


💤Есть информация что главный высер хохлятской страны 404 не согласовал свои действия с западом о написании бумажки о вступлении в НАТО. Западу это очень не понравилось и теперь они пытаются задвинуть тему в дальний шкаф со скелетами!
А пидарас Зеленский вызвал на себя волну негатива со стороны   Рогулей. Ну долбаёб что тут еще сказать. Когда мы зайдем в Киев нужно сказать местным хохлам, что примем капитуляцию только после повешения пидараса зеленского на Крещатике. Нелюдь должен быть уничтожен!"
49,1144404150,17413,"🇷🇺🇺🇦 ВС РФ поразили объект в **Николаеве.

**По словам местных жителей, сирены воздушной тревоги до прилета не звучало. В городе прозвучало несколько взрывов.

Судя по всему, удар был нанесен баллистической ракетой.
#Николаев #Россия #Украина
@rybar

__*Поддержать нас:__ `4377 7278 0407 7977`"
50,1080134301,20234,"**Вчера во время матча Англия-США американский футболист вытер руки об жилет фотографа перед тем, как вбросить аут!**"
51,1498939244,35276,"💥В Харькове и области прогремели взрывы, после чего была объявлена воздушная тревога. В Херсоне также продолжают греметь взрывы."
52,1283359437,41512,"Последствия удара беспилотниками по Ладыжинской ТЭС в Виннице.

@voenkorKotenok"
53,1469021333,8695,"**🚜Встановлено локацію ДТП в окупованому Криму за участі військової техніки - 45.13481283760375, 35.****37568091312341****
➖➖➖➖➖➖➖➖➖➖
💬**[Обговорення в DeepStateЧаті
](https://t.me/chatDeepState)[🛎Повідомити новину](http://t.me/newsDeepStatebot)"
54,1498939244,34499,Измельчал европеец. Блохастый хвост собакой машет😏
55,1469021333,14695,"**📍**** Ворог продемонстрував підбиття нашого танку. Увагу звернули на те, що локація всього в 1.7км на захід від Площанки

**Локація - deepstatemap.live/#16/49.2028/38.0525"
56,1283359437,42990,"**• Быть воином – жить вечно! •**

Кадры, которые сняты противником, на них видно, что раненый на Бахмутском направлении боец «Группы Вагнера», не дожидаясь того, как его могут взять в плен, пытается лёжа уйти из жизни пустив себе пулю в сердце. 

Неизвестно, удалось ли ему это сделать, так как видео обрезано, но на кадрах видно, что правая рука у «музыканта» перебита и ему физически сложно это выполнить.

В виду отсутствия кадров, как по нему ещё живому скидывают подвесные заряды с квадрокоптера, можно предположить, что уйти из жизни самому ему всё-таки удалось. После этого его добивает противник с воздуха."
57,1247556894,5174,"**Київ: найважливіше за сьогодні **🔵🟡

⚡️Зранку та вдень Київ зазнав масованих ракетних обстрілів. Повітряна загроза в столиці загалом тривала понад 7 годин.

🚑За попередніми даними, у Києві від російських обстрілів сьогодні загинули 6 людей, 51 особа постраждала. 42 людини госпіталізовані до медзакладів.

💥Зазнали пошкоджень різного ступеню: 45 житлових будинків, 6 закладів освіти, 2 заклади соціальної сфери, 6 закладів культури, 5 закладів охорони здоров’я, 2 адмінбудівлі. 

⚡️Також ударів агресора зазнали 5 об‘єктів критичної інфраструктури та ЖКГ столиці. Частково обмежене електропостачання промисловим клієнтам та частині побутових клієнтів.

❗️Столична влада закликає мешканців та бізнес відсьогодні з 17:00 до 22:00 обмежувати використання електроенергії.

🚎Унаслідок ракетного обстрілу зазнала пошкоджень контактна мережа столичного тролейбусу на деяких ділянках в центрі міста. 

🙏🏻Містян просять не ігнорувати сигнали повітряної тривоги і одразу прямувати в укриття. Варто брати з собою теплий одяг, воду, запас їжі, зарядні пристрої для телефонів.

**Детальніше: **https://cutt.ly/3Bzkodo

**Kyiv: Important news of the day** 🔵🟡

⚡️This morning and afternoon, Kyiv saw multiple rocket attacks. The aerial threat in the capital lasted over 7 hours.

🚑According to preliminary information, 6 people were killed, and 51 individuals were wounded by Russian strikes on Kyiv today. 42 people were hospitalized.

💥Various districts, especially the city center, saw varying degrees of damage: 45 residential buildings, 6 educational institutions, 2 social service institutions, 6 cultural institutions, 5 healthcare facilities, and 2 administrative buildings. 

⚡️The aggressor also struck 5 critical infrastructure sites and the capital's housing and communal services. Electricity is being partially limited to industrial clients and some residential clients.

❗️The city authorities urge residents and businesses to limit their electricity consumption from 17:00 to 22:00.

🚎As a result of the rocket attack, the contact network of the capital's trolleybus was damaged in some areas of the city center. 

🙏🏻City authorities urge residents not to ignore air raid sirens and to immediately head to shelters. Consider taking warm clothing, water, food supplies, and telephone chargers with you.

**More details:** https://cutt.ly/3Bzkodo"
58,1469021333,14193,"**🤙🏻Привіт та велика подяка від бійців ДУК ПС, яким ви допомагали зі збором на дрон**. **Він вже на передовій і допомагає знищувати русню**😈

👉🏻Нагадуємо про канал підтримки ЗСУ @help_deepstateua та сайт звітності: https://help.deepstateua.com/.

💳**Наші реквізити**:

📌приват `5168755444374546` (Микула Р.) 
📌моно `5375411417067597` (Микула Р.)
📌PayPal: ua_monolit@ukr.net"
59,1469021333,10175,"Запрацював сайт для іноземних добровольців котрі хочуть приєднатися до війни в Україні - http://fightforua.org
A website for foreign volunteers who want to join the war in Ukraine has been launched - http://fightforua.org"
60,1080134301,20191,Вчера во время матча Бразилия- Сербия был забит пожалуй пока** самый красивый гол этого чемпионата**. Автором гола стал бразилец Ришарлисон
61,1283359437,39687,"**__В США упал Фондовый рынок
__**
После пятничного заявления председателя ФРС Дж. Пауэлла, подтвердившего, что эта структура продолжит ужесточение финансовой политики, Фондовый рынок США вошел в пике. Фондовые индексы упали и не собираются подниматься.

Пауэлл сказал: «Мы целенаправленно движем нашу политику к состоянию, когда она будет серьезно ограничивать экономическую активность». И добавил: «Повышение ставок, замедление экономического роста и ослабление рынка труда сдержат инфляцию, но также и причинят некоторую боль домохозяйствам и бизнесу. Это печальная цена снижения инфляции. Однако неспособность восстановить ценовую стабильность будет означать еще более серьезную боль».

Это значит, что ФРС усиливает ограбление населения США. Инфляция в США разогнана искусственно и ее питают неумеренные траты Белого дома на популистские программы ради победы «демократов» на предстоящих в ноябре выборах в Конгресс и многомиллиардные вливания в «черную дыру» Украины.

За все должны расплатиться беднейшие слои США и «средний класс». В выигрыше - военно-промышленные корпорации и крупные транснациональные банки.

@voenkorKotenok"
62,1469021333,10170,"Окупант з книжкою ""Думай і багатій"""
63,1109403194,32674,"Год назад ушел из жизни один из основателей и руководителей Центра анализа стратегий и технологий (ЦАСТ) **Константин Владимирович Макиенко.

**Константин Владимирович Макиенко родился 25 февраля 1969 года. В 1997 году совместно с Русланом Пуховым Константин Макиенко выступил основателем Центра анализа стратегий и технологий (ЦАСТ) и с тех пор являлся бессменным заместителем директора ЦАСТ по науке, главным организатором исследовательской, научной и творческой деятельности Центра. Константин Макиенко был настоящей душой Центра, двигателем его работ. Креативность и энергия Константина Макиенко стояли у истоков многих успешных начинаний и проектов ЦАСТ. Без Константина Макиенко ЦАСТ никогда не достиг бы своего успеха.
Константин Макиенко был автором большого количества исследований по тематике военно-технического сотрудничества России с зарубежными государствами, одним из ведущих отечественных экспертов по этой проблематике. С его смертью понесло тяжелую утрату все российское оборонное исследовательское сообщество"
64,1080134301,15259,🇬🇧🇺🇦 Иностранные наемники в Северодонеце. Видео украинского журналиста Юрия Бутусова.
65,1283359437,41284,"Несколько прилетов районе Антоновского моста в Херсоне. Ранее над объектом были сбиты два украинских беспилотника.

@voenkorKotenok"
66,1457892982,23807,"**❗️Опять воздушная тревога во многих областях Украины

**Сегодня с укрытий видимо можно и не выходить🤦🏻‍♂️

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
67,1511148555,11326,"✅**Украинские СМИ разносят информацию о якобы десяти иранских инструкторов в Крыму**, **уничтоженных** **ВСУ** — **загвоздка в том, что ссылаются они на самих себя 

**Удивительная перемога произошла в пятницу в украинском медиапространстве. СМИ страны 404 активно разносили информацию о том, что ВСУ якобы успешно «ликвидировали 10 иранских инструкторов дронов», авторитетным поставщиком новости стало издание Jerusalem Post.

Тем не менее, заглянув в статью израильской газеты, читатель сталкивается с еще одним «проверенным» источником информации — неким украинским чиновником, «связанным с подпольем в Крыму» и сообщающим о той самой успешной ликвидации.

💤Они распространяются по всему миру как паразиты и везде сеют дерьмо"
68,1536211233,1670,"We meet this day in different places. Someone - in trenches and dugouts, in tanks and IFVs, at sea and in the air. Fighting for independence on the front lines. Some - on the road, in cars, trucks and trains. Some fight for independence, delivering what they need to those on the front lines. And someone is in a smartphone or a computer. And fighting for independence, too - raising funds so that those on the road have something to take to those on the front lines. We meet this day in different circumstances, conditions and even in different time zones, but with one goal - the preservation of independence and the victory of Ukraine!

We are united.
Happy Independence Day, Ukraine!

- [Zelenskyy](https://www.youtube.com/watch?v=cqRsyh5aV5g&feature=emb_title)

Мы встречаем этот день в разных местах. Кто-то - в окопах и блиндажах, в танках и БМП, на море и в воздухе. Сражаясь за независимость на передовой. Кто-то - на дорогах, в автомобилях, грузовиках и поездах. Некоторые борются за независимость, доставляя все необходимое тем, кто находится на передовой. А кто-то - в смартфоне или компьютере. И тоже борется за независимость - собирает средства, чтобы тем, кто в дороге, было что отвезти тем, кто на передовой. Мы встречаем этот день в разных обстоятельствах, условиях и даже в разных часовых поясах, но с одной целью - сохранение независимости и победа Украины!

Мы едины.
С Днем Независимости, Украина!

- [Зеленский](https://www.youtube.com/watch?v=cqRsyh5aV5g&feature=emb_title)"
69,1109403194,37554,"«Отношение нашего командования к нам — это просто жесть была»

**Пленный боец ВСУ рассказал, что украинских солдат кормят завтраками — провизию не давали, траншеи, чтобы проносить эту провизию, не делали.**

«Изначально даже: заезд на эти позиции — нам сказали: «Три дня [находиться там]». То есть ничего не брать [сказали]. То есть даже сказали еды не брать, типа потерпите».

@MilitaryCriminal"
70,1457892982,23737,"**⚡️А вот и ответка. Точечным ударом ВСУ уничтожили базу орков в Токмаке Запорожской области.** В честь этого бк орков пускают салюты.

Также сообщается о взрывах в Донецке.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
71,1080134301,16513,"Суть игры, успеть увернуться от автомобиля в последний момент. Побеждает самый смелый.

На видео победивший"
72,1247556894,5767,"🌲**Пункти утилізації новорічних ялинок працюватимуть із 4 до 31 січня включно 

**У пунктах утилізації хвойні дерева подрібнюють на щепу, яка використовується для мульчування лунок вічнозелених рослин: узимку мульча допомагає захистити ґрунт від промерзання, а в теплу пору року – зберегти водний баланс.

Загалом працюватимуть 17 пунктів: 11 відкриють у різних районах Києва і ще 6 – на територіях лісництв КП «Дарницьке ЛПГ» та КП «ЛПГ «Конча-Заспа». 

💚У 2022 році кияни принесли на переробку 8,5 тисячі хвойних дерев.

[Мапа розташування пунктів. 
](http://surl.li/efgvq)[Перелік адрес та деталі.](http://surl.li/efgvu%D0%BC%D0%BC)"
73,1366346975,55456,"#эксклюзив
Бомбовый удар ВКС РФ по позициям ВСУ в н.п.Красногоровка выглядит так 😎

@NeoficialniyBeZsonoV"
74,1536211233,362,"⚡According to State Emergency Service of Ukraine, at least five people died after Russians attacked Holocaust memorial in Kyiv cruise missile. Two of them were laying flowers at that moment. At least five injured.

⚡לפי שירות החירום הממלכתי של אוקראינה, לפחות חמישה בני אדם מתו לאחר שרוסים תקפו את אנדרטת השואה בטיל שיוט בקייב.  שניים מהם הניחו פרחים באותו רגע.  לפחות חמישה פצועים."
