Sr. no.,Channel ID,Post ID,Post
35,1469021333,11656,"[🇱🇻](https://g3.delphi.lv/images/pix/676x385/EFNKUS1S5W8/ziedi-9maijs-43297575.jpg)**Цьогоріч в Латвії не буде ""ДняПабєди 9мая""

**Натомість, 9 травня буде Днем пам'яті постраждалих та загиблих цивільних та військових в Україні.

[Пруф](https://rus.delfi.lv/news/daily/latvia/9-maya-2022-goda-oficialno-den-pamyati-zhertv-v-ukraine-reshil-sejm-provedenie-prazdnichnyh-meropriyatij-zaprescheno.d?id=54223256)"
36,1498939244,31077,"❗️🇷🇺🇺🇦 **Обстановка на Соледарском направлении **
__по состоянию на 22.00 14 октября 2022 года__

▪️На **Бахмутском** участке штурмовые отряды ЧВК «Вагнер» продолжают продвигаться к югу от **Бахмута**. Ожесточенные бои идут в **Опытном**. Отдельные подразделения ВСУ отошли из **Отрадовки** к **Курдюмовке**.

▪️Формирования 93 механизированной бригады ВСУ, обороняющие этот участок, несут значительные потери в живой силе. Одна из рот соединения самовольно оставила позиции и убыла в район **Дружковки**. 

▪️Среди местных жителей Бахмута распространяется неподтверждённая информация об освобождении бойцами ЧВК «Вагнер» **мебельной фабрики** на востоке населенного пункта. 

▪️Благодаря уничтожению ультракоротковолнового ретранслятора и перебоям в спутниковой системе связи Starlink между подразделениями ВСУ нарушена коммуникация. В **Торецке** одно из артиллерийских подразделений ВСУ поразило свою же позицию. 

▪️Несмотря на критическую для ВСУ ситуацию, решение о выводе воинского контингента из Бахмута принято не было. Однако в окрестности **Часов Яра** направлена группа для проведения рекогносцировки и поиска подходящей местности для пункта управления ОТГ «Соледар» на случай отхода. 

▪️На **Соледарском** участке подразделения ВС РФ продолжают бои на участке **Спорного**. Командование 10 горно-штурмовой бригады ожидают активное российское наступление по всей линии фронта.

▪️Для сдерживания продвижения украинские артиллерия и армейская авиация ведут заградительный огонь по районам продвижения российских войск. 

[**Карта в большом разрешении**](https://rybar.ru/piwigo/upload/2022/10/14/20221014184841-3d735ed5.jpg)

Foreign versions of Soledar Direction map: [**DE**](https://rybar.ru/piwigo/upload/2022/10/14/20221014184836-a3e65318.jpg) | [**EN**](https://rybar.ru/piwigo/upload/2022/10/14/20221014184837-8027b4d4.jpg) | [**ES**](https://rybar.ru/piwigo/upload/2022/10/14/20221014184838-4247d11b.jpg) | [**FR**](https://rybar.ru/piwigo/upload/2022/10/14/20221014184839-4bed7f61.jpg) | [**IT**](https://rybar.ru/piwigo/upload/2022/10/14/20221014184840-09e59a65.jpg)  

#Бахмут #дайджест #Донецк #карта #Луганск #Россия #Соледар #Украина 
@rybar

*__Поддержать нас:__ `4377 7278 0407 7977` | `0x4739352b67Da6F4064757627D92A08EaDd3fb6b6` (ETH) | `33i1BwMuzeYTAUNtiLa6CjvaHtTVYNJfnp` (BTC)"
37,1498939244,30238,Выведенная из строя ночными ударами подстанция противника в Харькове.
38,1109403194,36053,"Российские врачи оказали медпомощь 30 тыс. жителям Донбасса и освобожденных территорий Украины за три месяца

«Из 32 тыс. случаев оказания медицинской помощи более 5,6 тыс. приходится на оперативные вмешательства. Это в первую очередь хирургическая обработка ран, извлечение осколков, остеосинтез, лечение ожогов и острых хирургических состояний. Российские врачи работают рука об руку с местными специалистами, оказывают помощь всем, кто в ней нуждается», - рассказал помощник министра здравоохранения России Алексей Кузнецов. 

Также специалисты полевого многопрофильного госпиталя Федерального центра медицины катастроф и других медицинских организаций, подведомственных Минздраву России, принимают практическое участие в оказании медицинской помощи пострадавшим и больным людям, вынуждено покинувшим территории Донецкой и Луганской народных республик и Украины.

@sashakots"
39,1283359437,41377,"Леонид Слуцкий: «Ответ на подрыв Крымского моста должен быть жестким, но не обязательно в лоб». 

Глубоко копает..."
40,1511148555,10274,"✅В склад украинского косметического бренда, который радовался теракту на Крымском мосту, сегодня прилетела ракета.

С днём бавовны суки!"
41,1129015804,13805,"Ресурсы связанной с ""Аль-Каидой"" группировки ""Аш-Шабаб"" опубликовали фотографии последствий нападения на гарнизон ВС Сомали. Инцидент произошел 12 октября 2022 года неподалеку от г. Ясуман в провинции Хиран. Согласно заявлению группировки, при теракте от рук боевиков погибли сто семнадцать сомалийских военнослужащих. В руки джихадистов попало большое количество вооружения правительственных войск.
 
Минобороны страны утверждает, что предотвратило нападение, ликвидировав более пятидесяти террористов."
42,1511148555,9968,"✅🇷🇺В Петербурге отменили все праздничные мероприятия на Новый год, сэкономленные деньги пойдут на оснащение мобилизованных, сообщили власти."
43,1366346975,54246,"**Кадры работы минометчиков 2 тербата по целям ВСУ под Авдеевкой.**

Расчеты 120-мм минометов 2-го батальона территориальной обороны НМ ДНР метким огнем уничтожили несколько укрепрайонов боевиков ВСУ на авдеевском направлении.

@opersvodki"
44,1498939244,35145,"🇷🇺🇺🇦** Хроника ударов и взаимных обстрелов в зоне СВО за ночь с 6 на 7 декабря 2022 года

▪️**Ночью местные жители сообщили о пролете российских БЛА-камикадзе над **Житомирской областью**, а также Бучей и Фаустовским районом **Киевской области**. Информации о результатах работы дронов нет.

▪️Российская артиллерия поразила цели в Запселье, Эсмани, Кондратовке и Мирополье** Сумской области.

**▪️В **Харьковской** **области** ВС РФ отработали по позициям противника в Стрелечьей, Красном, Огурцово, Чугуновке и Каменке.

▪️На **Старобельском** **направлении** российские ракетные войска и артиллерия нанесли удары по Купянску, Берестовому, Табаевке, Стельмаховке, Макеевке, Тернам, Невскому и Лиману.

Противник, в свою очередь, обстрелял **Площанку, Кисловку **и** Котляровку.

**▪️На **Бахмутском (Артемовском) направлении** российские силы отработали по скоплениям живой силы и техники противника в Бахмуте, Соледаре, Верхнекаменском, окрестностях Спорного и Белогоровки, а также Клещеевке, Дружбе и Артемово.

▪️На** Донецком направлении** ВС РФ нанесли удары по объектам ВСУ в Авдеевке, Водяном, Первомайском, Невельском, Красногоровке и на западных окраинах Марьинки.

Украинские формирования, в свою очередь, вновь вели массированные обстрелы **Донецка **и** Горловки**: в последней под удар попала больница с мирными жителями.

▪️На** Южнодонецком направлении** российские силы отработали по целям в Угледаре, Богоявленке, Пречистевке и Новомихайловке.

▪️Ночью ВС РФ нанесли удары ракетами и дронами-камикадзе по объектам ВСУ в пригородах **Запорожья.

**В то же время российская артиллерия отработала по целям в **Зализничном, Гуляйполе, Степовом **и** Плавнях.

**▪️ВС РФ нанесли множественные удары БЛА-камикадзе «Герань-2» по** Днепропетровску. 

**Кроме того, поражены цели в** Никополе, Марганце, Ильинке** и** Доброй Надежде.

**▪️На **южном участке фронта** российские ракетные войска и артиллерия отработали по позициям противника в Херсоне, Осокоровке, Золотой Балке, Дудчанах и Антоновке.**
**#дайджест__ __#Россия__ __#Украина__ 
__@rybar__ 

*Поддержать нас__: `5536 9141 9147 4885`"
45,1511148555,11329,"‼️‼️‼️
Подлинность видео на данный момент не подтверждена, но чувствую что Белорусы что-то затевают 😉✊🏽"
46,1283359437,38712,"**День памяти детей — жертв войны в Донбассе

**11 июля Глава ДНР Денис Пушилин подписал указ, согласно которому 27 июля объявлено Днем памяти детей — жертв войны в Донбассе. Сегодня в Донецке и других городах Республики проходят памятные мероприятия.

Подробнее — в [репортаже](https://asd.news/articles/dnr/den-pamyati-detey-zhertv-voyny-v-donbasse/) фотокорреспондента ИА АСД Дениса Григорюка."
47,1093357968,8940,"//Пока __Игорь Иванович__ по своему обыкновению пишет, что __мы везде проиграли —__ почитайте текст из реального мира. От человека, который __действительно __знает места, по которым сейчас проходит линия фронта.__

Киевлянин ____@Andrey_Selezov____ — специально для Эдварда Чеснокова
__
**Водяной ад: ВСУ уже взорвали малую плотину у Ирпеня — и не остановится перед взрывом большой плотины Киевской ГЭС.
**

Еще в самом начале марта ВСУ взорвали плотину в устье реки Ирпень. В том самом месте, где она впадает в Киевское водохранилище.

Плотину строили давным-давно при СССР, в начале 1960-х перед заполнением водохранилища — чтобы вновь создаваемое «Киевское море» не затопило пойму Ирпеня, где расположены села Демидов, Гута-Межигорская, Мощун. При этом воды реки Ирпень перекачивались в водохранилище на Днепре специальной насосной станцией, стоявшей на этой дамбе.

Это место севернее Киева, как раз там, где сейчас Российские войска подошли к столице Украины.

После взрыва плотины ВСУшниками — вода, хлынувшая из Киевского водохранилища, затопила пойму Ирпеня на много километров на юг. Были подтоплены села и дачи киевлян, возникла угрожающая экологическая обстановка.

При этом был разрушен также автомобильный мост на дороге Киев - Дымер - Иванков, из-за чего все районы севернее этих мест оказались без снабжения продовольствием и лекарствами.

На днях со стороны Киева в эти места приезжала съемочная группа укронацистского пропагандистского телеканала «1+1», рассказывала о «преступлениях россиян», которые (классика!) якобы «сами себя ~~сожгли~~ затопили».

Но возмездие приближается. Идут упорные бои в крупном лесном массиве севернее киевского живописного пригорода Пуща-Водица. Наши войска с юга обошли зону затопления и, как сообщают, прорвались в села Лютеж и Новые Петровцы, что на берегу Киевского водохранилища, рядом с Вышгородом.

**В Вышгороде находится Киевская ГЭС на Днепре**, самая верхняя из каскада гидроэлектростанций, построенных при СССР — стратегически важный и крайне опасный объект. Его повреждение может вызвать затопление половины Киева, который расположен ниже по течению Днепра, и неисчислимые жертвы среди населения.

В самом Киеве люди сидят в мышеловке. Мало того, что ВСУ спровоцировали локальную войну на уничтожение жителей своей «обороной» — так еще и __фольксштурм__ в желтых повязках терроризирует всех подряд. Например, у любого человека могут проверить содержимое телефона — на предмет контента, нелояльного к укронацистам. Вдобавок, ввели сухой закон, в городе невозможно достать алкоголь (он нужен хотя бы как простейший антисептик при ранениях, которые сотни киевлян получают от «дружественного» огня). Насколько я знаю — даже в блокадном Ленинграде алкоголь не запрещали…

Если хотите увидеть нынешнюю Битву за Киев от первого лица — посмотрите [видео-репортаж Евгения Поддубного](https://t.me/epoddubny/8931) прямо с места боя в сельской застройке. Предположительно это сёла Лютеж — Новые Петровцы. Узнаваемые места, моя малая родина — Киевское Полесье. Больно на все это смотреть.

Больно смотреть — но надо. На наших глазах происходит ровно то же самое, что и 79 лет назад, когда Красная Армия подошла к Матери городов русских ровно с этого же направления — со стороны Лютежа и Пуща-Водицы. И сейчас, как и тогда, Киев будет взят и зачищен от нацистской нечисти.

Поэтому сейчас на календаре — 1943-й год. В __той__ истории 1945-й тоже наступил далеко не сразу даже после наших первых побед.

Но сейчас, как и тогда, — наступит обязательно.

Потому что мы — [на своей земле](https://t.me/chesnokmedia/7157)!"
48,1469021333,11915,"🚁Знищений Ка-52 орків, поблизу аеродрому Гостомель"
49,1457892982,27912,"**Кандидат на премию Дарвина 

**Натан Касаткин из Улан-Удэ попал в плен, его обменяли. Но он решил вернуться на фронт и умер. 

 [Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
50,1498939244,32639,За прошедшие сутки на территории ДНР от украинских обстрелов погибли 3 мирных жителя и еще 13  получили ранения — Штаб Теробороны ДНР
51,1109403194,35558,"Разговаривал с парнями с Лиманского направления. Достается им, конечно, но держатся. У противника какая-то зверская система контр-батарейной борьбы. 

Героические артелы из ЛНР, несмотря на это, поддерживают огнем обороняющихся «барсов» и луганских резервистов. Только перемещаться приходится по десятку раз на дню.

Расчет Киева понятен. Перед тем, как пойти в атаку на наши новые позиции вдоль Оскола, украинцы хотят отрезать эту группировку от снабжения. А для этого им необходимо взять Красный Лиман и попытаться выйти на Кременную, чтобы взять под контроль трассу, ведущую из Луганской народной республики в Купянск.

Только за последние двое суток наши подразделения в Лимане смогли отразить сразу несколько танковых атак и продолжают уверенно удерживать позиции.

Зашевелилась и украинская группировка в районе Северска, предпринимая атаки на Белогоровку, которая находится недалеко от Лисичанска.
 
@sashakots"
52,1247556894,4179,"[​​](https://telegra.ph/file/77f67f082c39d11659ecf.jpg)**Від початку повномасштабної війни КМДА отримала 719 запитів від ЗМІ, провела 40 заходів за участю преси та організувала 5 прес-турів

**💙Місто дякує всім журналістам, хто сьогодні боронить правду, та допомагає Україні здобути перемогу! Тримаймося разом! Із Днем журналіста!

✔️Із 24 лютого міська влада змінила механізм роботи з пресою, аби офіційна інформація була максимально доступною в Україні та у світі. 

🔹Щоб українські та іноземні журналісти могли оперативно отримувати відповіді на свої питання, створено спеціальні форми для запитів:

▫️Українська: https://cutt.ly/ZJUKFqK
▫️English: https://cutt.ly/wJUKHGO

🔹Розсилка анонсів подій, організованих містом, також здійснюється двома мовами. Щоб отримувати розсилку, необхідно заповнити форму:

▫️Українська: https://cutt.ly/KJUKBY4
▫️English: https://cutt.ly/OJUKM8J

🔹🔹🔹

**Since the beginning of the large-scale war, KCSA has received 719 requests from media outlets, held 40 press events, and organized 5 press trips

**💙Kyiv is grateful to all the journalists who stand for the truth and help Ukraine gain this victory! Together we will win! Congratulations on Journalists' Day!

✔️Since February 24, the city authorities have changed the way they work with media to make the official information even more accessible in Ukraine and the whole world. 

🔹The special request forms were created for Ukrainian and international journalists to promptly receive answers to their inquiries:

▫️In Ukrainian: https://cutt.ly/ZJUKFqK
▫️In English: https://cutt.ly/wJUKHGO

🔹Announcements of events organized by the KCSA are mailed in two languages. Please fill out the following form to subscribe:

▫️In Ukrainian: https://cutt.ly/KJUKBY4
▫️In English: https://cutt.ly/OJUKM8J"
53,1080134301,17979,"В Чите 28-летний посетитель клуба умер после драки.

32-летний подозреваемый задержан. Как пишут местные СМИ, убитый **является сотрудником полиции**. В клуб он пришёл, чтобы отдохнуть и находился не при исполнении"
54,1283359437,38794,"Ситуация вокруг Тайваня продолжает обостряться. По данным Washington Post, визит спикера палаты представителей США Нэнси Пелоси на остров может состояться уже в ближайшие дни. В этой связи на официальном аккаунте 80-й общевойсковой армии Китая появилась лаконичная надпись: ""Готовьтесь к войне"".

@voenkorKotenok"
55,1080134301,14680,"На сегодняшний день погибли около **10 000** украинских военных, – советник офиса президента Украины Алексей Арестович. 

Также он заявил, что еще около **30 000** военных  получили ранения.

**Верим?**"
56,1093357968,10134,"Борис Джонсон поддержал заявление замминистра обороны Великобритании о праве Украины атаковать цели на территории России.

[…] «Мы не хотим, чтобы кризис выходил за пределы Украины. Но украинцы, разумеется, как сказал Джеймс Хиппи, вправе защищаться. На них нападают с территории России, они имеют право защищаться».

В Киеве такие заявления расценивают как поддержку и команду «можно», не думая о том, что последствия будут плачевными в первую очередь для самой Украины. 

@epoddubny"
57,1129015804,12784,"Исламское государство взяло ответственность за теракт в северной Сирии. Согласно заявлению МТО, боевики группировки расстреляли и сожгли транспорт правительственных военных, а не взорвали его при помощи придорожного СВУ, как это было заявлено ранее."
58,1080134301,15439,Эдика надо на бутылку
59,1366346975,49427,Редкой души ТП. И кто ж ее в депутаты избрал- то?😂
60,1366346975,48532,"Самый страшный сон высокопоставленного начальника - докладывать о проблемах и неудачах начальнику,  поставленному ещё более высоко. В итоге на самый верх по традиционным каналам доходят только те доклады, которые не тревожат сон и не пробуждают мысль: кто виноват? А следом за этой мыслью желание виноватого наказать..."
61,1511148555,11114,"‼️‼️‼️Поручаю создать специальный координационный совет, его возглавит Мишустин — Путин"
