Sr. no.,Channel ID,Post ID,Post
15,1366346975,57468,"🇬🇧👑☠ Психологически многие люди склонны привязываться к людям, которых они считают выше себя, практикуя преднамеренную вежливость или преувеличивая проявление накопившихся эмоций и радости... Это указывает на несколько психологических возможностей для человека. Все они вращаются вокруг эго или чувства бесполезности, психологической пустоты и ощущения, что им нужно брать свою собственную ценность из более высокого источника... 
Например, мы видим, что после смерти Елизаветы Виндзор многие арабские художники и деятели культуры бросились утешать британское правительство и королевскую семью... Как будто они были такими же королями , как они сами .. Как будто утешение достигнет ее семьи или что утешение уже касается их.. Эти скорбящие чувствуют, что этим поступком они присоединяют себя к классу Елизаветы и классу королей, как будто рупор говорит (Мы должны быть утешены! Это наш долг! Мы, как короли и дворяне, должны чувствовать друг друга ).. И конечно. И случайно это всегда эти утешители. С тех пор как этот метод стал образом жизни, трудно понять, когда остановиться, они часто из самых ничтожных, смешных и низших слоев общества... 
Моя дорогая с высоким чувством ... Семье Виндзоров и другим преступникам все равно, утешаете ли вы их, и им все равно, добровольно ли вытираете им обувь или нет.. Нет никакой необходимости во всем этом пресмыкательстве...
Так что помни, что ты есть. Религиозный человек, правозащитник или художник, которого утешили.. Что это явление на фотографии, возможно, вы даже не мертвы.. Она королева банды преступников, которые разграбили мир во имя свободы.. Например, ее корона стоимостью более 400 миллиардов долларов ничтожна, ни один бриллиант в ней никогда не был найден в Великобритании.. Все они украдены из Индии, Африки и других стран, которые были порабощены этой королевой и ее предками..
Будьте внимательны... Унижение или, возможно, глупость делают человека амбивалентным без чувства... Думайте о каждом случае, когда вы решаете опубликовать что-то в социальных сетях.. Нет необходимости в этих отвратительных проявлениях, которые указывают на реальный кризис идентичности... Елизавета не касается вас ни вблизи, ни издалека, хотя она хорошая королева... Оставь ее ее народу .. И страны Содружества, которые его контролировали, насчитывающие более пятидесяти... Если вы родом из засушливой аравийской пустыни, отдаленных гор Леванта или Верхнего Египта, вам можно приписать смерть феномена на фотографии. Это не сделает вас более благородным или не заставит здравомыслящих людей почувствовать, что вы британец..."
16,1283359437,42905,"Это старец Илий в петербургском Соборе Спаса-на-Крови.

Там до сих пор музей, но, проезжая мимо храма на днях, старец зашёл и сказал, что хочет служить здесь.

Сегодня утром храм был полон. Иконы перестали быть экспонатами и ожили, а из Царских врат потянулся тихий свет святого наших дней и сослужащих ему Литургию.

Но почему-то мне немного тревожно, когда гляжу на это фото.

Да, храм Спаса-на-крови, потому что построен на месте убитого царя Александра II, но сейчас Россия воюет тоже под стягами Спаса и это тоже Спас-на-крови. 

На днях старец, который часто говорит чуть сложно и не сразу понятно, сказал как-то очень прямо о просто - о том, как нам победить в этой войне с ""вселенским злом"". Три вещи:

1. ""**Русский народ должен отказаться от дьявольской коммунистической идеологии, осудить её как неприемлемую в нашем христианском обществе**"" - то есть разобраться, наконец, кто мы и перестать мирить святых и иуд нашей истории, палачей и их жертв - это оскорбляет Бога и путает нас. 

2. ""**Мы должны запретить на
 государственном уровне аборты, в которых гибнут тысячи и тысячи будущих граждан России""** - тут все понятно. Эпидемия абортов - это война без войны. Самоубийство нации и уродование жизни её женщин и недо-отцов. К тому же это убийство самых беззащитных - оно кричит Богу об отмщении

3. ""**И ввести строгое наказание за гнусную матерную ругань, оскверняющую всю нашу Русскую землю**"". То есть лексика, которая всегда была известна как анти-молитва (потому и названа богохульством), которая ломает психику и на самом деле жизни - должна перестать считаться нормой, а тем более чем-то исконно русским. Это ложь о языке. И опасная ложь, потому что мат гонит от человека Христа и привлекает бесов. Бог ""затыкает уши"".

Вот и всё. ""Если государственные мужи услышат Божий призыв, то Россия низложит всех своих врагов, - сказал батюшка, - нашему народу будет дарована Победа. Нам будет помогать Сам Господь и Его Пречистая Матерь и всё Небесное воинство""

Не все вместят эти слова теперь. Может, поэтому, и тревожно, когда гляжу на это фото."
17,1164348791,5453,"[​](https://telegra.ph/file/c65a3389e1625d812a849.jpg)УКРАИНА. КОГДА ЗАПАД НАЧНЕТ ПОСТАВЛЯТЬ ВСУ БОЕВЫЕ САМОЛЕТЫ И «ТОМАГАВКИ», ПРИ КАКОМ РАСКЛАДЕ? 
 
Собственно, Запад начал поставлять свои вооружения и боевую технику ещё задолго до начала нашей спецоперации на Украине. Но теперь масштабы выросли в сотни раз, - сорок государств, не стесняясь, работают «для фронта, для победы» Украины над Россией. И это не Мальта, Мальдивы или Маршалловы Острова. Это гранды мирового рынка оружия, сильнейшие экономики Европы и Азии.
 
Законодательная база поставок изменилась, в США уже дошли до закона о ленд-лизе. Хотя, номенклатура военно-технической помощи, пока, ограничена. Во всяком случае, перечень средств ведения войны, запрашиваемых Украиной гораздо шире перечня поставок. В начале пути скудность списка вооружений была понятна, - поставки шли скрытно и поэтому состояли из советских образцов вооружения и техники, которые Украина могла выдать за свои резервы или запуск собственных производств.
 
Перед началом СВО, и в ходе первого этапа операции, Украина массово получала противотанковые комплексы, переносные зенитные комплексы и стрелковое оружие. Проще говоря всё то, что смогут использовать потерявшие управление и технику группы пехоты (или партизан) для нанесения наибольших потерь российским войскам.
 
Однако, сейчас на Украину массово пошли артиллерийские системы и бронетехника, по неподтверждённым сообщениям вскоре будет и авиация, что ранее считалось ненужным. И это указывает на то, как натовские аналитики и стратеги переосмыслили план текущей войны.
 
Можно предположить, что за прошедшие два месяца они смогли понять «ограничения», которые Россия не перейдёт в своих действиях, а исходя из этого, от своего изначального плана, они переходят к новому, в котором украинская армия, сохранившая структуру и управляемость, продолжит вести общевойсковую войну. При этом она будет иметь не просто значительный человеческий ресурс, и бесконечное снабжение из районов, недоступных для ударов РФ, проще говоря, из заграницы.
 
Если попытаться развить подобную логику рассуждений, то в случае успехов ВСУ с новой техникой, если Россия не применит новую стратегию, то следующим этапом вполне может быть вход на территорию Украины уже полноценных экспедиционных войск, например, Великобритании. В любом случае теперь, в НАТО больше не считают войну заранее проигранной, а видят способы для её успешного продолжения.
 
Пока видят. Но, если что… А что что?"
18,1144404150,12061,"Минобороны России опубликовало кадры из уже освобожденной от ВСУ территории ДНР. Мариупольское направление.

@warjournaltg"
19,1109403194,33818,"Допрос оператора NLAW нашими разведчиками ЮВО.

Вот видно, что человек искренне хочет помочь, рассказать, разъяснить. 
Чуть раньше разведчики публиковали видео, снятое сразу после пленения этого украинского бойца.

Тоже, восхитительное зрелище.
Вообще, не понимаю, отчего у канала совершенно реальных, героических разведчиков так мало подписчиков. Олег странно.

Вам практически в режиме сериала выдают потрясающее, реальное видео с фронта. Причём, у автора (не знаю в каком он звании, но режиссёр он отменный), отличное чуство юмора (местами черного) и с иронией все отлично. 

И вообще, очень хорошо, что все больше боевых подразделений заводят свои ТГ каналы. Мы наконец-то видим реальных людей, рабочих войны. Настоящих профессионалов.

https://t.me/razvedkavpered/52"
20,1536211233,1127,"**Satellite images show bodies lay in Bucha for weeks, despite Russian claims

**Satellite imagery provided to the New York Times by Maxar Technologies shows that at least 11 of killed civilians have been on the street since March 11.

**Спутниковые снимки показывают, что тела убитых лежали в Буче несколько недель, несмотря на заявления России**

Спутниковые снимки, предоставленные New York Times компанией Maxar Technologies, показывают, что по меньшей мере 11 убитых мирных жителей находились на улице с 11 марта."
21,1093357968,11220,"Вот так сегодня выглядят все районы Донецка. 
Самый массированный обстрел за восемь лет. 

Украинские формирования прицельно бьют по медучреждениям и другим объектам инфраструктуры города. Хаотично наносят удары по жилой застройке. 

Зафиксированы попадания по Донецкому республиканскому центру охраны материнства и детства. Роженицы в бомбоубежище. 

Предварительно, за сегодня в Донецке погибло пять человек, более 20 получили ранения. 

@epoddubny"
22,1511148555,12600,"Вся суть пидорасов 😌

А в Одессе же тоже русские. Вот они прислушались к нему и вышли. А теперь он чем-то недоволен 😂"
23,1498939244,35645,Работа 152-мм пушки 2А36 «Гиацинт-Б» на Сватовском направлении и поражение вражеского танка
24,1080134301,21378,"В Красногорске мужчина перекрестился и пошел красть с ели, установленной в подъезде, новогодние украшения.

[🔞 Подписаться на Жесть Дня](https://t.me/zvoinaukraina)"
25,1247556894,5181,"[​​](https://telegra.ph/file/9cef43c18c60d7e377f0d.jpg)Сьогодні на пішохідно-велосипедному мосту фахівці демонтували пошкоджені вибухом російської ракети елементи скла.

А спеціалісти «Київміськсвітла» обстежили стан підсвітки перил. Освітлення відремонтують.

Скло замовляємо. На його виготовлення потрібно до трьох тижнів. І вже невдовзі наш оновлений міст знову буде радувати киян і гостей столиці.

Бо він тепер - не тільки один з туристичних символів Києва, а й символ незламності й стійкості України."
26,1283359437,43389,"Самолёт который на эту битву не пришёл.

Он принят на вооружение? 
 Принят.

Он прячется за спинами мигарей и сушек на поколение ниже?  
Да.

Он бился с украинскими истребителями? 
Нет.

Сотрите нахуй с него все звезды. 
Он их не заслужил. 
Ни одной.

Как сопли вытрет и подрастёт,  пусть приходит."
27,1457892982,25634,"**⚡️Украина снова угрожает Беларуси - Лукашенко🤦‍♂️

**По словам диктатора, Беларуси снова угрожает Украина и, очевидно, полк Калиновского. ""На Украине уже создаются некие не то полки, не то **батальоны для свержения не только власти**. Но для того чтобы перевернуть, **оторвать Белоруссию и присоединить к блоку НАТО**. Опять хотят новую Украину здесь в Белоруссии создать. Это недопустимо"", - сказал Лукашенко.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
28,1511148555,8199,‼️🎇🎇🎇Фейерверк над позициями ВСУ в Донбассе.
29,1283359437,37281,"Продолжается обстрел Горловки, Макеевки, Ясиноватой. По Кировскому району Донецка работает украинская артиллерия.

@voenkorKotenok"
30,1469021333,9854,"Буча, мусор після окупантів"
31,1469021333,10121,"🔴Потрібна інформація про пересування московських військ

🔴Буча, склозаводська, гостомель, стоянка, Михайлівка рубежіка, забуччя

Пишіть в наш бот - @newsdeepstatebot"
32,1498939244,34724,**Авиационное предприятие ОАК в Комсомольске-на-Амуре (ПАО «ОАК» входит в Госкорпорацию Ростех) изготовило и передало Минобороны России очередную партию новых самолетов Су-35С.**
33,1144404150,11680,"⚡️⚡️⚡️МО РФ: Российские подразделения после высадки морского десанта вошли в Мелитополь, не встречая сопротивления.

@warjournaltg"
34,1457892982,27179,"**⚡️Илон Маск разговаривал с Путиным перед публикацией своих твитов с предложением ""мирного плана"" по Украине, — **[Vice](https://www.vice.com/en/article/ake44z/elon-musk-vladimir-putin-ukraine)** со ссылкой на политолога Яна Бреммера

**Издание утверждает, что в своей рассылке Маск написал, что Путин ""готов к переговорам"", но только в том случае, если Крым ""останется российским, и если Украина признает аннексию Россией своих территорий"".

Сам Илон Маск опровергает, что общался с Путиным.

Верим?

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
35,1109403194,37735,"Удар по больнице Калинина в Донецке попал в объектив камеры наружного наблюдения

@Makarr80"
36,1080134301,19770,"**Последствия прилета в Киеве**, как обычно всё замылено, так как украинцев зашугали тюрьмой за съемки прилетов на видео..."
37,1080134301,16710,"**Фермер из Херсона поздравил Украину с ""Днем незалежностi""

**Поздравил от всей души, что аж спалил украинский паспорт и флаг. Учитывая последние события и ужасные действия против своего же населения понять его можно более чем.

""Поле мое спалили ВСУшники. ВСУшники, не россияне"""
38,1498939244,30760,"За 2 дня было сожжено 6 пикапов и 1 танк. Идеальная связка коптер-ПТУР (Корнет с термобарической БЧ в данном случае).
В первом пикапе было 9 рыл, все отправлены в ад к Бандере.

Видео с канала парней из @zluchka_tactical"
39,1366346975,50650,"[Пробираемся в предрассветной мгле](https://t.me/rian_ru/173890) вдоль края деревни. Ночью ходить стало опасно. И вовсе не потому, что мы боимся ДРГ. 3 дня назад украинцы рассыпали здесь 4 кассеты с лепестками. Днем хотя бы есть шанс заметить эту мерзкую штуковину… Ночью сразу можно прощаться с ногами.

Война прошлась паровым катком по этим местам по пути встречаем разорванную на атомы третью «бэху», а через сто метров стоит сожженный «Казак» и украинская БРДМ. Уже ближе к посадке в нос бьет приторно-сладковатый запах белкового разложения. Природа забирает свое и расщепляет на простейшие соединения тех, кто совсем недавно считал себя разумным существом. Впрочем, забытые украинские трупы – это привычное явление. Никто о них даже не спрашивает. Пропал без вести. Точка. Так проще всем. 

Все подходы к городу плотно заминированы. Помимо лепестков все чаще стали встречаться немецкие мины. До этого часто находили противобортовые, а сейчас выкапывают противоднищевые DM31. С ними надо быть предельно осторожным. Они реагируют на металл. Стоит провести над ней автоматом и собирать тебя буду по окрестным полям.

Разведчики, которые ведут нас в общих чертах описывают последние фишки ВСУ. С той стороны стали формировать отряды удержания территории. Мобилизованных оставляют в посадках с легким вооружением. Тяжелее РПГ-7 и ПКМ в руки им ничего не дают. Их задача прокричать в эфир о приближении союзных войск и дождаться прибытия регулярных частей ВСУ с бронетехникой.

Под Соледаром есть огромные пещеры, в которых можно пересидеть ядерную войну. По словам разведчиков именно, там и держат основные силы украинцы. Артиллерия, и даже авиаудары не причинят этим галереям ни малейшего вреда. В Сирии я уже видел подобную тактику. Даже когда на пещеру скидывали 15 ОФАБ 500 внутри даже стаканы с полок не упали. 

Одним словом, украинцы берегут силы и пытаются минимизироваться свои потери. В подземных тоннелях просто накапливать резервы и отправлять усиление только на особо опасные направления. Одним словом – держаться они планируют долго. И союзным войскам необходимо трезво оценивать сильные стороны противника. 

Александр Харченко"
40,1164348791,6150,"ДОНЕЦК, «ГРОМКАЯ»МАРЬИНКА. В ПОСЕЛКЕ ЖИВЕТ ВСЕГО ОДНА СЕМЬЯ. 

Марина и Дитрий, они примерно одного со мной возраста - под шестьдесят. Настрадались. Украинские солдаты выгоняли этих людей из дома, а наших солдат, которые снуют мимо их временного пристанища они всех знают по позывным и именам. 

В их шалаше по пути на передовую - обязательно привал, перекур, глоток воды. Иногда, вокруг, ВСУ всё засыпают «Лепестками», российские солдаты разминируют. 

Сейчас семья с непривычной фамилией Личваха готовится к эвакуации в тыл."
41,1511148555,10698,"💡Энергоснабжение восстановлено на всей территории Украины, а веерные отключения больше не применяются, заявил премьер-министр страны Денис Шмыгаль

💤Какого хрена? Нужно калибрами починить!"
42,1498939244,33426,Мирного решения не будет 😎
43,1093357968,11845,"Друзья, за минувшую неделю благодаря вашей поддержке, сотрудники [Русской Гуманитарной Миссии](https://t.me/rgmagency/1061?single) смогли доставить ряд важных грузов в несколько районов ДНР и ЛНР - продукты питания, медицинское оборудование, вещи и подарки для маленьких жителей Республик. 

Спасибо! 

@epoddubny

Мы продолжаем сбор средств в пользу жителей ДНР, ЛНР и освобождённых районов Украины. 

2202 2032 5864 7967 карта МИР

bc1qava2vg3wgx8fvrxqeull77xy359yqrexwsuu80 BTC 

0x47D9b99b239aEE283ba10d8D4D6c2269b22b5208 ETH

rfmFjVDUa7z1a2XC74yQpirdzk76AtCqiZ XRP

LPxD7gErrWSqqwYvmvuzRorLBZ9oMQ1Ngh LTC"
44,1366346975,54658,"⚡️**Обстановка в Энергодаре на данную минуту:
**
– Миссия МАГАТЭ в сопровождении""Тигров"" ВС РФ прибыла в город и во главе с Рафаэлем Гросси начала обход Запорожской АЭС;

– Из-за массированных обстрелов Энергодар на данный момент обесточен, не работает мобильная связь, закрыто большинство магазинов и прочих общественных мест, на улицах фактически нет людей;

– Кроме того, в результате ударов была приостановлена работа пятого энергоблока электростанции;

– Власти Запорожья заявили, что попытка захвата АЭС украинским десантом координировалась британскими спецслужбами и МИ-6 из своей штаб-квартиры под Киевом, а участвующие в ней бойцы прошли военную подготовку за рубежом и приехали из Варшавы в Одессу 29 августа;

– Предварительно известно, что ДРГ планировала взять в заложники членов миссии и удерживать их на заминированной АЭС, предъявляя требования о выводе российских войск на территорию Крыма;

– Глава Миссии осведомлён о ситуации, также как и генсек ООН Гутерриш.

@opersvodki"
45,1366346975,54623,"Миссия МАГАТЭ у Запорожской АЭС. Рядом ходят солдаты из военной полиции.

https://t.me/bolshiepushki/2266"
46,1109403194,33150,"Особенности езды по трассе Бахмут-Лисичанск. Пусть вас не вводит в заблуждение гражданский транспорт. ВСУ давно используют его для доставки припасов.

@sashakots"
47,1457892982,27666,"**❗️Мэр Ивано-Франковска Марцинкив заявил, что враг обстреливает гражданскую энергетическую инфраструктуру Украины и призвал сделать запасы воды и зарядить телефоны

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
48,1283359437,43582,"Спектакль с ""окровавленными письмами"", отправляемыми в украинские представительства за рубежом, продолжается. 

Очередная посылка якобы приехала сегодня в посольство Украины в Афинах, после чего туда вызвали саперов.

@voenkorKotenok"
49,1498939244,31903,"**США передали два первых зенитных ракетных комплекса (ЗРК) NASAMS Украине, сообщил Грег Хейес, генеральных директор Raytheon Technologies, которая производит этот тип вооружения.**

«Мы только что поставили два комплекса NASAMS. Мы передали два правительству пару недель назад. Уже сегодня идет их развертывание на Украине», сказал Грег Хейес в эфире телеканалу CNBC."
50,1469021333,8986,"Пишуть, що це десь на початку Житомирської траси"
51,1469021333,13971,"[🎉](https://i.imgur.com/8QQXKwI.png)**🇬🇧Ліз Трасс стає новим прем'єр-міністром Великої Британії — офіційно!

👑Вже** завтра, 6 вересня, її Величність королева призначить колишнього міністра закордонних справ  прем’єр-міністром Великобританії.

👏🏻Велика подяка Борису Джонсон(юку) за всю допомогу Україні та сподіваємось побачити його у Києві знову."
52,1283359437,39076,"По расположениям, позициям и огневым точкам киевских формирований в н.п. Харьков наносятся ракетно-артиллерийские удары.

Зафиксированы взрывы. Обстрел продолжается.

@voenkorKotenok"
53,1109403194,32858,"📻 **Радио ""Комсомольская правда**"". Радио, которое не оставит вас равнодушным!

Последние новости в России и мире, самая оперативная информация — в  Telegram-канале **@radiokp**.

 🎙Слушайте, читайте, [подписывайтесь](https://t.me/radiokp)!"
54,1498939244,31432,Винницкая область. Последствия прилётов предположительно по Ладыжинской ТЭС.
55,1498939244,35577,"Арестович анонсирует, что польские ЗРК «Пэтриот» будут сбивать российские ракеты"
56,1498939244,31388,С 14.10.2022 г. в действующей армии.
57,1511148555,11678,**🚀****💥****🔥****На Киевщине подымается дым после прилётов!!!**
58,1511148555,12924,"**""Нашему государству стоит готовиться к войне. Запретить российскую пропаганду. Я, как русская, рождённая в Казахстане , хочу сказать, что вы делаете русских здесь самыми ярыми националистами даже по сравнению с казахами""**

Русская в Казахстане стыдится, что имеет что-то общее с русскими и разжигает войну.
Она уверена, что именно русские в Казахстане становятся наци похлеще казахов
💤Просто сука забудь русский язык и всё.

[Конфликт🔥Z Подписаться](https://t.me/konfliktworld)"
59,1109403194,37531,"Самую неожиданную тему на СПЧ, конечно, подняла Елена Шишкина. Я даже не подозревал о наличии такой проблемы.

Оказывается в российских базах содержится вся информация об украинских судимостях жителей освобожденных территорий. И среди них - врачи, учителя, госслужащие, которые были осуждены, за госизмену, шпионаж, финансирование терроризма, пособничество терроризму и тд. 

Ну вы понимаете - это политические статьи, по которым судили за инакомыслие, любой намек на симпатии к России, поддержку Русского мира. И они сейчас для своей новой Родины - судимые за тяжкие преступления с соответствующим поражением в правах. Эти люди не могут заниматься предпринимательской деятельностью, быть опекунами, госслужащими.

При этом уже в России они не могут обратиться в суды, потому что по нашему законодательству, суд реабилитирует только тех, кто незаконно привлечен к ответственности судами РФ. Ну и, как бы, до сих пор наша Фемида считала, что все ок.

Путин сказал, что, конечно, эту ситуацию надо исправлять и снимать с людей судимости «за отсутствием состава преступления». Соответствующее поручение будет дано Генпрокуратуре.

@sashakots"
60,1498939244,32559,"Там щас хохло ТГ начали разгонять перемогу с пожаром в Брянске. 

На самом деле просто сильно горит то ли сарай, то ли хата."
61,1366346975,54489,"**‼️🇷🇺🎖Герои бессмертны: история Героя России Евгения Козловского

**Капитан Евгений Козловской командовал мотострелковой ротой на Харьковском направлении, получил задачу захватить стратегическую высоту у н.п Дементьевка. **Рота под командованием Евгения Козловского отбила 10 атак превосходящих сил противника**. В ходе обстрела со стороны наступающих боевиков ВСУ получил тяжелые ранения, которые оказались несовместимы с жизнью.

Личный состав роты, вдохновлённый мужеством и стойкостью** командира Евгения Козловского**, успешно выполнил задачу, заняв стратегически важную высоту.
**t.me/rusvesnasu**"
62,1283359437,43404,"Подразделениям ВСУ в Артемовске сегодня ночью сделали ""весело"".

@voenkorKotenok"
63,1469021333,14848,"**🕶****🕶****Друзі, ще раз вітаємо наші рідні Збройні Сили України

**🇺🇦 Ми знаємо, що нас читає багато військових, тому** 24 грудня на сайті карти з'явиться ""Фронтова стіна"". **Це наш маленький проект, який ставить на меті показати єдність тих, хто на фронті та тих, кого захищають. Бо останніх можна всюди почути/побачити в соцмережах постійно, а на лінії зіткнення це не так просто. 

🇺🇦 Тому запрошуємо тих, хто зараз зі зброєю в руках захищає нашу країну, долучитися до проекту і за можливості написати свої побажання країні, своєму місту/селищу/селу чи близьким. 

🕶 У формі ми **не збираємо ел.пошт, конфіденційних чи безпекових даних**. Лише побажання і підпис від кого (наприклад ""від 93 ОМБр""). Всі відповіді **будуть модеруватися** і 24 числа з'являться у вигляді додаткового функціоналу на сайті мапи. 

**👉🏻Форма - ****https://forms.gle/LpDArSHnWM8o47YS8**"
64,1511148555,14405,"🇷🇺🇮🇳**Россия и Индия объединят танкерные флоты**

Правительство Индии плевать хотело на европейские «потолки цен» на российскую нефть и продолжат закупать необходимое количество, поставляя в Азию сырье из РФ.

Плюсы создания единого флота:

▪️Закупочная цена нефти для Азии позволит **индусам взять на себя покрытие аренды и страховки**

▪️Дели сможет **без ограничений** закупать российскую нефть

▪️Азия сепарируется от западных страховок судов, а также **обретет независимость от финансовых и транспортных услуг**"
65,1511148555,12827,"**‼️🇷🇺 Сегодня из украинского плена вернутся еще 50 российских бойцов — глава ДНР
**Столько же пленных будет передано Украине, в основном — военных ВСУ, сообщил Денис Пушилин.

[Конфликт🔥Z Подписаться](https://t.me/konfliktworld)"
66,1366346975,49350,"А вот и китайские [санкции](https://sun9-30.userapi.com/impg/MmKrzn4UotQ6POWF4cIz5tb5hOPRRILM40Q9gQ/Zdil4SDyVPI.jpg?size=1634x1508&quality=95&sign=83abc7f497b7a73275bbded290b50bb9&type=album): 

21 марта 2022 года. Крупнейший в мире производитель аккумуляторов для электромобилей из Китая Contemporary Amperex Technology (CATL) в рамках программы расширения может построить в Северной Америке завод стоимостью $5 млрд. На объекте будет занято до 10 тыс. рабочих. Предприятие позволит снизить затраты на поставки по всему миру.

02 августа 2022 гола. CATL откладывает решение по заводу в Северной Америке из-за визита Нэнси Пелоси на Тайвань. Доля китайской CATL на мировом рынке аккумуляторов для электромобилей в первой половине этого года увеличилась с 28,8% до 34,8% в годовом исчислении — компания является абсолютным лидером в первой десятке мировых производителей аккумуляторов для электромобилей."
67,1498939244,33383,"Пан ебанный хохол наконец-то начал понимать что его наебывают?

Чи це москальски боты?🤡🤡"
68,1536211233,1852,"**🔥Unknown naval combat drones under heavy fire attack Russian ships**

This morning, the Sevastopol Bay, the home base of the Russian Black Sea Fleet, was attacked.

📷 Militarnyi

**🔥Неизвестные морские боевые беспилотники под шквальным огнем атаковали российские корабли**

Сегодня утром Севастопольская бухта, база базирования Черноморского флота России, подверглась нападению.

📷 Милитарный"
69,1080134301,14726,"18+ **Очередной результат раздачи оружия кому попало от Киевского режима

**В Днепре какой-то неадекват из окна выбросил гранату во двор, когда там гуляли дети. Сообщают, что в результате взрыва пострадал ребенок."
70,1511148555,8600,"Бандеровских миномётчиков знакомят с контрбатарейным огнем.

Тик-ток-боевику из второй части видео, снимавшего действие своего неудачливого побратима, повезло ещё меньше. Мыкола отправился к своему кумиру!"
71,1457892982,26567,"⚡️**Украина может вернуть себе Крым, если продолжит отвоевывать территорию у бегущих войск России нынешними темпами

**Запад ранее считал, что **вернуть Крым силой невозможно**, но недавний крах российской армии означает, что ""**возврат Крыма Украиной теперь вполне возможен, и его больше нельзя сбрасывать со счетов**"".

Об этом [сообщает](https://www.telegraph.co.uk/world-news/2022/10/05/ukraine-could-recapture-crimea-fleeing-russians-continue-flounder/) The Telegraph со ссылкой на высокопоставленных военных чиновников США.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
72,1469021333,15007,"🕶🕶🕶** на фронтах станом на 25 грудня

****⏩****На кордоні з біломосковією **- без змін[.](https://deepstatemap.live/) 

**⏩****На** **Сватівському** напрямку - тривають позиційні бої в лісах Кремінної. Ворог перекинув значні сили в даний сектор, у тому числі зеків з пвк ""вагнер"" і пробує відкинути наші сили з районів Площанки та Червонопопівки. Поширене на каналах повідомлення про ""взяття Кремінної"" є простою вологою фантазією. Ситуація на даному відтинку фронту залишається складною і напруженою.

**⏩****Бахмутський **відтинок - в Опитному ситуація суттєво погіршилася. На багатьох ділянках від Спірного до Майорська ворог розпочав серію атак. 

**⏩****Авдіївський** відтинок - йдуть бої в центрі Мар'їнки. По карті без змін.
 
**⏩****Запорізький **відтинок - без змін. 

**⏩****Таврійський** відтинок - без змін. 

⏺⏺Оновлення мапи протягом 31 хвилини. 

💬У випадку **неточностей на карті**, ви можете нам повідомити через бот @newsdeepstatebot."
