Sr. no.,Channel ID,Post ID,Post
15,1283359437,42601,"**Россию спасет Отечественная тотальная война

**__О предателях и страхе перед словом «русский»

__**1. Что делать** — осознать, что война идёт на уничтожение России, в т.ч. той элиты, которая командует в данный момент в РФ, часть которой надеется договориться с Западом и любыми путями уже пытается договориться. Они не осознают, что их опять обманут, а если осознают, то очень мало кто. Пока не включится, действительно, понимание того, что происходит…

Надо начинать воевать, готовить государство к долгой войне, народ готовить к войне, заканчивать разговоры про многонациональный, многоконфессиональный народ. Начинать русскую, **Отечественную войну**, вводить идеологию. Надо переставать бояться слова «**русский**», наказать предателей.

Обратите внимание: все олигархи Украины в том или ином виде активно принимают участие в войне. А у нас за Усманова просит Узбекистан, чтобы с него сняли санкции. Другие ездят договариваться, дарят айфоны солдатам врага. Можно узнать, сколько бронежилетов купил Абрамович? Может, он сформировал бригаду за свой счет?

У нас в реальности только два богатых человека серьёзно занимаются формированием обороны и участвуют в жизни армии — Пригожин и Малофеев. Кадыров — тоже, но он чиновник. Это люди могли сидеть на попе ровно и ничего не делать, оба. Но они вышли на первую линию, тратя на это свои деньги. Кто еще? Вы правда считаете, что в современном мире невозможно находить лазейки, чтобы покупать новые технологии за рубежом? Возможно. Ввозить, покупать и т.д. Кто хоть один из этих обожравшихся засранцев ударил палец о палец для Родины? 

**2. Чтобы выжить, России нужен переход на тотальную войну.** Организовать охоту на врагов, их пособников и т.д. за рубежом. Нанимать под эти задачи исполнителей. Их хватает. Мы для них и так орки, лучше мы уже не будем. Если мы не можем победить технологически в моменте, мы можем навести ужас. Я не говорю про ядерное оружие, я говорю про наши возможности. 

Против России действуют пиратским методами, отнимая и уничтожая недвижимость, подрывая газопроводы. У нас есть много каналов для ответа, начиная с африканских пиратов и далее. Есть методы спецопераций за рубежом, и еще живы те, кто может этому научить. Но это если воевать по-настоящему и если есть политическая воля. В противном случае расходимся.

@voenkorKotenok"
16,1366346975,53911,"Луганское направление. Вертолёты Ка-52 и Ми-28 полетели на работу.
Видео от подписчика.
@Ugolok_Sitha"
17,1093357968,10380,"Доброе утро, Азовсталь. Прямой наводкой из РСЗО, чтоб муха не пролетела!

@sashakots"
18,1536211233,1149,"**⚡️As of 13:00, after the shelling of Kramatorsk** **railway station, 39 people were killed, another 87 were injured. At least 4 children died**, - Governor Kyrylenko.

⚡️**По состоянию на 13:00 после обстрела железнодорожного вокзала Краматорска погибли 39 человек, еще 87 получили ранения. По меньше мере 4 ребёнка убито**, - Губернатор Кириленко."
19,1283359437,40987,"__**Максим Фомин о бешеных атаках на Красный Лиман
**
Максим Фомин — «Владлен Татарский» — доброволец, писатель —__ __о том, что наши войска обороняют выступ, истекая __к__ровью. Эти батальоны отошли с Изюмского направления. В это время кое-где мобилизованные слоняются по полигонам, не занимаясь боевой подготовкой; 
система управления настолько ослабла, что инициатива переходит в частные руки, например, что касается оснащения и экипировки подразделений;
О подготовке мобилизованных бойцов, самоподготовке, сраститесь с автоматом, привыкните к нему, учитесь воевать, цените подвиг тех__,__ кто сдерживает врага.     

____@voenkorKotenok__"
20,1366346975,57569,"Доброе утро, агрессоры 😜"
21,1109403194,35733,"**Жители Черниговки отмечают День освобождения от немецко-фашистских захватчиков

**Ни один теракт и обстрел не сломит духа русских людей. 

Никто не заставит предать память о дедах и прадедах. 

«Сейчас, как и тогда, мы празднуем освобождение. Сейчас, как и тогда, мы ненавидим фашизм», – говорят жители.

👉** Подписывайтесь на **[**Запорожский вестник**](https://t.me/+RbdrStrAUWwwMmQy)** и делитесь каналом с близкими**"
22,1536211233,1185,"The presidents of Poland Andrzej Duda, Lithuania Gitanas Nauseda, Latvia Egils Levits and Estonia Alar Karis visited the ruined Borodyanka.

Разрушенную Бородянку посетили президенты Польши Анджей Дуда, Литвы Гитанас Науседа, Латвии Эгилс Левитс и Эстонии Алар Карис."
23,1469021333,14602,"**🇷🇺**** Шойгу дав наказ військовим підрозділам Московії відступити на лівий берег Дніпра

**🤷‍♂️Подібне рішення, якщо воно відповідає дійсності, є вимушеним, і сьогоднішні події з підривами мостів прямо натякали на це. 

☝️Застерігаємо вас від спекуляцій на цій темі та передчасних переможних реляцій. Московити брешуть щоразу коли відкривають рота. Закликаємо дочекатись офіційних заяв та вірити лише перевіреним джерелам інформації."
24,1283359437,37221,"__Снова записали одного из самых стойких бойцов из города-героя Шахтёрск — Сашу Шестакова.  
__
**__«Боксер»: «Хорошо, что в Волновахе ударили первыми»
__**
Александр Шестаков (позывной «Боксер») — ветеран ополчения ДНР — о встрече в Волновахе и Мариуполе со старыми знакомыми — военными ВСУ, с которыми схлестнулись сначала в Шахтёрск, затем в Степановке летом 2014-го, далее везде;
О боевых действиях в районе Волновахе, приготовленной противником в исходный район для охвата донецко-макеевской агломерации с юго-запада. 

Подписываетесь на [«Бастион»](https://bastyon.com/index?v=efda310fb1c67f3fcf419be5da4b2e075bc6d0d2f9048265d9317c4fa618214d&video=1&ref=PARV591XENALBB5ApkR7WcQPhEZtLHfi2A)!
Видео на [YouTube](https://www.youtube.com/watch?v=qvJLVHTYV1Q)

@voenkorKotenok"
25,1109403194,35584,"По Лиману. Город держится, неоднократные попытки всушников атаковать, закончились для них  неудачей.  Лиман обороняет  не только БАРС «Кубань», но и регулярная армия. Барсы молодцы, сдержали  удар в тот момент, когда фронт был готов рухнуть и посыпаться, стали тем  самым последним батальоном, решившим исход сражения. Сейчас ВС РФ активно подтягивает резервы, будем надеяться, что правильные выводы из передислокации были сделаны."
26,1498939244,30886,"Гауляйтер Днепропетровской области Резниченко сообщает о новых ударах по энергетической инфраструктуре в Каменском районе. Пишет о сильном пожаре и разрушениях.

Вчера по энергетической инфраструктуре в этом районе также [наносились](https://t.me/voenacher/30809) удары."
27,1511148555,10852,"💢💢💢**Хохлы долбоёбы, пытаются проёбы своей армии перебить ударом по админ зданиям, от бессилия. ДЦПники напишут у себя в пабликах в Донецке бавовна и будут радоваться. Вчера у вас размотали ахуеть какое количество техники и личного состава на Херсонскон направленим, но хуй вам даже об этом кто сказал, потому-что вам покажут Донецк и скажут перемога, ебаная деградация.**"
28,1469021333,9927,**Тут номера і прізвища. Ви знаєте що робити**
29,1164348791,6432,"НЕОЖИДАННО ВЫЯВИЛСЯ ОДИН ИЗ ФАКТОРОВ ДЕМОНСТРАЦИИ ДОВЕРИЯ К ВООРУЖЁННЫМ СИЛАМ, ЧЕРЕЗ УЧАСТИЕ В СПЕЦИАЛЬНОЙ ВОЕННОЙ ОПЕРАЦИИ.
 
В советское время армию рассматривали не столько, как возможность приобрести какие-то военные знания и полигонный (порой и боевой) опыт, но и как некую школу жизни, превращение юноши в мужчину, изменение социального статуса отслужившего человека.
В СССР не служить считалось отклонением от общепризнанной нормы, не прошедших армию часто не брали на работу, как молодых людей, которые, грубо говоря, не были полноценны в развитии и здоровье.
 
Сегодня, по количеству добровольцев, даже не смотря на широко освещаемые огрехи мобилизационной системы и боевой подготовки, можно судить о доверии к армии. Безусловно, с положительными изменениями в этой системе, с понижением количества потерь, с победами на фронте (всё это 100% будет) вырастет заинтересованность в службе с точки зрения новых социальных или кадровых возможностей, переоценки собственного статуса, и даже просто радикального изменения своей судьбы.
 
На днях произошёл случай, который вызвал удивление даже у сотрудников военкомата: женщина просила призвать резервистом своего племянника, который, по её словам, никак не мог найти себя в жизни. Конечно, с учётом неминуемой отправки молодого человека на фронт, обращение родственницы выглядит нетривиально. Тем не менее, это и есть некий возврат к отождествлению армии к школе жизни, хоть и весьма суровой в этот исторический момент.

https://t.me/voenkom_on_line/150"
30,1366346975,54142,"[​](https://telegra.ph/file/77d8002071775e50c570c.jpg)**Идеологические метания Труханова **🤦‍♀️

Мэр Одессы Труханов в интервью итальянской «Корьере делла Сэра» (Corriere della Sera) [наговорил зрады](https://www.corriere.it/esteri/22_agosto_28/putin-folle-ma-ama-odessa-crimea-io-dico-che-meglio-trattare-2d92a4d6-26fa-11ed-8b26-cee290e763d3.shtml), а затем испугался собственной смелости — и снова наговорил. 😜

Так, он заявил, что «Путин любит Одессу и не хочет ее бомбить» (хотелось бы верить, кстати); что границы 1991 года это, конечно, хорошо, но война — это плохо, и что **«надо шаг за шагом договариваться, постепенно искать компромиссы, избегать конфронтации»** (поздно пить боржоми); что «Зеленский наделал много ошибок, хотя для молодого политика это и нормально» (быть долбодятлом и мразью ненормально ни для какого возраста, Гена). А под занавес заявил, что против сноса памятника Екатерине II и Пушкину (эх...).

Благодаря российским СМИ, интервью стало достоянием общественности и породило целую сенсацию в салорейховских СМИ, после чего **Труханова стали склонять на все лады: мол, потенциальный предатель, готовится сдать Одессу Путину и т. п.** 😂

В мэрии Одессы принялись быстренько оправдываться и даже накатали целую маляву. Мол, на самом деле ничего такого Труханов не говорил, все это «информационные провокации врага» и «идиотские манипуляции», усугубленные неточностями перевода:

❝

__Вынужден кратко повторить те же слова, которые я говорю с 24 февраля — оккупанты должны быть изгнаны со всей территории нашей страны. Мы будем сражаться до нашей окончательной Победы. Все переговоры — после того, как россияне покинут нашу землю. Президент — лидер нации. Крым — наш! Верим в ВСУ! Победа будет за нами!__

❞

И все бы ничего, да только публикация на сайте «Корьере делла Сэра» доступна всем желающим. Ну а те, кто итальянским не владеет, могут воспользоваться хотя бы машинным переводчиком, вбив в нее следующую фразу из статьи: 

❝

__Ovvio che sogno il ritorno ai nostri confini del 1991, ma occorre negoziare passo dopo passo, cercare compromessi in modo graduale, evitare il muro contro muro.__

[Перевод DeepL](https://www.deepl.com/translator#it/ru/Ovvio%20che%20sogno%20il%20ritorno%20ai%20nostri%20confini%20del%201991%2C%20ma%20occorre%20negoziare%20passo%20dopo%20passo%2C%20cercare%20compromessi%20in%20modo%20graduale%2C%20evitare%20il%20muro%20contro%20muro):

__Конечно, я мечтаю о возвращении к границам 1991 года, но необходимо вести переговоры шаг за шагом, искать компромиссы постепенно, избегать «стенка на стенку».__

❞

Остальные цитаты Труханова в статье тоже есть.

То есть, **общаясь с итальянскими журналистами, Труханов решил рубануть правду-матку и блеснуть свободомыслием, думая, что никто из салорейховцев его слова не прочитает.** А когда прочитали — внезапно одумался и решил списать все на «вражескую пропаганду»: у всех прокатывало, может, и у него прокатит? 😏

Не прокатит, Гена, потому что ты чужой для этой публики и при всем своем старании своим не станешь для них никогда. Даже если будешь каждое утро на планерке петь «Батько наш Бандера». 🤢

★ [Канал #МОНТЯН!](https://t.me/+KZ9Qi833lHFhNjJi)
­"
31,1093357968,8987,"🇷🇺🇺🇦 Словно [позиций украинской артиллерии](https://t.me/rybar/29272) возле** ТРЦ Retroville **в Подольском районе было мало, всплыло [вот такое вот фото](https://t.me/privat_news/6842).

В уничтоженной пристройке Sport Life была организована стоянка военной техники. Так что вчерашним ударом по «гражданской инфраструктуре» была уничтожена ещё и военная техника ВСУ.
#Киев #Россия #Украина 
@rybar

__*Поддержать нас: 4377 7278 0407 7977__"
32,1144404150,13279,⚡️Предположительно корабельную якорную мину обнаружили на западном побережье Крыма – МЧС
33,1283359437,43812,"Владимир Путин прибыл в Минск. На фоне визита спекулянты разгоняют курс доллара, который впервые с мая превысил 68 рублей.

@voenkorKotenok"
34,1457892982,30994,"⚡️**В небе 13 российских стратегических самолетов ""Ту"", в море - два носителя ""Калибров""

**Возможно,** были пуски ракет (могла быть имитация, тренировки для проверки ПВО)**. Пока не можем подтвердить эту информацию, но тревоги не игнорируйте.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
35,1511148555,9835,"**🇷🇺Бериславское Направление

**В данный момент немцы  не думают идти в обход , столкнулись** с **ними лоб в лоб! Нам до сих пор не понятно , под какими препаратами они работают. Были взяты в плен более 24 солдат ВСУ( съёмку запретили ) , которые клянутся, что принцип работы у них как в Великую Отечественную у Штрафников. Позади идут отряды , которые в случае отступления или отхода личного состава без команды , устраивают показательный расстрел. Некоторая часть личного состава находится на передовой из за того , что их семью шантажируют , по определённым причинам. 
Ситуация с заваренными в танке водителями повторяется ,  в случае возгорание танка , экипаж не покидал танк (Очевидно почему). Наблюдали несколько ситуаций с Мавика.

Вчера произошла нереальная ситуация , такое могло произойти только в кино. Наш «Черкес» , когда выбирался из окружения врага со своими парнями, умудрился без оружия взять в плен сотрудника «СБУ» , надеюсь люди Черкеса , доставили его в Контору. 

За вчерашний день , по нашим подсчётам было уничтожено более 500 единиц живой силы немцев. Пожалейте людей , ваша пропаганда заставляет их гибнуть просто так. Рано или поздно вам придётся признать господство нашего Гос-Ва. Вы не обязаны исполнять прихоти марионетки и идти на верную смерть по открытым и минированным полям."
36,1080134301,14393,"В американской школе считается зашкваром, если ты наступишь на **лестницу с ЛГБТ-расцветкой**. 

Ну и в чем они не правы?"
37,1247556894,3629,"Друзі! Київ продовжує перебувати під прицілом ворога. Вчорашня атака, ракети в мирні будинки - тому свідчення. Рятувальники розібрали завали в багатоповерховому будинку в Шевченківському районі. Він - новий і ще малонаселений, тому там було небагато мешканців.

Слава Богу, ніхто не загинув. Але є постраждалі. 4 людей госпіталізували. Усього за понад 2 місяці варварської вторгнення росії в столиці поранені 435 мирних жителів. Трохи більше 100 загинули, серед них - 4 дитини."
38,1283359437,42434,"Власти Херсона подтверждают, что с правого берега сегодня ушел последний теплоход. В дальнейшем жители могут эвакуироваться своими силами.

@voenkorKotenok"
39,1366346975,50317,"🤡🇺🇦🤡 **Как вы считаете, эти дуже гарни украинци едут на фронт начать наконец обещанный ""контрнаступ"" или наплели кос, чтобы поселфиться?

**На фото: подзабытые звёзды украинского цирка — Зорян Шкиряк и Оксана Чорновол.

**t.me/rusvesnasu**"
40,1469021333,14878,"**📍****Друзі, починаємо наш останній в цьому році п'ятничний географічний квест о 20:00. Буде ще новорічний 30го, а традиційний чекайте вже 6 січня

****🧭****Заходимо і реєструємося - ****https://www.geoguessr.com/join/JYYS****

**👨‍👩‍👧‍👦 Цього разу одразу 11 перших місць зможуть стати учасниками нашого OSINT-діалогу, але звісно після верифікації. Переможцям писати в наш бот @newsdeepstatebot (не забудьте скрін місця)"
41,1283359437,38451,"Уничтожение HIMARS'а в районе Красноармейска. Кадры Минобороны РФ.

@voenkorKotenok"
42,1366346975,53795,"**Фото «убитой» украинки Натальи Вовк оказалось кадром двухлетней давности с места убийства молодой москвички

**«Доказательство», [предоставленное](https://t.me/readovkanews/40887) австрийским «желтым» изданием Exxpress по новости о якобы убийстве Натальи Вовк, считающейся исполнительницей теракта, унесшего жизнь российской журналистки Дарьи Дугиной, продержалось под натиском фактчекинга считанные минуты.

Точно такое же размытое фото, на котором изображена мертвая женщина на диване, быстро нашлось в журналистком материале из российских СМИ от 2020 года, о смерти в Москве молодой невесты. Авторы «сенсации» не удосужились как следует подобрать стоковую фотографию для своего материала, пренебрегая традиционным австрийским перфекционизмом."
43,1536211233,1098,"⚡️**The Russians kidnapped the girl Marianna, whose photo, after the bombing of the maternity hospital in Mariupol, spread all over the world**

The girl was forcibly ""evacuated"" to Russia, where she is now being forced to testify to Russian propagandists. At first they claimed that the girl was an actress and there was no bombing. Now they put her in front of a camera and have her say there was “Azov” base in hospital.

⚡️**Русские похитили девушку Марианну, фото которой после бомбардировок роддома в Мариуполе облетели весь мир**

Девушку принудительно ""эвакуировали"" в Россию, где теперь заставляют давать показания российским пропогандистам. Сначала они утверждали, что девушка актриса и никакой бомбардировки не было. Сейчас ее садят перед камерой и заставляют говорить, что в больнице была база «Азова»."
44,1498939244,31883,"💥После объявления воздушной тревоги, в Днепропетровске прозвучали взрывы."
45,1498939244,32588,"Путин подписал закон, согласно которому на военную службу в России в рамках мобилизации могут быть призваны граждане, имеющие неснятую или непогашенную судимость.

На военную службу в рамках мобилизации могут быть призваны граждане, имеющие неснятую или непогашенную судимость за некоторые тяжкие преступления, за исключением определенных их видов."
46,1511148555,14219,"ВСУшники угарают со своего побратыма, который от приёма метадона улетел в нирвану прямо на поле...

Для понимания того с кем мы воюем."
47,1366346975,48562,"‼️🇵🇱🇺🇦**Новые цели для российской авиации: Польша передаст Украине 8 САУ Krab — Polske Radio 24. 

**Вскоре будут соблюдены некоторые формальности и техника будет отправлена на Украину. Контракт на поставку подписан на сумму более 3 млрд злотых (более 600 млн долларов).
В настоящее время в Польше завершается переподготовка боевиков ВСУ, которые будут управлять гаубицами. 
**t.me/rusvesnasu**"
48,1109403194,35176,"#эксклюзив
Этой ночью артиллерийская бригада ""Кальмиус"" армии ДНР уничтожала украинские позиции под Авдеевкой.

@NeoficialniyBeZsonoV"
49,1498939244,32628,"Хочу проинформировать всех,  кто обеспокоен судьбой руководителя ВГА Бердянска [Алексея Васильева](https://t.me/olegtsarov/3907). Он задержан, проводится следствие. 

По моей информации он допустил ошибки, но ошибки — это не преступления. Плюс, я думаю, что государство должно быть особенно признательно людям, которые рискуют собой ради страны и на которых наши враги организовывают покушения. 

Сейчас идёт разбирательство, и никто не имеет права оказывать давление на следствие, но я надеюсь, что все скоро закончится, и уже через неделю он будет дома. Мне неизвестны подробности дела, могу только сказать, что ни одна из версий, озвученных в СМИ, не соответствует действительности. 

Больше того, некоторые лица, упоминались в связи с этим делом совсем не в том контексте, какой должен быть, и, на самом деле, способствовали объективному и максимально быстрому рассмотрению дела Алексея. 
Будем надеяться, что мой прогноз верный, и Алексей сам расскажет обо всем сам через неделю. Конечно, если захочет. 

Хочу поблагодарить всех неравнодушных людей, кто переживал за Алексея, звонил и писал мне. Был бы Алексей плохим человеком, у него бы не было столько друзей."
50,1457892982,23860,"⚡️**Сильный пожар в Бахчисарайском районе Крыма

UPD**: пожар был из-за того, что горел частный дом. Причина — проблемы с проводкой.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
51,1144404150,15293,"🇷🇺🇺🇦ВСУ совершили неудачную попытку подрыва дамбы **Углегорской ТЭС.

**Жители окрестных населенных пунктов — **Светлодарск, Луганское, Мироновский** — сообщили о мощном взрыве, ударная волна от которого выбила окна в некоторых районах.

Как видно на фото с места событий — дамба не пострадала.
#Светлодарск #Украина 
@rybar

__*Поддержать нас: __`4377 7278 0407 7977`"
52,1109403194,37533,"Есть отличные ребята, которые понимают в медицине. И помогают врачам.

Во время эпидемии покупали врачам СИЗы. Сейчас собирают очень годные аптечки для фронта.
Подписчиков у них совсем мало. И собирали они обычно средства на закупки по знакомым и друзьям.

Сейчас вот столкнулись с тем, что не вывозят. Заявок много на аптечки (да, они тоже в курсе, что армия всем обеспечена, спасибо), а средств не хватает. 

Ребят знаю лично. То, что каждая копейка в дело пойдёт, ручаюсь. 
Потому просьба, по возможности, конечно, их поддержать. Репост тоже будет важен.

Спасибо всем. 

https://t.me/vrachivyneodni_channel/702?single"
53,1109403194,32700,"Три разведчика из Севастополя [погибли при обороне Змеиного](https://sevastopol.su/news/tri-razvedchika-iz-sevastopolya-pogibli-pri-oborone-zmeinogo).

Старший матрос **Дмитрий Сергеевич Островский** был разведчиком-снайпером (водолазом) разведывательной группы (специального назначения) разведывательной роты (специального назначения) войсковой части Черноморского флота.

Матрос **Никита Сергеевич Максименко** — разведчик-снайпер (водолаз) разведывательной группы (специального назначения) разведывательной роты (специального назначения) войсковой части Черноморского флота.

Старший матрос **Дмитрий Юрьевич Деев — **радиотелеграфист боевой части связи среднего разведывательного корабля «Экватор» дивизиона (разведывательных кораблей) войсковой части Черноморского флота."
54,1080134301,15565,В Одессе🇺🇦 во время тревоги всё стабильно
55,1283359437,39252,"Итог сегодняшних обстрелов ДНР — украинской артиллерией, в том числе ""натовского"" калибра, убиты пять мирных жителей. Из них трое — в Горловке. Среди них 17-летний подросток. Еще 15 человек получили ранения. Есть тяжелые. ВСУ по-прежнему бьют именно по гражданским объектам, в приоритете — жилой сектор.

@voenkorKotenok"
56,1080134301,17746,"❗️ **Подсчитаны ИТОГОВЫЕ ДАННЫЕ на подконтрольных участках в РФ: 

**__— В ДНР за — 98,69%
— В ЛНР за — 97,93%
— В Херсонской области за — 96,75%
— В Запорожской области за — 97,81%__"
57,1080134301,16048,"Предварительно, на этих кадрах спецназ полиции Косово движется к границе с Сербией. 

Также в СМИ появилась речь Вучича, где он просит о мире: 

""Я обращаюсь и к сербам, и к албанцам: сохраните мир! Атмосфера доведена до кипения, сербы больше не потерпят жестокости, я почти встал перед ними на колени и умолял их и в конце концов получил обещание"".

Кроме того, премьер-министр Косово Альбин Курти заявил, что протестующие сербы открыли огонь на севере Косово."
58,1469021333,13678,"⚓️**Морську піхоту з тимчасово окупованого Кенігсбергу накрили.** 

🎉Двадцять 200х це успіх.

[Магазин](https://deepstateua.shop/)▫️[Твітер▫️](https://twitter.com/Deepstate_UA)[Ютуб](https://www.youtube.com/channel/UCMGRXVYg1wMA6e4zTGX-DwQ)▫️[Мапа](https://deepstatemap.live/)▫️[Написати нам▫️](http://t.me/newsDeepStatebot)[Звіти](https://sites.google.com/view/deepstate-donate/report?authuser=0)"
59,1080134301,15277,Мортал комбат алкашей в Украине на фоне флагов🇺🇦
60,1093357968,10859,"Я уже говорил, что при использовании американских гаубиц М777 личным составом ВСУ заметно снизилась скорострельность по сравнению с боевым применением киевским режимом советских арт. систем. 

Это прямо заметно. 

И вот что прислал подписчик:

«Вы писали насчёт низкой скорострельности М777, там есть несколько факторов:
1) поршневый затвор, который дольше обычного современного клинового открывается и закрывается;
2) лёгкий ствол при высокой скорострельности может быстро сгореть (в США и Индии было 3 или 4 случая разрыва ствола);
3) для достижения технической скорострельности в 8 в/мин расчёт должен быть крайне натренирован и накачан. Обычно в среднем пиковая скорострельность 4-6 в/мин в первую минуту, потом снижается до 2 и 1 в/мин». 

Вот такое оружие перелома от американцев для туземцев. Без цифрового «обвеса», без подготовленных специалистов. 

Хлопцы, зря вы выбрали темную сторону. 

@epoddubny"
61,1283359437,40845,"Ночное зарево в Одесской области после прилёта ""Герани-2"" по объекту ВСУ. По предварительным данным, поражен склад боеприпасов.

@voenkorKotenok"
62,1283359437,41797,"Офис Зеленского подтверждает разрушение ""большого объекта"" энергетической инфраструктуры в Днепропетровске. В области наблюдаются аварийные отключения. 

На этом фоне городская администрация рапортует об уничтожении четырех ракет, однако в местных соцсетях в это особо не верят.

О серьёзных разрушениях также сообщает мэрия Кривого Рога. В Житомирской области без света 11 населенных пунктов.

@voenkorKotenok"
63,1511148555,10416,"**Невзоров** выложил у себя фото, где якобы питерский ректор «Наполеон», который убил свою ученицу, **отправился воевать на Донбасс в составе ЧВК**.

**Невзоров, проснись! Ты обосрался. (Фото 3)
А мы насрали тебе на твою лживую вонючую рожу!**"
64,1109403194,36146,"Дорога на Сватово из Красного Лимана на этот момент фактически блокирована. Бои в Тернах, в тот район отрабатывает наша артиллерия. Дорога на Кременную пока остается, но на нее выходят ДРГ. Также противник пытается навязать бои в районе Торского, есть риск физического блокирования дороги.

Артиллерия 2 корпуса бьет по колоннам, которые идут из Северска в сторону Торского, а также замечена техника, которая из-под Белогоровки может выйти на Кременную, чтобы отрезать и Лиман, и Торское. 

@sashakots"
65,1366346975,49717,"Украина вернет захваченные территории раньше, чем там состоятся референдумы — замглавы Офиса Президента Украины Игорь Жовква

Запомню"
