Sr. no.,Channel ID,Post ID,Post
26,1511148555,9796,"☠️**Казарма ВСУ в Артемовске была уничтожена

**Так называемая «общага на Канале», заполненная укронацистами, была уничтожена высокоточным ракетным ударом. Минобороны РФ сообщило, что более 260 нацистов похоронены под завалами."
27,1164348791,4974,"ЗЕЛЕНСКИЙ И ЯНУКОВИЧ: ШЕРОЧКА С МАШЕРОЧКОЙ, В НЕДАЛЕКОМ БУДУЩЕМ. 

Дистанционно, конечно, хотя по сути - одна фигня.

https://t.me/WhiteHouseCards/25441"
28,1080134301,17212,"Очередное обращение к Вашему вниманию!
Военнослужащие 24 отдельной механизированной бригады рассказывают, что им приходится воевать с автоматами против самолетов, танков, артиллерии, а после того, как они отошли с позиций, им предъявляют обвинение в дезертирстве."
29,1164348791,5601,"​[УКРАИНА](https://telegra.ph/file/9ae4f0435fe49a20649ab.jpg), ДОНБАСС, СВО. 
РЕПОРТЕРСКИЙ КОРПУС. 

      Огромное количество репортеров работает с Российскими частями и военными ЛДНР (когда их прекратят называть «народной милицией» - квёлое, несоответствующее сути название). 

      Кто-то комфортно себя чувствует в пуле, кто-то одиночка. Иные, как и положено, завязаны на новости, для других главное, «чтоб стреляло в кадре». 

     Из всех пока могу выделить Диму Астрахань, который значительно вырос по-репортерски, и Сему Ерёмина - он для меня весьма профессионально раскрылся. Эти ребята (совершенно субъективно), явно выделяются на фоне остальных. 

      Хотя есть и другие парни. Девчонок уровня сирийской Насти Поповой нет, к сожалению. И, знаете, я вовсе не играюсь в мэтра такого (у самого ошибка на ошибке и пузо, как у бегемота, худеть надо, стыдно так репортерить), просто хочется подбодрить тех у кого получается **за счет работоспособности и развития нужных профессиональных навыков.** 

А так, у нас много достойных репортеров. И блогеров (это другой, не менее интересный фронт работы в поле и дома)."
30,1469021333,10153,⚡️Booking більше не працює в рф
31,1536211233,346,🇪🇺 European Parliament welcomes Zelenskyy 🇺🇦
32,1144404150,19331,"🤡🤡🤡 Германии неважно чья ракета упала в Польше, **в любом случае** **виновата Россия**, __потому что напала на Украину__, — Олаф Шольц.

Если следовать логике Шольца, если бы Германия не напала на СССР в 1941-ом, то в 2022 украинская ракета ПВО не прилетела бы в Польшу, убив двух человек. **В любом случае, виновна Германия.**

@warjournaltg"
33,1080134301,20648,"Медведев рассказал, что сам пишет посты свой телеграм-канал, так как «такую штуковину никто за него не напишет»."
34,1109403194,34073,"🤣**ЭТО ШЕДЕВР! 

""Если бы политики пользовались мессенджерами**""

**Обязательно** смотрим полное видео до конца - [смотреть здесь!

](https://t.me/+Ug26j1FK6_41NjI6)Ответ Президента - ТОП)))"
35,1511148555,14237,"ЕС в рамках новых санкций запрещает поставку в Россию даже **игрушечных дронов** — Еврокомиссия

💤🤡"
36,1109403194,34370,"Как часто граждане Украины приходят к своим ЛОМам и требуют обозначить позицию по гражданским, убитым на Донбассе? За восемь лет не видывал ни разу. Люди, потребляющие контент оставшихся ломов, привыкли радоваться чьим-то смертям, а нормальные украинцы подобное читать не готовы. 

У меня же другая проблема. «Как нам относиться к гибели украинских гражданских?», - спрашивают дончане, россияне и белорусы. Боюсь, друзья, что ничего принципиально нового по этой скользкой теме вам не скажу. 

Тут ведь как? Ни в 2014-м, ни в 2018-м, ни в 2021-м году призывы «стереть Киев с лица земли» у нас не только не поощрялись, но строго порицались. Порицаются и теперь. И это хорошо. Потому, что никакого будущего озверевший народ не имеет. 

Если вы не трясётесь, глядя на фото детских ножек, торчащих из под простынки, то вас уже нет. Знаю, что лучше бы не испытывать ничего, но все в этом мире имеет цену. Человечность - в том числе. 

Но давайте не забывать о том, с кем нам приходится иметь дело. Мы знаем, с какой легкостью они убивали собственных граждан в Одессе и Донбассе, мы видели, как то же самое прямо сейчас они проделывают в Херсонской и Запорожской областях. А ещё у нас за спиной Волноваха, Мариуполь и ещё десятки населенных пунктов Донбасса, население которых использовали как живой щит. 

Вот уже и украинские журналисты начинают спрашивать, почему военный объект прятали среди гражданских. Потому, что издали рассуждать легко, но когда твои собственные окна разлетаются на сотни осколков, появляется нестерпимое желание задавать вопросы. 

Почему раньше не спрашивали? Да потому, что всякому плевать на всякого и каждый сам за себя. Так до войны и дошло. 

А сегодня в Донецке обстреляли автостанцию и молчуны сориентировались быстро. Это, мол, вы сами обстреляли, чтоб от Винницы внимание отвлечь. Да ну? А за час до этого мы от чего отвлекали внимание? А за два? А вчера и позавчера? А все эти восемь проклятых лет? 

Может Киев хоть раз сменил тактику, чтобы гражданские больше не гибли? Может перестал науськивать молодёжь после того, как юные дураки с коктейлями Молотова напали на бронетехнику? Может запретил трепаться о «метках» и «фонариках» после того, как людей стали отстреливать прямо на улицах?

Может перестал размещать военные объекты среди гражданских? Или населенные пункты Донбасса теперь не разрушают под ноль, используя гражданские дома как огневые точки? А с обстрелами населенных пунктов ДНР и ЛНР чего? Перестали может? 

Трагедия произошла в Винницу? Безусловно. Так ведь каждый день, начиная с ноября 2013-го, трагедией был. Все это - одна большая трагедия. И виновные прекрасно известны. Мы тут, знаете ли, скорбим о каждом. 

Я только одного не понимаю. Почему нас ваши жертвы волнуют, а вас наши - нет? Хотя стоп! Почему вас самих не волнуют ваши жертвы? Почему вопросы к украинской власти робко-робко лишь теперь зазвучали? В Мариуполе не ваши были? Не ваши в Херсоне? 

А по факту выходит, что всюду наши. Даже если не знают об этом и знать не хотят. Даже если против нас воюют. Их-то где? Выходит, что в Лондоне. Или куда там «зелёные» жён и деток своих отправили? Только эти для них свои."
37,1283359437,40913,"""Спасибо, США"" — твит бывшего министра иностранных дел и экс-министра обороны Польши Радека Сикорского.

@voenkorKotenok"
38,1366346975,55332,"‼️ На ЗАЭС остались два представителя МАГАТЭ на постоянной основе, это граждане Испании и Румынии"
39,1511148555,9502,"⚡️⚡️💢🇷🇺По Лиману!!!!
Российский военачальник, политический и государственный деятель. Депутат Государственной Думы Федерального собрания Российской Федерации 
Андрей Викторович Гурулёв"
40,1457892982,30551,"**Очередной перл от фанатов мобилизации на России: если ты мертв — ты не употребляешь

**Годный лайфхак, не поспоришь🤷🏻

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
41,1093357968,8828,"#РусскийШепот Одесса

«Я одессит и присоединяюсь ко всем письмам, что опубликованы за сегодня из Одессы и других городов Украины. Одесса вся нафарширована нацистами, группировками и теробороной. После восьми лет гонений одесситов инакомыслящих, Все нормальные одесситы боятся выходить и сказать даже слово потому что даже публикации в сот сетях влекут за собой уголовную ответственность на 15 лет, как посадили недавно подругу маминой знакомой. 

У одесситов настолько промыто сознания, что все мои друзья, с которыми выросли ещё из советского Союза, большинство из них против России и славят украинский режим. Про сожженых одесситов 2 мая и травлю их семей никто и не вспоминает. 

Так вот, на фоне переговоров с Украиной и договоренностей, не бросайте нас! Многие мои друзья как и я, уехали за границу и до сих пор не могут вернуться домой вот уже восемь лет! 

На мою подругу за стихотворение об Одессе 2 мая завели уголовное дело - она тоже не может приехать в свой родной город.   

От лица всех настоящих одесситов - не бросайте нас на растерзание этим зверям!. Они на нас отыграются по полной за российскую операцию, они нас просто уничтожат, как это было в 2014 году!🙏🙏🙏🇷🇺❤️».

@sashakots"
42,1144404150,19704,"Уничтоженная гвардейцами танкистами Западной группировки техника противника на Купянском направлении. 
__Среди них, переданная в октябре Грецией, БМП-1.

__@razved_dozor"
43,1469021333,10780,"**На аеродромі Боков (Мозир, Біломосковія) розвернуто угрупування **вертольотів"
44,1080134301,19319,Сегодня произошел очередной обмен военнопленными 107 на 107.
45,1247556894,2380,"🇩🇪**Місто Лейпциг пропонує допомогу українцям, які змушені покинути домівки через війну

**✔️Допомога людям, які виїжджають, а також людям в Україні організовується та координується спільно містом Лейпциг та громадянським суспільством. Детальніше можна дізнатися тут: https://cutt.ly/xAxHlpK 

**▫️Детальна інформація від міської влади про першу кроки у Лейпцигу:** https://cutt.ly/OAxI4wj 

✔️Можна звернутися за допомогою до міської адміністрації міста Лейпцига і вас сконтактують з тими, хто готовий допомогти: https://cutt.ly/uAxHmbu 

**▫️Гуманітарна допомога для українців**: https://cutt.ly/DAxHRio 

🏠**Біржа житла у Лейпцигу для українців тут: 

**▫️https://www.linxxnet.de/ukraine/ 
▫️https://t.me/accomodation_leipzig_ukraine 

✔️Українцям пропонує допомогу Асоціація соціального захисту працівників. Є інформація українською: https://cutt.ly/aAxHF4x 

🚆Українці, що прямують через Польщу, можуть їхати потягами Deutsche Bahn до Німеччини безкоштовно.

🚌Наразі місто Лейпциг веде перемовини щодо організації перевезень автобусами з пунктів прийому у Польщі та Словаччині.

🤝Лейпциг у Німеччині – місто-побратим Києва. У 2021 році Київ та Лейпциг відсвяткували 60-ту річницю підписання Угоди про побратимство."
46,1536211233,1190,"⚡️**CONFIRMED: Ukrainian Navy destroyed the Moskva missile cruiser

⚡️ПОДТВЕРЖДЕНО: ВМС Украины уничтожили ракетный крейсер «Москва»**"
47,1093357968,11042,"ВС РФ продолжает распаковывать иностранные посылки, предназначенные для ВСУ.

С мест сообщают, что одна из партий американских гаубиц M777, оказавшаяся в арсенале подразделений, дислоцированных в Николаевской области, на позиции выйти уже не сможет. 

Ударами российской армии по расположениям противника в н.п. Жовтневое было уничтожено порядка десяти орудий. Потери в живой силе украинской стороны тоже измеряются десятками. По предварительным данным, ликвидирована не менее 80 украинских военных, более полусотни – «трёхсотые».

@epoddubny"
48,1366346975,56169,"18+🚧

Украинская армия продолжает интенсивный обстрела городов ДНР

В Петровском районе города Донецка погибло 2 человека

Пока пишу этот пост ещё прилёт по парку кованных фигур в центре Донецка"
49,1498939244,29896,Также Днепропетровск 💥
50,1469021333,14486,"**❔****Цікавий факт про нового прем'єр-міністра Великобританії

**💰**Ріші Сунак **став першим прем'єр-міністром, у якого статки на кілька сотень мільйонів доларів більші, ніж у самого монарха.

[Магазин](https://deepstateua.shop/)🛑[Блог](https://deepstateua.com/)🛑[Мапа](https://deepstatemap.live/)🛑[Написати нам](http://t.me/newsDeepStatebot)🛑[Звіти](https://help.deepstateua.com/)🛑[ЗСУHelp](https://t.me/help_deepstateua)"
51,1469021333,14827,"🕶 **Адвент. День 2 - місто Рубіжне, що на Луганщині

**🔥 Важкі бої за місто відбувалися тривалий час, адже воно стало передовим для утримання рубежів на північний захід від Сєвєродонецька. Для прикладу, північна частина майже ціла, а центр і південь є фактично знищеними. Це демонструє той факт, що ворог не шкодував снаряди для арти, а наші такої підтримки тоді не мали."
52,1144404150,12292,"⚡️**Минобороны России:** Подразделения ДНР продвинулись на **1** километр вглубь Мариуполя с северной стороны. 

Кроме этого, группировкой войск ДНР взяты под контроль населенные пункты **Марьяновка**, **Лазаревка**, **Лесное**, сообщили в МО РФ

@warjournaltg"
53,1080134301,15875,"Трюк во время шоу в Иваново едва не стал смертельным. В багги, который не смог перепрыгнуть препятствие и загорелся, находились отец и его восьмилетний сын. По замыслу трюкачей, багги должен был перепрыгнуть две машины, и успешно приземлиться. Но авто, видимо, не набрало нужную скорость и врезалось в одну из машин.."
54,1536211233,161,"**RUSSISCHE KRIEGSVERBRECHEN HEUTE IN DER UKRAINE (auf Deutsch 🇩🇪)
**
❗**35 Zivilisten wurden infolge des Beschusses durch russische Angreifer in Mariupol verletzt**

Verwundete: 35

Getötet: unbekannt

[**Quelle**](https://www.5.ua/regiony/u-mariupoli-bilsh-iak-30-poranenykh-myrnykh-meshkantsiv-miskyi-holova-boichenko-269362.html)

❗**Ein Kind starb in Ochtyrka, nachdem ein Kindergarten von russischen Truppen beschossen worden war. Das zweite Kind befindet sich in einem Krankenhaus und ist in einem kritischen Zustand.**

Verwundete: 1 Erwachsener + 1 Kind

Getötet: 1 Erwachsener + 1 Kind

[**Quelle**](https://news.liga.net/politics/news/v-ahtyrke-okkupanty-obstrelyali-iz-artillerii-detskiy-sad-tyajelo-raneny-deti-glava-oga)

❗**In Kiew hat ein Marschflugkörper ein Wohnhaus getroffen **

Verwundet: 16 

Getötet: 4 

[**Quelle**](https://dnl.com.ua/news/v-kieve-zhertvami-aviaudara-stali-chetyre-cheloveka_181563)

❗**In Mariupol beschossen russische Angreifer eine Schule und ein nahe gelegenes Wohnhaus**

Verwundete: unbekannt

Getötet: unbekannt

[**Quelle**](https://www.0629.com.ua/news/3338262/v-mariupole-rossijskij-agressor-obstrelal-skolu-48-i-ziloj-dom-radom)

❗**In Vorzel, Region Kiew, schoss die russische Armee auf einen Kindergarten mit 50 Kindern der MRLS ""Grad"". Glücklicherweise wurde niemand verletzt - die Kinder und das Personal waren zu der Zeit in anderen Räumen.**

Verwundete: 0

Getötet: 0

[**Quelle**](https://www.pravda.com.ua/rus/news/2022/02/25/7325760/)

❗**Russische Truppen schossen auf die Gebäude des Psychoneurologischen Krankenhauses von Tschernihiw**

Verwundete: unbekannt

Getötet: unbekannt

[**Quelle**](https://gazeta.ua/articles/np/_okupanti-strilyayut-po-likarnyah-ta-brigadah-ekstrenoyi-dopomogi/1072628)

❗**Die Russen beschossen das Kinderkrankenhaus in der Klochkivska-Straße in Charkiw. Unter den Opfern waren keine Kinder, aber ein Mitarbeiter des Krankenhauses wurde verletzt**

Verwundete: 1

Getötet: 0

[**Quelle**](https://podrobnosti.ua/2440747-okjukupanti-obstrljali-ditjachu-lkarnju-v-harkov.html)

❗**Russen schossen mit Handfeuerwaffen auf Autos in der Stadt Bucha bei Kiew. Es wird berichtet, dass russische Sicherheitskräfte an die Tür des Wohnkomplexes Park Town geklopft und die Eingangsschlösser herausgerissen haben**

Verletzte: unbekannt

Getötet: unbekannt

[**Quelle**](https://kyiv.depo.ua/rus/kyiv/virivali-vkhidni-zamki-u-buchi-ozbroeni-rosiyski-siloviki-zakhopili-zhk-park-town-video-202202251428848)

❗**Russen beschießen ein Haus in Melitopol. Ein Mann und ein Kind werden verwundet**

Verwundet: 1 Erwachsener + 1 Kind

Getötet: 0

[**Quelle**](https://www.ukrinform.ua/rubric-regions/3412556-u-melitopoli-snarad-vluciv-u-budinok-postrazdali-dvoe-ludej.html)

❗**Russische Soldaten haben mit gepanzerten Fahrzeugen ein ziviles Auto mit einem Rentner in Kiew überfahren. Der Mann überlebte wie durch ein Wunder**

Verwundete: 1

Getötet: 0

[**Quelle**](https://censor.net/ru/photo_news/3319088/rossiyiskie_okkupanty_pereehali_voennoyi_tehnikoyi_avtomobil_s_pensionerom_v_kieve_mujchina_chudom_vyjil)"
55,1093357968,11435,"❗️Союзные силы продолжают развивать успех и наступают в сторону Славянска сразу с нескольких направлений. Продолжается битва за оккупированную территорию Донецкой Народной Республики. Боевые действия уже идут в районе Северска, куда сбежали основные силы противника из Лисичанска. Технику хлопцы бросили при отходе, но на передовую уже перебросили резервы. Киевский режим продолжает бросать пехоту в мясорубку. Генштаб ВСУ сосредоточил большие силы артиллерии у Северска и Бахмута. Северск находится в низине, поэтому боевики режима цепляются за населенные пункты вокруг этого города. Как только наши войска прижмут силы противника к Северску, части ВСУ скорее всего будут вынуждены оставить город и отойдут в Славянск. Бои идут тяжело. Режим продолжает применять высокоточное западное ракетное и артиллерийское вооружение. 

@epoddubny"
56,1080134301,20240,Пёсика то за что суки?
57,1469021333,11036,⚡️Захисники Маріуполя продовжують гідно тримати оборону і очищають землю від рашистів
58,1498939244,29910,"Пока самый смешной момент дня это съёбывающий в Грузию потешный клоун, по совместительству автор ютуб канала ""Лев против"". 

Куда же делась его смелость и решимость?:)"
59,1093357968,13128,"«Ааа! Над нами только шо взорвалось х… знает что! Где ПВО б…?!»

Духоподъемное видео из Киева от турецких журналистов. 

Как там дела у большой марки с мостом? Очередь на селфи еще стоит?

@sashakots"
60,1469021333,12276,"💪Град орків вирішив відпочити, місце та дата невідоме"
61,1080134301,20453,"Припизднутая тиктокерша очень не хочет расставаться со своими питомцами, и для этого делает из них **чучела и мумифицированные тела в хрустальных шарах**.

Из какой дурки сбежала?"
62,1283359437,38735,"Мне и раньше доводилось общаться с пленными с той стороны, но контактировать с наёмником, приговорённым к смертной казни, это нечто уникальное. 

Эйден Эслин оказался разговорчивым. Рассказывал о том, как попал на Украину, сообщал, что его правительство отказывается контактировать с ДНР по причине ""непризнанности"", хотя сам англичанин утверждает, что ВБ вполне могла иметь контакты с группировками в Сирии, и в целом общался охотно, в отличие от ""киборгов"", с которыми мне довелось встретиться в донецкой больнице в 2015. Не обошлось и без стандартного ""я не хотел воевать"".

В общем, не похож он на человека, которого скоро могут казнить за его военные преступления. Он мог улыбаться, когда говорил по телефону с представителями английских служб, которые вежливо посылали его, ведь это ""сложная ситуация"". А что ему остаётся, если он слышал эти отказы уже не раз. 

В конце курил и вспоминал истории о том, как вновь пристрастился к вредной привычке, но уже на войне. Ведь оказывается она ""слишком страшная для него""."
