Sr. no.,Channel ID,Post ID,Post
17,1366346975,49233,"🇷🇺🇺🇦 159-й день спецоперации ВС РФ на Украине отметился сообщениями о массовом дезертирстве военнослужащих ВСУ на Харьковском и Запорожском направлениях, выходе первого судна с зерном из порта Одессы, а также поставке новой партии РСЗО HIMARS Киеву.

Что произошло на Украине и в Донбассе 1 августа — [читайте в нашем материале](https://riafan.ru/23567846-sobitiya_na_ukraine_k_21_00_1_avgusta_kiev_poluchil_novie_himars_vsu_dezertiruyut_pod_har_kovom_i_zaporozh_em).

#Донбасс #Россия #сводка #Украина

@riafan_everywhere"
18,1283359437,43037,"**__«Война будет жестокой и долгой»
__**
Максим Фомин — «Владлен Татарский» — доброволец, писатель —  с прогнозом на предстоящие боевые действия на Украинском и, возможно, не только ТВД. Так что нам надо подтянуться там, где мы отстали.

@voenkorKotenok"
19,1498939244,32018,Предложения России по укреплению доверия отшвырнули в сторону — Путин
20,1457892982,28439,"⚡️**Иран планирует напасть  на Саудовскую Аравию в ближайшие часы

**По [информации](https://www.wsj.com/articles/saudi-arabia-u-s-on-high-alert-after-warning-of-imminent-iranian-attack-11667319274) Wall Street Journal, Иран возможно в ближайшие 48 часов **начнет военную операцию против Саудовской Аравии. 

**Саудовская Аравия поделилась разведданными с США и предупредила о неминуемой атаке Ирана на цели в королевстве, что привело к усилению боевой готовности американских и других военных на Ближнем Востоке.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
21,1080134301,21125,"**Экоприлипалы добрались до автогонок:

**«Прекратите сжигать бензин, чтобы ездить по кругу»"
22,1283359437,42681,"В Стамбуле серьёзный теракт на улице Истикляль. Взорвался смертник. Именно в этом районе располагается генконсульство РФ. Данных о пострадавших российских дипломатах пока не поступало. 

Всего, по состоянию на 17:30 мск, погибли пять человек. Раненых — очень много, так что, с большой вероятностью, эта цифра увеличится.

@voenkorKoteok"
23,1457892982,27846,"**❗️Выборы нового премьер-министра Великобритании пройдут на следующей неделе, сообщила Трасс. Она останется премьером пока не будет выбран преемник

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
24,1366346975,51979,"Будни войны. Изюмский фронт, леса на севере ДНР."
25,1283359437,37193,"Харьковский торговый центр ""Восторг"", откалиброванный минувшей ночью, а до этого использовавшийся для размещения укровояк.

@voenkorKotenok"
26,1093357968,11720,"Мы редко сейчас пишем о нашей гуманитарной работе. Её меньше не стало. 
Просто она носит все более плановый характер: если весной любая доставка гумпомощи в детские больницы, роддома, интернаты была сопряжена с риском для жизни и сомнениями в сохранности дорогого груза, то сейчас логистика, алгоритмы, контроль отлажены. 
И не только у нас, десятки фондов и сотни волонтерских групп регулярно доставляют гумпомощь в ЛДНР, Мариуполь, Харьковскую область... 

Не всё и не всегда нам удается. Мы не смогли доставить гуманитарную помощь, закупленную по заявке роддома в Донецке - его обстреляли в июне, в крышу попал снаряд, здание загорелось, рожениц экстренно эвакуировали в другие медучреждения, а наш груз доставлять уже было некуда. Все поставщики пошли нам навстречу тогда и вернули деньги за оборудование и медикаменты обратно в фонд. 

На прошлой неделе мы отправили больше 20 тонн гуманитарной помощи.
Очередной груз с медикаментами и оборудованием направлен в больницы Херсона для детских отделений больниц.

Новая партия медицинского оборудования отправлена в РДКБ Луганска и в детское отделение Республиканской травматологии Донецка, благодаря помощи Евгения Поддубного, который пятый месяц собирает средства и передает их фонду ""Доктор Лиза"" для помощи детским больницам ЛДНР. 

Четыре палеты со средствами по уходу за больными, медикаментами, постельным бельём, средствами гигиены отправлены в Алчевск, где работает один из крупнейших приютов для обездоленных, неизлечимо больных, одиноких стариков и инвалидов. 

Грузы доставлены в Ростовский госпиталь и на станцию переливания крови, врачи которых спасают жизни раненым, доставлен груз для Севастопольского госпиталя - медикаменты, расходники, кислородные баллоны - больше 10 миллионов рублей направлено на эту работу. 

Вся наша работа ведется исключительно на частные пожертвования, без использования средств федерального бюджета или грантов. 

По-настоящему народная помощь. 
Спасибо всем, кто помогает нам помогать."
27,1498939244,35778,"Красиво, но не хватает ноток польских хозяев.🧐"
28,1093357968,11557,"Не знаю, в чем заключается тактический смысл, но ВСУ провело дистанционное минирование нескольких жилых кварталов Изюма. «Лепестки» лежат во дворах и на улицах. Группы разминирования ВС РФ сегодня несколько раз выезжали на заявки граждан, находивших подобные подарунки."
29,1144404150,14542,"🇷🇺🇺🇦 Огневое поражение военной инфраструктуры Украины.

Кадры объективного контроля.

@warjournaltg"
30,1144404150,12692,"🇷🇺🇺🇦 В Херсоне подразделения Росгвардии применили гранаты со слезоточивым газом для разгона митинга. Судя по фото, количество пришедших на акцию было даже меньшим, чем [днем ранее](https://t.me/rybar/29343).
#Россия #Украина #Херсон
@rybar

__*Поддержать нас: 4377 7278 0407 7977__"
31,1457892982,25989,"⚡️**Дроны-камикадзе ночью снова атаковали Одесскую область.**

Два беспилотника попали по военному объекту, там идёт детонация боеприпасов и пожар. Местное население эвакуируют.

Пострадавших нет, сообщает оперативное командование Юг.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
32,1366346975,53410,"**Химзавод «Стирол» в Горловке снова под обстрелами ВСУ — в здании начался пожар

**ВСУ [снова](https://t.me/readovkanews/40112) обстреляли химический завод «Стирол» в Горловке, в здании начался пожар. Местные власти заявляют, что горит трансформаторная подстанция 110 кВт — на территории ГП «Трансаммиак» сильно повреждена кровля здания. 

Сейчас на месте работают экипажи МЧС, информации о пострадавших пока нет."
33,1366346975,54810,"ВГА Херсонской области сообщают, что в результате сегодняшних обстрелов со стороны ВСУ есть попадание по многоквартирному жилому дому. Среди жильцов есть убитые и раненые."
34,1469021333,11854,**🇺🇦Цікава варіація від іконописця Віктора Скиданюка**
35,1469021333,12143,"**🇵🇱В багатьох містах Польщі можна побачити такі сцени - багато поляків записуються до лав територіальної оборони. Війна поки що не біля їх домівок, проте поляки не хочуть чекати до останнього**"
36,1469021333,14044,"**➕Центральна площа Шевченкового

**Північний фас виступу щонайменше досяг Шевченкового. Повідомляється про певні успіхи і на південному фасі, проте поки без підтверджень. Загалом, очікуємо.

В коментарях можна розводити дискусії на тему використання слів ""відтинок"" та ""фас""👇🏻"
37,1144404150,11721,"🇷🇺🇺🇦 Уничтоженный Хамви ВСУ в н.п Токмак Запорожской области.

@warjournaltg"
38,1457892982,24882,"**До мурашек.

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
39,1283359437,41117,"Михаил Матюшенко — полковник Воздушных сил Украины и командир 40-й бригады тактической авиации. Ликвидирован русскими лётчиками в ходе воздушного боя.

@voenkorKotenok"
40,1283359437,39990,"**Путин об ограничениях на поставку российских энергоресурсов:

**— Запад принял абсолютное тупое решение;
— Если нам это будет невыгодно, то ничего и никому поставлять мы не будем: ни газ, ни нефть, ни уголь;
— В сфере энергетики не позволим никому навязывать нам свои интересы — **руки у них коротки**.

@voenkorKotenok"
41,1472280635,16618,"❗️**Российский разведывательно-ударный беспилотник ""Форпост-РУ"" уничтожил грузовик** **ВСУ** **на Донбассе 

**Транспорт был нагружен боеприпасами. От этого такой фейерверк.

Поражение машины велось с использованием управляемых бомб.

✅[Спецоперация на Украине](https://t.me/specops2022). ✅[Подписаться](https://t.me/specops2022)✅"
42,1093357968,10394,"Привет от монумента «Атака» на горе Кременец в Изюме.

@sashakots"
43,1080134301,14873,🎥🇷🇺🇺🇦Кадр уничтожения позиций укровояк от первого лица
44,1093357968,11556,"Новая точка на гуманитарном маршруте РГМ -  Новодружеск. 

Команду Русской Гуманитарной Миссии тепло встретили в этом небольшом городе в ЛНР. 

Мы продолжаем сбор средств, которые идут на приобретение жизненно важного груза для жителей ДНР, ЛНР и освобожденных районов Украины - это продукты питания, вода, медикаменты, одежда и многое другое, в чем так остро нуждаются сейчас люди в прифронтовой зоне. 

Спасибо вам, уважаемые соратники, за поддержку нашей работы. 

Работаем дальше. 

2202 2032 5864 7967 карта МИР

bc1qava2vg3wgx8fvrxqeull77xy359yqrexwsuu80 BTC 

0x47D9b99b239aEE283ba10d8D4D6c2269b22b5208 ETH

rfmFjVDUa7z1a2XC74yQpirdzk76AtCqiZ XRP

LPxD7gErrWSqqwYvmvuzRorLBZ9oMQ1Ngh LTC

@epoddubny"
45,1511148555,11000,"**⚡️Жильцы дома в Ейске, куда упал самолет, отправлены в пункты временного размещения, сообщили власти**"
46,1164348791,6673,"СВО И РОССИЙСКИЕ АРТИСТЫ. СЕРГЕЙ ГАЛАНИН, ОЧЕНЬ ПРИЯТНЫЙ И ВОСПИТАННЫЙ ЧЕЛОВЕК. 

Рокер должен быть жестким, резким, громким. Как стих Маяковского. Я так думал. Раньше. Серега не такой. Но в его мягкой интеллигентности такая сила сквозит. 

Я очень рад, что мы на одной стороне баррикад. Кстати, знаю, что Сергей Галанин с Донбассом связан давно, и творчески, и на флюидах. Он давно поет песни, которые нам очень и очень близки. 
И это здорово."
47,1080134301,18593,"**Казахский националист оскорбил своих соплеменников, которые отправились в зону проведения СВО.

**__«В тех регионах живут казахи и они, придя в военкоматы, добровольно грузятся в эти автобусы. Типа мои соплеменники. Хотя они мне не соплеменники, нах*й. Это рашистские казахи, провонявшиеся салом и водкой. Я не считаю российских казахов братьями. Они тупые. Я всю жизнь говорил, что российские казахи - это скот. Который жрёт свинину и водку».__"
48,1511148555,8174,"**💤Герои Z**

💬 Мама, если я не поеду туда, то кто будет защищать Родину?"
49,1144404150,13542,"📍Подписчики нашли на помойке. Говорят, все те, кто имел хоть какое-то отношение к СБУ бегут из Харьковской области со всех ног"
50,1536211233,1244,"**🔴DAILY REPORT WITH KEY NEWS🔴

Avaliable on Medium:

🇬🇧**[**English**](https://medium.com/p/41c8af076dc9)**
🇺🇦**[**Ukrainian**](https://medium.com/p/287131e677f8)** 
**🇩🇪[**German**](https://medium.com/p/2f3457c8c3f2) **
🇨🇵**[**French**](https://medium.com/p/ce5509931532)** 
🇪🇸**[**Spanish**](https://medium.com/p/b3f58407a5a1)** 
🇮🇹**[**Italian**](https://medium.com/p/896527231606)** 
🇨🇿**[**Czech**](https://medium.com/p/c3b0267822a5)** 
🇷🇸**[**Serbian**](https://medium.com/p/3b178d7f9c2d)** 
🇬🇷**[**Greek**](https://medium.com/p/456f3a7e27b3)** 
🏳**[**Russian**](https://medium.com/p/6557f8f3f6c0) 

Please share our recap with all of your friends and colleagues"
51,1109403194,33534,"⚡️Эксклюзив на канале

Российская реактивная артиллерия денацифицировала САУ «Пион» ВСУ под Артемовском, который, по недоразумению, пока называют Бахмутом. Но это не надолго. 

@sashakots"
52,1511148555,11507,"‼️‼️‼️Кратко по обстановке в районе Кременной. Противник был полностью остановлен к вчерашней ночи, сегодня наши подразделения перешли в контратаку. Очень хорошо работает артиллерия, хохол несёт большие потери. Ситуация в любом случае остаётся напряжённой и хохол вполне может перебросить дополнительные резервы."
53,1457892982,29832,"**Самая сложная ситуация с электрикой сейчас в Винницкой, Одесской, Львовской, Черкасской, Хмельницкой, Киевской областях** **и Киеве**, — Зеленский в вечернем обращении

Президент также отметил, что 6 миллионов украинцев во всех регионах сейчас отключены от электроэнергии.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
54,1129015804,13392,"В Сирии при проведении [КТО](https://t.me/directorate4/13374) в лагере ""Аль-Хул"" бойцы ""Сирийских демократических сил"" (СДС) задержали двадцать семь человек. Их подозревают в совершении преступлений от имени Исламского государства. Также силовики снесли более тридцати палаток, которые заключенные использовали для шариатских судов и обучения детей идеологии МТО. При обыске в одной из них бойцы СДС обнаружили униформу ВС Турции. Как джихадисты планировали ее использовать - остается только догадываться."
55,1457892982,29113,"**❗️Тревога во всех областях, кроме Крыма. Сегодня рашисты попытаются повторить 10 октября

**Ракеты уже зашли в наше воздушное пространство. Не игнорируйте тревогу.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
56,1080134301,14471,В америке случился неравный бой между темнокожими карликом и женщиной
57,1469021333,11795,"👆🏻**Волонтер Роман Донік оприлюднив фото збитого Ка-52. Це робота 93-ї ОМБр «Холодний Яр». 

**Орки намагалися пробитись до гелікоптера, щоб врятувати екіпаж, але атаки були відбиті. Пілоти згоріли на місці."
58,1109403194,35072,"Мой друг Александр Гельевич Дугин благодарит всех, кто высказал соболезнования по поводу гибели его дочери Даши. Он просил меня опубликовать этот текст:

«Как вы все знаете, в результате теракта, осуществленного нацистским украинским режимом, 20 августа при возвращении с подмосковного фестиваля «Традиция» на моих глазах была зверски убита взрывом моя дочь Дарья Дугина. Она была прекрасной православной девушкой, патриоткой, военкором, экспертом центральных каналов, философом. Ее выступления и репортажи всегда были глубоки, обоснованы и сдержаны. Она никогда не призывала к насилию и войне.

Она была восходящей звездой в начале своего пути. Враги России ее подло, исподтишка убили… Но нас, наш народ не сломить даже такими невыносимыми ударами. Они хотели подавить нашу волю кровавым террором против самых лучших и самых уязвимых из нас. Но они своего не добьются.

Наши сердца жаждут не просто мести или возмездия. Это слишком мелко, не по-русски.  Нам нужна только наша Победа. На ее алтарь положила свою девичью жизнь моя дочь. Так победите, пожалуйста!

Мы хотели воспитать ее умницей и героем. Пусть и сейчас она вдохновляет сынов нашей Отчизны на подвиг. Прощание с Дарьей Дугиной (Платоновой) - гражданская панихида - состоится 23 августа в Телецентре «Останкино» в 10 часов утра»."
59,1498939244,32030,Россия не считала и не считает себя врагом Запада — Путин
60,1469021333,12762,"[🗓](https://i.imgur.com/BoZliW8.jpeg)** Коротенький нічний дайджест з політичного фронту:

📍🧟‍♂️Бульбофюрер доручив створити ""народноє ополчєніє""

**— 💭«__На вчорашній нараді в рамках коригування, уточнення питань розвитку збройних сил головнокомандувачем поставлено завдання, у тому числі, створити у нас в країні і «народне ополчення__»… __Найголовніше – що у нас є для цього і люди , і озброєння__», - сказав МО Біломосковії Хрєнін.

— 😂Метою створення цього ""пополчєнія"" є необхідність показати, «__що відповідь буде адекватною, якщо хтось прийде на нашу землю__».

📍🇨🇳**Китай закрив небо для літаків, приватизованих Московією

**— 👍Літаки компаній Airbus та Boeing тепер не зможуть виконувати перевозки. Причиною цьому стали західні санкції, яких так боїться Китай. 

— 😆Кремль ж думав, що приватизувати чужі літаки = уникнути санкцій, однак все це було передбачено західними партнерами. 

📍🇺🇸**Сенат США пропонує визнати знаряддям війни створення РФ загрози голоду

**— 💭«__Навмисне морити мирних жителів голодом як знаряддя ведення війни є військовим злочином. Крапка__"", - заявив Роберт Менендес, один з ініціаторів документу та сенатор від Демократичної партії.

📍🇵🇱**""__Ми робимо висновки з того, як проходить війна в Україні__"" - МО Польщі 

**— 💭«__Ми робимо висновки з того, що відбувається за східним кордоном нашої країни. Робимо висновки з війни в Україні. Як напали на Україну, як в Україні діє агресор. Звідси сьогоднішні навчання, які показують ліквідацію диверсійної групи, навчання і високу майстерність польських збройних сил та солдатів Північноатлантичного альянсу__» - повідомив Маріуш Блащак під час навчань. 

— 🤔Окрім того, міністр зазначив: «__Кордон все ще перебуває під атакою режиму Лукашенка, який використовує запрошених ним мігрантів із Близького Сходу, а тепер кидає їх на кордон, хоче перетнути польсько-білоруський кордон, а отже, і кордон ЄС..__.»"
61,1511148555,12372,"‼️**Польские власти сообщили, что ожидают переговоров с США** 😑

💤Какие же вы все импотенты... Просто разъебать всю Европу за её ничтожность. Мне было бы реально стыдно быть гражданином стран, которые спрашивают, что им делать и что говорить у своих хозяев из-за океана.

Фу блять... Мерзкие..."
62,1080134301,16543,"В Питере все стабильно: **голый педофил средь бела дня гоняется по улице за детьми**.

А как вы проводите своё лето?"
63,1093357968,13560,"Саша — абсолютный профессионал, он так и пишет, что берет информацию из первых уст, от воюющих ребят и из того, что сам видит. Что навредит, а что нет «общему делу Победы» он в силу опыта понимает получше, чем в некоторых министерствах.

Что это, вообще, за [вопрос](https://t.me/Sladkov_plus/6645) такой: что делать с журналистом, расстрелять или не расстрелять? Ну, давайте дойдём до «журналяку на гиляку», или что?! Кто, вообще, депутату [Федорову](https://t.me/fedorovgd/28163) такое насоветовал? 

Женя Поддубный [пишет](https://t.me/epoddubny/13557), что геомагнитные бури могли или душно Федорову стало в кабинете. Так пусть выйдет на свежий воздух, а лучше сразу — на ЛБС, подышит!"
64,1498939244,35832,Тревога уже по всей Украине
65,1080134301,15529,Самая эффективная реклама в Одессе🇺🇦
66,1080134301,17386,"Тиктокерша с Молдовы просит россиян сбросить бомбу на украинцев, потому что ее выгнали из Днепра и Одессы."
67,1283359437,41093,"На Авдеевском направлении под Донецком - кратковременное затишье: вялый пинг-понг артой, попытки работать разведгруппами.

Противник, проявляющий активность на севере ДНР и стыке границ ЛДНР, здесь по-прежнему отсиживается в обороне, дежурно выпуская за сутки десяток снарядов. По Донецку укры бьют через головы засевших в Авдеевском укрепрайоне ""побратымив"".

@voenkorKotenok"
68,1498939244,32318,😎😎😎
69,1080134301,15231,"**Вези меня мразь: Piter Edition. 

**Неадекватная самка человека решила показать своё превосходство над таксистом, прямо на глазах у своего куколдыча. 

А в конце поездки она «отблагодарила» терпеливого водителя **зарядив двумя копытами прямо в голову**."
70,1164348791,5815,"Я УВЕРЕН, ЧТО РОССИИ НУЖНО ИСТРАТИТЬ ПАРУ ДЕСЯТКОВ РАКЕТ (НЕ РЕАКТИВНЫХ СНАРЯДОВ, ИМЕННО РАКЕТ), ЧТОБ УНЯТЬ ДЕТОУБИЙЦ ПОД ДОНЕЦКОМ. 

Третий день по городу бьют украинские живодеры. Не надо перебрасывать сюда силы с Севера Донбасса. Поставьте задачу авиационному отряду Ту-95, пусть отработают по этим сволочам, чтоб кишки их до Львова разметало. Прекратите их жалеть. Проведите бомбометание. 

 https://t.me/donbass_segodnya/26390"
71,1080134301,16889,"А вот вам и непьющие ""Воины света"""
72,1498939244,35241,"США, судя по документам на поставки вооружений, планируют «подогревать» боевые действия на Украине как минимум до конца 2025 года — МИД РФ"
73,1080134301,18053,"__- Крым чей?
- Казахстана
- Астрахань чья?
- Украины

__В Казахстане продолжают притеснять приезжих"
74,1093357968,11999,"15 мирных жителей получили ранения в Центрально-городском районе Горловки. 
По жилым кварталам боевики киевского режима били на протяжении получаса. 

@epoddubny"
75,1469021333,14399,"🤦🏻‍♂️ **По Невському ситуація наступна: поки, що село переходить в сіру зону і з великою долею вірогідності перейде в червону

**Ні, його не відбив ворог. Але його й не визволяли, хоча мали в ті дні, коли кацапи тікали з Лиману. До казкових сіл Сергіївка та Гайдаївка додається і Невське. Знову ж таки, питання того, що іноді мелють голови ВЦА заради популярності на ефірах. 

З Луганщиною в нас наче пороблено...

deepstatemap.live/#13.5/49.1537/37.9712"
76,1109403194,33291,"Бойцы группировки Отважных испытывают свежие поставки вооружений от США. Видео последует.

@sashakots"
