Index,channel_id,post_id,date,Post,Trans,Label,Type
10.0,1375124677.0,46340.0,2024-10-03 22:09:28+00:00,"🛰🛰🛰🛰 **Oriente Medio: Al borde del precipicio**

La situación empieza a tornarse al rojo vivo con los últimos ataques israelíes contra el Líbano, así como el asesinato del líder de Hizbulá, Hasán Nasralá, que han caldeado los ánimos de otros actores en la región, amenazando con convertirla en un verdadero polvorín.

La reacción de Irán contra Israel ya se hizo presente con un ataque masivo con misiles como no se había visto nunca en la historia de la nación israelita.

Esto hace temer aún más que las cosas puedan salirse de control. Asimismo, ha demostrado la incapacidad de EEUU para controlar y desescalar el conflicto.

Nuestra presentadora, Tania Spútnikova, les trae más detalles al respecto.

Compartan con Tania sus opiniones en los comentarios.👇

#CiberSputnik

[ [Sputnik Mundo](http://t.me/SputnikMundo)]

📡  🇻🇪 𝗥𝗘𝗗𝗘𝗦 𝗦𝗢𝗖𝗜𝗔𝗟𝗘𝗦

Telegram
https://t.me/PatriaDigital

Instagram
https://bit.ly/4aeiHsj

Canal en WhatsApp
https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K","🛰🛰🛰🛰 **Middle East: On the Brink** The situation is rapidly escalating with the latest Israeli attacks on Lebanon, as well as the assassination of Hezbollah leader Hassan Nasrallah, which have inflamed tensions among other actors in the region, threatening to turn it into a powder keg. Iran's reaction against Israel has already been felt with a massive missile attack unlike anything ever seen in the history of the Israeli nation. This raises even more fears that things could spiral out of control. It has also demonstrated the US's inability to control and de-escalate the conflict. Our anchor, Tania Sputnikova, brings you more details. Share your opinions with Tania in the comments.👇 #CyberSputnik [ [Sputnik World](http://t.me/SputnikMundo)] 📡 🇻🇪 SOCIAL MEDIA Telegram https://t.me/PatriaDigital Instagram https://bit.ly/4aeiHsj WhatsApp Channel https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K",No,
11.0,1409438904.0,40589.0,2025-06-30 13:45:14+00:00,"🚔🙍🏻‍♀️ **Fiscalía anuncia detención de presunta cómplice del asesinato de tiktoker Gabriel Sarmiento**

https://alertas24.com/fiscalia-anuncia-detencion-de-presunta-complice-del-asesinato-de-tiktoker-gabriel-sarmiento/

📡📲 Únete a nuestro canal de noticias en Telegram y entérate 24/7 y al instante de las noticias más importantes de Venezuela y el mundo:

https://t.me/Alertas24

📲  **Suscríbete a Alertas 24 en YouTube para recibir más contenido relevante al instante:**

https://youtube.com/@Alertas24

Alertas 2️⃣4️⃣",🚔🙍🏻‍♀️ **Prosecutor's Office announces the arrest of an alleged accomplice in the murder of TikToker Gabriel Sarmiento** https://alertas24.com/fiscalia-anuncia-detencion-de-presunta-complice-del-asesinato-de-tiktoker-gabriel-sarmiento/ 📡📲 Join our news channel on Telegram and stay informed 24/7 and instantly about the most important news from Venezuela and the world: https://t.me/Alertas24 📲 **Subscribe to Alertas 24 on YouTube to receive more relevant content instantly:** https://youtube.com/@Alertas24 Alertas 2️⃣4️⃣,No,
12.0,1409438904.0,22145.0,2023-12-18 19:05:33+00:00,"🇵🇾🚔 **Retoma de mayor cárcel de Paraguay deja 10 muertos**

https://alertas24.com/internacionales/retoma-de-mayor-carcel-de-paraguay-deja-10-muertos/

📡📲 Únete a nuestro canal de noticias en Telegram y entérate 24/7 y al instante de las noticias más importantes de Venezuela y el mundo:

https://t.me/Alertas24

📲  **Sigue a Alertas24 en Instagram para recibir más contenido relevante al instante:**

https://instagram.com/Alertas24

Alertas 2️⃣4️⃣",🇵🇾🚔 **Recapture of Paraguay's largest prison leaves 10 dead** https://alertas24.com/internacionales/retoma-de-mayor-carcel-de-paraguay-deja-10-muertos/ 📡📲 Join our news channel on Telegram and get 24/7 instant updates on the most important news from Venezuela and the world: https://t.me/Alertas24 📲 **Follow Alertas24 on Instagram for more relevant content instantly:** https://instagram.com/Alertas24 Alertas 2️⃣4️⃣,No,
13.0,1409438904.0,38991.0,2025-05-06 02:09:03+00:00,"🚔🥊 **Detenido hombre en Táchira por asesinar a su esposa a golpes**

https://alertas24.com/detenido-hombre-en-tachira-por-asesinar-a-su-esposa-a-golpes/

📡📲 Únete a nuestro canal de noticias en Telegram y entérate 24/7 y al instante de las noticias más importantes de Venezuela y el mundo:

https://t.me/Alertas24

📲  **Suscríbete a Alertas 24 en YouTube para recibir más contenido relevante al instante:**

https://youtube.com/@Alertas24

Alertas 2️⃣4️⃣",🚔🥊 **Man arrested in Táchira for beating his wife to death** https://alertas24.com/detenido-hombre-en-tachira-por-asesinar-a-su-esposa-a-golpes/ 📡📲 Join our Telegram news channel and get 24/7 instant updates on the most important news from Venezuela and the world: https://t.me/Alertas24 📲 **Subscribe to Alertas 24 on YouTube for more relevant content instantly:** https://youtube.com/@Alertas24 Alertas 2️⃣4️⃣,No,
14.0,1375124677.0,52191.0,2025-03-13 23:13:46+00:00,"🚨🇻🇪⛓️🚔 **Detenido Tiktoker "" El Sabrosito de los Comercios en la Guaira por difundir contenidos en redes sociales que lesionan el pudor y las buenas costumbres**

🌍📡  🇻🇪 𝐂𝐚𝐧𝐚𝐥 𝐏𝐚𝐭𝐫𝐢𝐚 𝐃𝐢𝐠𝐢𝐭𝐚𝐥

Telegram
https://t.me/PatriaDigital

Instagram
https://bit.ly/43sxGxA

Canal en WhatsApp
https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K","🚨🇻🇪⛓️🚔 **TikToker ""El Sabrosito de los Comercios"" arrested in La Guaira for sharing content on social media that offends decency and good morals** 🌍📡 🇻🇪 𝐂𝐚𝐧𝐚𝐥 𝐏𝐚𝐭𝐫𝐢𝐚 𝐃𝐢𝐠𝐢𝐭𝐚𝐥 Telegram https://t.me/PatriaDigital Instagram https://bit.ly/43sxGxA WhatsApp Channel https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K",No,
15.0,1409438904.0,29919.0,2024-08-17 23:17:54+00:00,"🚔🇻🇪🗳️ **PNB incautó el camión de María Corina Machado tras manifestación de este sábado**

 https://alertas24.com/pnb-incauto-el-camion-de-maria-corina-machado-tras-manifestacion-de-este-sabado/

📡📲 Únete a nuestro canal de noticias en Telegram y entérate 24/7 y al instante de las noticias más importantes de Venezuela y el mundo:

https://t.me/Alertas24

📲  **Sigue a Alertas24 en Instagram para recibir más contenido relevante al instante:**

https://instagram.com/Alertas24

Alertas 2️⃣4️⃣",🚔🇻🇪🗳️ **PNB seized María Corina Machado's truck after Saturday's protest** https://alertas24.com/pnb-incauto-el-camion-de-maria-corina-machado-tras-manifestacion-de-este-sabado/ 📡📲 Join our Telegram news channel and get 24/7 instant updates on the most important news from Venezuela and the world: https://t.me/Alertas24 📲 **Follow Alertas24 on Instagram for more relevant content instantly:** https://instagram.com/Alertas24 Alertas 2️⃣4️⃣,No,
16.0,1246484941.0,12248.0,2021-01-26 21:20:45+00:00,"#EnFotos || El **canciller de la República Bolivariana de Venezuela, Jorge Arreaza,** hizo entrega de una **Nota de Protesta** **al** **Encargado de Negocios de Guyana acreditado en Venezuela, Robert McKenzie**, por “las difamaciones y acusaciones” tras la interceptación de dos barcos guyaneses, denominados “Nady Nayera” y “Sea Wolf”.

En ese sentido, el titular de la cartera de Relaciones Exteriores, recalcó la legítima actividad de custodia por parte de la **Armada Nacional Bolivariana**, contra las embarcaciones pesqueras guyanesas que transitaban ilegalmente en aguas jurisdiccionales.

Al mismo tiempo que reiteró el interés de #Venezuela por mantener relaciones de respeto, comunicación y cooperación con #Guyana.","#InPhotos || The **Foreign Minister of the Bolivarian Republic of Venezuela, Jorge Arreaza,** delivered a **Note of Protest** to **the** **Chargé d'Affaires of Guyana accredited to Venezuela, Robert McKenzie**, for “the defamation and accusations” following the interception of two Guyanese vessels, the “Nady Nayera” and the “Sea Wolf.” In this regard, the Foreign Minister emphasized the legitimate enforcement actions of the **Bolivarian National Navy** against the Guyanese fishing vessels that were illegally transiting in Venezuelan territorial waters. He also reiterated Venezuela's interest in maintaining respectful, communicative, and cooperative relations with Guyana.",No,
17.0,1246484941.0,3240.0,2020-03-25 18:28:40+00:00,"#AsíLoDijo || Vicepdte. de Comunicación, Cultura y Turismo, Jorge Rodríguez, durante declaraciones desde la Sala de Prensa “Simón Bolívar”: Habían 26 fusiles de asalto AR-15, 36 culatines para fusil, 28 visores nocturnos de dos ojos, 9 visores nocturnos de un ojo, ocho silenciadores de fusiles. Se disponían a introducir grupos de asalto para asesinar al Pdte. de la República, Nicolás Maduro.","#HeSaidIt || Vice President of Communication, Culture and Tourism, Jorge Rodríguez, during statements from the “Simón Bolívar” Press Room: There were 26 AR-15 assault rifles, 36 rifle stocks, 28 dual-lens night vision goggles, 9 single-lens night vision goggles, and eight rifle silencers. They were preparing to bring in assault groups to assassinate the President of the Republic, Nicolás Maduro.",No,
18.0,1375124677.0,44445.0,2024-08-24 22:16:26+00:00,"🗣**""La oscuridad desciende rápidamente sobre el mundo antes libre"": Tucker Carlson sobre el arresto de Dúrov

**☝️ En una publicación este sábado en su cuenta de X, Carlson afirmó que Dúrov abandonó Rusia cuando el Gobierno intentó controlar Telegram, pero al final, no fue el Gobierno ruso quien lo detuvo **""por permitir que el público ejerciera la libertad de expresión""**, indicó. **""Fue un país occidental, aliado de la administración [del presidente estadounidense] Joe Biden, y entusiasta miembro de la OTAN, el que lo encerró""**, añadió.

🟩🟩🟩🟩  [**AQUÍ**](https://esrt.site/actualidad/520574-tucker-carlson-detencion-pavel-durov)


📡  🇻🇪 𝗥𝗘𝗗𝗘𝗦 𝗦𝗢𝗖𝗜𝗔𝗟𝗘𝗦

Telegram
https://t.me/PatriaDigital

Instagram
https://bit.ly/4aeiHsj

Canal en WhatsApp
https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K","🗣**""Darkness descends swiftly upon the once free world"": Tucker Carlson on Durov's arrest **☝️ In a post this Saturday on his X account, Carlson stated that Durov fled Russia when the government tried to control Telegram, but in the end, it wasn't the Russian government that arrested him **""for allowing the public to exercise freedom of expression""**, he indicated. **""It was a Western country, an ally of [US President] Joe Biden's administration, and an enthusiastic member of NATO, that locked him up""**, he added. 🟩🟩🟩🟩 [**HERE**](https://esrt.site/actualidad/520574-tucker-carlson-detencion-pavel-durov) 📡 🇻🇪 SOCIAL MEDIA Telegram https://t.me/PatriaDigital Instagram https://bit.ly/4aeiHsj WhatsApp Channel https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K",No,
19.0,1409438904.0,17919.0,2023-07-12 19:03:31+00:00,"🇻🇪🚔🙍🏻‍♂️ **Preso por acoso sexual y hostigamiento a una joven:**

https://alertas24.com/sucesos/preso-por-acoso-sexual-y-hostigamiento-a-una-joven/

📡📲 Únete a nuestro canal de noticias en Telegram y entérate 24/7 y al instante de las noticias más importantes de Venezuela y el mundo:

 https://t.me/Alertas24

📲  **Sigue a Alertas24 en Instagram para recibir más contenido relevante al instante:**

https://instagram.com/Alertas24

Alertas 2️⃣4️⃣",🇻🇪🚔🙍🏻‍♂️ **Man arrested for sexual harassment and stalking of a young woman:** https://alertas24.com/sucesos/preso-por-acoso-sexual-y-hostigamiento-a-una-joven/ 📡📲 Join our news channel on Telegram and stay informed 24/7 and instantly about the most important news from Venezuela and the world: https://t.me/Alertas24 📲 **Follow Alertas24 on Instagram to receive more relevant content instantly:** https://instagram.com/Alertas24 Alertas 2️⃣4️⃣,No,
20.0,1409438904.0,43161.0,2025-10-08 01:57:11+00:00,"🇺🇸🚔 **Preso un sospechoso por el brutal asesinato de una venezolana en Florida**

https://alertas24.com/preso-un-sospechoso-por-el-brutal-asesinato-de-una-venezolana-en-florida/

📡📲 Únete a nuestro canal de noticias en Telegram y entérate 24/7 y al instante de las noticias más importantes de Venezuela y el mundo:

https://t.me/Alertas24

📲  **Suscríbete a Alertas 24 en YouTube para recibir más contenido relevante al instante:
**
https://youtube.com/@Alertas24

Alertas 2️⃣4️⃣",🇺🇸🚔 **Suspect arrested in the brutal murder of a Venezuelan woman in Florida** https://alertas24.com/preso-un-sospechoso-por-el-brutal-asesinato-de-una-venezolana-en-florida/ 📡📲 Join our Telegram news channel and get 24/7 instant updates on the most important news from Venezuela and the world: https://t.me/Alertas24 📲 **Subscribe to Alertas 24 on YouTube to receive more relevant content instantly:** https://youtube.com/@Alertas24 Alertas 2️⃣4️⃣,No,
21.0,1409438904.0,42267.0,2025-09-01 13:52:45+00:00,"🌍🚑 **Terremoto en Afganistán deja más de 800 muertos y 2.500 heridos**

https://alertas24.com/terremoto-en-afganistan-deja-mas-de-800-muertos-y-2-500-heridos/

📡📲 Únete a nuestro canal de noticias en Telegram y entérate 24/7 y al instante de las noticias más importantes de Venezuela y el mundo:

https://t.me/Alertas24

📲  **Suscríbete a Alertas 24 en YouTube para recibir más contenido relevante al instante:
**
https://youtube.com/@Alertas24

Alertas 2️⃣4️⃣","🌍🚑 **Earthquake in Afghanistan leaves more than 800 dead and 2,500 injured** https://alertas24.com/terremoto-en-afganistan-deja-mas-de-800-muertos-y-2-500-heridos/ 📡📲 Join our news channel on Telegram and get 24/7 instant updates on the most important news from Venezuela and the world: https://t.me/Alertas24 📲 **Subscribe to Alertas 24 on YouTube to receive more relevant content instantly:** https://youtube.com/@Alertas24 Alertas 2️⃣4️⃣",Yes,
22.0,1375124677.0,47359.0,2024-10-30 11:57:18+00:00,"🇪🇸 | TRAGEDIA EN ESPAÑA

**El número de fallecidos por las inundaciones repentinas en Valencia sube a 62, y decenas de personas siguen desaparecidas**

La devastación es inmensa y la incertidumbre crece entre familiares y amigos que aún esperan noticias.

Agentes de la Guardia Civil llevan a cabo labores de reconocimiento del terreno y búsqueda de desaparecidos en Letur, Albacete.

[Con información de El País y Uhn Plus]

🌍🌐  🇻🇪 𝗥𝗘𝗗𝗘𝗦 𝗦𝗢𝗖𝗜𝗔𝗟𝗘𝗦

**Telegram**
https://t.me/PatriaDigital

Instagram
https://bit.ly/4aeiHsj

Canal en WhatsApp
https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K","🇪🇸 | TRAGEDY IN SPAIN **The death toll from the flash floods in Valencia rises to 62, and dozens of people remain missing.** The devastation is immense, and uncertainty is growing among family and friends who are still waiting for news. Civil Guard officers are carrying out reconnaissance and search operations in Letur, Albacete. [With information from El País and Uhn Plus] 🌍🌐 🇻🇪 SOCIAL MEDIA **Telegram** https://t.me/PatriaDigital Instagram https://bit.ly/4aeiHsj WhatsApp Channel https://whatsapp.com/channel/0029VaYsEiEFnSzIkanp4A3K",No,
