Sr. no.,Channel ID,Post ID,Post,HRV (Yes/No),"Type (A,B,C,D)"
19,1283359437,37160,"Сейчас  Донецк очень сильно претерпевает, и говоря Донецк, я подразумеваю все наши города и веси, которые страдают от артобстрелов. Причина понятна: мы до сих пор не смогли отогнать противника на такую дистанцию, с которой ему обстреливать нас было бы затруднительно. А вот почему не смогли, - предлагаю поразмыслить. 

Помимо очевидного предложу вот такой взгляд на предмет. . Восемь прошедших лет мы повышали мотивацию наших мужчин - потенциальных защитников, - или нет? Очевидно, что понижали. Это были такие годы, которые можно смело назвать вырванными из жизни - что-то гниловато-тусклое, как-будто происходила медленная мумификации духа четырнадцатого года... мелкие людишки, мелкие мыслишки... 

С чем мы подошли к началу операции? С измотанным корпусом и низкой потенцией мужского населения, для которого не было страшнее слова, чем мобилизация. Я пытался пару раз поднимать тему со сборами ополченцев, но и явка была низкая, и власти смотрели на мои инициативы без малейшего энтузиазма. Мало того - я, как фигура политическая, постоянно качал тему с призывом в армию на основе всеобщей воинской повинности, предлагая призывников задействовать на вспомогательных задачах... тоже безрезультатно. 

А вы знаете, что нас спасли сейчас только курсанты Академии МВД? Они закрыли кучу тыловых вопросов, на которые нам бы пришлось отвлекать боевой личный состав. Но на всех курсантов не хватает, а потребность в тыловиках высокая. Приведу пример: в батальоне на сто шестьдесят штурмовиков сто шестнадцать обеспеченцев - и это нормально, - иначе батальону не справиться: одних водителей только сорок девять человек... А большинство из них вполне могли быть призывники, и высвободить ресурс... 

Мы сейчас во многом пожинаем плоды прошлых бездарных восьми лет, и выглядит всё так: Россия, пошли на смерть своих сыновей и спаси нас, - а мы сами? Иной раз толкаюсь в транспортном потоке и думаю: срочно нужна вторая волна нашей местной мобилизации, чтобы каждый, наклеивший букву Z на кузов автомобиля, мог пойти и делом доказать свою солидарность с происходящим.",Yes,C
20,1164348791,6385,"ЛНР, Репортерский Крест между Луганском и поселком Металлист. Тут наши ребята погибли, Антон Волошин и Игорь Корнелюк. Всегда здесь останавливаемся.",Yes,A
21,1511148555,14213,"«__Одного взгляда на Суровикина достаточно, чтобы понять: либо ты выполнишь задание, либо у тебя будут большие проблемы__», - так главнокомандующий УкрВермахта Валерий Залужный отозвался о российском генерале в интервью The Economist.

По его словам, с 2014 года украинской армии близок другой подход: там 21-летние лейтенанты-бандеровцы командуют 50—60-летними мужиками.

💤Залужный сломался 🤣несите другого",No,
22,1080134301,16677,"**Неизвестный неадекват напал на двух женщин в Норильске. Он пытался придушить и надругаться над своими жертвами.

**На кадрах видно, как мужчина нападает на женщину, валит на землю, накидывает ей на голову пакет и начинает душить. В какой-то момент злоумышленник бросает жертву и убегает.

Следователи уже возбудили два уголовных дела. Сейчас проводится проверка. Личность насильника выясняется.",Yes,C
23,1080134301,20694,"⚡️Делегация из Украины в конгрессе США **вытерла обувь флагом **""**ДНР**"" **и растоптала его.**",No,
24,1457892982,27308,"**❗️Сообщают о 5-6 ракетах в воздухе вдоль Молдовы. Курс на Запад Украины

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
25,1144404150,18140,"💥 Кривой Рог, спустя несколько секунд после ракетного удара ВС РФ.

@warjournaltg",No,
26,1283359437,43362,"Депутат парламента ДНР Мария Пирогова убита в результате сегодняшнего обстрела Донецка. Царство Небесное.

@voenkorKotenok",Yes,A
27,1093357968,10743,"Пассажирский автобус попал под обстрел украинских боевиков на севере Донецка, два человека ранены.

Также, утром при обстреле Куйбышевского района города один мирный житель погиб и двое получили ранения. 

@epoddubny

***
Сбор средств для организации помощи населению Донбасса и других регионов освобожденной Малороссии. 

Перечисление средств в фонд РГМ и фонд им. Елизаветы Глинки контролирую лично. 

2202 2032 5864 7967
карта МИР

41001302265551 ЮМани

bc1qava2vg3wgx8fvrxqeull77xy359yqrexwsuu80 BTC 

0x47D9b99b239aEE283ba10d8D4D6c2269b22b5208 ETH

rfmFjVDUa7z1a2XC74yQpirdzk76AtCqiZ XRP

LPxD7gErrWSqqwYvmvuzRorLBZ9oMQ1Ngh LTC",Yes,A
28,1469021333,11785,🎉**У ЗСУ сьогодні кругла цифра по втратам окупантів**,No,
29,1366346975,55732,"**💥Кадры уничтожения разведгруппы ВСУ на Николаево-Криворожском направлении российскими военнослужащими

**[Подписаться на Zvezdanews](https://t.me/zvezdanews)",No,
30,1366346975,56988,"Сейчас самое время откалибровать максимально возможное количество объектов инфраструктуры противника от Львова до Харькова. Пусть сидят в затопленных городах по колено в говне, без электричества и с остановившимися железными дорогами. Лакшери-война с интернетом и тёплыми квартирами должна кануть в Лету.",No,
31,1457892982,23826,"**— Мы в капкане
— Давай домой иди
— Нам пи**ец, не будет никакого дома
— Иди домой говорю
— Сегодня День Независимости, они зубы оскалили
— Тебе насрать. Уходи домой

**Лучший перехват разговора от ГУР. Наконец-то родственники оккупантов проснулись.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
32,1283359437,38892,"В Арцахе также обострение. В первой половине дня азербайджанские силы пытались пересечь линию соприкосновения и были остановлены огнём, понеся потери. Боестолкновения были зафиксированы в 8 км. от Гандзасара. В Баку факт провокации отрицают.

@voenkorKotenok",Yes,C
33,1469021333,8980,"**🔺Товариство, адмінам теж треба спати і зараз практично всі або під обстрілами**",No,
34,1144404150,11941,"⚡️**Минобороны России**: российские вооруженные силы поразили 1325 объектов военной инфраструктуры Украины, в том числе 43 пункта управления и узла связи.

Уничтожены 395 танков и других боевых бронемашин, 59 реактивных систем залпового огня, 179 орудий полевой артиллерии и минометов.

@warjournaltg",No,
35,1093357968,11146,"Силами ДНР при поддержке ВС РФ планомерно уничтожаются позиции противника к северу от Донецка. В районе н.п. Водяное откуда украинские формирования регулярно обстреливают столицу Республики, было подавлено три огневые точки. Потери среди личного состава ВСУ оцениваются до 50 человек.",Yes,B
36,1247556894,2083,"❗️ Звертаюся до всіх, хто готовий захищати своє місто і свої сім’ї! Вступайте до лав територіальної оборони! Зараз ця процедура максимально спрощена. 

📞Гаряча лінія: 063 651 44 46 

💪🏼Приходьте і долучайтеся. Будемо разом захищати своє місто!",No,
37,1283359437,38161,"После моего призыва обрушить на позиции укромрази, убивающей детей Донецка и Макеевки, десятки ""Искандеров"", вылезли на ютуб-каналах криптобандеровцев женского пола какие-то пердуны, называющие себя полковниками, и обвинили меня в ""истерике"". 

Один вообще ""воевал"" ртом из США, точнее учил, как и кто должен вести себя на войне. Американцам, конечно, виднее.

На весь этот словесный мусор внимания и обращать не стоит, но повторяю не им: пора воевать и наказывать врага по-настоящему в полной мере. Поэтому полностью [согласен](https://t.me/Sladkov_plus/5815) с Сашей Сладковым: размотать врагу кишки до Львова!

А говорящим жопам советую побывать под настоящим обстрелом хоть раз, и тогда все встанет в их внутренней конституции на свои места.

@voenkorKotenok",Yes,B
38,1283359437,42181,"Угледар. Что известно после начавшегося наступления ВС РФ на позиции ВСУ к этому часу. 

Так называемая ""президентская бригада"" несет потери на Угледарском направлении. Штаб и центр радиоэлектронной разведки 1-й бригады оперативного назначения Нацгвардии Украины был уничтожен высокоточным снарядом ""Краснополь"". 

Также, подсчитывают потери 1-й и 2-й механизированные батальоны 53-й ОМБР ВСУ. 

Успешно отработали и наши БПЛА: «Ланцет» и «Куб» поразили не менее двух ЗРК «Бук-М1». 

Как сообщают, под огневой контроль ВС РФ перешëл крупный участок трассы Покровск — Бахмут — Михайловка к северо-востоку от Угледара, по которой украинские подразделения осуществляли подвоз снабжения. 

Говоря о дальнейшем развитии событий, то здесь, [по мнению военных экспертов](https://t.me/milchronicles/1255), чтобы избежать окружения 
частей ВСУ в Угледаре, в бой могут быть брошены резервы 529-го и 110-го механизированных полков 93-й ОМБР «Холодный яр», 68-я отдельная егерская бригада, а также 24-й отдельный штурмовой батальон «Айдар».


@epoddubny",No,
39,1536211233,142,"🚨**UPDATE: INFORMATION ABOUT TOTAL RUSSIAN LOSES IN UKRAINE**

Main combat tanks: 80
Different armored vehicles: 516
Combat aircraft: 7
Combat helicopters: 6
Soldiers killed: ~2800

Source: Ukrainian Ministry of Defense",No,
40,1283359437,42472,"По Херсону.

1. С утра сообщалось об атаках противника на никопольском и криворожском направлениях (в районе Давыдов Брода и Суханово), а также в районе Правдино на николаевском направлении. О каких-то успехах ВСУ не сообщалось, с нашей стороны информируют, что атаки противника отражены, противник понес потери. Возможно, это пока что была разведка боем. Перегруппировка в интересах наступления на Берислав продолжается - вчерашние удары ВС РФ в районе Никополя и Кривого Рога были направлены в том числе на ослабление той группировки, которая должна наступать на Берислав с севера и северо-запада.

2. В самом Херсоне с утра продолжилась эвакуация гражданских, но уже в частном порядке. Организованная эвакуация завершилась еще вчера. В самом городе продолжаются перебои со светом и связью, что является следствием недавнего подрыва опор ЛЭП украинской ДРГ. Последствия подрыва до сих пор полностью не устранены.

3. Наши войска продолжают занимать свои позиции. Каких-то признаков отхода к Херсону не фиксируется. Противник также отмечается, что ВС РФ на этом направлении готовятся к долговременной обороне Херсона, в том числе к возможным уличным боям. Тем не менее, слухи на тему каких-то договорняков по Херсону или же каких-то хитрых планов с заманиванием ВСУ продолжают циркулировать. Стоит отметить, что погода и грязь не благоприятствуют активному наступлению, хотя и не исключают его.

4. Американские источники в том или ином виде подчеркивают интерес США к наступлению на Херсон, раскручивая тезисы о ""возможности заморозки конфликта, если ВСУ отобьют Херсон"" или о том, что ""если ВСУ передать больше оружия, то наступление на Херсон может оказаться успешным"". Тем не менее, уже сейчас можно констатировать, что по различным причинам, организовать успешное наступление под промежуточные выборы в США ВСУ не смогли и этот фактор администрация Байдена не смогла полноценно использовать в предвыборных пикировках с республиканцами.",No,
41,1457892982,28660,"**В Черновицкой области ОВА вместе с ГСЧС провели тренировки по ликвидации последствий ядерного удара (!)

**Сообщается, что ситуация была смоделирована ""с максимальным учетом региональных особенностей"".

В интересное время живём🤔

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
42,1247556894,5564,"Комунальники вже приступили до прибирання снігу на вулицях столиці.

Зараз у місті працюють 126 одиниць техніки та понад 300 спеціалістів «Київавтодору». 

Також задіяні 1000 працівників керуючих компаній.

Будьте уважними та обережними на дорогах! Утримайтеся від поїздок власними авто. 
Синоптики прогнозують посилення снігопаду в Києві.",No,
43,1469021333,14446,"🔄**Ситуація на фронтах станом на 19 жовтня

****⏩****На кордоні з біломосковією **[-](https://deepstatemap.live/) попередньо без змін.

**⏩****На** **Сватівському** напрямку - Терни та Торське залишаються гарячими точками на карті.

**⏩****Бахмутський **відтинок - складна ситуація продовжує зберігатися. Ворог щодня проводить атаки на гарнізон Соледару та пробує підійти до Курдюмівки.

**⏩****Авдіївський** відтинок - без змін.
 
**⏩****Запорізький **відтинок - без змін. 

**⏩****Херсонський** відтинок - без змін. Вчергове українців ""байтять"" масованим наступом на Херсон, після чого розповідають про героїчних чмобіків, що знищили мільярд ""солдат всу"". Дійсно, наші стабільно прощупують оборону ворога, але не так як це малює кацап. 

🔄Оновлення мапи буде вночі, наявні незначні зміни.

[🖍](https://deepstatemap.live/#6/49.438/32.053)У випадку **неточностей на карті**, ви можете нам повідомити через бот @newsdeepstatebot. 

🛑Нагадуємо, що в загальному доступі не може існувати точної карти бойових дій, а інформацію, як переможну так і не дуже, завжди краще сприймати зі скепсисом і чекати візуальних підтверджень чи повідомлення ГШ ЗСУ. Ну і звісно, довіряйте перевіреним джерелам.",No,
44,1109403194,34033,"**💻 Хакеры Killnet** блокируют интернет-структуры Литвы в отместку за транспортную блокаду Калининграда. По их словам, сейчас страна отрезана от мировой сети.

[Подписаться на @truekpru](https://t.me/+p3pOHrMFlcI0NWRi)",No,
45,1536211233,201,"⚡️⚡️⚡️ **RUSSIANS USED CRUISE MISSILES AT VASYLKIV OIL FACILITY. THE PURPOSE IS TO CREATE AN ENVIRONMENTAL DISASTER!

⚡️⚡️⚡️ РУССКИЕ ИСПОЛЬЗОВАЛИ КРЫЛАТЫЕ РАКЕТЫ ПО НЕФТЕБАЗЕ В ВАСИЛЬКОВЕ. ЦЕЛЬ — СОЗДАТЬ ЭКОЛОГИЧЕСКУЮ КАТАСТРОФУ**",No,
46,1080134301,16995,"**""Зиг хаиль орёте? Ты чё, сука? Я за** **нашу Россию тебя""

**Денацификация по-московски выглядит как-то так: шаурмечная, нацистские выкрики и массовый хадоукен по фанатам австрийского художника. Россияне (4 человека) vs унтерменши, 1 минута, победа первых.",No,
47,1498939244,31275,В Ровно также произошло частичное отключение электричества.,No,
48,1109403194,36972,"Тут надо еще внести поправку, что флаг исчез над зданием бывшего украинского правительства Херсонской области, в котором не располагались российские органы власти.

https://t.me/sashakots/36971",No,
49,1366346975,57818,"[Дорогой Рыбарь](https://t.me/rybar/39263), а я тебе скажу, как можно справиться с долбоебизмом военкомов. Накосячил-принимай мотострелковый батальон и пиздуй на передовую. Все решается очень быстро и очень просто. А благодаря тому, что живем мы в информационной эпохе, случаи долбоебизма мгновенно становятся достоянием общественности.",No,
50,1457892982,29580,"⚡️**ПриватБанк увеличил лимит на снятие наличных до 20 тысяч грн для любых карт других банков

**Это вдвое больше, чем раньше.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
51,1109403194,35643,"Ракетная атака по Кривому Рогу. Надеюсь, крылатыми ракетами бьют не по казармам, а по объектам критической инфраструктуры.

@sashakots",No,
52,1283359437,41825,"**__«Страх — еще не причина, чтобы не воевать» 
__**
Владимир «Муха» — ветеран ополчения Донбасса, доброволец СВО — о том, что любой нормальный боец старается контролировать свой страх, ныряет в блиндаж при обстреле, залегает, чтобы уменьшить вероятность ранения. Но мы каждый день там. Если все будем бояться и все разбежимся, то какой смысл было все это начинать? Мы могли еще в 2014-м сидеть по кухням и наблюдать за происходящим по телевизору. 
Не боятся только идиоты и те, кто не подвергаются опасности. 
Страшно? Неприятно? Да, но мы стараемся, чтобы страх не влиял на выполнение задачи. 

@voenkorKotenok",Yes,A
53,1511148555,12517,"**‼️Ребус от Эрмака 🤦🏻‍♂️
Зачем хихлы сами себя унижают?**",No,
54,1457892982,27920,"**⚡️Масштабная воздушная тревога. Ракетная** угроза.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
55,1457892982,26148,"**Как пережить ядерный удар. **Советы от национальной лаборатории

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
56,1366346975,57351,"ДОНБАСС. СВЕЖИЙ ПЛЕННЫЙ УКРАИНСКИЙ ШТУРМОВИК ИЗ НИКОЛАЕВСКОЙ ДЕСАНТНОЙ БРИГАДЫ ВСУ. 

 Виктор Осипенко одессит, работал мясником на рынке, на знаменитом Привозе. Потом мобилизация, месяц подготовки и на фронт. Рассказал, как удивлялся, когда со свои слабым здоровьем оказался в штурмовиках. Говорит предупредили: отказ - тюрьма, побег - расстрел на месте.

В учебке наблюдал, как набирали украинских солдат для обучения «боевым искусствам» в Англии. Имеющих судимость и денежные кредиты не брали. 

Виктор весьма интересно описывает свое попадание в плен. Их никто не желал убивать, хотя там, в бою, говоря цинично, но честно, с мертвыми мороки меньше, чем с живыми. 

Вот полное интервью Виктора Осипенко на «Сладков+»:

**RuTube**: https://rutube.app.link/share?source=iOSAppShare&url=https://rutube.ru/video/7bc6515decfdc1e13c58261ecdd93e53/&$fallback_url=https://rutube.ru/video/7bc6515decfdc1e13c58261ecdd93e53/

**YouTube**: https://youtu.be/M6Bn5tiXoF8

**ДЗЕН**: https://dzen.ru//video/watch/6327021f3aa0500bae23c453",Yes,C
57,1080134301,15992,"**🏳️🇺🇦О, господа, здравствуйте!

**Взятие в плен двух укровояк из 115 бригады 3 батальона ВСУ**, **которые решили заныкаться в багажнике.

Хлопцы, выходите спокойно с белым флагом!
Не позорьтесь и не умирайте понапрасну",Yes,D
58,1457892982,24573,"**Хороших новостей сегодня не ждите. Но это касается русни. А мы ждём😏

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
59,1469021333,10134,Друга армія світу... Добре хоч петлиці є,No,
60,1498939244,34536,За прошедшие сутки на территории ДНР от украинских обстрелов погиб 1 мирный житель и еще 3 получили ранения — Штаб Теробороны ДНР,Yes,A
61,1366346975,55336,"В Молдавии 31 августа в селе Новач (Каларашский район) власти торжественно открыли ""кладбище румынских героев"". На монументе написано: ""Здесь похоронены румынские герои, офицеры и солдаты 55-го пехотного полка 35-й дивизии 3-го корпуса 4-й армии (Нямц), погибшие на поле битвы за освобождение Бессарабии 8 июля 1941 года"". 

Сколько убили эти «герои», находясь в составе армий Третьего Рейха - можно не напоминать?",Yes,A
62,1498939244,32785,"Там на Украине решили национализировать «Укрнафту», «Укртатнафту» и «Мотор Сич»",No,
63,1247556894,5577,"**❄️Наслідки вечірніх опадів зараз долають 138 одиниць техніки та 171 працівник із бригад ручного прибирання

**🚜У першу чергу, роботи відбуваються на спусках і підйомах, покритті із гранітної бруківки, мостах, головних дорожних артеріях міста. 

✔️Окрім того, дорожники очищають від снігу зупинки громадського транспорту, вузькі тротуари, сходи, острівці безпеки, пішохідні переходи.

🚗Нагадуємо водіям, аби не паркувалися на узбіччях вулиць та доріг, щоб не заважати роботі спецтехніки. Також просимо у разі опадів не виїжджати в місто на власних авто без нагальної потреби.",No,
64,1129015804,11914,"В Афганистане при контрударе бойцов ""Фронта национального сопротивления"" ликвидированы девять боевиков движения ""Талибан"". Инцидент произошел 22 февраля в провинции Панджшер, где талибы попытались напасть на расположение сил Ахмада Масуда. Последние оказали ожесточенное сопротивление, обстреляли вертолет и пуштунским националистам пришлось отступить. Потери ""Талибана"" оказались одними из самых больших с начала 2022 года. Жители провинции опасаются, что с приходом весны боевые действия между сторонами возобновятся с новой силой.

Еще одна головная боль для пуштунских националистов появилась в провинции Бамиан. Туда, после участившихся нападений на талибов, руководство группировки направило более полутора тысяч боевиков для наведения порядка. По словам представителей ""Талибана"", в Бамиане действуют некие иностранные группировки, которые угрожают стабильности и безопасности в регионе. Жители провинции утверждают, что постоянно подвергаются необоснованным преследованиям со стороны талибов.",Yes,B
65,1511148555,14206,"**‼️****‼️****‼️****‼️****Обстановка в Кривом Роге (родной город Зеленского) **
 
Света нет. Связь есть частично. Ловит интернет возле вышек, в районе Ашана, __- кто хочет высказать слова благодарности человеку года, приходите все к Ашану.__",No,
66,1366346975,55850,"Видео удара по дому с ВСУшниками.

https://t.me/rusich_army/4974",No,
67,1498939244,30296,Массированный удар дронами камикадзе Герань-2 по объектам в городе Белая Церковь продолжается.,No,
68,1283359437,39994,"Украинские ресурсы публикуют кадры с пленными на Балаклейском направлении, в т.ч. с российским подполковником. Также вбрасывают фотографии, на которых якобы запечатлены документы СОБРовцев.

Симптоматично, как изменилась информационная подача. Киевские спецы и пропагандисты теперь работают по американским лекалам. Дают минимум инфы, делают это согласованно и с упором на подтвержденные факты. 

Шапкозакидательства и победного визга, как это было в предыдущие месяцы, стало гораздо меньше. Тем, кому этот визг необходим — оставляют возможность побыть ""биоботом"" и повоевать в комментариях.

@voenkorKotenok",Yes,D
69,1511148555,8495,"**‼️‼️‼️Сообщают, что хохлятские подразделения вышли к государственной границе с Россией в Харьковской области. Это Белгород**…",No,
70,1283359437,38184,"Русский боец с трофейной украинской винтовкой UAR-10 в районе Авдеевки, Донецкой области",No,
71,1457892982,30138,"**Соловьёв сошёл с ума и уже даже не пытается это скрывать

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
72,1511148555,10532,"Так давай, Вагнер, играй! - Песню про «ЧВК Вагнера» спела Вика Цыганова.",No,
73,1469021333,14124,"😳**До нас у полон потрапив ""нестандартний голандець""

**Зазвичай, фантазія кацапів закінчується на підписах чіта-дєгєстан, але не цього разу.

[Магазин](https://deepstateua.shop/)▫[️](https://twitter.com/Deepstate_UA)[Блог](https://deepstateua.com/)▫[️Мапа](https://deepstatemap.live/)▫[️Написати нам▫️](http://t.me/newsDeepStatebot)[Звіти](https://help.deepstateua.com/)▫[️ЗСУHelp](https://t.me/help_deepstateua)",No,
74,1366346975,55946,"Президент Египта Гамаль Абдель Насер (1918-1970)
Египетский офицер и политик.
Он вступил в должность президента страны как командир ""Свободных офицеров"", совершивших революцию 23 июля 1952 года, которая свергла короля Фарука и положила конец монархической ЭРЕ в Египте.

До революции Насер участвовал в войне в Палестине, где его дивизия была осаждена в районе Фаллуджи.

На внутреннем уровне первое, что следует приписать ему, - это национализация Суэцкого канала в 1956 году, после отказа Всемирного банка, Соединенных Штатов и Великобритании от финансирования строительства Высокой плотины, решение, которое привело к тройной агрессии Израиля, Франции и Великобритании против Египта в том же году и завершилась крупной политической победой Насера.

Благодаря своей огромной поддержке алжирской революции против французского колониализма Насер смог добиться единства между Египтом и Сирией в 1958 году. 
Величайший арабский политик  20 века!!!
На видео есть субтитры на РУССКОМ!!!⬇️⬇️⬇️
https://youtu.be/-VUxqhMZHBI",No,
75,1164348791,6045,"ДЛЯ СВО. 
ПРОЕКТ «ЛАНЦЕТ», ГОВОРЯТ, ГОТОВ. ЖДЁМ РЕАЛИЗАЦИИ. 

https://t.me/vn_antonov/3687

О «Ланцете» говорят давно, вернее рассказывают:  

«Месяц назад «Калашников» заявил о том, что завершил заводские испытания ударного беспилотника «ZALA Ланцет», который способен самостоятельно осуществлять разведку и атаковать цель. Новинку можно отнести к оружию последнего поколения – барражирующим боеприпасам. О концепции «умного» высокоточного оружия и его перспективах – в нашем материале». 

https://rostec.ru/news/udarnyy-bespilotnik-lantset-kope-xxi-veka/

**Написано 30 августа 2019 года. Сегодня 15 августа 2022. Мы ждем его сегодня.**",No,
