Sr. no.,Channel ID,Post ID,Post,HRV (Yes/No),"Type (A,B,C,D)"
12,1283359437,41818,"**Новое руководство СВО сделало все необходимые выводы — мой комментарий **[**РИА ФАН**](https://riafan.ru/23703558-hrenin_zayavil_chto_belorussiya_ne_planiruet_ni_na_kogo_napadat)**.

**Массированные атаки ракетами и дронами говорят прежде всего о том, что русская армия наконец-то взялась за дело всерьез. Удары ВКС России по украинской энергетике — это, безусловно, важный элемент нового этапа военной спецоперации. Это — прямое свидетельство того, что Россия начинает по-настоящему отвечать на те угрозы, которые возникли на ее юго-западных рубежах. 

Правда, с моей точки зрения, дроны «Герань-2» гораздо эффективнее использовать не в глубоком тылу противника, а по боевым порядкам ВСУ. Прежде всего — по первому и второму эшелону обороны, по укрепленным огневым точкам, по артиллерийским батареям, которые ведут огонь по северу Донбасса, по нашим позициям под Херсоном и Запорожьем.

Самое главное — это нейтрализовать тот боевой потенциал, который Украина сегодня имеет благодаря западным поставкам вооружений. Одной из главных целей для наших дронов должны стать мобильные комплексы «Хаймарс», которые наносят едва ли не самый большой ущерб нашим войскам, складам боеприпасов и гражданской инфраструктуре в новых регионах РФ.

Кроме того, атакам дронов должны подвергаться французские и немецкие САУ на колесном шасси, а также новые западные системы ПВО, которые перебрасывают на Украину. Все это представляет достаточно большую опасность для наших войск, и все это нужно планомерно выводить из строя. Боевой массы в 50 килограммов тротила, которой обладает «Герань-2», вполне хватает для этих целей.

Что же касается ударов по тыловым объектам Украины, то здесь необходим гораздо больший объем боевой массы, нежели тот, которым обладают дроны. В связи с этим очень актуально поражение мостов через Днепр, который искусственно разделяет Украину на две части. 

Пока все мосты целы, противник имеет возможность логистически взаимодействовать между двумя частями страны. Причем эти мосты построены еще при СССР, крепко и на совесть, поэтому боевой массы беспилотника для их подрыва явно недостаточно. Здесь нужны боеприпасы повышенной мощности, а это либо авиабомбы, либо ракеты с повышенной мощностью боеголовок.

Следующей целью для атак ВКС РФ должны стать железные дороги, тоннели и логистические терминалы. Честно говоря, для меня большая загадка, почему ВКС России до сих пор не наносят удары по железнодорожной инфраструктуре Украины. Именно по железной дороге противник сегодня сохраняет возможность маневрировать резервами, перебрасывать живую силу с одного направления на другое. 

Буквально на днях в сводках проходила информация, что с Харьковского направления Киев снимал определенные подразделения и части и перебрасывал их на юг, на Николаево-Криворожское направление. И все это он делал самым проверенным, можно сказать, дедовским способом — по железной дороге. Она для ВСУ по-прежнему надежна, позволяет личному составу отдохнуть в пути и т. д. У меня нет ответа на вопрос, почему наши ВКС до сих пор не бьют по путям, железнодорожным станциям, локомотивным депо, по тяговым подстанциям и т. д. Это необходимо делать параллельно с поражением энергетических объектов Украины.

Сегодня уже понятно, что никто не будет останавливаться на полпути и почивать на лаврах, это просто смертельно опасно. Наша задача — нанести тяжелое военное поражение Украине, в полном смысле, со всеми вытекающими последствиями. А это можно сделать, только полностью разрушив инфраструктуру, которая подпитывает ВСУ. Русская армия должна лишить их возможности пользоваться электроэнергией и интернетом, подпитывать свои системы связи, лишать все их пункты управления тех базовых вещей, без которых это управление невозможно.

Это — классика ведения боевых действий. До этого, на протяжении семи месяцев, мы фактически воевали вполоборота и спустя рукава, и вполне логично, что эта тактика не принесла нужного результата. Полагаю, что с приходом нового руководства военной спецоперацией РФ все необходимые выводы были сделаны.

@voenkorKotenok",Yes,B
13,1080134301,16413,"Типичный нацист украинец обратился к Русским. 

Нацизма нету, да, запад?",No,
14,1498939244,31882,"Сегодня хохол предпринял таки попытку удара на Сватово. Переправился через реку Жеребец, опрокинул наши передовые порядки, после чего начал развивать наступление. Это наступление давно было просчитано нашими, по итогу дня хохол понёс потери и был вынужден откатиться обратно за реку, не захватив даже метра нашей территории. Если прибавить к этому успешные действия нашей пехоты в районе Кременной-Чернопоповки, мы вполне можем записать себе в актив удачные действия в обороне против крупных скоплений противника.",No,
15,1080134301,15738,"В деревне Терпигорьево (Подмосковье) обезьяна напала на 2-летнего ребёнка.

Животное неожиданно забежало на территорию дачного участка и набросилось на маленькую девочку. Родителям с трудом удалось вырвать малютку из лап примата. Девочку госпитализировали с ранами рук и ног, ее состояние оценивают как тяжелое.

Обезьяну поймали. Она сбежала из частного зоопарка",No,
16,1283359437,41410,"Украинские ресурсы сообщают о работе БПЛА над Кременчугом. Поразить беспилотники не удалось. Об ударах по объектам также пока не сообщается.

@voenkorKotenok",No,
17,1080134301,15427,"В Санкт-Петербурге пьяная парочка «по-приколу» избили двух курьеров.
Докопались потому что те приехали в их двор.",No,
18,1283359437,38617,"**Брифинг МО РФ от 23 июля 2022 г. Главное:

**— В н.п. Апостолово (Днепропетровская область) нанесён удар по пункту временной дислокации 406-й артиллерийской бригады ВСУ — уничтожено до 200 боевиков;
— В районе н.п. Верхнекаменское ликвидированы более 60 боевиков националистического формирования «Донбасс»;
— Уничтожено более половины личного состава 2-го батальона 14-й механизированной бригады ВСУ;
— Поражены 12 пунктов управления, четыре военных склада, а также живая сила и военная техника в 226 районах;
— В рамках контрбатарейной борьбы подавлены три взвода РСЗО ""Град"" и 52 артиллерийских взвода;
— Сбиты 11 украинских БПЛА.

@voenkorKotenok",No,
19,1511148555,10703,Помните?🫡🇷🇺,No,
20,1457892982,30942,"**Коротко о реакции Буданова на слова о будущем ""расчленении"" РФ😏

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
21,1283359437,42491,"**Страна должна измениться — это единственное условие, при котором Россия выстоит

**__Ветеран боевых действий, офицер запаса о боевых действиях на Украине (мнение подписчика):

__**3. Техническая составляющая войны

**Возвращение в реальность. Входим в зимнюю кампанию, в буржуйку, окопы, в техническое превосходство противника.** **Этот фактор становится решающим.** **40% мирового ВВП воюет с 1,5% мирового ВВП. 

У нас был шанс закончить кампанию победой до момента включения ленд-лиза. После этого число вариантов сводится к минимуму. Это чистая экономика. Износ стволов и т.д. У нас промышленность не вывозит. Нужен комплекс мер, а он до сих пор не включается. 

Знакомые спецы по БПЛА говорят в глаза: __«Наш «Охотник» — очень хороший БПЛА. Один из самых лучших в мире, но МЫ ЕГО ДО СИХ ПОР НЕ ПРОИЗВОДИМ!»__. Есть очень хорошие разработки по БПЛА, но все стартапы мы делаем за рубежом, потому что невозможно здесь работать.

Еще пример: есть очень хорошее стрелковое — Лобаев тот же. Кому отдали сейчас заказ на винтовки на замену СВД? Калашникову. У нас есть очень хорошая замена АК, но кто-то об этом говорит? У нас есть реальные изобретатели, в том же Челябинске, которые могут сделать наши снаряды более ВЫСОКОТОЧНЫМИ. Это несложно, возможно. Они привлечены, с ними работают? Нет. 

**4. Что делать?

**Для спасения Россия необходим комплекс мер. Это не утрирование, это реальность. 

Страна измениться должна. Подход должен измениться. А у нас что на войне, что в тылу — всё на полшишечки, шаг вперед — два назад. Какие-то слухи о договорняках с «партнерами», мол, отдадим Херсон, и нас оставят в покое. Мол, всё будет как до февраля, опять будем гнать туда нефть и газ, имитировать всё и вся, деньги вкладывать в яхты. 

Маниловым скоро ударят по головам. Противнику-то это зачем? Всё хорошо в этих раскладах, но забывают противника спросить. Почему противник должен поступиться, когда он владеет инициативой и имеет победы, когда у него консолидированное общество, в отличие от нашего? Какая у него мотивация для того, чтобы он должен был пойти нам навстречу?

Итак, или мы меняем в подходы во всем и начинаем воевать по-настоящему, раз уже начали. Второй вариант — не меняемся и принимаем, как всё есть. Конец.

@voenkorKotenok",No,
22,1498939244,32791,"Разница в цене на энергоносители в Европе и США, а также субсидии американского правительства для привлечения бизнеса ставят производителей ЕС в **невыгодное** положение на мировом рынке, заявил глава минфина Франции Брюно Ле Мэр в интервью изданию Echos.

Европа начинает что-то подозревать...",No,
23,1457892982,26873,"**❗️Сообщают о проблемах с электроснабжением и водоснабжением в Полтаве, Сумах, Харькове, Житомире, Хмельницком, Львове

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
24,1164348791,6119,"ТЕЛА УКРАИНСКИХ ВОЕННЫХ ЛЕЖАТ В МАРЬИНКЕ, ИХ НЕ УСПЕВАЮТ ХОРОНИТЬ. 

К сожалению, ВСУ не выходят с инициативой сбора своих погибших с поля боя и со своих разбитых позиций. 

Корпусная и Российская артиллерии, самолеты, «Солнцепеки» бьют так, что многие бойцы ВСУ не успевают ни сдаться, ни отойти назад. 

Территория контроля ВСУ уменьшается.",Yes,A
25,1283359437,38248,"⚡️В Херсоне серия разрывов над городом — работает ПВО.

@voenkorKotenok",No,
26,1511148555,12705,"**‼️🇺🇦🏴‍☠️Страшные кадры: Так проходит фашистская «фильтрация» в Херсоне. Соседи-свидомиты указывают нацистским боевикам на «сторонников русского мира».
**До зубов вооруженные боевики с собаками вытаскивают на улицу женщин и подростков...

[Конфликт 🔥 Z Подписаться](https://t.me/konfliktworld)",No,
27,1498939244,30815,"Победа России в конфликте на Украине станет поражением НАТО, этого нельзя допустить – генсек альянса",No,
28,1093357968,13236,"Выехал из Мурома, Белгородской области, который полдня находился под обстрелом. Сидел вместе с главой Шебекинского района в подвале детского сада, по которому над нашими головами зачем-то работала артиллерия ВСУ. Попали с торца, в крышу, над входом в подвал. 

Через какое-то время наши включили ответку. По противнику от Мурома отработала фронтовая авиация. В рамках среднего уровня реагирования 😉

Подробное видео из Мурома чуть позже.

@sashakots",Yes,B
29,1366346975,52087,"Работа ТОС-1А Солнцепёк по позициям украинских боевиков
@Ugolok_Sitha",No,
30,1366346975,52266,Работа ПВО в районе аэродрома Бельбек. Наибольший интерес представляет вопрос - заходил ли уничтоженный БПЛА (и был ли он один) со стороны моря или речь идет о кустарном БПЛА запущенном ДРГ с территории Крыма.,No,
31,1457892982,30435,"**""За Рязань"". Надпись на обломках сбитого в Киеве дрона

UPD:** КГВА: над Киевом сбито 13 дронов-камикадзе, отбой тревоги в области.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
32,1457892982,29284,"⚡️Расчетное время подлета ракет.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
33,1511148555,9886,"‼️‼️‼️СРОЧНО

На Херсонском направлении: 

Позиции удержаны, атаки отбиты на всех трёх  направлениях (Николаевское, Андреевское и Дутчаны).

Противник понёс потери в пехоте и технике. Ведутся подсчеты.

Так же замечена концентрация противником артиллерии и подход резервов на всех направлениях. Держим оборону дальше.",No,
34,1283359437,39803,"Минобороны РФ: ""Ведётся уничтожение диверсионной группы ВСУ в районе Запорожской АЭС. Привлечены вертолеты. Потоплены две баржи с тактическим десантом ВСУ, который намеревался высадиться около Запорожской АЭС"".

По данным администрации Энергодара, украинские диверсанты, высадившиеся утром в районе города, были блокированы и уничтожены.

@voenkorKotenok",No,
35,1129015804,13576,"В Сомали при проведении КТО в провинции Хиран военнослужащие ВС страны ликвидированы более семидесяти боевиков связанной с ""Аль-Каидой"" группировки Аш-Шабаб"". Операция прошла накануне неподалеку от н.п. Ясоман. Также военным удалось освободить мирных жителей и выбить джихадистов из нескольких поселений, которые они ранее захватили. КТО является частью масштабных антитеррористических мероприятий силовиков в регионе.",Yes,A
36,1366346975,53253,"Дорога на Артёмовск практически открыта. Российские и союзные войска отодвинули украинских боевиков на дальние рубежи, в позицию обороны. Идёт контрбатарейная борьба. При этом по укреппостам ВФУ прилетает достаточно плотно.  

Наш военкор [Игорь Жданов](https://t.me/zhdanovrt) находится на оставленных позициях противника за Покровским. Передвигаться приходится с осторожностью: по всей территории рассыпаны вражеские мины-лепестки. Самое опасное, когда она встаёт на ребро и уходит в землю так, что её почти невозможно заметить.

@milchronicles",No,
37,1283359437,38688,"**Две параллельные новости:

**1) ""Нафтогаз"" объявляет дефолт по еврооблигациям;
2) Bloomberg пишет, что Москва будет держать поставки газа в Европу на минимуме, пока Брюссель не отменит антироссийские санкции. 

Первое — это предтеча краха всей украинской экономики. Не краха в западном понимании, с просадкой ВВП, девальвацией валюты и массовой безработицей — этот крах уже случился. А краха тотального, сопряженного с коллапсом всего государственного механизма. Причем на дворе еще даже не август.

Второе — это Европа, которой придётся выбирать между тяжелейшей зимой за всю послевоенную историю (что повлечет за собой чудовищные экономические последствия и череду глубочайших политических кризисов) и обретением политической субъектности, чего Европа, сытая, деградировавшая и абсолютно импотентная в духовном плане, всеми силами пытается избежать.

@voenkorKotenok",No,
38,1469021333,14787,"**🇵🇱“Конфедерація” і Януш Корвін-Мікке - корисні для росії ідіоти в стінах польського Cейму

**💭__Польща - один з наших головних союзників в цій війні. Важко недооцінити допомогу цієї країни, однак і серед представників її влади є проросійські пішаки.

__**👇Детальніше за посиланням на нашому блозі: 

****https**://deepstateua.com/konfiedieratsiia-i-ianush-korvin-mikkie-korisni-dlia-rosiyi-idioti-v-stinakh-polskogho-cieimu/",No,
39,1109403194,37653,"Уставшие от съемок под палящим солнцем мы с Пашкой идем с площади Октябрьской Революции в располагу возле СБУ-шки в Славянске. Подлетает то ли Нива, то ли какой-то китайский внедорожник, не помню уже. Из тачки выходят трое ополченцев с автоматами. Всматриваюсь в одного из них - поразительно похож на физрука в детском лагере ""Кораблик"" в поселке Малореченское под Алуштой. Я отдыхал там несколько раз, был тогда еще подростком

Позже, уже после выхода нашей группировки из Славянска, мы пересеклись в Донецке. Это был действительно физрук из ""Кораблика"" - Сергей Коренченков из Севастополя. И он меня тогда в Славянске узнал, но, как выяснилось, постеснялся сказать об этом, потому что не помнил имени. Вот такая Земля круглая. Он был журналистом ""Информационного корпуса"". Спустя несколько дней после этой встречи он погиб под Снежным вместе с Андреем Вячало и Андреем Стениным

Сегодня мы вспоминаем наших коллег, погибших при исполнении служебных обязанностей. Царствие небесное пацанам. Мы помним каждого!

@Makarr80",Yes,A
40,1457892982,28825,"⚡️""**Сегодня есть хорошие новости с юга.** **41 населенный пункт освобожден. **Благодарю всех наших героев, которые обеспечивают это продвижение"" - Зеленский

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
41,1511148555,9954,Прямо сейчас у свиней в Запорожье дискотека 🚀🔥,No,
42,1511148555,12467,"💤Начало видео, девушка даёт интервью либерахе",No,
43,1080134301,20172,"**🇷🇺🎖Трагические кадры гибели русского Героя: тяжелораненый в бою командир группы ЧВК с позывным Чердаш, чтобы не попасть в плен к нацистам, оставаясь верным Родине, направляет пулю в своё сердце... 

**/Кадры с ВСУшного квадрокоптера публикуют киевские ресурсы.../",Yes,D
44,1469021333,14262,"**🤔Тим часом, Буданов розповів про долю полоненого пілота ""__альонку__"" Красноярцева, якого взяли ще 5 березня

**За словами очільника ГУР, цей ворожий пілот був обміняний 4-5 місяців тому на декількох українських льотчиків.

Ймовірно така цінність Красноярцева викликана його великим досвідом у 🇸🇾Сирії та тим фактом, що йому [було повідомлено](https://t.me/DeepStateUA/12085) про підозру в порушенні звичаїв ведення війни та загрожував повноцінний термін. 

__У підсумку в обмін на цю тушку м'яса, додому повернулось декілька наших хлопців-героїв, що не може не радувати. 

__[Магазин](https://deepstateua.shop/)▫️[Блог](https://deepstateua.com/)▫️[Мапа](https://deepstatemap.live/)▫️[Написати нам▫️](http://t.me/newsDeepStatebot)[Звіти](https://help.deepstateua.com/)▫️[ЗСУHelp](https://t.me/help_deepstateua)",Yes,D
45,1511148555,9846,Турецкий трофей,No,
46,1498939244,30668,"Зеленский жалуется на прилёты по Киеву и другим городам. 
А как ты, лох-Зеленский, думал: тебе можно, а другим нельзя?
То есть восемь лет бомбить мирных людей, уничтожать инфраструктуру городов ЛДНР, покрывать снарядами атомную станцию, взрывать мосты, обстреливать важные объекты было можно, а как прилетело на твою голову, так вдруг стало никому нельзя?

Мы предупреждали тебя, Зеленский, что Россия по-настоящему еще и не начинала, так что хватит жаловаться как дешёвка, а лучше, пока не прилетело, беги. Беги, Зеленский, беги, не оглядываясь в сторону Запада. 

Вот теперь я на все сто процентов доволен проведением СВО.",Yes,B
47,1080134301,20070,"Четыре человека погибли, еще более 20 пострадали при взрыве газа в студенческом общежитии на севере Ирака.",Yes,A
48,1366346975,56905,"🇷🇺🇺🇦 **Обстановка на Николаевско-Криворожском направлении 
**__по состоянию на 14.30 14 сентября 2022 года

__На данный момент линия фронта осталась без изменений. ВСУ вчера предприняли очередные провальные попытки наступления на российские позиции.

🔻 На **Андреевском** участке украинское командование после неудачного штурма позиций ВС РФ в районе **Брускинского** проводит эвакуацию раненых, а также перегруппировку сил и средств.

Подразделения 46 оаэмбр ВСУ отвели подчинённые силы из района **Белогорки** на запасные позиции на противоположном берегу реки **Ингулец** для восстановления боеспособности. 

Военнослужащие 35 обрмп ВСУ удерживают позиции в окрестностях **Андреевки**. Под огневым прикрытием артиллерии на опорные пункты осуществляется поставка вооружения, боеприпасов и медикаментов.

🔻 На **Посад-Покровском** участке подразделения 59 омпбр и 24 омбр ВСУ после провала наступления на **Терновые Поды** заняли оборонительные позиции.  

На рубеже **Новогригоровка** — **Мирное** проводится ротация украинского личного состава 59 бригады. В окрестностях **Максимовки** действует украинский БЛА.

Кроме того, во второй половине дня 13 сентября украинские подразделения в количестве **60** человек, **четырех** БМП и **трёх** танков попытались закрепиться у **Давыдова Брода**. В ходе непродолжительного боестолкновения штурм был отбит, ВСУ с потерями отступили. 

🔻 На **Снигиревском** участке спокойно: ВСУ не предпринимают попыток наступления.

🔻 На **Ольгинском** участке ВСУ силами **роты** 60 опбр и **двух** танковых взводов 17 отбр предпринял попытку штурма **Костырки**. А военнослужащие 3 сводного батальона 60 опбр наступали на **Миролюбовка** — **Осокоровка** с поддержкой ДРГ в окрестностях **Новопетровки**. 

Перед этим украинские авиация и артиллерия провели обстрел российских позиций в **Новопетровке**, **Архангельском**, **Нововознесенском** и **Веремиевки**. 

Российские войска нанесли массированные удары по наступающим силам ВСУ. Украинские войска понесли потери и отступили в район **Потемкино**. Поврежденная техника эвакуирована в **Малую Костромку**.

[**Карта в большом разрешении

**](https://i.ibb.co/7vDRjSQ/14-09-RU.jpg)@rybar",Yes,A
49,1366346975,55417,"**Россия и страны ОПЕК+ договорились снизить количество добываемой нефти в октябре

**Россия, Саудовская Аравия и другие участники ОПЕК+ решили в октябре сократить добычу нефти на 100 тыс баррелей в сутки. Таким образом, мощности вернутся к августовским показателям.

Вице-премьер РФ Александр Новак заявил, что такое решение не означает заинтересованность в росте цен на топливо: __«Речь идет не о формировании какой-то цены, а речь идет о достаточности предложения для рынка. Чтобы, с одной стороны, не было избытка, с другой стороны, не было дефицита».

__Следующая встреча членов организации пройдет 5 октября — на ней будут обсуждаться планы по добыче нефти до конца года. Ранее ОПЕК заявлял о возможности сокращения добычи нефти в случае, если Тегеран возобновит производство и экспорт нефти на мировой рынок.",No,
50,1457892982,28124,"**После взрывов в Днепре погибли 2 человека: один в автомобиле, второй — на мойке рядом с заправкой. Ещё 2 человек удалось спасти

**Видео с места происшествий опубликовал Кирилл Тимошенко.

**UPD: **По данным Главы ОВА, еще трое людей получили ранения. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",Yes,A
51,1366346975,49087,"**Медвежонка на трассе под ХМАО расстреляли доставщики воды

**Вероятно, медвежонок отбился от мамы и вышел из леса на трассу в ХМАО под поселком Салым. Косолапый агрессии не проявлял, мирно проходил через дорогу, пока рядом не остановился** УАЗ компании доставки воды Salym aqua. 

**Из машины вышли несколько мужчин, достали оружие и начали стрелять по медвежонку. Это зафиксировал на видео один из водителей, который хотел покормить косолапого, пока не началась пальба. Буквально через несколько секунд косолапый перестал двигаться. Мужчины, увидев, что их снимают, подошли к водителю и потребовали удалить ролик. По словам очевидцев, браконьеры загрузили мишку в багажник и увезли. 

Полиция подтвердила Readovka факт произошедшего — правоохранители занимаются поиском живодеров. На ситуацию также отреагировал глава ФПБК Виталий Бородин. Он обратился к главе МВД России Владимиру Колокольцеву с просьбой привлечь преступников к ответственности по всей строгости закона.",Yes,C
52,1080134301,18039,"Суета на дорогах Рязани: водила подошёл к своему оппоненту, **залил его перцем**, после чего** размазал по автомобилю**. 

Поехавшего сейчас ищет полиция, а у жертвы сломаны кости таза",Yes,A
53,1366346975,55373,"Свежие потери в командном составе ВСУ:

1. Полковник Андрей Омельченко
2. Подполковник Александр Капучин",No,
54,1247556894,3622,Друзі! Ввечері ворог обстріляв Київ. Два влучання в Шевченківському районі. Всі служби на місці. Інформація про постраждалих  уточнюється.,Yes,A
55,1144404150,14714,"❗️Кадры работы передвижного НП во главе с уважаемым [Александром Ходаковским](https://t.me/aleksandr_skif) в репортаже китайского телеканала CGTN-Русский. 

Район Азовстали, Мариуполь.

@warjournaltg",No,
56,1498939244,29372,Вечерний Владлен. 21.09.2022г,No,
57,1129015804,12399,"В Сомали при теракте в провинции Гедо погибли пять военнослужащих ВС Эфиопии, еще восемь получили ранения. Террористы привели в действие придорожное СВУ, когда мимо него проезжал военный конвой, а затем вступили в перестрелку с военнослужащими. Ответственность за нападение взяла связанная с ""Аль-Каидой"" группировка ""Аш-Шабаб"". Это уже второй с начала недели теракт против иностранных военных в Сомали. Ранее джихадисты совершили нападение на расположение [ВС Бурунди](https://t.me/directorate4/12388).",Yes,A
58,1511148555,12540,"🇺🇦** Одесситы блокируют дороги из-за того, что в городе уже четверо суток нет электроэнергии**",No,
59,1511148555,8102,🇩🇪 Сотни граждан ФРГ вышли на митинг против поставок оружия хохлам. В Касселе они заблокировали въезд на оружейный завод Rheinmetall Corporation. Полиция была вынуждена примениться против них дубинки и слезоточивый газ.,No,
60,1080134301,20009,"Украинским военным привезли сухой паёк. Полторы консервных банки на день. ""И все?!"" - разочарован украинский вояка. И все.",No,
61,1457892982,27869,"**В России должны начать призывать женщин в армию как это делают в Израиле, заявили в Госдуме

**Мужики уже заканчиваются?

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
62,1511148555,12405,⚡️**Полное восстановление энергообъектов во Львовской области займет до года** — власти города,No,
63,1469021333,11396,"Світлина з Іванкова, опублікована депутатом від Свободи

Селище звільнено, а на півночі догорають івани і їх техніка. Слава Нації!",No,
64,1469021333,14482,"**📱Мапу оновлено станом на зараз. До речі, йде активна стадія тестування мобільного застосунку мапи для іОС та Андроїд серед наших **[**патреонів**](https://www.patreon.com/DeepStateUA)** та осінтерів

**⚙️Застосунок є повноцінним, а не веб браузером, тому знадобиться час щоб вийти на хорошу стабільність. Після завершення тестування, він буде доступний всім.",No,
65,1498939244,33937,100-я бригада НМ ДНР штурмует позиции ВСУ под поселком Невельское на Донецком направлении,No,
66,1469021333,13020,"📃«На кого розрахована ця нісенітниця? Для тих хто не вміє читати й писати? Наша місія на Донбасі тут ні до чого», - хуйло в промові на ПМЕФ-2022 про ""Путінський налог"" та велику інфляції в США.",No,
67,1366346975,55922,"Всё замечательно. Есть только один вопрос. Это Верховный суд России или Эстонии?
https://t.me/voenacher/28528",No,
68,1109403194,33808,"Ещё раз для тех, кто ну совсем не в зуб ногой. Если обстрелы выгодны Киеву и откровенно вредят Москве, то кто ж, блин, обстреливает? 

Это не говоря уж о том, что я прекрасно слышу, что и откуда летит.

https://t.me/sashakots/33801",Yes,B
69,1536211233,388,Children in Russia arrested for participation in anti-war protests today😟,No,
70,1144404150,15842,"""Подарки"" ВСУ жителям  Запорожской области. 

Трасса Васильевка - Днепрорудный.",No,
71,1457892982,27313,"**❗️Сообщается, что Ровенской и Волынской областях предварительно отработало наше ПВО**💪🏻

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
