Sr. no.,Channel ID,Post ID,Post
18,1511148555,12413,"🇷🇺🇨🇳**Россия и Китай открыли движение по железнодорожному мосту через Амур**.

Россия и Китай запустили движение по первому в истории железнодорожному мосту через реку Амур. Об этом стало известно из пресс-релиза Российского фонда прямых инвестиций (РФПИ).

Отмечается, что 16 ноября заработал участок межгосударственной границы в районе населенного пункта Нижнеленинское Еврейской Автономной области и Тунцзян провинции Хэйлунцзян в КНР.
Первым по новому мосту проехался грузовой железнодорожный состав. Он отправился из России в Китай.

Максимальная пропускная способность составит до 20 миллионов тонн грузов в год.

__""Активизация экономических связей приграничных территорий наших стран позитивно отразится на жизни более чем 40 миллионов человек__""__,__ — заявил генеральный директор РФПИ Кирилл Дмитриев.

**💤Хоть я не очень хорошо отношусь к Китайцам, потому что они хиьрожопые торгаши, и за бесплатно нихуя делать не будут, но в рамках торговли и импортозамещения это очень хороший задел на будущее.**"
19,1283359437,43209,"1. Наши войска заняли нейтралку, ту самую проклятую серую зону в районе ДКАД — Донецкой окружной автодороги на подступах к Авдеевке.

Там лежало много тел как с нашей, так и с укровской стороны — за восемь лет набили людей множество. Выбить противника с укрепленных позиций удалось ценой колоссальных усилий. 

Именно на этом направлении состоялся встречный танковый бой, когда ВСУ предприняли попытку контратаки. Наши танки оказались сильнее плюс качественно сработала артиллерия. 

Апофеоз упоротых укронацистов — танки противника выезжали для огня прямой наводкой прямо по телам убитых военнослужащих ВСУ, раскатывая их на атомы.

Наши войска заняли территорию в районе развязки под мостом, за которую бились три месяца. Остатки подразделений противника отошли из «муравейника» — крупного опорного пункта на окраине Авдеевки. 

2. Сегодняшние прилеты по Донецку — подлый ответ Украины за скорую потерю Авдеевки и отползание от города. 

Также черепашьими темпами идет наше продвижение в Марьинке, где битва за каждый дом в прямом смысле слова. 

В Первомайском противник упирается, и после продвижения наши подровняли линию, закрепившись в части поселка. 

@voenkorKotenok"
20,1511148555,12986,"На прошлой неделе силы Азова пришли на усиление Артемовского фронта. Один из видных азовских нацистов по имени Вадим Лысенков пять дней назад гордо разместил объявление перед въездом в Артемовск (Бахмут). Сегодня его уничтожили нахуй Вагнеры. 

**💤Селфи в инсту Вадимки теперь будет выкладывать Бандера 😂😂😂 и по традиции:
ЗЕМЛЯ БЕТОМ УБЛЮДКУ И СТЕКЛОВАТОЙ!!!!! НИКТО НЕ СКОРБИТ И НЕ ПОМНИТ ВСЕМ ВООБЩЕ ПОХУЙ НА ВАДИМКУ!

**[Конфликт🔥Z Подписаться](https://t.me/konfliktworld)"
21,1536211233,814,"**🔴DAILY REPORT🔴

Avaliable in: **🇬🇧🇩🇪🇺🇦🇨🇿🇨🇵🇪🇸🇱🇹🇷🇸🇹🇷🏳"
22,1498939244,31418,"Всем, кто помогает нам в наших сборах, большой привет от БЛАшников на орланах, довезли им генератор, кабеля.

Остальное ждём, СДЭК пока не ездит в Крым."
23,1144404150,18162,"⚡️ Эксклюзивные кадры задержания украинской ДРГ российскими бойцами СпН в мае этого года под Красным Лиманом.

@opersvodki"
24,1498939244,32942,Кадры с места гибели Кирилла Стремоусова
25,1093357968,12045,"После некоторого затишья, украинская артиллерия вновь активизировалась на Изюмском фронте. Видимо подвезли новые орудия. Вторые сутки кладут жестко, не жалеют снарядов."
26,1093357968,8079,"Подразделение украинских ВС форсировали Северский Донец. При поддержке артиллерии атаковали высоты у с. Николаевка. Выбили бойцов НМ ЛНР, попытались закрепиться. Получили сильную ответку. К передовой подтянулись танки, подключилась артиллерия Луганска. В итоге подразделение  ВСУ было отброшено, хотя изначально они действовали успешно. Парни на передовой говорят, что у Киева 9 - «200». Вместе с @sashakots только что вернулись оттуда. Ждите подробностей скоро 

@epoddubny"
27,1080134301,18861,"В подмосковном Орехово-Зуево мамашка со своей сестрой издевались над маленькой девочкой. Всё это попало на камеру.

По словам соседей, все трое, включая отца ребенка, пьют. Издевательства над девочкой происходят уже не первый раз"
28,1129015804,14308,"Группировка ""Техрик-е Талибан Пакистан"" (ТТП) официально объявила о прекращении действия [перемирия](https://t.me/directorate4/12462) с властями Пакистана. Также руководство ТТП призвало сторонников готовиться к совершению терактов на всей территории страны. Формальным поводом для этого стало усиление правительственных войск в провинции Хайбер-Пахтунхва и активизация действий против группировки. Впрочем, стороны [нарушили](https://t.me/directorate4/14055) весеннее перемирие задолго до этого."
29,1144404150,14699,"🇭🇺Бывший нардеп Мосийчук вдруг заметил  **венгерский флаг на здании сельсовета Береговского района в Закарпатье.

**А мы об этом давно знали, просто не говорили - зачем людям мешать?!

Если честно, местные спят и видят, чтобы Венгрия миротворцев в регион ввела со всеми вытекающими.

В соцсетях пишут, что это решение Будапешт примет сразу же после отправки польских военных во Львов.

Ждать осталось недолго."
30,1498939244,30794,Филиал Ми-6 в колонии Британии под названием Уркаина приказывает своим рабам не фотографировать и не снимать прилёты русских ракет.
31,1469021333,14605,"🇺🇦**З'явилось відео-підтвердження, що свідчить про контроль нашими військами південної частини Дудчан

**🔄Мапа оновиться протягом 30 хвилин.

📍https://deepstatemap.live/#11.75/47.1976/33.7825"
32,1109403194,37428,"Ахаха! Ведущего ""Дождя"" Алексея Коростелева уволили с работы из-за высказывания о помощи российским военным. 

""В эфире недопустимы формулировки, которые могут зародить сомнения в нашей позиции, поэтому мы приняли решение прекратить сотрудничество с Алексеем Коростелевым с сегодняшнего дня. Мы приносим извинения за высказывания, прозвучавшие в эфире накануне"", - заявила глава информационной службы телеканала Екатерина Котрикадзе.

Ведущий призвал российских военных отправлять на редакционную почту свои истории, заявив, что телеканал надеется, что ""многим военнослужащим, в том числе,  смог помочь, например, с оснащением и с просто элементарными удобствами на фронте"".

@sashakots"
33,1366346975,56731,"Нужен колоссальный перелом в сознании людей, чтобы перейти от «маленькой победоносной СВО», какой нам ее изначально хотели предложить, к настоящей войне, которая уже окончательно и бесповоротно назрела.

Нам всем нужно осознать, что мирное и комфортное время закончилось, пора мобилизоваться, и под этим имеется ввиду не только и не столько военная мобилизация, а скорее моральная. Не должно быть так, что в то время, как наши воины гибнут, уходя из назревающего котла, оставляя мирных жителей на расправу озверевшим хохлам, в Москве более 70 тысяч человек тусят под шнуровскую похабщину. Такого просто не должно быть.

Вы можете себе представить, что во время Киевской операции, окончившейся крупнейшим в истории котлом, или битвы под Сенно, в Москве или где-либо еще проходили бы концерты популярных исполнителей с заполненными стадионами? Это было невозможно по одной простой причине - народ понимал, что идёт война, и результатом этой войны может стать прекращение существования этого самого народа. 

Так вот сейчас, несмотря на то, что война в геополитическом масштабе идёт также против самого русского народа (о чем написал [Андрей](https://t.me/Andrafanaslive/6999)), сам народ по большей части воспринимает это как несущественный и далекий приграничный конфликт. И вот это трагедия, которая может стать финальной для всех нас."
34,1457892982,25897,"⚡️**На Днепропетровщине сбиты два дрона ""Шахид-136""**, - Командование Воздушных Сил ВСУ.

Момент уничтожения на видео.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
35,1080134301,15429,"Вот очередное доказательство того, как Зе и командование ВСУ заботится о своих воинах...."
36,1498939244,36061,"Хохловские петухи снова ебашут по Донецку Градом. 

Оставайтесь в укрытиях."
37,1457892982,23712,"❗️**Если Украина получит еще** **50 РСЗО HIMARS, они смогут ""полностью изменить ход войны""

**Об этом [написал](https://twitter.com/Podolyak_M/status/1561949974685941761?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet%7Ctwtr%5Etrue) Подоляк. По его словам, цена одной системы HIMARS – 4 млн долларов. Цена 50 систем – 200 млн долларов плюс боеприпасы. Цена достижения паритета огня и эффективного разрушения логистики российской армии меньшая, чем… одной яхты ru-олигарха. Это точно не ""все деньги мира"", но это то, что полностью поменяло бы ход этой войны.

По состоянию на начало августа в распоряжении Украины 16 HIMARS, переданных от США. Некоторое количество подобных систем на гусеничной платформе отправили Великобритания и Германия.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
38,1498939244,36406,За прошедшие сутки на территории ДНР от украинских обстрелов погибли 3 мирных жителя и еще 4 получили ранения — Штаб Теробороны ДНР
39,1080134301,15965,Гребень уехал в полицию
40,1080134301,19014,"**Полицейские собирались задержать Ксению Собчак, у них было на** **это** **постановление, однако журналистке удалось скрыться **— __сообщает ТАСС

Журналистке удалось запутать оперативников, купив разные авиабилеты. Она купила сначала билеты в Дубай, а затем в Турцию. В итоге въехала в Литву через Беларусь__"
41,1144404150,19114,"📌Артиллеристы ЧВК «Вагнер» успешно поразили скопление противника на Бахмутском направлении. Кара за открытую парковку не заставила себя долго ждать.

Наступление на этом участке фронта продолжается.

#эксклюзив

@brussinf"
42,1247556894,2455,"🦷**У столиці невідкладна стоматологічна допомога надається безвідмовно та безоплатно** і**з 10:00 до 16:00

**❕Графік роботи та адреси можуть змінюватися, оскільки місто живе в умовах воєнного стану. Уточнюйте графік роботи конкретного закладу за телефонами.

**🧑🏼‍⚕️Лівий берег

▫️вул. А. Навої, 1 
**(хірург, терапевт, дитячий)
0445121647

**▫️вул. Вербицького, 3-Б
**(Хірург, терапевт)
0445646184

**▫️вул. Харківське шосе, 121
**щелепно-лицьове відділення
КМКЛ № 1, хірургічна стоматологія
0445611730

**▫️вул. Братиславська, 3
**+380973668185

**🧑🏼‍⚕️Правий берег

▫️вул. Іллєнка, 69-А
**(Хірург, терапевт, дитячий)
+380674493110

**▫️вул. Кирилівська 119/1
**(Лікар стоматолог-хірург)
із 11:00 до 16:00

+380935791193
+380988977772"
43,1283359437,38107,"Под Лисичанском ДРГ противника выдвинулась за ""языком"". Итог - 1 - ""200"", 2 стали ""языками"".

 @voenkorKotenok"
44,1283359437,42588,"Ракетная бавовна в Харькове и области подтверждается. 

Наносятся удары по позициям, объектам и местам дислокации противника. 

@voenkorKotenok"
45,1511148555,8546,"🇺🇸 Мы осуждаем российские авиаудары по критической инфраструктуре Украины, которые оставили тысячи мирных жителей без электричества и чистой воды (с) Глава Госдепартамента США Нед Прайс

**💤Да нам абсолютно похую на то что вы там мямлете!мерзкие выродки. 
Скажите это жителям Ирака, Сомали, Вьетнама, Панамы, Кувейта и т.д. Посмотрим что они вам ответят.**"
46,1511148555,9039,"❗️🇷🇺🇺🇦 **Из 55 вернувшихся сегодня из плена россиян:
**▪️**2** старших офицера (полполковник и майор)
▪️**6** младших офицеров
**▪️4 **прапорщика
**▪️40** рядовой и сержантский состав
▪️**2** военнослужащих НМ ДНР
▪️**1** военнослужащий НМ ЛНР

Из 55 **семеро госпитализированы**.

💤остальные прибудут завтра"
47,1283359437,41496,"Премьер-министр Швеции Магдалена Андерсон решила подтявкнуть в адрес русских, заявив, что  Россия не будет допущена к расследованию взрывов на газопроводе «Северный поток».

При определённом раскладе «Северного потока» не будет, и русский газ в Европу не пойдет. И нужно с этим жить и европедерастам, и россиянам. Если так, думаю, выдержим и выживем, а вот судьбу евросодома предсказать не берусь.  

@voenkorKotenok"
48,1366346975,49602,"‼️🇷🇺🏥**Российские военные врачи провели выездной прием в Запорожской области

**Бригада медиков оказала первичную медицинскую помощь, провела консультации по дальнейшему лечению и обеспечила население лекарственными препаратами. 

Прием пациентов был организован на базе местного фельдшерско-акушерского пункта.

**t.me/rusvesnasu**"
49,1498939244,35971,"Наша не особо любимая рубрика, пост для родни всушников. 

Вот эти домой приедут не целиком."
50,1109403194,33802,"#эксклюзив

Окраины Лисичанска со стороны позиций группировки Отважных.

@sashakots"
51,1536211233,135,"In Okhtyrka, the city was shelled by MRLS “Uragan”. The shelter and kindergarten damages. **There are dead and seriously wounded, including** **children** - Sumy military administration"
52,1366346975,50121,"**Власти Украины досрочно отправили на передовую мобилизованных граждан, начавших подготовку в учебном центре 72-й мехбригады в городе Белая Церковь Киевской области **— Минобороны РФ

Вместе с ними направляются и находившиеся в госпиталях раненые, не дожидаясь завершения ими полного курса реабилитации после ранений, заявили в ведомстве.

Что еще сообщило Минобороны:

— В Харькове на территории ТЭЦ-3 и Карповского сада в результате ударов ВКС России по пунктам временной дислокации 3-й бригады национальной гвардии уничтожено свыше ста националистов;

— Поражен временный пункт дислокации 72-й механизированной бригады ВСУ на территории сельскохозяйственного предприятия в ДНР, уничтожено до 130 боевиков, 8 единиц автомобильной и бронетанковой техники;

— Российская авиация и артиллеристы уничтожили в Николаевской области арсенал с 45 тоннами боеприпасов, поставленных ВСУ странами НАТО;

— Ударом ВС РФ поражен временный пункт дислокации гаубичной батареи 95-й отдельной десантно-штурмовой бригады ВСУ, уничтожены 3 САУ «Гвоздика»;

— За сутки поражено: 3 пункта управления, зенитный ракетный комплекс «Бук-М1», 5 складов боеприпасов, в том числе склад боеприпасов, оборудованный в одном из цехов «Свято-Ильинского машиностроительного завода» в районе Дачного ДНР;

— В рамках контрбатарейной борьбы подавлены четыре взвода РСЗО «Град», два взвода орудий «Мста-Б», взвод орудий «Гиацинт-Б» на огневых позициях в ДНР;

— Системы ПВО РФ сбили восемь украинских БЛА и перехватили один снаряд РСЗО в ДНР и на юге Украины."
53,1283359437,42176,"Аналитики часто спорят: когда и с чего на Украине начался реальный гражданский конфликт – в 2014-м, после государственного переворота, названного украинской стороной «революцией достоинства»? В 2004-м, когда Виктора Януковича (его дальнейшая деятельность – не предмет этой рецензии) прозападные политики, поддержанные европейскими и американскими политическими фондами – понятие «коллективный Запад» тогда еще не было общеупотребительным – заставили пойти на третий тур выборов, который он, разумеется, с треском проиграл. Или еще раньше – в 1991-м, когда Украинская Советская Социалистическая республика получила независимость и превратилась в восточно-европейское государство Украина?

Автор [Telegram-канала «Мир как конфликт»](https://t.me/mir_conflict), политолог Олег Иванов в своей книге [«Проект «Украина»: из прошлого в будущее»](https://www.litres.ru/oleg-borisovich-ivanov/proekt-ukraina-iz-proshlogo-v-buduschee/) явно является сторонником последней точки зрения. По его мнению, гражданский конфликт заложен в саму основу украинского государства, да и вообще любых попыток построения украинской государственности.

В доказательство этого тезиса автор обращается к истории. Он анализирует различные политические и идеологические доктрины, занимавшие умы жителей и правителей этой страны на протяжении нескольких столетий. Подробно рассказывает о тех исторических персонах, которых, по самым разным причинам, сегодня принято ассоциировать именно с Украиной, – Богдане Хмельницком, Иване Мазепе, Кирилле Разумовском, Степане Бандере, Дмитрии Донцове и др.

Читатель исторической части «Проекта «Украина»...» довольно быстро понимает, что взаимоотношения гетманов с тогдашним «коллективным Западом», «турецкими партнерами» и Россией мало чем отличаются от нынешних иллюзий и разочарований украинских политических элит.

Книгу Олега Иванова можно было бы упрекнуть в отстраненности интонации, он будто специально не рассматривает исторические события с позиций сегодняшнего дня. Однако эта «отстраненность» исчезает, когда автор устремляет свой взгляд в будущее и начинает рассуждать о том, как не просто денацифицировать Украину, но и заложить такие основы существования нового украинского общества, в котором риски возникновения новых гражданских конфликтов будут сведены к минимуму, а все граждане страны обретут реальное равноправие, которое будет способствовать возрождению и процветанию."
54,1511148555,9223,"«Мы тебя научим Украину любить».

**Отец Сергий прослужил 17 лет в Николаевской епархии. После того как в его церковь в Харьковской области пришли солдаты ВСУ, ему пришлось бежать в Белгород из-за угроз расправы:

**«Меня скрутили, надели наручники, били прикладами, допрашивали. Пытались давать мне задания, сделать из меня агента, но какой я агент? Мне угрожали, автомат на меня наводили, нож к горлу ставили.

Я не собирался уходить. У меня церковь, люди. Но после их визита я вышел пешком, от Сватова меня подобрали солдаты. Я с ними в БМП ночевал. Утром сел на автобус и приехал сюда».

По словам отца Сергия, националисты бросаются на всё российское «как бык на красную тряпку»: на замеченный российский сухпаёк, на гуманитарную помощь, а уж если найдут георгиевскую ленточку, то «проблем точно не избежать».

«Такого не должно быть, я всегда говорил, что для меня Россия и Украина — это одна страна. Мы на одном языке разговариваем, мы друг друга понимаем, мы — одни», — считает священник."
55,1093357968,11623,"Уважаемые подписчики, докладываю:
на средства, которые вы помогаете собирать удалось закупить и передать во 2 армейский корпус ЛНР 10 коптеров DJI Mavic 3 fly more combo, 5 планшетов и 5 смартфонов к ним. На сумму 2 003 750 рублей. В условиях дефицита «Орланов» - это огромная помощь фронту. Причем благодаря грамотным энтузиастам эти дроны модифицированы и не могут быть обнаружены и перехвачены противником. 

Кроме того на сумму 380 900 были закуплены ПНВ БелОМО NV/G-10M для соединения Северного флота, которое работает в зоне СВО. 

Спасибо вам за вашу гражданскую позицию.  

Продолжаем сбор для РГМ @[rgmagency](https://t.me/rgmagency), Фонда им. Елизаветы Глинки @[liza_fund и](https://t.me/liza_fund) организации помощи населению освобожденных территорий и бойцам подразделений союзных сил. 

2202 2032 5864 7967 карта МИР

41001302265551 Юмани

bc1qava2vg3wgx8fvrxqeull77xy359yqrexwsuu80 BTC 

0x47D9b99b239aEE283ba10d8D4D6c2269b22b5208 ETH

rfmFjVDUa7z1a2XC74yQpirdzk76AtCqiZ XRP

LPxD7gErrWSqqwYvmvuzRorLBZ9oMQ1Ngh LTC

@epoddubny"
56,1469021333,11464,⚡️ Українські десантники взяли під контроль кордон з біломосковією
57,1366346975,56977,Всушники пытались уйти от ВС РФ на внедорожнике и подорвались на собственной мине.
58,1511148555,10097,"Отличный пример того, как необходимы на войне средства индивидуальной защиты. Одному из наших бойцов на передовой во время боя с близкого расстояния попало 3 пули в бронежилет, который спас ему жизнь.

Победа За Нами 🇷🇺"
59,1498939244,32190,Хозяева очень не довольны бомжами. Они опять устроили хуйню без спроса.
60,1511148555,11583,"⚡️Обращение к жителям Донбасса :

-Прошу простить меня !"
61,1080134301,14256,"**Тем временем в Днепре…

**Те, кто не очень переживает за происходящее в стране - бухают и дерутся.
В общем то все как обычно"
62,1511148555,11478,"💤У Хохлов закончились мобилизованные хохлы, их отправили в ад. Теперь они начали набирать новых. Но новые хохлы не хотят в могильник 😂 а придётся! Придется подохнуть за дозу кокаина пидараса Зеленского 😂😂😂"
63,1164348791,6044,"СВО. ОБ УДОБСТВАХ НА ВОЙНЕ. СИТУАТИВНАЯ МЕХАНИЗАЦИЯ В ВОЙСКАХ. КАК ВСЁ ПРОИСХОДИТ СЕЙЧАС, И ЧТО ЖДАТЬ В БУДУЩЕМ? 

Однажды я оказался в кабинете командира полка российского спецназа в тот момент, когда ему доставили швейцарский боевой десантируемый велосипед. Обсуждали этот прикол. Стоимость – 5 тысяч евро, не напасёшься. В том же кабинете находился директор 
Одного из Подмосковных велосипедных заводов, и он сказал: «Сделаем, был бы заказ». 

Десантируемые велосипеды у нас не появились. Давайте вернёмся к реальности СВО.
Все, кто ездил в прифронтовую зону много раз видели, как на дорогах, чем ближе к фронту, тем чаще, появляются машины, тюнингованные «под войну», покрашенные из баллончиков в защитные цвета: от жигулей первых моделей и до потрёпанных джипов, пикапов, «Газелей». Это и есть ""ситуативная механизация"".

В повседневном военном быте есть огромное количество потребностей, которые либо неудобно, либо просто невозможно закрыть, используя штатные, предоставленные Родиной возможности, именно в конкретных условиях. Командиры подразделений, старшины, и многие другие, должны каждый день оказываться на нескольких позициях, складах и совещаниях, а штатный автомобиль есть только у комбата. 

Не на БМП же ездить всем остальным? Беспилотчики, противотанкисты и многие другие либо не имеют штатного транспорта, либо им неудобно использовать грузовики. Каждый день на позиции необходимо подвозить еду и БК, людям надо выбираться в увольнительные или банально для помывки. Вот и применяют военные свой личный транспорт, либо машины, приобретённые вскладчину, или подаренные спонсором.  

Есть и тактические причины, кроме бытовых, которые приводят к установке пулемётов, гранатомётов или противотанковых ракет на ""тачанках"". Например, на фото автоматический гранатомёт на Таврии, который годами наносил противнику быстрые и болезненные удары на степных грунтовках. Конечно же, такой подход имеет массу минусов. Эти машины не бронированы, не защищены от мин и не всегда подходят для задач. Если говорить о дончанах, то многие просто вынуждены приезжать на войну на своих машинах!

Необходимо давно отдать себе отчёт в том, что бронетехника не может выполнить все имеющиеся задачи, поэтому и командирам начиная от уровня взвода в современной войне необходим джип или пикап в распоряжении. На учениях мы видели множество интересных и дешёвых вариантов автомобильной техники, начиная от модификаций Нивы и заканчивая различными багги: всё это нужно на фронте, при чем уже вчера. Не специальным отрядам автомобильного спецназа, а в батальонах, ротах и даже взводах. И не вместо штатной техники, а в дополнение к ней! 

Можно взять опыт сирийских боевиков. Как известно, они мастера рытья больших и малых туннелей, разных по ширине и протяжённости, от автомобильных, до «крысиных нор». Знаете, что они приспосабливают? Снегоуборочные машины. Переделывают их под карликовые проходческие комбайны. И боеприпасы они сами изготовляют, например, мины для 82-мм миномёта. Прикольно смотрятся их нарезанные из листового железа хвостовики. 

А наши и украинские переходники для стрельбы гранатами РГД из автомата Калашникова? А переходники для стрельбы 82-мм минами с применением трубы от «РПГ-7? А снабжение дополнительными поражающими элементами 120-мм мин? А чудо-квадроцикл самого «Моторолы», со специально установленной пулемётной турелью для одновременного управления и стрельбы одним человеком? 

Я бы, если б у меня была должность, связанная с развитием экипировки и вооружения Минобороны России, назначил бы специальную группу, которая путешествовала бы по воюющим полкам и собирала бы экземпляры и техническую информацию. Не для музея, а для изучения и внедрения. Хотя, может мы многого и не знаем… Может такая группа уже есть, и она уже создана 16 августа 2022 года? Или 17-го."
