Sr. no.,Channel ID,Post ID,Post,HRV (Yes/No),"Type (A,B,C,D)"
16,1283359437,37542,"Граждан Финляндии в Россию привлекал «топливный туризм». В Финляндии бензин стоил дороже, чем в РФ, и финны наловчились заполнять  бензобаки и канистры на заправках в РФ. 

Лавочка закрыта. Представитель таможни Финляндии Т.Ляхдеринне объявила, что русскому бензину запрещено пересекать границу, если он не залит в бак: «В результате санкций ЕС, введенных против России 4 июня 2022 г., прямая или косвенная покупка, импорт или передача нефтепродуктов из России или в Россию запрещены. Топливо из России можно ввозить только в обычном топливном баке автомобиля».

Радуйтесь, финны! Вы избрали президента Ниинисте и премьершу Марин из «доброй» лесбиянской семейки, что они вам еще покажут не только Кузькину мать, но и саму старуху Лоухи во плоти.  «Калевала» закончилась и началась проза жизни без волшебной мельницы Сампо из России.

Наступит зима. Президенты Маннергейм, Паасикиви и Кеккконен перевернутся во гробах. Финляндии, которую они строили, лелеяли, поднимали до экономических высот, больше нет.

@voenkorKotenok",No,
17,1457892982,23687,"**""Тут дело в том у кого какое горло, чтоб что-то глотать. Они глотнут не только это, а и много других вещей""

**Данилов прокомментировал взрывы в Крыму. Дед отжигает😂

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
18,1093357968,12699,"❗️**НАТО наращивает группировку на границах с Украиной
** 
По данным **“Иди и смотри”**, американские пехотинцы активно высаживаются в Польше. 
 
__“Контингент может быть использован на Украине в случае применения ВС РФ ядерного оружия”__, — полагает источник канала. 
 
Ранее в Георгиевском зале Кремля прошла церемония подписания договоров о принятии в состав России Донецкой и Луганской народных республик, Запорожской и Херсонской областей.

@smotri_z",No,
19,1109403194,32945,"Кадыров со своей телеграм-командой умеет в качественный тролинг)

@sashakots",No,
20,1498939244,32578,"Сразу следующий отчёт, друзья! Другому подшефному, у нас с вами, подразделению дошли отечественные дронобойки ПАРС, пол миллиона рублей за штучку, да.

Ну ничего, в среднем ружьё окупается за неделю, за счёт сбитых коптеров противника, рекорд - два дня:)

Смело пополняйте нашу карту для закупа, вместе победим!!!

В сборах активное участие принимают подписчики телеграм каналов: Старше Эдды, Димы Конаныхина, Нерв, Свидетели Байрактара, Андрея Андреевича Медведева, Влада Лобаева - спасибо вам огромное!",No,
21,1469021333,13569,"🇺🇸**Член Палати Представників США Еліса Слоткін **[заявила](https://www.kyivpost.com/russias-war/us-ready-to-provide-ukraine-with-atacms-long-range-missiles.html)**, що в Конгресі існує двопартійна підтримка рішення про надання Україні оперативно-тактичних ракет ATACMS дальністю до 165-300 км

**💬""Обидві партії в Конгресі США підтримують відправку в Україну ракет великої дальності ATACMS, які можуть вражати на відстані понад 280 кілометрів."" — заявила Еліса.

☝️Зверніть увагу, що це **не означає** існування остаточного рішення про надання таких засобів ураження Україні, як розійшлося в ЗМІ, а лише означає **підтримку** такого рішення Конгресом, що безперечно створює політичний тиск на адміністрацію США для прийняття такого рішення.

ℹ️__Ракети ATACMS для HIMARS/M270 існують в декількох модифікаціях з максимальною глибиною ураження від 165 до 300 км. Які саме ракети нам можуть надати — питання відкрите.__",No,
22,1366346975,53289,"⚡️ **Сотрудниками ФСБ предотвращен теракт в Калининградской области, задержан гражданин России, сторонник запрещенной террористической организации ""Азов"".

**По имеющимся данным, он планировал атаки на объектах Балтфлота и в аэропорту ""Храброво"". Дома у задержанного нашли бомбу мощностью около 5 кг тротила, агитационную литературу и символику ""Азова"".

@opersvodki",Yes,D
23,1536211233,1705,"**The occupant-appointed leaders of Kherson fled to Russia**

This morning, Kirill Stremousov, deputy head of the Russian administration of Kherson, recorded a video message where he said that ""Kherson will never again be under the control of the Nazis. 

However, investigative journalists discovered that the video was recorded at the Marriott Hotel in Voronezh. 

**Назначенные оккупантами руководители Херсона сбежали в Россию**

Сегодня утром заместитель главы российской администрации Херсона Кирилл Стремоусов записал видеообращение, где сказал, что ""Херсон никогда вновь не будет под контролем нацистов"". 

Тем не менее журналисты-расследователи выяснили, что видео было записано в отеле Marriott в Воронеже.",No,
24,1080134301,17291,"В Одессе🇺🇦 всё стабильно, **там алкаш заплатил денег другому алкашу чтобы заняться сексом с его женой**, но тот его киданул и был отпизжен",No,
25,1283359437,41785,"В левобережной части Киева три попадания по энергообъектам.

@voenkorKotenok",No,
26,1093357968,8613,"Мариуполь.
Минобороны РФ: 

- Никаких задач по поражению целей на земле российская авиация в районе Мариуполя не выполняла;

- Здание больницы Мариуполя было переоборудовано в опорный пункт нацбатальона «Азов»;

- Фотосъемки территории больницы Мариуполя содержат свидетельства двух отдельных постановочных взрывов;

- Якобы имевший место «авиаудар» – полностью режиссированная провокация, для поддержания антироссийского ажиотажа у западной аудитории;

@epoddubny",No,
27,1498939244,30108,"Мнение Рыбаря о ситуации на западном направлении и о причинах сдачи Красного Лимана не понравится многим. 

Но в очередной раз скажу: если мы не говорим сами себе правду, мы запускаем процесс самоуничтожения.

""Нечестивые не пребудут пред очами Твоими: Ты ненавидишь всех, делающих беззаконие.
Ты погубишь говорящих ложь""

https://t.me/rybar/39621",No,
28,1080134301,15257,"🇵🇱❌🇺🇦**__""Ты поёшь ""Червона Калына"" — под эту песню убивали поляков!""

__**Жителя Польши взбесило, что украинская __беженка__ побирается в его городе под исполнение песни ""Червона Калына"": эта композиция была популярна среди украинских коллаборационистов, беспощадно резавших на Волыни польское население.",No,
29,1283359437,37850,Коммандос нескольких стран НАТО тайно работают на территории Украины — The New York Times.,No,
30,1536211233,736,"**📩 ГЛАВНЫЕ НОВОСТИ ПО СОСТОЯНИЮ НА 13:00

12 марта 2022 **(16 день войны)**

Потери живой силы российской армии на 12 марта: 12 500+

Российские военные убили 79 украинских детей с начала войны**
Известно, что больше всего пострадавших в Киевской, Харьковской, Донецкой, Сумской, Херсонской и Житомирской областях. Эта цифра не окончательная, в связи с отсутствием возможности осмотреть места обстрелов, где российские вооруженные силы ведут активные боевые действия.
[**Источник**](https://www.pravda.com.ua/eng/news/2022/03/12/7330655/)

**​​Российские атаки продолжаются во время последних попыток эвакуации**
Губернаторы двух украинских областей, Киевской и Донецкой, заявили, что российские атаки продолжаются в районах, где Украина пытается эвакуировать людей и доставить помощь через «гуманитарные коридоры».
[**Источник**](https://www.aljazeera.com/news/2022/3/11/ukraine-says-russian-attacks-block-mariupol-evacuation-again-liveblog)

**Мелитополь протестует против российских войск**
Митинг в Мелитополе. Люди требуют освобождения мэра города, похищенного вчера российскими военными. Российские войска также похитили Ольгу Хайсумову, координатора ежедневных демонстраций.
[**Источник**](https://www.pravda.com.ua/eng/news/2022/03/12/7330665/)

**Глава областной администрации: Волновахи больше нет**
Города Волновахи в Донецкой области фактически больше не существует из-за войны России против Украины. Большая часть населения была эвакуирована, а инфраструктура полностью разрушена русскими.
[**Источник**](https://tsn.ua/ato/mista-volnovaha-bilshe-ne-isnuye-golova-doneckoyi-oda-2006884.html)

**Россияне захватили Запорожскую электростанцию и утверждают, что она принадлежит Росатому**
Русские обрали руководство Запорожской АЭС и сказали, что станция теперь принадлежит российской госкорпорации «Росатом».
[**Источник**](https://www.pravda.com.ua/eng/news/2022/03/12/7330624/)

**Российские войска в Украине прикрываются флагами Красного Креста**
Передвижение российской бронетехники под знаменами гуманитарной организации Красный Крест зафиксировано в пропагандистском репортаже российского СМИ «Комсомольская правда», опубликованном 10 марта.
[**Источник**](https://www.pravda.com.ua/eng/news/2022/03/11/7330549/)",Yes,A
31,1366346975,52903,"[​​](https://telegra.ph/file/5833e60e59b3ef75c29a2.jpg)**Карта военных действий и ситуация на фронтах вечером 22 августа 

22 августа — День Государственного флага.** Президент России вместе с поздравлениями [отметил,](https://t.me/readovkanews/40560) что в настоящее время флаг закрепился как символ преданности Отечеству и того, что Россия готова отстаивать свои интересы. Государственный флаг также символизирует традиционные ценности, от которых мы никогда не отступим, сказал президент. Примечательно, что сегодня в день российского флага в Одессе на фасаде жилого дома по адресу Небесной сотни 3а неизвестные вывесили российский флаг с подписью: ""Одесса - русский город"". 

**⚔️ Обстановка на фронтах за уходящие сутки: 

▫️  В Харьковской области** уничтожена радиолокационная станция наведения украинского ЗРК С-300, а в ДНР — пусковая установка зенитного ракетного комплекса «Бук-М1» и радиолокационный комплекс контрбатарейной борьбы производства США. 

**▫️ На Артемовском (Бахмутском) направлении** в Зайцево и Яковлевке [уничтожено](https://t.me/readovkanews/40573) до 100 националистов, 2 танка и 15 автомобилей. В окрестностях Артемовска и Кодемы ведется контрбатарейная борьба. 

**▫️ На Первомайском направлении **между Невельским и Песками 100-я бригада успешно атаковала опорный пункт противника.

**▫️На Марьинском направлении** нашим подразделениям удалось [проломить](https://t.me/RtrDonetsk/8574) оборону врага и углубиться в поселок и осведомить порядка 40% населённого пункта. 

▫️**На Южном направлении** более 50 националистов, а также 7 единиц бронетанковой и спецтехники [уничтожено](https://t.me/readovkanews/40573) в Николаевской области. Генштаб ВСУ на утренней сводке вновь сообщил о наличии продвижения российских сил в районе селе Благодатное.

**Прилеты. **ВСУ сегодня утром вновь [обстреляли](https://t.me/readovkanews/40564) Донецк. Также украинская армия снова [ударила](https://t.me/readovkanews/40582) по Антоновскому мосту в Херсоне — есть пострадавшие. Сообщается об очередном [обстреле](https://t.me/readovkanews/40585) боевиками ВСУ Запорожской АЭС — погиб гражданский водитель. Помимо этого прилеты зафиксированы в Александровке, Ясиноватой и Горловке. 

**Ракетные удары нанесены нашими ВКС **по военно-стратегическим объектам и пунктам управления в Запорожской, Донецкой и Харьковской областях. В Запорожской области поражён пункт управления 102-й бригады территориальной обороны — [уничтожено](https://t.me/readovkanews/40573) до 30 националистов и 14 единиц военной техники. 

**ФСБ сообщает, **что убийство Дарьи Дугиной в Подмосковье раскрыто — за покушением стоят украинские спецслужбы. Преступление совершила гражданка Украины Наталья Вовк 1979 года рождения. Девушка после преступления [скрылась](https://t.me/readovkanews/40580) в Эстонии. 

**Из интересного: **Военкор Readovka [Ростислав Шорохов](https://t.me/ros_shorohov) отправился на завод «Knauf» в Соледаре и [показал](https://t.me/readovkanews/40601) боевую работу разведки по корректировке огня.",Yes,C
32,1351029634,73,"Историк и учитель Тамара Эйдельман:
 
– Сейчас в школах проходят педсоветы, на них показывают Маргариту Симоньян и Марию Захарову, которые объясняют учителям, как надо учить. Я прожила это в более мягкой форме, чем мои родители. Но я помню 1 сентября 1968 года.
 
Я пришла в третий класс, наша учительница развернула «Пионерскую правду», где было написано: «Братская помощь народам Чехословакии». И она объясняла нам, как только что, в августе, наши войска спасли народ Чехословакии от фашизма, от фашистского переворота.
 
– Танки в Праге так объяснялись?
 
– Да. Что если мы сейчас не войдем, то из ФРГ придут фашисты и произведут переворот. Ясно, что наша учительница не сама это придумала, а ей велели это делать.
 
– Почему за 50 лет формулировки пропагандистов не поменялись?
 
– Потому что фашизм страшно звучит везде. А для нашей страны это страшная травма. И этим очень просто запугать.

https://youtu.be/ARaX2djZYFw",No,
33,1366346975,54177,"**❗️Министерство обороны США не исключило, что Вооруженные силы Украины ведут огонь близ территории Запорожской АЭС**

На брифинге представитель Пентагона высокого ранга допустил, что украинская сторона обстреливает окрестности станции. Его слова приводит журнал U.S. News & World Report. ",Yes,B
34,1144404150,18032,"Несмотря на вывод российских войск из Изюма, боевые действия не прекращаются. Реактивная артиллерия  ZVO работает по опорным пунктам противника.__

__@razved_dozor",No,
35,1457892982,27305,"**❗️Над Буковиной зафиксирован пролет ракеты, — глава Черновицкой ОВА

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
36,1498939244,29373,"Это лицо ""сознательных отказников"". Дальше комментировать это мамкино движение не вижу смысла.

@NeoficialniyBeZsonoV",No,
37,1469021333,8763,Одеса,No,
38,1080134301,15148,🇷🇺🇺🇦 Донбасс. ВСУшник кинул свою позицию после удачного артиллерийского обстрела.,Yes,B
39,1457892982,30347,"**Видео 18+. Прямым попаданием из ПТУРа демобилизирована група""вагнеровцев"" 

**Земля стекловатой.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
40,1283359437,37272,"Над ДНР работают системы ПВО. Слышны хлопки над Иловайском, Макеевкой и Харцызском.

@voenkorKotenok",No,
41,1129015804,13584,"В северном Ираке погиб очередной военный ВС Турции. По данным Анкары, капрал лишился жизни при обстреле расположения турецких войск. Еще двое военных получили ранения и были экстренно госпитализированы. Турция самовольно проводит КТО в северном Ираке, где ей противостоят бойцы ""Рабочей партии Курдистана"".",Yes,A
42,1080134301,20841,"В Одессе сходить в супермаркет можно только в сопровождении охранника, в свете фонаря и при расчете только за наличные.

**Видимо уже были преценденты ?**",No,
43,1144404150,17370,"🇷🇺Несмотря на вчерашний взрыв МРЭО ГИБДД в Мелитополе продолжает оказывать государственные услуги жителям. 

По предварительным данным, уже налажен процесс выдачи регистрационных знаков ТС **российского образца с региональным цифровым кодом 186.**

@warjournaltg",No,
44,1247556894,3520,"Друзі! Напередодні Великодня 20 тисяч пасок доставлені для мешканців Харкова. А також кілька тонн пасок та продуктів харчування в Лозову - для переселенців із постраждалих міст Харківщини і Донеччини. 

Київ відправив Великодні смаколики на звернення місцевої влади. З особливою вдячністю надіслала столиця паски і сухпайки нашим захисникам на Схід України.",Yes,A
45,1283359437,43959,"Зеленский [встретился](https://t.me/istrkalkglk/3876) с ведьмой в США. Она внедряет содомию в жизнь. В общем — жуть.

@voenkorKotenok",No,
46,1080134301,18380,"**__«Задание выполнила, теперь заберите меня отсюда»__.

**С этими словами пенсионерка из Санкт-Петербурга попыталась поджечь местное отделение Сбербанка.

Женщина пришла в офис на Комендантском проспекте и, по словам очевидцев, бросила что-то на пол со словами «Слава Украине». После этого у входа в отделение банка начался пожар. Поджигательница не убежала — напротив, она осталась и спокойно разговаривала по телефону. По версии очевидцев, она будто подчинялась приказам человека на другом конце трубки, а после пожара отчиталась о выполненном задании. 

Пожар потушили, а пенсионерка позже пришла в себя. Теперь она будет объяснять свое поведение в полиции.",Yes,B
47,1093357968,9583,Дороги войны.,No,
48,1498939244,33527,"Белорусские пограничники сбили беспилотник, нарушивший границу с украинской территории",No,
49,1457892982,28828,"⚡️**Пишут, что ВСУ полностью окружили Херсон**. Насколько близко — неизвестно.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
50,1498939244,32154,В Запорожье бавовна,No,
51,1366346975,54766,"**📹 Кадры боевой работы экипажей вертолетов Ка-52 армейской авиации ВВО в ходе проведения специальной военной операции

**💬 «...__Когда мы выходим на боевой – противник слышит грохот наших лопастей, наше рычание и просто покидает позиции. Боится он «Аллигатора» Ка-52__...», - поделился командир экипажа вертолета Ка-52 Александр.",No,
52,1511148555,12641,"❗️ЕС не сможет принять новых членов, включая Украину — премьер Португалии",No,
53,1366346975,48748,"В Русском городе Херсон прошли праздничные мероприятия а честь Дня ВМФ. 

https://t.me/RSaponkov/3349",No,
54,1144404150,13989,"Саперы МЧС России и ДНР проводят разминирование на освобожденных территориях.

@warjournaltg",No,
55,1457892982,29363,"**❗️Львов может оказаться в ситуации, когда света и тепла может не быть не один день, а несколько недель (!), — мэр Садовой

**""К этому **нужно готовиться. **Львовянам стоит осознать, что реалии, с которыми мы столкнулись сейчас, **являются обыденностью многих громад** востока и юга Украины уже много месяцев"".

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
56,1498939244,29919,"Смертную казнь в ДНР для всех осужденных, в том числе и за военные преступления, заменят пожизненным наказанием после вхождения региона в состав России — первый зампред комитета Госдумы по госстроительству и законодательству Даниил Бессарабов",No,
57,1366346975,58120,"Ну и немного позитива по ситуации с мобиками. Тот же самый район, где возникла конфликтная ситуация. Ровно такие же самые мобики. Но атмосфера совсем иная, а именно- рабочая и позитивная. Так и только так победим.
От себя добавлю, что командир этой группы мой хороший товарищ, с которым мы знакомы ещё с первой Пальмиры. Не буду рассыпаться в похвалах ему , но скажу одно- он работает на настоящий результат и даёт его. А это главное в любом деле, а уж тем более на войне.",No,
58,1283359437,43825,"**Основное из заявлений на пресс-конференции по итогам переговоров Путина и Лукашенко:

**— Россия и Белоруссия уделяют приоритетное внимание подготовки войск и продолжат практику совместных учений;
— Москва и Минск договорились заниматься** **созданием новой военной техники;
— Акцент в переговорах был сделан на стратегических вопросах — в основном, на вопросах экономики;
— Были решены все «чувствительные» вопросы по поставкам нефти и газа;
— Белоруссия поставила на боевое дежурство переданные Россией комплексы С-400 и ""Искандер"".

@voenkorKotenok",Yes,C
59,1469021333,10044,"Русня навіть в фейки не може нормально. Придивіться до написів🤡
Це робила певно та сама людина, що і наплела, що паляниця - це полуниця",No,
60,1511148555,13466,"‼️Прилёт в хохлячье-ВСУшное пристанище!

[Конфликт🔥Z Подписаться](https://t.me/konfliktworld)",No,
61,1469021333,11985,"**🔥Аеророзвідка надсилає техніці орків подарунки з неба.

**(Музика від аеророзвідки, всі питання не до нас)",No,
62,1283359437,40589,"**Посол ЛНР в РФ Родион Мирошник:**

- Процесс подготовки к проведению референдумов **запущен;
**-** **Точная дата не разглашается в целях безопасности;
- Мнение запада не имеет значения;
- Будут приглашены независимые наблюдатели;
- После заявления о проведении референдума украинские формирования нарастили интерсивность обстрелов.

@voenkorKotenok",Yes,B
63,1247556894,3699,"**Безкоштовною онлайн-допомогою київських психологів скористалися понад 2500 дорослих та близько 500 неповнолітніх українців

**🤍Онлайн-підтримка фахівців київських психоневрологічних закладів надається цілодобово, безкоштовно та безвідмовно. Один із основних принципів консультування – анонімність та конфіденційність.

📱Дзвінки надходять з усіх міст України. Також телефонують українці з інших країн. Є звернення військових, зокрема тих, хто наразі проходить лікування у зв’язку із пораненням.

**Основні запити:

**▫️Війна та страхи, які з нею пов’язані: висока тривожність, розлади сну, тяжкі спогади, панічні атаки. 

▫️Страх нового життя: переживання через вимушений переїзд, втрату роботи, житла, бізнесу. 

▫️Почуття провини: хтось у цей скрутний час засмучений, що не може бути корисним, хтось – що зміг дістатися у безпечне місце, коли близькі залишилися в зоні бойових дій. 

✔️Є і «мирні» звернення: міжособисті стосунки, родинні сварки, самотність, нещасливе кохання.

📞До роботи залучені понад 20 спеціалістів-психологів, медичних психологів, психіатрів та психотерапевтів. **Контакти:** https://bit.ly/3MN4TIz

🙏🏻У Києві також працює цілодобовий безкоштовний телефон довіри: 📞0800501212.",No,
64,1498939244,36116,"Налёт Гераней на цели в Киеве продолжается. Однако, с Добрым утром!",No,
65,1283359437,37329,"**__Американцам Украина надоела
__**
Институт демократии - большой уважаемый аналитический центр в США - решил узнать мнение граждан США о событиях на Украине и внешней политике Байдена.

Результаты обескураживают. Политику Байдена в отношении нацистского режима в Киеве поддерживают 36% респондентов, отрицательный ответ дали 53%. Еще деталь - американцам плевать на хохлорейх, 45% опрошенных не возражают против поражения «Незалежной». 5%  подчеркнули значимость украинского кризиса для США. 

Директор-учредитель Института демократии П.Бэшем отметил: «Большинство американцев готовы смириться с тем, что Украина потерпит поражение от России, поскольку не считают этот конфликт важным для себя». Изначальный западный нарратив разрушен. Российская операция в Мариуполе сделала невозможными дальнейшие заявления об «украинской победе».

Отсюда вывод, что чем больше ВСУ будут терпеть поражений, тем меньше в США будут думать об Украине. Похоже, что «зрада» приближается не только к Зеленскому, но и к «Сонному Джо».

@voenkorKotenok",Yes,B
66,1457892982,29916,"**В ЕС пришли к компромиссу о введении потолка цен на российскую нефть в 60 долларов за баррель, — **[Reuters

](https://www.reuters.com/business/energy/eu-agrees-60-barrel-price-cap-russian-seaborne-oil-eu-diplomat-2022-12-01/)Напомним, русня обещала **не поставлять нефть в страны, которые введут ценовой потолок вне зависимости от цены**.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
67,1144404150,15610,"⚡️**Жители Святогорска сообщают, что взорван мост, отделяющий город от Святогорской лавры и дающий последний шанс частям ВСУ на отступление в сторону Славянска

**На данный момент нет подтверждения данного факта, более того, информация про уничтожение моста уже публиковалась в украинских чатах, после чего тероборона опубликовала опровержение данной информации.

Однако сейчас ситуация изменилась и уничтожить мост могли, как отступающие украинские нацисты, так и русские военные

Если информация подтвердится, у оставшихся в Святогорске подразделений ВСУ всего два пути: санаторий МО РФ или стать удобрением",No,
68,1511148555,14646,"**‼️****‼️****‼️****СРОЧНО**

🇷🇺**🇹🇷Министр обороны Турции и глава разведки прибыли в Москву на переговоры - сообщает Турецкое Минобороны**",No,
69,1511148555,8737,"**Генсек НАТО Йенс Столтенберг признал, что запасы вооружения в альянсе снизились из-за поставок Киеву
**
«Поддержка, которую мы оказывали Украине, бралась из наших нынешних запасов. То есть они сейчас снижаются, что означает, что нам нужно восстановить запасы», — заявил Столтенберг.

30 стран-членов НАТО напичкали киевский режим до такого уровня, что сами в ужасе. Ничего скоро часть вашего добра вернётся обратно - часть через черный рынок, а часть с боевиками бандеры, которые  начнут мстить вам за зраду. А зраду для них организовать несложно. Майданутых там хватает.",No,
70,1080134301,18799,"Панин ""в жопе нога"" раскаялся перед украинцами за то, что он русский.
И тут же полил грязью свой народ, назвав «баранами».",No,
71,1283359437,41908,"При обстреле Кировского районе Донецка убит мирный житель. По Куйбышевскому и Киевскому районам также работает 155-мм артиллерия. Фиксируются прилеты по Горловке и Зайцево.

@voenkorKotenok",Yes,A
72,1457892982,25502,"**""Россия свои не бросает"" выглядит именно так

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
73,1469021333,13549,"**🗻«Едельвейси» продовжують нищити москалів біля Спірного, відео від 109 ОГШБт

**🎧🐥Дивитися зі звуком.

https://deepstatemap.live/#12.5/48.8073/38.2827",No,
74,1144404150,17932,"Ночь работе не помеха. 
Реактивная артиллерия группировки ZVO продолжает работать по скоплениям и пунктам управления боевиков ВФУ на балаклейском направлении",No,
75,1469021333,8724,"**Йде активізація ботів, навіть в нашому чаті активізувалися з нападом**",No,
76,1144404150,18305,"Подписчики сообщают: общественный резонанс помог, ржавые автоматы заменили на месте. Пишут, что только пара ящиков была в таком состоянии - при хранении попала вода. Но заменили всё равно после разбирательства. 

Очень приятно было видеть освещение данной темы всеми патриотическими каналами Телеграма. Наше гражданское общество в очередной раз показало, что оно может и будет бороться за справедливость. Приятно и видеть оперативную реакцию органов на общественный резонанс: никто не собирался замалчивать проблему или затыкать рот недовольным - а просто решили её. Спасибо тем, кто отреагировал и поспособствовал.

Мобилизация даже трёхсот тысяч человек - дело непростое, и проблемы ожидаемы. Но вот [такие новости](https://t.me/breakingmash/38425) всегда радуют: наверху очень хорошо понимают, как много поставлено на кон. Успешно проведенная мобилизация - залог нашей победы. Любая халатность, очковтирательство или небрежность - это работа на противника.

[👔 Тактический галстук](https://t.me/tacticalnecktie)",No,
77,1511148555,8535,**‼️‼️‼️Хохлятские ТГ-каналы сообщают о нескольких мощных взрывах в Запорожье**,No,
