Sr. no.,Channel ID,Post ID,Post,HRV (Yes/No),"Type (A,B,C,D)"
32,1164348791,5892,"Друзья, никогда не просил для себя, но нужна ваша помощь. За пять месяцев, автотранспорт, на котором я передвигался по разным участкам фронта, поистрепался и теперь дольше стоит в сервисе, чем ездит.

А ездить надо много, расстояния большие, качество дорог - фронтовое. И это еще дожди не пошли. Нужен не новый, но надежный и неприхотливый дизельный внедорожник, на который и объявляется сбор. 

Буду благодарен за любую сумму. Остатки, если таковые окажутся, потрачу на закуп необходимого для бойцов. 

Альфа 4790 8723 7440 6021

СБП +79055526367 (Альфа)

@sashakots",No,
33,1366346975,56644,"Уничтожение польской 155-мм САУ ""Краб"" и ЗРК ""Бук"". Хорошая работа.

https://t.me/milinfolive/90359",No,
34,1144404150,13510,"Брошенная САУ 2С3 «Акация» ВСУ в ЛНР.

@warjournaltg",No,
35,1457892982,30475,"**Каменское Днепропетровской области. Наших людей не победить 

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
36,1469021333,12356,"#ГУРперехоплення
**❗️Катування росіянами українських полонених здійснюються під контролем ФСБ

**🔞Попереджаємо: цей [матеріал](https://www.youtube.com/watch?v=Qia36udeqTQ) не призначений для людей зі слабкою психікою (18+)

▪️Перехоплення розмови російського окупанта Костянтина Соловйова (зараз знаходиться в Харківській області) зі своєю матір’ю розкриває подробиці тортур до яких вдаються російські військові щодо українських полонених.
Рашист розповідає про страшні знущання та вбивства, які здійснюють співробітники ФСБ та російські військові. Окупант з радістю переймає «досвід» та мріє перенести його на власного батька.

▪️Жертвами катів стають як українські військові, так і мирні жителі. Загарбник згадує героїчну поведінку українців, які навіть під найжахливішими тортурами не скоряються перед загарбниками.
Мати схвально реагує на розповіді сина та стверджує, що «українці не люди» і що вона сама б «кайфонула» в подібній ситуації.

▪️Це перехоплення є черговим підтвердженням політики геноциду українців, яку окупанти впроваджують на захоплених територіях. Воєнні злочини масово чиняться як щодо військових, так і щодо цивільного населення.
Масові вбивства, тортури та знущання стали нормою для окупантів. При цьому, до «професіоналів» з ФСБ охоче долучаються військовослужбовці армії РФ. 

📌Соловйов Костянтин Дмитрович (рос. Соловьев Константин Дмитриевич)
Тел. +79969592243, 11-й армійський корпус, 3-тя рота, 3-й взвод, кулеметник
15.03.2002 року народження, адреса реєстрації: Калінінградська область, м. Совєтск, вул. Лісна, буд. 6А, кв.01
Зареєстрований в соціальних мережах:
«Одноклассники» (ok.ru/profile/539848314147, ok.ru/profile/551630852641), «Вконтакте» (https://vk.com/batikakostia).

📌СОЛОВЙОВА (Головашкіна) Тетяна Олексіївна (рос. Соловьева Татьяна Алексеевна)
Тел. +79118522733, 19.11.1981 року народження, Калінінградська обл., м. Совєтск, вул. Лісна, 6А, кв.1
Зареєстрована в соціальній мережі «Одноклассники» (ok.ru/profile/529163184549)",Yes,C
37,1144404150,16570,"**‼️🇷🇺Танк ""🅾️тважных"" одним точным выстрелом уничтожает пикап нацбата украинских боевиков
**/РИАН/

**t.me/RVvoenkor**",No,
38,1144404150,16065,**Российские войска где-то в Харьковской области**,No,
39,1080134301,20854,"**Шоколадка думала, что такое прокатит и ее отпустят? **🫣",No,
40,1283359437,41528,"❗️Украинские каналы активно разгоняют кадры якобы прибытия американского стратегического бомбардировщика B-2 Spirit в Польшу. 

На самом деле данное видео снято в марте 2020 г. в районе авиабазы Фэрфорд в Великобритании.

@voenkorKotenok",Yes,C
41,1366346975,58209,"Определённо, противник заряжен сейчас на движение вперёд - ""головокружение от успехов"".
Китайцы говорили про нас, что мы мощная военная держава, но экономический карлик, а президент Чехии Земан говорил, что сейчас войны выигрывает экономика, - кто тогда Украина в этой системе координат? И что важнее: какую победу мы назовём победой? 

Мне очевидно, что затягивание войны выгодно более нам, чем Украине, - и поэтому последняя стремится урвать, как можно больше, пока получается. Потом утрата интереса к ситуации со стороны запада, потом кризис всего в Украине, потом наш реванш, который будет больше экономическим, чем военным, - как мы его примем? 

Наше сознание со времён кулачных боёв устроено так, что победа - это когда ты вломил ему сильнее, чем он тебе, с применением мускульных усилий. А если мы на поле брани не потаскаем врага за чуб и не принудим его силой просить о пощаде,  а возьмём его измором, - это отложится в нашем русском сознании, как победа? Получим ли мы удовлетворение? Мне кажется, над этим стоит подумать.",No,
42,1457892982,23906,"**⚡️В Херсонской области опять прилетает в многострадальный Антоновский мост

**РосСМИ пишут, что работает ПВО, но очевидцы говорят, что мосту ""пи**а""😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
43,1498939244,36491,"Читаю сегодняшний скулёж многих о трофейном Ка-52, который хохлу достался трофеем ещё в горячем феврале. 
«они же его изучаааааат!!!!»
«Отдадут американцам!!!»

Ребят, да, мы часто бомбим по поводу брошенной техники. 
Но ничего нового в нашем красавчике они не найдут. 
Ибо те же американцы облетали Аллигаторы ещё в первый год их поставки в Египет. 
Так что умерьте пыл. 

Я говорил с экипажем этого вертолёта. «Стирание» было нажато, и на всякий случай, по блокам с секреткой была дана очередь из АКСУ. 
То что не забрали плохо, очень плохо для нас в плане невозможности вернуть его в строй. 
Но хозяева хохла ничего нового там не найдут, а у самого хохла не хватит мозгов использовать его по назначению, ибо оно им тупо не надо.",Yes,B
44,1469021333,8816,**⚡️По військовому містечку в Гостомелі нанесли удар ( скоріше за всього літкаками). Увалили добряче**,No,
45,1283359437,37302,"Педераст Данилко, больше известный как «Верка Сердючка», изгнанный из России, теперь дает концерты в подземельях. 

Выступает в киевском метро перед военнослужащими киевского режима.

Какая «страна», такие и «певцы», как и «военные»…  

@voenkorKotenok",No,
46,1457892982,28284,"**❗️Операция по освобождению Херсона может продлиться до конца ноября — Глава ГУР **[**Буданов 

**](https://www.thedrive.com/the-war-zone/ukraines-intel-chief-on-how-the-war-ends-putins-nuclear-threats-iranian-drones-and-more)Сейчас в Херсоне находятся наиболее подготовленные и боеспособные российские подразделения — ВДВ РФ, силы спецназначения и морская пехота. Боевая составляющая российских войск на Херсонском направлении – около 40 тысяч военных.

**Подорвать Каховскую ГЭС, по его словам, россияне могут, когда решат отходить из Херсона.** 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
47,1129015804,14336,"[​](https://telegra.ph/file/d7477443d04a9016899d2.jpg)В Афганистане боевики совершили покушение на главу партии ""Хезб-е Ислами Гулбеддин"" Гульбеддина Хекматияра. Как сообщается, два смертника попытались проникнуть в одну из мечетей г. Кабул, где в тот момент на пятничной молитве присутствовал политик. Охранявшие учреждение талибы открыли огонь по нападавшим, когда они приблизились ко входу. Боевики совершили самоподрыв. При взрыве погибли несколько прихожан, еще десять человек, в т.ч. телохранители Хекматияра, получили ранения. Ответственность за теракт пока никто не взял.

Гульбеддин Хекматияр известен еще со времен ввода советских войск в Афганистан. Он получил больше финансирования от ЦРУ, чем любой другой главарь моджахедов за все время конфликта. **Пользуясь огромными средствами и вооружением, которые поставили ему американцы, он стал одним из ведущих производителей героина в Средней Азии.** После вывода советских войск из страны он вступил в борьбу с конкурентами за власть в Кабуле. Из-за неизбирательных обстрелов столицы Афганистана боевиками Хекматияра погибли тысячи мирных жителей, а за ним закрепилось прозвище ""Мясник Кабула"".

После [ухода США](https://t.me/directorate4/10393%20) из Афганистана он заявил о поддержке движения ""Талибан"" и вошел в т.н. ""Совет примирения"", чтобы его партия могла участвовать в управлении страной.",Yes,A
48,1469021333,11194,"**🤔Ну що, друзі

**👀Пишіть свої враження від виступу Байдена",No,
49,1283359437,42757,"Еще одно видео боевой работы ударного БПЛА-камикадзе ""Ланцет"". Пораженный объект — украинский танк в районе Угледара.

@voenkorKotenok",No,
50,1511148555,11479,Напомню что у свинособак это уже 5 или 6 волна мобилизации. Потерь убитыми у свиней 450 000!,Yes,A
51,1093357968,10928,"Красивое видео о работе 
российского БпЛА «Иноходец»(Орион) в зоне проведения СВО. 

Автор: [Хроника оператора БпЛА](https://t.me/xronikabpla) 

@epoddubny",No,
52,1283359437,37696,"Словенские СМИ сообщают о передаче Киеву 35 БМП М-80 югославского производства.

@voenkorKotenok",No,
53,1511148555,9343,Мариуполь - Возрождение из пепла.,No,
54,1498939244,31250,На обломках одного из Шахидов .,No,
55,1080134301,16759,"«Мой дед 6 лет служил, с немцами воевал! Я на границе служил в 90-е. А вы тут колбасу-хлеб едите! Русские лентяи стали, русский Иван кончился!»

В Тюмени приезжий устроил суету в автобусе, т.к. ему не позволили проехать без билета. Шумного ксенофоба вынудили выйти на ближайшей остановке",No,
56,1080134301,20315,"Мигрант убил клиентку в Питере, потому что ей не понравился ремонт.

27-летняя Юлиана захотела изменить свою хату, и для этого пригласила 41-летнего Алмаза из Киргизии. К сожалению, результат разочаровал хозяйку. Мастурбек решил, что ему не заплатят, поэтому ударил петербурженку по голове чем-то тяжёлым, а после задушил проволокой.

25 ноября тело мадам нашли в квартире под мешками со строительным мусором. На шее убитой был след от проволоки, а сама она была завёрнута в полиэтилен. На камерах видеонаблюдения видно, как девушка заходит в лифт, а уже после выходит её убийца. Позже его задержали",Yes,A
57,1498939244,31789,"Зеленский пишет, что с электричеством всё заебись, всё работает, всё восстановлено.

По всей стране.",No,
58,1366346975,55109,"Перевод ниже
⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️",No,
59,1164348791,5130,"УКРАИНСКАЯ ТЕЛЕВЕДУЩАЯ ПООБЕЩАЛА, ЧТО ЖЕНЫ РОССИЙСКИХ ЛЕТЧИКОВ СТАНУТ ВДОВАМИ. 

Ну, мы это проходили в Первую и Вторую чеченские компании. Нам это уже обещали. Усиливали патрули, наряды на КПП, мы, жители гарнизонов, дежурили по ночам у своих домов. Военная контрразведка пахала в три смены.  

А правильным оказался лишь один рецепт - бить врага так, чтоб некому было осуществлять месть. И вот эта женщина, украинская телеведущая, сама не зная того, вносит коррективы в жесткость наших действий.  

Это разряд той же глупости, как заявление о возврате к ядерному оружию. Нам обьясняет даже противник, что у России нет иного выхода, чем идти до конца.",No,
60,1469021333,9075,"«НАТО надасть Україні системи протиповітряної оборони» – Столтенберг.

Ну хоча б щось",No,
61,1283359437,38003,"**__Максим Фомин на свежую голову: Почему оставили Змеиный 
__**
Максим Фомин — боец батальона ""Восток"" — об оставлении острова Змеиный и отходе группировки ВС РФ из-под Киева. 
То, что оставили сейчас, правильно. Удержать его мы не можем — работают ракеты и артиллерия из Одессы. Дальнейшее использование острова не представляется возможным. Нужно принять это без эмоций, а со здравым рассуждением и свежей головой.  

Подписываетесь на [«Бастион»](https://bastyon.com/index?v=50507db3a6fcaa5eac5da087e6690336a4660c01f16b26a7a0ff57afad2b8f46&video=1&ref=PARV591XENALBB5ApkR7WcQPhEZtLHfi2A)!
Видео на [YouTube](https://www.youtube.com/watch?v=1_Gxh5qnr5o)

@voenkorKotenok",No,
62,1164348791,6030,"​[СВО](https://telegra.ph/file/64ddbc201d2f951d06d44.jpg). МИР, КАК ПРЕДЧУВСТВИЕ. 

Знаете, что у старых репортеров, со временем, рождается ощущение предстоящих событий. Возможно, это часть профессиональной деформации и  психики. Но, как правило многие вещи сбываются. 

В последние годы мне казалось, что нас, россиян, ждут глубокие потрясения, суть которых - большая война. Так и случилось. Шок первых дней СВО, но уверенность в абсолютно правильно выбранном направлении. 
 
А знаете, какое предчувствие есть у меня сегодня? Я знаю, что впереди у нас мир, надёжный и долгий, заслуженный. 

У меня ощущение долгого и тяжёлого действия, правильного труда, без лубочной отделки. Труда позитивного, который и сделает Россию великой. 

Современная СВО даст четкие ориентиры: что для нас главное, каких целей нам нужно будет достигнуть, чтобы жить в абсолютно самодостаточном и счастливом обществе. 

Будет катарсис. Но, вообще, нам уже надо готовиться к миру. И мы придем к нему только через победу.",No,
63,1247556894,5004,"**🌫Задимленість у Києві утримуватиметься 5-6 вересня

**🌬Синоптики прогнозують північно-західний вітер.

❗️Нагадуємо: тримайте вікна закритими і відмовтеся від тривалих прогулянок.",No,
