Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
3044,Походу я знаю польский язык,,,,,,
3045,"**🏳️🇺🇦Очередные укробоевики попали в плен

**В сети появилось видео, на котором демонстрируются взятые в плен националисты ВСУ.
Предположительно, хлопцы сдались в ходе боёв на Херсонском направлении.",,,,,,
3046,"Сергей Кириенко подвел итоги II федерального просветительского марафона «Новое Знание», который прошел с 1 по 3 сентября.

Просветительский марафон «Знание» объединил более 10 тыс. школьников и студентов со всей России и освобожденных территорий, параллельные онлайн-трансляции из студий в пяти городах набрали за три дня более 150 млн просмотров.

__«Каждый раз, когда завершается марафон, кажется, что больше и объемнее он быть уже не может. Каждый следующий марафон показывает, что предела нет. И более 150 млн просмотров онлайн-трансляций. Активное участие тех, ради кого делается такой марафон — а это школьники и студенты, — вызывает большое чувство гордости за нашу молодежь, потому что они замечательные. Они активные, верят в себя, они настоящие патриоты своей страны, они не боятся мечтать, и, самое главное, что они готовы действовать. Не просто со стороны наблюдать, а действовать. И это показывают вопросы, которые ребята задавали наставникам, которые выступали перед ними»__, — сказал первый заместитель руководителя администрации президента.

🇷🇺 Будущее Zа нами![ Люди Z](https://t.me/lu_di_z)",,,,,,
3047,"В индийском парке развлечений аттракцион рухнул вместе с людьми с 15 метровой высоты. Пострадали десятки людей, 16 из них доставили в больницу. 

Катайся на таком аттракционе два раза в день и спина болеть не будет",,,,,,
3048,"**Во Львове неадекватный тип швырял гранатами в полицейских

**Причины поведения психа неясны.
Его взяли только с помощью спецназа.
По счастливой случайности никто не пострадал.

Очередной результат бесконтрольной раздачи оружия.",,,,,,
3049,"**— Так, эту ё***ную суку на***й отсюда!
— Не ори матом!
— Не, давай её… у-у-убираем!

**А вот вам алкошоу с самолёта, летящего из Москвы в Анталию.",,,,,,
3050,⚡️ Кадры от очевидцев вчерашних ударов ВСУ по Антоновскому мосту.,,,,,,
3051,"🇺🇦🏴‍☠️**Денацификация идёт полным ходом

**Русские бойцы занимаются перевоспитаем укровояк",,,,,,
3052,"Пока ВСУШники гибнут в ДНР, в Одессе🇺🇦 проходят вот такие тусовки каждую ночь, где можно заметить большое количество молодых людей призывного возраста👍😁",,,,,,
3053,"⚡️ Взрыв террориста-смертника произошел у ворот российского посольства в Кабуле, количество жертв уточняется.

Сообщается, что ЧП произошло на улице не с российским посольством, а там, где есть поворот к нему. Атака была направлена на группу студентов.",,,,,,
3054,"Под Новоалтайском снесли двух мужиков на  пешеходном переходе. Один труп, второй тяжелый.",,,,,,
3055,Небольшой отряд боевиков ВСУ попал под артобстрел😎,,,,,,
3056,"Журналист побывал в Карагандинской области и взял интервью у случайной женщины. 

Местный дед подхалимство не оценил",,,,,,
3057,"Под Питером встретилось два поколения быдла. 

В конце ультанул😳",,,,,,
3058,"🗣🇺🇦""**__Почему парни из глубинки гибнут на войне за киевлян, которые нюхают наркоту и бухают__**”

Украинка требует бить по Киеву.",,,,,,
3059,Обычная свадьба на Украине.,,,,,,
3060,Если бы люди могли использовать мозг на 100%,,,,,,
3061,У этих мужиков своя атмосфера 🔥,,,,,,
3062,"В Одессе был замечен местный Джеймс Бонд, надо срочно его на передовую",,,,,,
3063,"Медик ВСУ рассказывает, что очень много раненых и убитых, сломлен боевой дух, но какие красивые рассветы👌",,,,,,
3064,"💥🇷🇺**Бои на Херсонско-Николаевском и Криворожском направлении продолжаются

**Кадры штурма одной из позиций врага🇺🇦",,,,,,
3065,"🤡🇺🇦«**__По ним танки ездили по головам, у них пластины во лбу титановые, они просто возвращаются в строй__**»

Очередной херой Украины рассказывает, какие сверхлюди его побратимы…танки им ездили по головам.

__Неужели украинский народ это реально «хавает»?__🤨",,,,,,
3066,"18+ **Жестокое убийство из-за ревности

**В Липецке 37-летняя женщина (мать троих детей) была зарезана 52-летним сожителем, который слишком сильно заревновал свою любимую. 

Он подкараулил её возле подъезда и нанес несколько ударов кухонным ножом.
После чего прыгнул в машину и скрылся.

Женщина во время убийства кричала и звала на помощь, но никто не помог.
Итог: женщина умерла, убийца задержан.",,,,,,
3067,"«**А ты знаешь кто я? Я вор! Я воооор! Хуй мусорам!**». 

В Самаре задержали бухого мужика, который **открыл стрельбу с травмата по группе быстрого реагирования**, а после этого попытался скрыться на BMW и врезался в дерево.",,,,,,
3068,Добро пожаловать в Нью-Йорк,,,,,,
3069,"**""Зиг хаиль орёте? Ты чё, сука? Я за** **нашу Россию тебя""

**Денацификация по-московски выглядит как-то так: шаурмечная, нацистские выкрики и массовый хадоукен по фанатам австрийского художника. Россияне (4 человека) vs унтерменши, 1 минута, победа первых.",,,,,,
3070,"😳 **В Праге не менее 70 тысяч человек вышли на митинг** — __они требовали начать покупать газ у России и отправить правительство в отставку

Причинами протеста стали высокая инфляция и скачок цен на энергоносители__ 🤯",,,,,,
3071,"**Наглядные результаты ""грандиозного"" наступления ВСУ на Николаево-Криворожском направлении.

**Куча подбитой украинской бронетехники и явственный запах разочарования, витающий в воздухе.",,,,,,
3072,Так можно и жизнь прозевать,,,,,,
3073,"🇺🇦🏳️‍🌈**Немного об укровояках…

**Всё-таки НАТО их плотно «обучило»",,,,,,
3074,"🔥🇷🇺🇺🇦 Донбасс. У ВСУ взорвался блиндаж с боеприпасами, самоликвидировались двое добровольцев.",,,,,,
3075,"**🚀🇷🇺Ночной запуск ""Калибров"" с кораблей Черноморского флота** по целям на территории Украины🇺🇦",,,,,,
3076,"Курьер из Москвы чуть не улетел в стратосферу на своём моноколесе после того, как его сбил таксист.

Мужчина погиб на месте",,,,,,
3077,**Американка избила кулак полицейского своим лицом**,,,,,,
3078,В Испании украинские беженцы предъявили россиянину за георгиевскую ленточку иии... понеслось,,,,,,
3079,Пункт назначения. Тетка померла,,,,,,
3080,"🏴‍☠️🇺🇦**На Украине нацизма нет?!

**Французское ТВ показало мальчика в Харькове, отдающего воинское приветствие проезжающим украинским военным. 

Опустим тот факт, что тема явно дутая, скопированная с нашего Алёши из Белгорода. Куда более интересны две девочки на заднем плане. Не зная, что попадут в кадр, девчонки приветствуют боевиков как их научили, вскидывая руку к солнцу.

Всем понятно, что дети этому сами научиться не могли…",,,,,,
3081,"🇺🇦☠️**В следующий раз так не повезёт …

**Укробоевик чудом остался жив после мощного удара нашей артиллерии",,,,,,
3082,В Одессе 🇺🇦 День города не обошелся без замесов,,,,,,
3083,"В Чернигове 🇺🇦 решили устроить **выставку боеприпасов** (нахуя?), на которой сдетонировал один из снарядов. Как результат: 8 пострадавших (4 взрослых и 4 детей, один из которых, двухлетний мальчик, находится в больнице в тяжелом состоянии)",,,,,,
3084,"Рамзан Кадыров записал новое видео, в котором порассуждал о своем продолжительном сроке прибывания на посте главы Чечни и о возможном уходе с него.",,,,,,
3085,"В Калининграде велосипедист избил автоледи за то, что она **окатила его водой из лужи**.

У женщины черепно-мозговая травма средней степени и сломано ребро. Досталось и её сыну, который прибежал на помощь. Пострадавшая написала заявление в полицию.

Справедливо?",,,,,,
3086,"**В США высмеяли Зеленского, который сдает свою виллу в Италии россиянам

**«__Он сдает свою виллу русским, а остальному миру говорить не иметь дело с русскими.__ Мне нравится его лицемерие», - сказал ведущий шоу Redacted.",,,,,,
3087,"🇺🇦Генерал ВСУ в отставке Сергей Кривонос объявил на прямой трансляции, что Украина несет чудовищные потери, исчисляющиеся сотнями тысяч. Бывший заместитель секретаря Совета национальной безопасности и обороны Украины выступил с претензией к правительству страны, потребовав объяснений — «__за что они погибли__».",,,,,,
3088,Не на ту напал!,,,,,,
3089,"**Где-то выдохнул один Милохин 😮‍💨

**Путин не планирует по примеру Берлускони заводить аккаунт в TikTok и других соцсетях — __Кремль__⚡️

ТикТок к такому ещё не готов 😬

[ШВТ👈](https://t.me/+qzleGTM6Z-FjZTRi)",,,,,,
3090,Продавать флаг Украины на вб плохая затея😁,,,,,,
3091,"**Минутка русофобии от партнеров по ОДКБ.** 

В Казахстане местные ""активисты"" агрессивно требуют от своих русских сограждан снимать георгиевские ленты с автомобилей, мотивируя это тем, что лента является символом колонизации Казахстана Российской империей. И если дедушка из первого автомобиля благоразумно не стал спорить с молодчиком, то мужчина из второго авто ленту снимать отказался, после чего получил порцию угроз в свой адрес.",,,,,,
3092,"❗️**Пассажир рейса “Нур-Султан - Атырау” решил устроить русофобский «театр одного актёра» во время полета. 

**Упоротый хохол был возмущен, что Казахстан не поддерживает Украину.

А что, если он так переживает за Украину, он до сих пор не на передовой?",,,,,,
3093,"В Одессе стендап комик ""пошутил"" о воздушной тревоге в Крыму. Через секунду мероприятие свернули из-за воздушной тревоги😂",,,,,,
3094,Встреча с отморозком,,,,,,
3095,"**Паренек жестко избил пьяного мужика в Ижевске. 

**Говорят, что мужчина якобы докопался до кого-то из детей, и тогда молодой парень на него накинулся. Но когда мужик уже лежал на земле, парень продолжал его добивать.",,,,,,
3096,🔥🇷🇺🇺🇦 Донбасс. Кадры работы чеченского спецназа в зоне СВО. Точная дата съёмки неизвестна.,,,,,,
3097,"До укровоина начинает доходить, что народу его страны плевать на войну.",,,,,,
3098,"**В Москве некий мужчина хотел ограбить женщину, но та его избила.

**Преступник сначала зашёл за предполагаемой жертвой в подъезд, а потом в лифт, где, угрожая ножом, забрал у неё сотовый.
Когда тот бросился бежать с добычей, женщина кинулась за ним, догнала и накостыляла.
В итоге она вернула свой телефон, но вооруженный неадекват оставил на руках женщины порезы ножом",,,,,,
3099,В Красноярске живодёр жестоко избил щенка в подъезде,,,,,,
3100,"Чудик хотел спиздить самокат из подъезда, но вовремя заметил камеру.

Что он сделал после этого? **Надел простыню и закрыл камеру**.

Гений",,,,,,
3101,"В Тюмени директор школы не пускала девочку в хиджабе на уроки

Директриса Тюменской **школы №88** Елена Головчак **отказалась пускать в школу девочку в хиджабе** из-за нарушения требований к одежде учеников, но как только мать ребёнка начала снимать происходящее на телефон — директриса сразу же дала заднюю. Отец школьницы уже подал заявление в прокуратуру.

Мнения?",,,,,,
3102,"Навальный после  592 дней в тюрьме, мягко говоря выглядит так себе.",,,,,,
3103,Самки-человека не поделили наркомана Пашу Техника,,,,,,
3104,🔥🇷🇺🇺🇦 Донбасс. Российский танк бьёт по 5 этажке где мирно расположились ВСУшники.,,,,,,
3105,"🗣🇺🇦 **«Я деморализован!»

**Очередные укровояки (на этот раз 66 бригада ВСУ) отказываются воевать, район Красногоровки.

К ним даже был прислан какой-то отъевшийся хряк из штаба, дабы уговорить боевиков выйти на позиции.
Не получилось. Тогда хряк перешёл на прямые угрозы.",,,,,,
3106,"Про пидорасов. Пациента живым не довезли, не успели.",,,,,,
3107,Красивое приветствие выглядит так:,,,,,,
3108,"В Буэнос-Айресе совершено покушение на вице-президента Аргентины Кристину Киршнер. Киллер попытался выстрелить ей прямо в лицо, но **пистолет дал осечку.** 

Мужчина уже задержан",,,,,,
3109,"**Бездомный пёс провернул дело всей жизни:** он стибрил жареную курицу из машины. Четвероногий друг Оушена дождался, пока пожилой водитель зайдёт в магазин, а затем приступил к делу.

В Бразилии даже собаки умеют грабить.",,,,,,
3110,"😳 **В Екатеринбурге семиклассник пришёл на учебную линейку в платье, но родители выходку не оценили

**В Екатеринбурге ученик гимназии № 108 пришел на линейку в женской школьной форме — платье и белом фартуке. Свидетели зрелища были шокированы и озлоблены видом юноши.

**«**Главное, чего я не понял, почему его не отправили домой, а пустили в школу в таком виде. Не пропаганда ли это ЛГБТ?» — рассказал один из родителей.

Сам мальчик заявляет, что не имел серьезных намерений и хотел вызвать улыбку на лице одноклассников. Родителей парня уже вызвали на проверку.",,,,,,
3111,"В Одессе🇺🇦 замечен человек-ПВО, он сканирует небо на наличие калибров и беспилотников😂",,,,,,
3112,"Брата-близнеца бойца ММА Артёма Тарасова — Корнея — **избили резиновым членом прямо на улице**. 

Несколько человек удерживали его, а один из них бил блогера aka бойца поп-ММА по лицу фаллосом. Тот в свою очередь просил прохожих вызывать полицию.

Питерские разборки",,,,,,
3113,"В Москве 1-ого сентября машина скорой помощи **сбила школьницу на пешеходе**.

Ребенок госпитализирован в больницу",,,,,,
3114,Деревенский Брюс Ли и теща,,,,,,
3115,Ещё один незабываемый День Рождения,,,,,,
3116,Выглядит не очень,,,,,,
3117,"Хасбик взорвал пукан Макгрегора

Все потому, что тот выложил видео, где показал своего петуха по кличке «Notorious», такое же прозвище у Конора.",,,,,,
3118,В Астрахани мотохруст не справился с управлением и вписался в столб. От полученных травм он скончался,,,,,,
3119,Нормально хайпанулись?,,,,,,
3120,"**А есть и такие ребята в Казахстане, которые пытаются хоть как-то образумить своих соотечественников:

**__""**Не дай Бог русские начнут считать нас врагами. **Посмотрел видео одно, где говорят: нужно готовиться к войне, у нас будет куча оружия, мы сможем отбиться. Боже, как только ты возьмёшь в руки оружие, по тебе прилетит одна высокоточная ракета, которая попадёт тебе прямо в глаз**.** **Ты погибнешь, даже не увидев перед собой русского солдата"".**__",,,,,,
3121,"**Во Львове тем временем очень сильный пожар на территории бывшего автобусного завода**.

Горит фасад и кровля одного из зданий. На месте много пожарных машин. Причины возгорания пока неизвестны.",,,,,,
3122,Маленькое симпатичное наступление,,,,,,
3123,"Поляк попался на ссущую свинью, распространите",,,,,,
3124,"«**Вешать всех, вниз головой и бить ногами по башке. Нету 90-х на всю вашу братию, блять, жидовскую**». 

В Мурманске мужик на пункте «Озона» не смог получить посылку из-за отсутствия штрихкода и в этом он обвинил **всемирный еврейский заговор**.",,,,,,
3125,"**В Нижнем Новгороде старая пизда продававшая морожено**, набросилась на паренька с аутизмом.🤬

Она сказала ему что он не такой как все и ему не место среди детей, так как он их пугает.",,,,,,
3126,Нурлан Сабуров о своей травле,,,,,,
3127,"В Одессе🇺🇦 мужик сдал цыганам квартиру на 2 этаже, те вечно что-то не могут поделить и по утрам случаются вот такие прилёты 😱",,,,,,
3128,"❗️🤡**Очередное видео провального «наступления» ВСУ на Херсонском направлении

**Кадры с экшн камеры иностранного наёмника выложили совсем недавно.
Как всем известно, тот кто из них выжил - бежал с поля боя.",,,,,,
3129,"Они не боятся шума воздушной тревоги, знают, где можно спрятаться во время обстрела, и в траве легко смогут отличить противопехотную мину. Дети Донбасса гуляют только под присмотром родителей и даже летние каникулы в основном проводят дома. В преддверии нового учебного года наша съёмочная группа провела несколько дней с этими ребятами и их родителями.
 
Наш [документальный проект](https://vk.com/video-24199209_456298241) о тех, кто только научился читать по слогам, но уже знает, что такое ПВО, о родителях, которые знают, что прилёт может произойти в любой момент. Семьи Донбасса рассказали подробнее о своих заботах, страхах и мечтах.",,,,,,
3130,⚡️ Эксклюзивные кадры высадки украинского десанта у ЗАЭС.,,,,,,
3131,"**ОСТОРОЖНО! ЭТО ОЧЕНЬ ЖЁСТКИЕ КАДРЫ!!! 18+ 

**Момент наезда мусоровоза на двух маленьких девочек в Истре. 

Одна из малышек погибла на месте. Вторая — сейчас в больнице.",,,,,,
3132,🔥🇷🇺🇺🇦 Кадры ликвидации украинских диверсантов бойцами Народной милиции ЛНР под Северском,,,,,,
3133,"**Отправил в реанимацию без разговоров

**В Москве двое зацепились языками и, казалось, что разговор на повышенных тонах продолжится «нос к носу», но один решил включить боксёра и отправил в нокаут оппонента с одного удара.

Потерпевшему вызвали скорую и уже там медики заявили, что ему нанесён тяжкий вред здоровью.
В виду этого драчуну грозит реальный срок",,,,,,
3134,"**🤬🏴‍☠️Вот для чего укронацисты пытаются контрнаступать

**Очередной бандеровец во всеуслышание говорит, что если вернётся в Каховку, то будет убивать и вешать мирных людей.",,,,,,
3135,"**❗️Председатель совета директоров «ЛУКОЙЛа» скончался в результате падения из окна московской больницы.

**67-летний Равиль Маганов проходил лечение в отделении на 6 этаже. Что стало причиной падения с высоты известного нефтяника - предстоит выяснить следователям. На месте работают правоохранительные органы.",,,,,,
3136,"**Из-за боевых действий на Украине СМИ в России вынуждены работать в условиях военной цензуры**

[RTVI](https://t.me/+kdRPbeIGNe9hN2Ni) — одно из последних качественных СМИ с командой профессиональных журналистов в России. Их взвешенная подача отличается от того, что несут на федеральных телеканалах. Проверенные новости и ответы на вопросы: «Как теперь жить» и «Что будет дальше».

❗️**ПРЕДУПРЕЖДЕНИЕ: если вы привыкли к пропаганде, то правда от **[**RTVI**](https://t.me/+kdRPbeIGNe9hN2Ni) **может вызывать у вас чувство тревоги**",,,,,,
3137,"Очередной индус рассчитал каждый свой шаг, но он был плох в математике.",,,,,,
3138,"Пункт назначения по-якутски. 

У автокрана на подъеме отказали тормоза⁠⁠ и он снёс три автомобиля. Никто не пострадал, но зато кадры получились эпичные",,,,,,
3139,"**Шутки кончились, молодые люди.

**В Ставропольском крае двое из трёх парней, осквернивших 26 марта мемориал Вечного огня в Невинномыске, получили реальные сроки – два и два с половиной года лишения свободы. Третий недоумок получил лишь год воспитательной колонии, но только засчёт того, что является несовершеннолетним.

При этом творить дичь все трое были достаточно взрослые и самостоятельные – тогда в марте троица сперва прикурила от пламени Вечного огня, а затем решила всей компанией помочиться на мемориал.

Позже придурки, конечно, извинились и списали содеянное на алкоголь, но этого в их случае явно маловато для искупления. Теперь у них будет достаточно времени подумать о своём поведении.",,,,,,
3140,"🇵🇱🇺🇦**Польско-украинская «дружба» даёт сбой

**В Варшаве выпивший полицейский угрожает укробеженцу, который нагло ведёт себя в чужой стране и считает, что для него не писаны ни законы, ни штрафы.
Поляк так и говорит, «__Если тебе что-то не нравится, то уёб__*__вай на Украину__»",,,,,,
