Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
2020,"Россия подняла в воздух МиГ-31 с гиперзвуковым ракетным комплексом «Кинжал», который гарантированно поразит любую цель на территории Украины.",,,,,,
2021,"Мобилизованный боец зачем-то наговорил угроз в адрес казахов, обещая их «убить».

Сослуживцы помогли ему извиниться и дали по ебану за это на камеру",,,,,,
2022,"🗣**🇺🇦🏴‍☠️ Пленные боевики ""Азова""* дали показания об убийстве мирных жителей Мариуполя

* **— запрещён на территории РФ",,,,,,
2023,"**На Украине завелся боевой трансгендер.

**Американский журналист(ка) Сара Эштон-Сирилло, сменивший пол в 2019, заявил, что стал новым бойцом украинской армии. 

🤔Трансформеры в деле",,,,,,
2024,Встретились как-то в чатрулетке жительница Подмосковья и житель Одессы,,,,,,
2025,"**На 1 видео **Село Никольское, Белгородской области, воронка от сегодняшнего прилета около 12 метров.

**На 2 видео** Массированный ракетный удар отражает ПВО ВС РФ в Белгороде. Сбито более 10 целей. 2 прилета в районе аэропорта.",,,,,,
2026,"🔞 В соцсетях появились кадры с, предположительно, полигона в Белгородской области.

Накануне на полигоне Западного военного округа в Белгородской области **двумя гражданами одной из стран СНГ** совершён террористический акт;

Огонь на полигоне был открыт во время занятия по огневой подготовке с добровольцами",,,,,,
2027,"⚠️🔞Появилась новая пизда с Минской области, которая мучает животное, делаем максимальный репост!",,,,,,
2028,Как тебе такое Илон Маск?,,,,,,
2029,"Некий стример спиздил в прямом эфире гранёный стакан из столовой — теперь ему грозит уголовка.

«Гений преступного мира» вёл прямую трансляцию на своём Twitch-канале и заснял, как зашёл пообедать в столовую на вокзале в селе Богучаны Красноярского края. После трапезы он засунул один из стаканов себе в рюкзак и вышел из заведения.

Кто-то из зрителей вырезал этот фрагмент и отравил копам — спустя несколько дней к опасному преступнику приехали сотрудники. Сейчас блогеру грозит уголовное наказание по статье «Кража»",,,,,,
2030,В Питере байкер влетел в толпу людей,,,,,,
2031,💥🚀Прилёт попал в кадр,,,,,,
2032,"Командир белорусского нацбата, воюющего на стороне ВСУ, заснял  свою смерть. Запись уже забирали с трупа.

Отвоевался",,,,,,
2033,В Стамбуле сегодня загорелся небоскреб,,,,,,
2034,"🗣🇺🇦**Жены пленных ВСУшников требуют у Зеленского возврата мужей

**В сети появилось видео с обращением матерей и жён пленных ВСУшников к Зеленскому, в котором они обвиняют его в том, что он плевал на их родственников, думает только о деньгах и пиаре и требуют провести обмен.",,,,,,
2035,"В Краснодаре хитрые пездюки раскрутили школьника на карусели **с помощью электросамоката**. 

Малой не удержался и вылетел с опасного аттракциона. Его увезли в больницу с тяжёлыми травмами",,,,,,
2036,"🇺🇦""**Я думаю хозяева не будут против""

**ВСУшники продолжают мародерить имущество мирного населения",,,,,,
2037,Осознание у украинок через 3...2...1...,,,,,,
2038,"🇷🇺🇺🇦 ВСУ не доехали, затопили машину.",,,,,,
2039,Неужели уже все позабыл ?🤔,,,,,,
2040,This channel can’t be displayed because it was used to spread pornographic content.,,,,,,
2041,Индийский лифт чуть не схавал покалеченного мужика,,,,,,
2042,"Один из десяти резервуаров повреждён на нефтебазе в Белгородской области из-за обстрела ВСУ, сообщили в экстренных службах.",,,,,,
2043,"**В Канаде своя атмосфера

**Сиськастый канадский учитель пришел оспаривать петицию, направленную обеспокоенными родителями его учеников против педагога",,,,,,
2044,Алкаш возомнил себя десантником🤡,,,,,,
2045,"Украинка в прямом эфире высказалась, что не верит в победу Украины, так как она реалист и что победит в любом случае Россия!

Местные угрозами тут же заставили её извиниться за свои слова и удалить инстаграм...",,,,,,
2046,Очевидцы сообщают о **работе ПВО в Севастополе и под Белгородом.**,,,,,,
2047,"Омский говновоз насмерть переехал 11-летнего мальчика на пешеходном переходе.

41-летний водятел пролетел на красный и снёс школьника, переходившего дорогу на зеленый сигнал светофора. Ребенок скончался до приезда скорой помощи.",,,,,,
2048,Очень быстрое интервью ВСУшника😄,,,,,,
2049,"**В Тамбовской области яжмать напала на охранника в школе

**Женщину не впустили в здание школы из-за новых правил антитеррористической безопасности. 
Однако, мамка во что бы то ни стало решила прорваться, поэтому сначала оскорбляла, потом начала пинать, а в итоге отхватила сама",,,,,,
2050,"🔥🇧🇾🇷🇺🇺🇦 Минобороны Белоруссии публикует кадры с первым эшелоном российских военнослужащих, прибывающих в республику в составе региональной группировки войск.",,,,,,
2051,"Кадры уничтожения украинских комплексов ПВО С-300 российским ударным БПЛА ""Ланцет"" на запорожском направлении.",,,,,,
2052,"❗️**В Керчи задержана предательница 

**Установлено, что 30-летняя жительница города Керчь опубликовала в групповом чате мессенджера ""Telegram"" текстовые комментарии, которые содержат призывы к осуществлению насильственных действий в отношении группы лиц, выделенной по признаку национальности (русских).

Также по месту жительства задержанной были обнаружены флаги Украины и США.

Позже она записала извинения",,,,,,
2053,"**Илону Маску надоел хейт в твиттере со стороны украинцев

**В своих новых постах миллиардер акцентирует внимание на том, что Starlink — единственная связь, которая осталась у Украины на фронте, а Россия пытается ""убить"" эту систему спутникового интернета.",,,,,,
2054,**💥🇷🇺Ночью ~~иранские мопеды~~** Гераньки продолжали кошмарить ВСУ🇺🇦 на Запорожском направлении.,,,,,,
2055,"Казахстанский любитель матрицы выебывается на камеру и поет.

**“Хотите узнать с какой песней алматинский казах, директор нефтяной компании начинает утро?”**",,,,,,
2056,Кстати в этот день **15 октября** 1959 г. в Мюнхене в результате успешной операции КГБ СССР ликвидирован предатель и палач украинского народа **Степан Бандера** – выстрелом из пистолета-шприца с ядом. Еще в 1949 г. Верховный суд СССР заочно приговорил главаря ОУН (запрещена в России) к высшей мере наказания – смертной казни.,,,,,,
2057,"**В Одессе🇺🇦 провели тест нового конкурента четвероногому роботу из Boston Dynamics

**Вызывайте экзоциста",,,,,,
2058,**В Никополе (днепропетровская область)🇺🇦  утро также началось с прилетов**,,,,,,
2059,Хет-трик был близко. Китай,,,,,,
2060,Утро начинается со взрывов под Киевом,,,,,,
2061,"💥🇷🇺**Доброе утро, мы из России

**Мощнейшие гаубицы ""Малка"" ЛНР уничтожают врага🇺🇦 на Донбассе",,,,,,
2062,"«**Мы ничего не должны этому парню. Ни-че-го. Удачи, дружище, проваливай**». 

Американский ведущий в эфире Fox News раскритиковал президента Украины **Зеленского** за требование помощи.",,,,,,
2063,"Всушники опять где-то прячутся от снарядов, которые летят все ближе к ним",,,,,,
2064,всё понятно,,,,,,
2065,"⚡️Белгород снова подвергся обстрелам со стороны ВСУ. 

После серии взрывов в ряде районов пропал свет, отключились светофоры.

По предварительной информации, повреждение получила ТЭЦ ""Луч"".

Власти Белгородской области объявили каникулы во всех школах с 17 октября.",,,,,,
2066,"🇷🇺🇺🇦 Кадры боевой работы «Искандеров» в зоне СВО.

Российские ракетчики уничтожили склад с боеприпасами ВСУ и две американские РСЗО HIMARS.",,,,,,
2067,🇷🇺🇺🇦 Донбасс. Американский гранатомёт PSRL-1 в руках ВСУ.,,,,,,
2068,**Гастарбайтер-транс** снял хату в Самаре и устроил там притон.,,,,,,
2069,«Накаркал» получается 😅,,,,,,
2070,"Дикая мадам доебалась до велосипедистов, но карма быстро прилетела ей в лоб ( **смотреть до конца**)",,,,,,
2071,Всем кто бежал в Грузию также слышится😁,,,,,,
2072,Когда понимаешь польский без переводчика,,,,,,
2073,"Так работают украинские саперы, странно, что он еще живой",,,,,,
2074,"**Заявления Путина:

**— Линию соприкосновения  1100 км, держать исключительно контрактниками невозможно. 33 тысячи мобилизованных уже находится в подразделениях, 16 тысяч выполняют боевые задачи;

— Мобилизационные мероприятия закончатся примерно через 2 недели;

— Президент Турции сыграл уже заметную роль в решении ряда вопросов, например, в вопросе обменов военнопленных, он включался лично, мы ему благодарны за это;

— ОАЭ тоже готовы к посреднической роли, президент занимается этим, в том числе, занимается вопросами гуманитарного характера, за что мы им тоже говорим спасибо;

— Как только войска от Киева отошли - все, желание вести переговоры у Киева пропало;

— Не вижу необходимости в переговорах с Байденом;",,,,,,
2075,"Восьмиклассница зарезала сестру-четвероклассницу в Саратове. Девочка погибла

Тело 10-летней школьницы нашли родители в квартире, когда вернулись домой. Приехавшая скорая констатировала смерть. У ребёнка было 19 ножевых ранений в живот и спину.

По подозрению в убийстве задержана её 14-летняя сестра. Она уже во всём призналась и заявила, что убила младшую, потому что недолюбливала.

Возбуждено уголовное дело по статье ""Убийство"".",,,,,,
2076,"Обстановка на данный момент у разрушенного снарядном жилого дома в Белгороде. 

Многоэтажка оцеплена по периметру полицией, доступ в пострадавшую квартиру на 16-м этаже перекрыт полностью. Но жильцам остальных квартир разрешают пройти домой, чтобы забрать нужные вещи. 

По оценке экспертов, демонтажные работы займут два–три дня. Электроэнергия и система отопления в доме налажены. А все осколки и разрушения коммунальщики убрали ещё вчера вечером. Местные жители нам рассказали, что после взрыва поднялась сильная пыль, но взрывной волны они не ощутили. А работу ПВО в городе люди слышат регулярно.",,,,,,
2077,"**Очередная военная сводка от Арестовича.

**__«Полетело 12 калибров. 18 из них сбили».__",,,,,,
2078,"**«Just stop oil»

**Экоактивисты облили супом картину Ван Гога «Подсолнухи» в лондонской национальной галерее. 

Цена картины 72,5 миллиона фунтов. К счастью, само полотно находилось под стеклом.",,,,,,
2079,🇺🇦В Харькове прогремели 5 взрывов💥,,,,,,
2080,🔥🇷🇺🇺🇦 Донбасс. Дроны бьют по укрытиям ВСУ в жилых домах.,,,,,,
2081,"Ночное задание:
Уничтожение видеокамер противника 
@ttambyl

👍 __- если поддерживаете наших военных 
❤️ - если переживаете за наших ребят__",,,,,,
2082,"""Миротворец"" добрался и до Илона Маска!

Сайт позиционирует себя как «интернет-представительство Центра исследований преступлений против основ национальной безопасности Украины, мира, безопасности граждан».

Причиной всему стал отказ компании SpaceX оплачивать услуги спутниковой связи Starlink для Украины.",,,,,,
2083,Индусы в своем стиле,,,,,,
2084,"❗️**Не КТО, а режим повышенной террористической опасности. 

**Президент Республики Беларусь Александр Лукашенко разъяснил заявление главы белорусского МИД, которое сегодня широко обсуждалось в сети.",,,,,,
2085,"Житель Одессы выкинулся в окно, но местных это не сильно смутило",,,,,,
2086,"**Во Франции 2500 АЗС без топлива,** а почти 2000 АЗС с частичным дефицитом",,,,,,
2087,"🇷🇺🇺🇦Уничтоженные российской артиллерией позиции, укрытия и техника укровояк",,,,,,
2088,"⚡️**Илон Маск отказался платить за обслуживание спутников Starlink на Украине.

**Илон Маск, комментируя ситуацию со спутниковой сетью Starlink в Украине, заявил, что всего лишь** следует совету обматерившего его бывшего посла Украины в Германии Андрея Мельника. 

**На прошлой неделе Маск предложил свое видение урегулирования конфликта на Украине с сохранением Крыма в составе России и повторными референдумами под наблюдением ООН в Донбассе, в Херсонской и Запорожской областях. После этого Мельник нецензурно посоветовал Маску убираться к черту.",,,,,,
2089,"🇺🇦🏳️ «**__Я водила! Я вожу!__**»

Интересно, кто же всё-таки ведёт огонь в армии украины, раз все пленные — это только водители (как тот что на видео) и повара…

На самом же деле данный хлопец из рядов 60 ОПБр ВСУ. 
Хоть и говорит, что только водил, но верится с трудом. Впереди опознавательные мероприятия.",,,,,,
2090,Этиловые жабы из Питера впервые увидели лифт,,,,,,
2091,"💥🇷🇺**Штурм опорника ВСУ**🇺🇦

Бойцы ЧВК «Вагнера» уничтожают личный состав ВСУ в их опорном пункте. 

Архивное видео, весна 2022,",,,,,,
2092,🇷🇺🇺🇦 Донбасс. Удары по позициям ВСУ.,,,,,,
2093,"**Юный кизлярец несколько месяцев готовился к встрече с папой–героем.

**Расул встречал все прибывающие в город колонны военных машин из зоны специальной военной операции в надежде, что в одной из них будет его папа. 

И вот, спустя несколько месяцев, наступила долгожданная встреча отца и сына!",,,,,,
2094,"**А вот и первые официальные кадры применения уникальной разработки компании Zala Aero Group, входящей в состав концерна «Калашников» – барражирующего боеприпаса ""Ланцет"".

**Данные БПЛА по мощности своих боезарядов эквивалентны артиллерийским снарядам средних калибров, что наглядно демонстрируется на видео.

Кроме того, отличительной особенностью данной модели беспилотников является крайне затруднённый поиск и идентификацию его противником – в полёте за счёт особенной Х-образной конструкции лопастей, они могу имитировать даже полёт птицы. Кроме того, ""Ланцеты"" оснащены специальными разработками, способными отражать лазерные средства ПВО.",,,,,,
2095,Когда разозлили уже даже Батюшек,,,,,,
2096,"**Минимум два прилета по Харькову🇺🇦,** – мэр города Терехов.

В некоторых районах города проблемы с электроснабжением",,,,,,
2097,"На Украине запустили уже движение трамваев, оперативно работают.",,,,,,
2098,"В симферопольской школе пездюк несколько раз ударил своего одноклассника ножом, потому что он **быстрее его пробежал на физре**. 

По словам учеников, ахуевший школяр по имени Герман потребовал от оппонента извиниться за такую наглость на коленях, а наткнувшись на стену игнора — достал нож и нанёс несколько ударов.

Сейчас пострадавший в реанимации, он находится в тяжёлом состоянии. Дети рассказывают, что маленький зверь не первый раз проявляет агрессию",,,,,,
2099,"ВСУ снова ударили по Белгородской области. В результате прилёта в посёлке Октябрьский начался сильный пожар, слышны взрывы.",,,,,,
2100,🇺🇦🏳️Послушные ВСУшники попали нашим бойцам🇷🇺 в плен,,,,,,
2101,"Байден забыл причину смерти своего сына Бо, который умер от рака. Он заявил, что тот героически погиб в Ираке

Старший сын президента США служил там с 2008 по 2009 год, но скончался в 2015-м от онкологии головного мозга в Штатах.",,,,,,
2102,"**🤠 Ничего необычного, просто лошадь в автобусе Абхазии**.

__яхай баля **🐎**__",,,,,,
2103,"Тернопольская область🇺🇦,  украинские ПВО опять не смогли поразить Калибр",,,,,,
2104,"Желание Дочери Панина в свой день рождения….

Действительно когда воспитанием заниматься, если надо в жопу ногой ходить🤦🏽‍♂️",,,,,,
2105,"Ракеты уже над Киевом. Так же Калибры  замечены в Одесской, Николаевской и Винницкой областях.

**Воздушная тревога объявлена во всех регионах Украины.**",,,,,,
2106,"**Челябинские приключение.

**Там местный отпиздил студента в общаге, так как тот не смыл за собой говно.",,,,,,
2107,"🇷🇺🇺🇦Кадры работы ЗРК  ""Бук-М2"" по воздушным целям ВСУ.",,,,,,
2108,"❗️🇺🇦🏴‍☠️**Кулеба признался в совершении терактов в Крыму и Белгороде🇷🇺

**Российские пранкеры Вован и Лексус, представившись бывшим послом США Майклом Макфолом, пообщались с министром иностранных дел Украины Дмитрием Кулебой. 

Он подтвердил причастность украинских спецслужб к терактам на территории России.",,,,,,
2109,"**__— Ты где находишься?
— В метро для нищеёбов

__**Губастая солевая шлюха продолжает наводить суету в московском метро",,,,,,
2110,"⚡️**Два истребителя ВВСУ 🇺🇦 разбились в Полтавской области.

**Сообщают, что это могло произойти при попытке уничтожить иранские дроны-камикадзе ""Shahed"".",,,,,,
2111,"🇷🇺🇺🇦 Первые кадры воздушной ""дуэли"" российского и украинского квадрокоптеров.

1:0 — уверенная победа российской птички.",,,,,,
2112,"❗️**В Белгороде часть ракеты УПАЛА НА МНОГОЭТАЖНЫЙ ДОМ в результате работы ПВО, разрушены верхние этажи жилого комплекса

⚡️ Пострадавших после повреждения дома в Белгороде нет — заместитель губернатора Белгородской области.**",,,,,,
2113,"**Ядерный удар рф по Украине вызовет не ядерный**, но мощный военный ответ Запада, – глава европейской дипломатии Боррель.

Украинцы 🗿",,,,,,
2114,"🏃🏻🇺🇦**ВСУшники отступают из Иванграда.

**Пригожин сообщил, что поселок Иванград полностью взят и зачищен бойцами ЧВК ""Вагнер"". 

Опытное пока не взяли - за него идут тяжелые бои. Опытное является последним поселком перед южными окраинами Артемовска - далее начинается сам город.",,,,,,
2115,Педали что-ли устал крутить,,,,,,
2116,"❗️ **В Киеве и Одессе ранним утром вновь цвели ""Герани"".** 

Сообщается о нескольких взрывах.",,,,,,
2117,"Российский журналист Василий Крестьянинов рассказал, что его аккаунт на «Госуслугах» **взломали и записали в добровольцы**. При этом он уехал из страны ещё в 2021 году.

Мужчина уточнил, что его аккаунт привязан к российской почте, которой он редко пользуется, как и самим порталом.",,,,,,
2118,Обычный день в ~~GTA~~ Америке,,,,,,
2119,Российский пес-диверсант уничтожает флаг Украины 😁,,,,,,
2120,"«Первые фейерверки были изобретены в 12 веке»
Люди до 12 века:",,,,,,
2121,"**Элитный отряд.

**Спецназ из Уганды проводил десантировку на футбольное поле, но никто не попал. Один был максимально близок, но влетел в туалет.",,,,,,
2122,"Генассамблея ООН приняла резолюцию, не признающую референдумы в ДНР, ЛНР, Херсонской и Запорожской областях. 

За проголосовало 143 страны, воздержалось 35 стран, против — пять (Россия, Сирия, КНДР, Белоруссия и Никарагуа).",,,,,,
2123,"🇺🇦👊🏻Хлопчики бьются за бензин

В Киеве начались драки за место в очереди на заправках.",,,,,,
2124,🇷🇺🇺🇦 Новое биологическое оружие ВСУ.,,,,,,
2125,"**Сотрудники УФСБ по Свердловской области предотвратили теракт в административном здании Нижнего Тагила.** Об этом сообщает ТАСС.

Пытавшийся совершить теракт в Нижнем Тагиле арестован, он прибыл в РФ с Украины в 2014 году",,,,,,
2126,"🇰🇿🤬**В Казахстане местные нацики докопались до русского парня**, начали задавать вопросы «__Чей Херсон?__», а потом  залили перцовкой и отпинали толпой.",,,,,,
2127,"Солевой из Одессы 🇺🇦 решил, что он ПВО, и пытается выследить в ночном небе калибры",,,,,,
2128,🇷🇺🇺🇦 Донбасс. Прямой прилёт по позиции ВСУ.,,,,,,
2129,Подземные страсти в московском метро,,,,,,
2130,"🇺🇦Значит ехали, ехали ВСУшники на свои позиции и не доехали...

__Всему виной оказалась противотанковая мина советского производства__🔥",,,,,,
2131,"🇷🇺🇺🇦 Кадры ремонтных работ на поврежденном участке Крымского моста. 

Соседняя часть моста, которая практически не повредилась, открыта для движения транспорта.",,,,,,
2132,"Сегодня ВСУ выпустили по Белгородской области больше 100 ракет. Но ни одна из них цели не достигла — все сбиты системами ПВО.

Такой интенсивности прилётов не было примерно полгода — обычно в день фиксировалось по три-пять ракет в сторону Белгорода.",,,,,,
2133,"Байден назвал российские ракетные удары по Украине «жестокими и запредельными» – Reuters

**На видео бомбежка Багдада, после которой никто даже не вякнул.**",,,,,,
2134,"В Италии во время взлёта у грузового **Boeing отлетело 100-килограммовое колесо.

**Несмотря на это, самолёт не стал возвращаться в аэропорт и благополучно приземлился в **США**. Во время инцидента никто не пострадал.",,,,,,
2135,"🔥🇷🇺🇺🇦 Группа чеченских добровольцев уже прибыла в зону СВО. Бойцы спецназа ""Ахмат"" передают свои приветствия.",,,,,,
2136,"**__«Задание выполнила, теперь заберите меня отсюда»__.

**С этими словами пенсионерка из Санкт-Петербурга попыталась поджечь местное отделение Сбербанка.

Женщина пришла в офис на Комендантском проспекте и, по словам очевидцев, бросила что-то на пол со словами «Слава Украине». После этого у входа в отделение банка начался пожар. Поджигательница не убежала — напротив, она осталась и спокойно разговаривала по телефону. По версии очевидцев, она будто подчинялась приказам человека на другом конце трубки, а после пожара отчиталась о выполненном задании. 

Пожар потушили, а пенсионерка позже пришла в себя. Теперь она будет объяснять свое поведение в полиции.",,,,,,
2137,"**По-настоящему героический поступок!

**[👉🏻 Трогает за душу](https://t.me/trogaetdushu)",,,,,,
2138,На Херсонском направлении ВСУ попыталось провести разведку боем.,,,,,,
2139,"**Илона Маска** заклеивают на рекламном билборде в Одессе. После его недавних высказываний, на Украине его хуесосят все кому не лень.

При этом ВСУ продолжает критично зависеть от его интернет спутников.",,,,,,
2140,"**Мигрант таксист ударил ногой пешехода в Питере.

**Бородач спокойно ездил по пешеходной зоне, как вдруг нашелся смельчак, который попросил водятла покинуть зону для прохожих, за что получил в живот с ноги.",,,,,,
2141,Казашки зря время не теряют😁,,,,,,
2142,"Очередной блогер в этот раз армянин, Геворг Петросян написал пожелания скорейшей смерти русским детям.

**__«Какой ангелочек. Уже вижу на небесах».

__**Кстати, у выродка косметический бренд, который торгуется на российском рынке, озон и вайлдбериз.",,,,,,
2143,"**Маршрут груза со взрывчаткой для взрыва на Крымском мосту

**ФСБ официально представили доклад с деталями расследования теракта на Крымском мосту. В том числе теперь стал понятен маршрут, по которому украинские террористы переправили груз к месту назначения.

По отмеченным на карте точкам можно заметить, что на конспирацию преступники не пожалели ни времени, ни ресурсов. **Действовали очень осторожно.** Взрывчатку в груз заложили еще в Болгарии в рулоны с пленкой, чтобы избежать обнаружения через просвечивание рентгеном.",,,,,,
2144,"✊🏻🇷🇺 «**Ахмат - сила!**»

Кто-то решил потроллить украинских митингующих 😁",,,,,,
2145,Кошмаринг ВСУ дронами,,,,,,
2146,"**На первом видео **наемники из батальона Шейха Мансура вместе с грузинскими наемниками, качаясь на качели записали обращение к бойцам Ахмат.

**На втором видео ответ кадыровцев:

**Кадыровцы уже выехали на поиски чеченцев с ""другой"" стороны баррикад.
При этом отмечая, что те уже не первый раз делают ноги, как только начинается суета.
Призывая проявить мужское достоинство хоть раз в жизни и самим отозваться. А работа СЗО на заднем плане должна выступить в роли маяка.",,,,,,
2147,"Зеленский заявил, что из  28 запущенных вчера  ракет сбили  20

**На видео работа легендарной ПВО Украины.**",,,,,,
2148,"Сбежавший в Грузию россиянин, **сжигает свой паспорт в обнимку с украинскими беженцам**🤡",,,,,,
